Metric|Essential True Mean|Essential True 95% CI low|Essential True 95% CI high|Essential False Mean|Essential False 95% CI low|Essential False 95% CI high|Permutation Test p-value|n|Essential True n|Essential False n
Hydrophob-Aromatic|0.7244897959183674|0.6326530612244898|0.8061224489795918|0.7715231788079471|0.7218543046357616|0.8145695364238411|0.42215778422157785|2|98|302
Hydrophob-Charged|0.7959183673469388|0.7040816326530612|0.8673469387755102|0.8245033112582781|0.7781456953642384|0.8642384105960265|0.628937106289371|2|98|302
Hydrophob-NegCharged|0.5408163265306123|0.4387755102040816|0.6428571428571429|0.5794701986754967|0.5231788079470199|0.6324503311258278|0.5823417658234177|2|98|302
Hydrophob-PosCharged|0.7448979591836735|0.6530612244897959|0.826530612244898|0.7417218543046358|0.6887417218543046|0.7880794701986755|1.0|2|98|302
PosCharged-PosCharged|0.17346938775510204|0.11224489795918367|0.25510204081632654|0.17218543046357615|0.13245033112582782|0.2185430463576159|1.0|2|98|302
NegCharged-NegCharged|0.08163265306122448|0.04081632653061224|0.15306122448979592|0.06291390728476821|0.039735099337748346|0.09602649006622517|0.642935706429357|2|98|302
FF-FY-SY-TY-HC|0.14285714285714285|0.08163265306122448|0.22448979591836735|0.2781456953642384|0.22847682119205298|0.33112582781456956|0.0059994000599940004|2|98|302
FF|0.0|||0.08278145695364239|0.056291390728476824|0.11920529801324503|0.0013998600139986002|2|98|302
FY|0.02040816326530612|0.0|0.07142857142857142|0.10264900662251655|0.0728476821192053|0.1423841059602649|0.009799020097990201|2|98|302
TY|0.01020408163265306|0.0|0.05102040816326531|0.056291390728476824|0.033112582781456956|0.08609271523178808|0.07479252074792521|2|98|302
SY|0.01020408163265306|0.0|0.061224489795918366|0.052980132450331126|0.033112582781456956|0.08278145695364239|0.10478952104789521|2|98|302
HC|0.01020408163265306|0.0|0.05422479009189838|0.052980132450331126|0.029801324503311258|0.08278145695364239|0.10078992100789921|2|98|302
MR|0.08163265306122448|0.04081632653061224|0.15306122448979592|0.016556291390728478|0.006622516556291391|0.03642384105960265|0.009799020097990201|2|98|302
Hydrophob-Hydrophob|0.8469387755102041|0.7653061224489796|0.9081632653061225|0.847682119205298|0.804635761589404|0.8874172185430463|1.0|3|98|302
StrHydrophob-StrHydrophob|0.7040816326530612|0.6122448979591837|0.7857142857142857|0.7317880794701986|0.6788079470198676|0.7781456953642384|0.678932106789321|3|98|302
Aromatic-Aromatic|0.10204081632653061|0.05102040816326531|0.17346938775510204|0.23841059602649006|0.19536423841059603|0.2913907284768212|0.0037996200379962005|3|98|302
Hydrophil-Hydrophil|0.5816326530612245|0.47959183673469385|0.673469387755102|0.5529801324503312|0.4966887417218543|0.609271523178808|0.7085291470852915|3|98|302
Hydrophob-Aromatic|0.6530612244897959|0.5510204081632653|0.7448979591836735|0.7185430463576159|0.6655629139072847|0.7682119205298014|0.28277172282771723|3|98|302
Hydrophob-Charged|0.7551020408163265|0.6632653061224489|0.8367346938775511|0.7483443708609272|0.6986754966887417|0.7947019867549668|1.0|3|98|302
Hydrophob-NegCharged|0.4387755102040816|0.3469387755102041|0.5408163265306123|0.4900662251655629|0.4337748344370861|0.5463576158940397|0.4627537246275372|3|98|302
Hydrophob-PosCharged|0.673469387755102|0.5816326530612245|0.7653061224489796|0.6490066225165563|0.5927152317880795|0.7019867549668874|0.7495250474952505|3|98|302
PosCharged-PosCharged|0.12244897959183673|0.07142857142857142|0.20408163265306123|0.09933774834437085|0.0695364238410596|0.1357615894039735|0.6301369863013698|3|98|302
NegCharged-NegCharged|0.02040816326530612|0.0|0.07142857142857142|0.013245033112582781|0.0033112582781456954|0.033112582781456956|0.9159084091590841|3|98|302
FF-FY-SY-TY-HC|0.030612244897959183|0.01020408163265306|0.08163265306122448|0.18543046357615894|0.1456953642384106|0.23178807947019867|0.00019998000199980003|3|98|302
FF|0.0|||0.029801324503311258|0.013245033112582781|0.052980132450331126|0.15558444155584442|3|98|302
FY|0.02040816326530612|0.0|0.07142857142857142|0.052980132450331126|0.033112582781456956|0.08278145695364239|0.286971302869713|3|98|302
TY|0.0|||0.016556291390728478|0.006622516556291391|0.03642384105960265|0.48555144485551444|3|98|302
SY|0.0|||0.009933774834437087|0.0033112582781456954|0.026490066225165563|0.8407159284071593|3|98|302
HC|0.0|||0.009933774834437087|0.0033112582781456954|0.026490066225165563|0.8515148485151485|3|98|302
MR|0.061224489795918366|0.02040816326530612|0.12244897959183673|0.0|||0.00039996000399960006|3|98|302
Hydrophob-Hydrophob|0.7857142857142857|0.6938775510204082|0.8571428571428571|0.8079470198675497|0.7615894039735099|0.8509933774834437|0.7297270272972702|4|98|302
StrHydrophob-StrHydrophob|0.6326530612244898|0.5306122448979592|0.7244897959183674|0.6788079470198676|0.6225165562913907|0.7284768211920529|0.4707529247075293|4|98|302
Aromatic-Aromatic|0.061224489795918366|0.02040816326530612|0.12244897959183673|0.19205298013245034|0.152317880794702|0.24172185430463577|0.0027997200279972004|4|98|302
Hydrophil-Hydrophil|0.5102040816326531|0.40816326530612246|0.6122448979591837|0.49337748344370863|0.4370860927152318|0.5496688741721855|0.8529147085291471|4|98|302
Hydrophob-Aromatic|0.5714285714285714|0.46938775510204084|0.6632653061224489|0.6688741721854304|0.6125827814569537|0.7218543046357616|0.10518948105189481|4|98|302
Hydrophob-Charged|0.6938775510204082|0.6020408163265306|0.7755102040816326|0.6688741721854304|0.6158940397350994|0.7218543046357616|0.7287271272872713|4|98|302
Hydrophob-NegCharged|0.336734693877551|0.24489795918367346|0.4387755102040816|0.4105960264900662|0.3543046357615894|0.46688741721854304|0.2385761423857614|4|98|302
Hydrophob-PosCharged|0.6020408163265306|0.5|0.6938775510204082|0.5827814569536424|0.5264900662251656|0.6357615894039735|0.8161183881611839|4|98|302
PosCharged-PosCharged|0.09183673469387756|0.05102040816326531|0.16326530612244897|0.059602649006622516|0.03642384105960265|0.08953333083001708|0.38636136386361364|4|98|302
NegCharged-NegCharged|0.0|||0.009933774834437087|0.0033112582781456954|0.026490066225165563|0.8439156084391561|4|98|302
FF-FY-SY-TY-HC|0.02040816326530612|0.0|0.07142857142857142|0.1423841059602649|0.10596026490066225|0.18543046357615894|0.0005999400059994001|4|98|302
FF|0.0|||0.019867549668874173|0.006622516556291391|0.039735099337748346|0.37076292370762925|4|98|302
FY|0.01020408163265306|0.0|0.06035741757557621|0.03642384105960265|0.019867549668874173|0.06291390728476821|0.33536646335366466|4|98|302
TY|0.0|||0.009933774834437087|0.0033112582781456954|0.026490066225165563|0.8597140285971403|4|98|302
SY|0.0|||0.0033112582781456954|0.0|0.019867549668874173|1.0|4|98|302
HC|0.0|||0.0033112582781456954|0.0|0.019867549668874173|1.0|4|98|302
MR|0.030612244897959183|0.01020408163265306|0.08163265306122448|0.0|||0.028397160283971604|4|98|302
Hydrophob-Hydrophob|0.7857142857142857|0.6938775510204082|0.8571428571428571|0.7913907284768212|0.7417218543046358|0.8344370860927153|1.0|5|98|302
StrHydrophob-StrHydrophob|0.5816326530612245|0.47959183673469385|0.673469387755102|0.6258278145695364|0.5695364238410596|0.6788079470198676|0.5135486451354865|5|98|302
Aromatic-Aromatic|0.04081632653061224|0.01020408163265306|0.10204081632653061|0.152317880794702|0.11589403973509933|0.19536423841059603|0.0029997000299970002|5|98|302
Hydrophil-Hydrophil|0.41836734693877553|0.32653061224489793|0.5204081632653061|0.4139072847682119|0.3576158940397351|0.47019867549668876|1.0|5|98|302
Hydrophob-Aromatic|0.5306122448979592|0.42857142857142855|0.6224489795918368|0.6125827814569537|0.5562913907284768|0.6655629139072847|0.194980501949805|5|98|302
Hydrophob-Charged|0.6122448979591837|0.5102040816326531|0.7040816326530612|0.6192052980132451|0.5662251655629139|0.6721854304635762|0.9881011898810119|5|98|302
Hydrophob-NegCharged|0.2857142857142857|0.20408163265306123|0.37755102040816324|0.3609271523178808|0.3079470198675497|0.41721854304635764|0.21237876212378762|5|98|302
Hydrophob-PosCharged|0.5102040816326531|0.40816326530612246|0.6122448979591837|0.5066225165562914|0.4503311258278146|0.5629139072847682|1.0|5|98|302
PosCharged-PosCharged|0.061224489795918366|0.02040816326530612|0.12244897959183673|0.04304635761589404|0.023178807947019868|0.0695364238410596|0.6343365663433657|5|98|302
NegCharged-NegCharged|0.0|||0.0|||1.0|5|98|302
FF-FY-SY-TY-HC|0.01020408163265306|0.0|0.061224489795918366|0.10596026490066225|0.0728476821192053|0.1423841059602649|0.0021997800219978004|5|98|302
FF|0.0|||0.006622516556291391|0.0|0.023178807947019868|1.0|5|98|302
FY|0.0|||0.023178807947019868|0.009933774834437087|0.046357615894039736|0.27817218278172184|5|98|302
TY|0.0|||0.009933774834437087|0.0033112582781456954|0.026490066225165563|0.8643135686431357|5|98|302
SY|0.0|||0.0|||1.0|5|98|302
HC|0.0|||0.0|||1.0|5|98|302
MR|0.01020408163265306|0.0|0.05102040816326531|0.0|||0.49275072492750727|5|98|302
