,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
18,Hydrophob-Hydrophob,0.8493150684931506,0.09589041095890405,0.06849315068493156,73,0.8898678414096917,0.04405286343612336,0.03524229074889862,227,0.5877697944491266
19,StrHydrophob-StrHydrophob,0.7534246575342466,0.1095890410958904,0.09589041095890405,73,0.8325991189427313,0.052863436123348095,0.04405286343612336,227,0.38636136386361364
20,Aromatic-Aromatic,0.1506849315068493,0.0684931506849315,0.0958904109589041,73,0.36123348017621143,0.06167400881057267,0.06167400881057272,227,0.017998200179982
21,Hydrophil-Hydrophil,0.6301369863013698,0.12328767123287665,0.1095890410958904,73,0.6211453744493393,0.06607929515418509,0.06167400881057261,227,1.0
22,Hydrophob-Aromatic,0.6575342465753424,0.1095890410958904,0.09589041095890416,73,0.748898678414097,0.05726872246696035,0.052863436123347984,227,0.38636136386361364
23,Hydrophob-Charged,0.7397260273972602,0.1095890410958904,0.09589041095890416,73,0.8193832599118943,0.052863436123348095,0.04405286343612336,227,0.38636136386361364
24,Hydrophob-NegCharged,0.547945205479452,0.1095890410958904,0.1095890410958904,73,0.5947136563876652,0.06607929515418498,0.06167400881057272,227,0.6678532146785321
25,Hydrophob-PosCharged,0.6712328767123288,0.1095890410958904,0.09589041095890405,73,0.7312775330396476,0.06167400881057272,0.052863436123347984,227,0.5825878950566482
26,PosCharged-PosCharged,0.1506849315068493,0.0684931506849315,0.0958904109589041,73,0.16740088105726872,0.04405286343612334,0.05286343612334801,227,1.0
27,NegCharged-NegCharged,0.0684931506849315,0.0410958904109589,0.0821917808219178,73,0.06607929515418502,0.026431718061674006,0.039647577092511016,227,1.0
28,FF-FY-SY-TY-HC,0.1506849315068493,0.0684931506849315,0.0958904109589041,73,0.27312775330396477,0.05726872246696035,0.06167400881057267,227,0.1415858414158584
29,FF-FY-SY-HC,0.1506849315068493,0.0684931506849315,0.0958904109589041,73,0.27312775330396477,0.05726872246696035,0.06167400881057267,227,0.1415858414158584
30,FF,0.0,,,73,0.09691629955947137,0.03524229074889868,0.04405286343612336,227,0.028797120287971205
31,FY,0.0136986301369863,0.0136986301369863,0.0547945205479452,73,0.09691629955947137,0.03524229074889868,0.04405286343612336,227,0.10078992100789921
32,TY,0.0136986301369863,0.0136986301369863,0.0547945205479452,73,0.04405286343612335,0.022026431718061675,0.03083700440528634,227,0.5825878950566482
33,SY,0.0136986301369863,0.0136986301369863,0.0684931506849315,73,0.05286343612334802,0.02643171806167401,0.03524229074889868,227,0.41297688412976885
34,HC,0.0136986301369863,0.0136986301369863,0.0547945205479452,73,0.05286343612334802,0.022026431718061675,0.03524229074889868,227,0.41297688412976885
35,MR,0.0958904109589041,0.0547945205479452,0.0821917808219178,73,0.01762114537444934,0.013215859030837006,0.02643171806167401,227,0.0647935206479352
