Metric|Essential True Mean|Essential True 95% CI low|Essential True 95% CI high|Essential False Mean|Essential False 95% CI low|Essential False 95% CI high|Permutation Test p-value|n|Essential True n|Essential False n
Hydrophob-NegCharged|0.4657534246575342|0.3561643835616438|0.589041095890411|0.4977973568281938|0.43171806167400884|0.5638766519823789|0.7697230276972302|3|73|227
Hydrophob-PosCharged|0.6027397260273972|0.4931506849315068|0.7123287671232876|0.6167400881057269|0.5506607929515418|0.6784140969162996|0.9383061693830617|3|73|227
PosCharged-PosCharged|0.0821917808219178|0.0273972602739726|0.1643835616438356|0.09251101321585903|0.06167400881057269|0.13215859030837004|0.9953004699530047|3|73|227
NegCharged-NegCharged|0.0136986301369863|0.0|0.0821917808219178|0.00881057268722467|0.0|0.030837004405286344|1.0|3|73|227
FF-FY-SY-TY-HC|0.0273972602739726|0.0|0.0958904109589041|0.18061674008810572|0.13656387665198239|0.23348017621145375|0.0007999200079992001|3|73|227
FF|0.0|||0.02643171806167401|0.00881057268722467|0.05726872246696035|0.37536246375362464|3|73|227
FY|0.0136986301369863|0.0|0.0684931506849315|0.04405286343612335|0.022026431718061675|0.07929515418502203|0.407959204079592|3|73|227
TY|0.0|||0.013215859030837005|0.004405286343612335|0.03524229074889868|0.8533146685331466|3|73|227
SY|0.0|||0.013215859030837005|0.004405286343612335|0.03524229074889868|0.8619138086191381|3|73|227
HC|0.0|||0.013215859030837005|0.004405286343612335|0.03524229074889868|0.8583141685831417|3|73|227
MR|0.0684931506849315|0.0273972602739726|0.1506849315068493|0.0|||0.0015998400159984002|3|73|227
Hydrophob-Hydrophob|0.7397260273972602|0.6301369863013698|0.8356164383561644|0.801762114537445|0.7444933920704846|0.8502202643171806|0.32996700329967005|4|73|227
StrHydrophob-StrHydrophob|0.6027397260273972|0.4931506849315068|0.7123287671232876|0.6740088105726872|0.6079295154185022|0.7312775330396476|0.32116788321167883|4|73|227
Aromatic-Aromatic|0.0684931506849315|0.0273972602739726|0.1506849315068493|0.1762114537444934|0.13215859030837004|0.2290748898678414|0.034396560343965606|4|73|227
Hydrophil-Hydrophil|0.4657534246575342|0.3561643835616438|0.5753424657534246|0.47577092511013214|0.41409691629955947|0.5418502202643172|0.9919008099190081|4|73|227
Hydrophob-Aromatic|0.547945205479452|0.4383561643835616|0.6575342465753424|0.6519823788546255|0.5903083700440529|0.7102089545558572|0.1481851814818518|4|73|227
Hydrophob-Charged|0.6301369863013698|0.5205230553148198|0.7397260273972602|0.6475770925110133|0.5814977973568282|0.7092511013215859|0.8939106089391061|4|73|227
Hydrophob-NegCharged|0.3561643835616438|0.2602739726027397|0.4657534246575342|0.40969162995594716|0.34801762114537443|0.47577092511013214|0.5017498250174982|4|73|227
Hydrophob-PosCharged|0.5342465753424658|0.4246575342465753|0.6438356164383562|0.5550660792951542|0.4889867841409692|0.6211453744493393|0.8653134686531346|4|73|227
PosCharged-PosCharged|0.0684931506849315|0.0273972602739726|0.1506849315068493|0.05726872246696035|0.030837004405286344|0.09251101321585903|0.9255074492550744|4|73|227
NegCharged-NegCharged|0.0|||0.004405286343612335|0.0|0.022026431718061675|1.0|4|73|227
FF-FY-SY-TY-HC|0.0136986301369863|0.0|0.0821917808219178|0.13656387665198239|0.09691629955947137|0.18502202643171806|0.0033996600339966003|4|73|227
FF|0.0|||0.01762114537444934|0.004405286343612335|0.04405286343612335|0.6539346065393461|4|73|227
FY|0.0136986301369863|0.0|0.0684931506849315|0.030837004405286344|0.013215859030837005|0.06167400881057269|0.7713228677132287|4|73|227
TY|0.0|||0.00881057268722467|0.0|0.030837004405286344|1.0|4|73|227
SY|0.0|||0.0|||1.0|4|73|227
HC|0.0|||0.0|||1.0|4|73|227
MR|0.0410958904109589|0.0136986301369863|0.1095890410958904|0.0|||0.0263973602639736|4|73|227
Hydrophob-Hydrophob|0.7397260273972602|0.6301369863013698|0.8356164383561644|0.788546255506608|0.7312775330396476|0.8370044052863436|0.45735426457354267|5|73|227
StrHydrophob-StrHydrophob|0.5753424657534246|0.4657534246575342|0.684931506849315|0.6387665198237885|0.5726872246696035|0.6960352422907489|0.39936006399360063|5|73|227
Aromatic-Aromatic|0.0410958904109589|0.0136986301369863|0.1095890410958904|0.15859030837004406|0.1145374449339207|0.20704845814977973|0.0103989601039896|5|73|227
Hydrophil-Hydrophil|0.3972602739726027|0.2876712328767123|0.5205479452054794|0.3964757709251101|0.3303964757709251|0.4581497797356828|1.0|5|73|227
Hydrophob-Aromatic|0.5205479452054794|0.410958904109589|0.6301369863013698|0.6035242290748899|0.5374449339207048|0.6651982378854625|0.2653734626537346|5|73|227
Hydrophob-Charged|0.547945205479452|0.4383561643835616|0.6575342465753424|0.5991189427312775|0.5330396475770925|0.6607929515418502|0.5415458454154585|5|73|227
Hydrophob-NegCharged|0.3150684931506849|0.2191780821917808|0.4246575342465753|0.3656387665198238|0.3039647577092511|0.43171806167400884|0.5141485851414859|5|73|227
Hydrophob-PosCharged|0.4520547945205479|0.3424657534246575|0.5616438356164384|0.4801762114537445|0.41409691629955947|0.5462555066079295|0.787921207879212|5|73|227
PosCharged-PosCharged|0.0547945205479452|0.0136986301369863|0.1232876712328767|0.039647577092511016|0.01762114537444934|0.07048458149779736|0.7895210478952105|5|73|227
NegCharged-NegCharged|0.0|||0.0|||1.0|5|73|227
FF-FY-SY-TY-HC|0.0136986301369863|0.0|0.0684931506849315|0.10572687224669604|0.07048458149779736|0.14977973568281938|0.012598740125987402|5|73|227
FF|0.0|||0.00881057268722467|0.0|0.030837004405286344|1.0|5|73|227
FY|0.0|||0.022026431718061675|0.00881057268722467|0.048458149779735685|0.4911508849115088|5|73|227
TY|0.0|||0.00881057268722467|0.0|0.030837004405286344|1.0|5|73|227
SY|0.0|||0.0|||1.0|5|73|227
HC|0.0|||0.0|||1.0|5|73|227
MR|0.0136986301369863|0.0|0.0821917808219178|0.0|||0.4951504849515049|5|73|227
