,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
54,Hydrophob-Hydrophob,0.7288135593220338,0.11864406779661008,0.10169491525423735,59,0.7880794701986755,0.06622516556291391,0.05960264900662249,151,0.8495150484951505
55,StrHydrophob-StrHydrophob,0.559322033898305,0.13559322033898302,0.11864406779661019,59,0.6423841059602649,0.07947019867549665,0.07284768211920534,151,0.723977602239776
56,Aromatic-Aromatic,0.01694915254237288,0.01694915254237288,0.06779661016949153,59,0.16556291390728478,0.05298013245033113,0.06622516556291388,151,0.0155984401559844
57,Hydrophil-Hydrophil,0.3898305084745763,0.11864406779661019,0.11864406779661013,59,0.48344370860927155,0.0794701986754967,0.07947019867549665,151,0.723977602239776
58,Hydrophob-Aromatic,0.4915254237288136,0.11864406779661019,0.11864406779661019,59,0.6490066225165563,0.07947019867549665,0.07284768211920534,151,0.2798720127987201
59,Hydrophob-Charged,0.576271186440678,0.13559322033898308,0.11864406779661019,59,0.6158940397350994,0.07947019867549676,0.07284768211920523,151,1.0
60,Hydrophob-NegCharged,0.3050847457627119,0.1016949152542373,0.13559322033898302,59,0.39072847682119205,0.07284768211920528,0.0794701986754967,151,0.723977602239776
61,Hydrophob-PosCharged,0.4576271186440678,0.11864406779661019,0.13559322033898302,59,0.5298013245033113,0.0794701986754967,0.07947019867549665,151,0.8495150484951505
62,PosCharged-PosCharged,0.03389830508474576,0.03389830508474576,0.0847457627118644,59,0.046357615894039736,0.026490066225165563,0.046357615894039736,151,1.0
63,NegCharged-NegCharged,0.0,,,59,0.006622516556291391,0.006622516556291391,0.026490066225165566,151,1.0
64,FF-FY-SY-TY-HC,0.0,,,59,0.13245033112582782,0.04635761589403975,0.059602649006622516,151,0.0155984401559844
65,FF-FY-SY-HC,0.0,,,59,0.13245033112582782,0.04635761589403975,0.059602649006622516,151,0.0155984401559844
66,FF,0.0,,,59,0.019867549668874173,0.013245033112582783,0.033112582781456956,151,1.0
67,FY,0.0,,,59,0.026490066225165563,0.019867549668874173,0.03973509933774835,151,0.8495150484951505
68,TY,0.0,,,59,0.013245033112582781,0.013245033112582781,0.033112582781456956,151,1.0
69,SY,0.0,,,59,0.0,,,151,1.0
70,HC,0.0,,,59,0.0,,,151,1.0
71,MR,0.03389830508474576,0.03389830508474576,0.0847457627118644,59,0.0,,,151,0.5478652134786521
