,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
0,Hydrophob-Hydrophob,0.958904109589041,0.06849315068493145,0.0273972602739726,73,0.960352422907489,0.03083700440528636,0.022026431718061623,227,1.0
1,StrHydrophob-StrHydrophob,0.9178082191780822,0.0821917808219178,0.0547945205479452,73,0.8986784140969163,0.04405286343612336,0.03524229074889873,227,1.0
2,Aromatic-Aromatic,0.3013698630136986,0.0958904109589041,0.1095890410958904,73,0.5198237885462555,0.06607929515418509,0.06607929515418498,227,0.021597840215978402
3,Hydrophil-Hydrophil,0.7945205479452054,0.1095890410958904,0.0821917808219178,73,0.7797356828193832,0.05726872246696035,0.052863436123348095,227,1.0
4,Hydrophob-Aromatic,0.7945205479452054,0.1095890410958904,0.0821917808219178,73,0.7929515418502202,0.05726872246696024,0.048458149779735726,227,1.0
5,Hydrophob-Charged,0.9178082191780822,0.0821917808219178,0.0547945205479452,73,0.8898678414096917,0.04405286343612336,0.03524229074889862,227,1.0
6,Hydrophob-NegCharged,0.6712328767123288,0.1095890410958904,0.1095890410958904,73,0.7224669603524229,0.06167400881057261,0.05726872246696035,227,0.9547045295470453
7,Hydrophob-PosCharged,0.8493150684931506,0.09589041095890405,0.06849315068493156,73,0.8149779735682819,0.052863436123347984,0.048458149779735726,227,1.0
8,PosCharged-PosCharged,0.3561643835616438,0.1095890410958904,0.1095890410958904,73,0.3876651982378855,0.05726872246696035,0.06607929515418498,227,1.0
9,NegCharged-NegCharged,0.1780821917808219,0.0821917808219178,0.1095890410958904,73,0.2026431718061674,0.04845814977973567,0.05726872246696038,227,1.0
10,FF-FY-SY-TY-HC,0.273972602739726,0.0958904109589041,0.1095890410958904,73,0.4669603524229075,0.06607929515418504,0.06607929515418504,227,0.033596640335966405
11,FF-FY-SY-HC,0.273972602739726,0.0958904109589041,0.1095890410958904,73,0.4669603524229075,0.06607929515418504,0.06607929515418504,227,0.033596640335966405
12,FF,0.0547945205479452,0.0410958904109589,0.0684931506849315,73,0.1762114537444934,0.04405286343612336,0.05726872246696035,227,0.0647935206479352
13,FY,0.1506849315068493,0.0684931506849315,0.0958904109589041,73,0.2643171806167401,0.05286343612334801,0.06167400881057267,227,0.21021897810218979
14,TY,0.136986301369863,0.0684931506849315,0.0958904109589041,73,0.19383259911894274,0.0484581497797357,0.05726872246696035,227,0.8175682431756824
15,SY,0.0684931506849315,0.0410958904109589,0.0821917808219178,73,0.15418502202643172,0.04405286343612336,0.05286343612334801,227,0.22780579084948652
16,HC,0.0684931506849315,0.0410958904109589,0.0821917808219178,73,0.15418502202643172,0.04405286343612336,0.05286343612334801,227,0.22780579084948652
17,MR,0.1232876712328767,0.0684931506849315,0.0958904109589041,73,0.1145374449339207,0.039647577092511016,0.04405286343612336,227,1.0
