,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
36,Hydrophob-Hydrophob,0.7627118644067796,0.11864406779661019,0.10169491525423735,59,0.8278145695364238,0.06622516556291391,0.05298013245033106,151,0.836016398360164
37,StrHydrophob-StrHydrophob,0.6101694915254238,0.13559322033898308,0.11864406779661008,59,0.695364238410596,0.07284768211920534,0.07284768211920534,151,0.8191752253346095
38,Aromatic-Aromatic,0.05084745762711865,0.03389830508474577,0.0847457627118644,59,0.2119205298013245,0.059602649006622516,0.06622516556291388,151,0.0323967603239676
39,Hydrophil-Hydrophil,0.4915254237288136,0.13559322033898308,0.11864406779661019,59,0.543046357615894,0.0794701986754967,0.07947019867549665,151,0.8960334735757194
40,Hydrophob-Aromatic,0.559322033898305,0.13559322033898302,0.11864406779661019,59,0.6887417218543046,0.07947019867549665,0.07284768211920534,151,0.4904509549045096
41,Hydrophob-Charged,0.6440677966101694,0.13559322033898302,0.11864406779661019,59,0.7019867549668874,0.07947019867549676,0.06622516556291391,151,0.8838752488387526
42,Hydrophob-NegCharged,0.4067796610169492,0.11864406779661019,0.13559322033898302,59,0.4768211920529801,0.0794701986754967,0.07947019867549665,151,0.8703129687031297
43,Hydrophob-PosCharged,0.5423728813559322,0.11864406779661019,0.11864406779661019,59,0.5894039735099338,0.07947019867549665,0.07284768211920534,151,0.8960334735757194
44,PosCharged-PosCharged,0.05084745762711865,0.03389830508474577,0.0847457627118644,59,0.06622516556291391,0.033112582781456956,0.046357615894039736,151,1.0
45,NegCharged-NegCharged,0.01694915254237288,0.01694915254237288,0.06779661016949153,59,0.013245033112582781,0.013245033112582781,0.033112582781456956,151,1.0
46,FF-FY-SY-TY-HC,0.0,,,59,0.17218543046357615,0.05298013245033112,0.06622516556291391,151,0.0035996400359964006
47,FF-FY-SY-HC,0.0,,,59,0.17218543046357615,0.05298013245033112,0.06622516556291391,151,0.0035996400359964006
48,FF,0.0,,,59,0.026490066225165563,0.019867549668874173,0.03973509933774835,151,0.8838752488387526
49,FY,0.0,,,59,0.046357615894039736,0.026490066225165563,0.046357615894039736,151,0.5471452854714529
50,TY,0.0,,,59,0.019867549668874173,0.013245033112582783,0.033112582781456956,151,0.9413058694130588
51,SY,0.0,,,59,0.006622516556291391,0.006622516556291391,0.026490066225165566,151,1.0
52,HC,0.0,,,59,0.006622516556291391,0.006622516556291391,0.033112582781456956,151,1.0
53,MR,0.03389830508474576,0.03389830508474576,0.0847457627118644,59,0.0,,,151,0.5471452854714529
