,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
0,Hydrophob-Hydrophob,0.9661016949152542,0.0847457627118644,0.03389830508474578,59,0.9602649006622517,0.039735099337748325,0.026490066225165587,151,1.0
1,StrHydrophob-StrHydrophob,0.8983050847457628,0.10169491525423735,0.06779661016949146,59,0.8741721854304636,0.05960264900662249,0.04635761589403975,151,1.0
2,Aromatic-Aromatic,0.2542372881355932,0.10169491525423727,0.11864406779661019,59,0.5298013245033113,0.0794701986754967,0.07947019867549665,151,0.0035996400359964006
3,Hydrophil-Hydrophil,0.7288135593220338,0.13559322033898302,0.10169491525423735,59,0.7483443708609272,0.07284768211920534,0.06622516556291391,151,1.0
4,Hydrophob-Aromatic,0.7457627118644068,0.11864406779661019,0.10169491525423724,59,0.7814569536423841,0.07284768211920534,0.05960264900662249,151,0.9749486589802558
5,Hydrophob-Charged,0.8983050847457628,0.10169491525423735,0.06779661016949146,59,0.8940397350993378,0.052980132450331174,0.039735099337748325,151,1.0
6,Hydrophob-NegCharged,0.6101694915254238,0.13559322033898308,0.11864406779661008,59,0.7152317880794702,0.07947019867549665,0.06622516556291391,151,0.3615638436156384
7,Hydrophob-PosCharged,0.8135593220338984,0.11864406779661019,0.0847457627118644,59,0.8211920529801324,0.06622516556291391,0.052980132450331174,151,1.0
8,PosCharged-PosCharged,0.2711864406779661,0.1016949152542373,0.11864406779661019,59,0.3708609271523179,0.07284768211920528,0.0794701986754967,151,0.42475752424757524
9,NegCharged-NegCharged,0.15254237288135594,0.06779661016949154,0.10169491525423727,59,0.2119205298013245,0.059602649006622516,0.07284768211920531,151,0.62993700629937
10,FF-FY-SY-TY-HC,0.2033898305084746,0.08474576271186442,0.11864406779661013,59,0.423841059602649,0.0794701986754967,0.0794701986754967,151,0.026397360263973605
11,FF-FY-SY-HC,0.2033898305084746,0.08474576271186442,0.11864406779661013,59,0.423841059602649,0.0794701986754967,0.0794701986754967,151,0.026397360263973605
12,FF,0.05084745762711865,0.03389830508474577,0.0847457627118644,59,0.15894039735099338,0.05298013245033113,0.06622516556291391,151,0.2166983301669833
13,FY,0.11864406779661017,0.06779661016949153,0.10169491525423728,59,0.24503311258278146,0.06622516556291391,0.07284768211920531,151,0.2166983301669833
14,TY,0.0847457627118644,0.05084745762711864,0.0847457627118644,59,0.19205298013245034,0.059602649006622516,0.06622516556291388,151,0.25437456254374563
15,SY,0.05084745762711865,0.03389830508474577,0.0847457627118644,59,0.13245033112582782,0.04635761589403975,0.06622516556291388,151,0.2983201679832017
16,HC,0.05084745762711865,0.03389830508474577,0.0847457627118644,59,0.13245033112582782,0.04635761589403975,0.059602649006622516,151,0.2983201679832017
17,MR,0.06779661016949153,0.05084745762711865,0.08474576271186442,59,0.13245033112582782,0.04635761589403975,0.06622516556291388,151,0.4430829644308297
