Metric|Essential True Mean|Essential True 95% CI low|Essential True 95% CI high|Essential False Mean|Essential False 95% CI low|Essential False 95% CI high|Permutation Test p-value|n|Essential True n|Essential False n
Hydrophil-Hydrophil|0.4915254237288136|0.3728813559322034|0.6271186440677966|0.543046357615894|0.46357615894039733|0.6225165562913907|0.6143385661433857|3|59|151
Hydrophob-Aromatic|0.559322033898305|0.423728813559322|0.6779661016949152|0.6887417218543046|0.6158940397350994|0.7615894039735099|0.10838916108389161|3|59|151
Hydrophob-Charged|0.6440677966101694|0.5084745762711864|0.7627118644067796|0.7019867549668874|0.6291390728476821|0.7748344370860927|0.5281471852814719|3|59|151
Hydrophob-NegCharged|0.4067796610169492|0.288135593220339|0.5423728813559322|0.4768211920529801|0.3973509933774834|0.5562913907284768|0.44215578442155784|3|59|151
Hydrophob-PosCharged|0.5423728813559322|0.4067796610169492|0.6610169491525424|0.5894039735099338|0.5099337748344371|0.6688741721854304|0.6319368063193681|3|59|151
PosCharged-PosCharged|0.05084745762711865|0.01694915254237288|0.13559322033898305|0.06622516556291391|0.033112582781456956|0.11258278145695365|0.9663033696630337|3|59|151
NegCharged-NegCharged|0.01694915254237288|0.0|0.0847457627118644|0.013245033112582781|0.0|0.046357615894039736|1.0|3|59|151
FF-FY-SY-TY-HC|0.0|||0.17218543046357615|0.11920529801324503|0.23841059602649006|0.00019998000199980003|3|59|151
FF|0.0|||0.026490066225165563|0.006622516556291391|0.06622516556291391|0.5337466253374663|3|59|151
FY|0.0|||0.046357615894039736|0.019867549668874173|0.09271523178807947|0.19358064193580643|3|59|151
TY|0.0|||0.019867549668874173|0.006622516556291391|0.052980132450331126|0.7339266073392661|3|59|151
SY|0.0|||0.006622516556291391|0.0|0.033112582781456956|1.0|3|59|151
HC|0.0|||0.006622516556291391|0.0|0.039735099337748346|1.0|3|59|151
MR|0.03389830508474576|0.0|0.11864406779661017|0.0|||0.1573842615738426|3|59|151
Hydrophob-Hydrophob|0.7288135593220338|0.6101694915254238|0.8305084745762712|0.7880794701986755|0.7152317880794702|0.847682119205298|0.46035396460353967|4|59|151
StrHydrophob-StrHydrophob|0.559322033898305|0.423728813559322|0.6779661016949152|0.6423841059602649|0.5629139072847682|0.7152317880794702|0.32256774322567744|4|59|151
Aromatic-Aromatic|0.01694915254237288|0.0|0.0847457627118644|0.16556291390728478|0.11258278145695365|0.23178807947019867|0.0031996800319968005|4|59|151
Hydrophil-Hydrophil|0.3898305084745763|0.2711864406779661|0.5254237288135594|0.48344370860927155|0.40397350993377484|0.5629139072847682|0.27277272272772723|4|59|151
Hydrophob-Aromatic|0.4915254237288136|0.3728813559322034|0.6101694915254238|0.6490066225165563|0.5695364238410596|0.7218543046357616|0.055394460553944605|4|59|151
Hydrophob-Charged|0.576271186440678|0.4406779661016949|0.6949152542372882|0.6158940397350994|0.5364238410596026|0.695364238410596|0.6867313268673133|4|59|151
Hydrophob-NegCharged|0.3050847457627119|0.2033898305084746|0.4406779661016949|0.39072847682119205|0.31788079470198677|0.47019867549668876|0.32756724327567244|4|59|151
Hydrophob-PosCharged|0.4576271186440678|0.3389830508474576|0.5932203389830508|0.5298013245033113|0.4503311258278146|0.609271523178808|0.42595740425957407|4|59|151
PosCharged-PosCharged|0.03389830508474576|0.0|0.11864406779661017|0.046357615894039736|0.019867549668874173|0.09271523178807947|1.0|4|59|151
NegCharged-NegCharged|0.0|||0.006622516556291391|0.0|0.039735099337748346|1.0|4|59|151
FF-FY-SY-TY-HC|0.0|||0.13245033112582782|0.08609271523178808|0.19205298013245034|0.0017998200179982|4|59|151
FF|0.0|||0.019867549668874173|0.006622516556291391|0.052980132450331126|0.7409259074092591|4|59|151
FY|0.0|||0.026490066225165563|0.006622516556291391|0.06622516556291391|0.5387461253874612|4|59|151
TY|0.0|||0.013245033112582781|0.0|0.046357615894039736|1.0|4|59|151
SY|0.0|||0.0|||1.0|4|59|151
HC|0.0|||0.0|||1.0|4|59|151
MR|0.03389830508474576|0.0|0.11864406779661017|0.0|||0.15958404159584041|4|59|151
Hydrophob-Hydrophob|0.7288135593220338|0.6101694915254238|0.8305084745762712|0.7748344370860927|0.7086092715231788|0.8410596026490066|0.6001399860013998|5|59|151
StrHydrophob-StrHydrophob|0.5254237288135594|0.3898305084745763|0.6440677966101694|0.5960264900662252|0.5165562913907285|0.6754966887417219|0.43095690430956907|5|59|151
Aromatic-Aromatic|0.0|||0.1390728476821192|0.09271523178807947|0.2052980132450331|0.001999800019998|5|59|151
Hydrophil-Hydrophil|0.3389830508474576|0.22033898305084745|0.4745762711864407|0.3841059602649007|0.31125827814569534|0.46357615894039733|0.6713328667133287|5|59|151
Hydrophob-Aromatic|0.4576271186440678|0.3389830508474576|0.5932203389830508|0.5960264900662252|0.5165562913907285|0.6754966887417219|0.096990300969903|5|59|151
Hydrophob-Charged|0.4576271186440678|0.3389830508474576|0.5932203389830508|0.5761589403973509|0.4966887417218543|0.6556291390728477|0.16478352164783522|5|59|151
Hydrophob-NegCharged|0.2711864406779661|0.1694915254237288|0.3898305084745763|0.3509933774834437|0.2781456953642384|0.4304635761589404|0.35076492350764926|5|59|151
Hydrophob-PosCharged|0.3559322033898305|0.23728813559322035|0.4745762711864407|0.4370860927152318|0.3576158940397351|0.5165562913907285|0.3481651834816518|5|59|151
PosCharged-PosCharged|0.01694915254237288|0.0|0.09327212307270803|0.033112582781456956|0.013245033112582781|0.0728476821192053|0.9353064693530647|5|59|151
NegCharged-NegCharged|0.0|||0.0|||1.0|5|59|151
FF-FY-SY-TY-HC|0.0|||0.09933774834437085|0.059602649006622516|0.152317880794702|0.010798920107989201|5|59|151
FF|0.0|||0.006622516556291391|0.0|0.033112582781456956|1.0|5|59|151
FY|0.0|||0.019867549668874173|0.006622516556291391|0.052980132450331126|0.7379262073792621|5|59|151
TY|0.0|||0.013245033112582781|0.0|0.046357615894039736|1.0|5|59|151
SY|0.0|||0.0|||1.0|5|59|151
HC|0.0|||0.0|||1.0|5|59|151
MR|0.0|||0.0|||1.0|5|59|151
