,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
18,Hydrophob-Hydrophob,0.8135593220338984,0.11864406779661019,0.0847457627118644,59,0.8874172185430463,0.05960264900662249,0.04635761589403975,151,0.30320044918585065
19,StrHydrophob-StrHydrophob,0.711864406779661,0.11864406779661019,0.10169491525423735,59,0.8079470198675497,0.07284768211920534,0.05960264900662249,151,0.27957204279572045
20,Aromatic-Aromatic,0.0847457627118644,0.05084745762711864,0.1016949152542373,59,0.3509933774834437,0.07284768211920534,0.07947019867549665,151,0.0035996400359964006
21,Hydrophil-Hydrophil,0.5932203389830508,0.13559322033898302,0.11864406779661019,59,0.609271523178808,0.07947019867549665,0.07947019867549665,151,1.0
22,Hydrophob-Aromatic,0.6101694915254238,0.13559322033898308,0.11864406779661008,59,0.7483443708609272,0.07947019867549676,0.06622516556291391,151,0.19798020197980204
23,Hydrophob-Charged,0.6949152542372882,0.13559322033898313,0.10169491525423724,59,0.8211920529801324,0.06622516556291391,0.052980132450331174,151,0.19798020197980204
24,Hydrophob-NegCharged,0.4745762711864407,0.13559322033898308,0.13559322033898308,59,0.5629139072847682,0.07947019867549665,0.07947019867549665,151,0.39776022397760225
25,Hydrophob-PosCharged,0.6101694915254238,0.13559322033898308,0.11864406779661008,59,0.7218543046357616,0.07284768211920534,0.06622516556291391,151,0.25132032251320324
26,PosCharged-PosCharged,0.1016949152542373,0.06779661016949154,0.1016949152542373,59,0.152317880794702,0.05298013245033113,0.06622516556291391,151,0.5217228277172282
27,NegCharged-NegCharged,0.06779661016949153,0.05084745762711865,0.08474576271186442,59,0.07947019867549669,0.039735099337748346,0.05298013245033113,151,1.0
28,FF-FY-SY-TY-HC,0.1016949152542373,0.06779661016949154,0.1016949152542373,59,0.25165562913907286,0.06622516556291391,0.07284768211920528,151,0.08495150484951505
29,FF-FY-SY-HC,0.1016949152542373,0.06779661016949154,0.1016949152542373,59,0.25165562913907286,0.06622516556291391,0.07284768211920528,151,0.08495150484951505
30,FF,0.0,,,59,0.09271523178807947,0.039735099337748346,0.05298013245033112,151,0.08495150484951505
31,FY,0.0,,,59,0.08609271523178808,0.03973509933774834,0.05298013245033112,151,0.08495150484951505
32,TY,0.0,,,59,0.052980132450331126,0.026490066225165563,0.04635761589403973,151,0.25132032251320324
33,SY,0.0,,,59,0.059602649006622516,0.033112582781456956,0.046357615894039736,151,0.20277972202779723
34,HC,0.0,,,59,0.059602649006622516,0.02649006622516556,0.046357615894039736,151,0.20277972202779723
35,MR,0.05084745762711865,0.03389830508474577,0.0847457627118644,59,0.019867549668874173,0.013245033112582783,0.033112582781456956,151,0.5217228277172282
