,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
0,Hydrophob-Hydrophob,0.9693877551020408,0.05102040816326525,0.020408163265306145,98,0.9536423841059603,0.02980132450331119,0.019867549668874163,302,0.8965503449655033
1,StrHydrophob-StrHydrophob,0.9285714285714286,0.07142857142857151,0.04081632653061218,98,0.8841059602649006,0.039735099337748325,0.03311258278145701,302,0.647935206479352
2,Aromatic-Aromatic,0.3469387755102041,0.09183673469387754,0.10204081632653061,98,0.5397350993377483,0.056291390728476776,0.05629139072847689,302,0.012598740125987402
3,Hydrophil-Hydrophil,0.8163265306122449,0.09183673469387754,0.0714285714285714,98,0.7880794701986755,0.04966887417218546,0.04304635761589404,302,0.8965503449655033
4,Hydrophob-Aromatic,0.826530612244898,0.08163265306122447,0.0714285714285714,98,0.8112582781456954,0.04635761589403975,0.039735099337748325,302,0.9051094890510949
5,Hydrophob-Charged,0.9183673469387755,0.0714285714285714,0.04081632653061218,98,0.8940397350993378,0.039735099337748325,0.0298013245033113,302,0.8965503449655033
6,Hydrophob-NegCharged,0.7244897959183674,0.09183673469387754,0.08163265306122447,98,0.7417218543046358,0.052980132450331174,0.04635761589403975,302,0.9051094890510949
7,Hydrophob-PosCharged,0.8673469387755102,0.08163265306122447,0.061224489795918435,98,0.8311258278145696,0.04635761589403975,0.039735099337748325,302,0.8822717728227177
8,PosCharged-PosCharged,0.40816326530612246,0.09183673469387754,0.10204081632653061,98,0.39403973509933776,0.05629139072847683,0.05629139072847683,302,0.9051094890510949
9,NegCharged-NegCharged,0.16326530612244897,0.06122448979591835,0.0816326530612245,98,0.18543046357615894,0.04304635761589404,0.04635761589403972,302,0.8965503449655033
10,FF-FY-SY-TY-HC,0.3163265306122449,0.09183673469387757,0.09183673469387754,98,0.46357615894039733,0.056291390728476776,0.05629139072847683,302,0.05759424057594241
11,FF-FY-SY-HC,0.3163265306122449,0.09183673469387757,0.09183673469387754,98,0.46357615894039733,0.056291390728476776,0.05629139072847683,302,0.05759424057594241
12,FF,0.04081632653061224,0.030612244897959183,0.06122448979591837,98,0.17218543046357615,0.039735099337748325,0.04635761589403975,302,0.007199280071992801
13,FY,0.15306122448979592,0.061224489795918366,0.0816326530612245,98,0.24834437086092714,0.04635761589403972,0.05298013245033112,302,0.19283785907123574
14,TY,0.17346938775510204,0.07142857142857142,0.0816326530612245,98,0.2052980132450331,0.04304635761589404,0.04966887417218546,302,0.8965503449655033
15,SY,0.08163265306122448,0.04081632653061224,0.07142857142857144,98,0.15894039735099338,0.036423841059602655,0.04635761589403972,302,0.19283785907123574
16,HC,0.08163265306122448,0.04081632653061224,0.07142857142857144,98,0.15894039735099338,0.036423841059602655,0.04304635761589404,302,0.19283785907123574
17,MR,0.16326530612244897,0.06122448979591835,0.0816326530612245,98,0.11920529801324503,0.033112582781456956,0.03973509933774835,302,0.6607339266073393
