,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
54,Hydrophob-Hydrophob,0.7857142857142857,0.09183673469387754,0.0714285714285714,98,0.8079470198675497,0.04966887417218546,0.039735099337748325,302,0.9764023597640237
55,StrHydrophob-StrHydrophob,0.6326530612244898,0.10204081632653061,0.09183673469387754,98,0.6788079470198676,0.05629139072847689,0.04966887417218535,302,0.8369163083691631
56,Aromatic-Aromatic,0.061224489795918366,0.04081632653061225,0.061224489795918366,98,0.19205298013245034,0.04304635761589404,0.04635761589403972,302,0.010798920107989201
57,Hydrophil-Hydrophil,0.5102040816326531,0.10204081632653061,0.10204081632653061,98,0.49337748344370863,0.05629139072847683,0.05629139072847683,302,0.9764023597640237
58,Hydrophob-Aromatic,0.5714285714285714,0.10204081632653056,0.10014232027157166,98,0.6688741721854304,0.056291390728476776,0.04966887417218546,302,0.37436256374362564
59,Hydrophob-Charged,0.6938775510204082,0.10204081632653061,0.08163265306122447,98,0.6688741721854304,0.056291390728476776,0.052980132450331174,302,0.9764023597640237
60,Hydrophob-NegCharged,0.336734693877551,0.09183673469387754,0.10204081632653061,98,0.4105960264900662,0.05629139072847683,0.05629139072847683,302,0.6761323867613238
61,Hydrophob-PosCharged,0.6020408163265306,0.10204081632653061,0.09183673469387754,98,0.5827814569536424,0.056291390728476776,0.052980132450331174,302,0.9764023597640237
62,PosCharged-PosCharged,0.09183673469387756,0.04081632653061225,0.07142857142857141,98,0.059602649006622516,0.023178807947019868,0.03287515930290867,302,0.7683231676832317
63,NegCharged-NegCharged,0.0,,,98,0.009933774834437087,0.006622516556291392,0.016556291390728478,302,0.9764023597640237
64,FF-FY-SY-TY-HC,0.02040816326530612,0.02040816326530612,0.05102040816326531,98,0.1423841059602649,0.036423841059602655,0.04304635761589404,302,0.007199280071992801
65,FF-FY-SY-HC,0.02040816326530612,0.02040816326530612,0.05102040816326531,98,0.1423841059602649,0.036423841059602655,0.04304635761589404,302,0.007199280071992801
66,FF,0.0,,,98,0.019867549668874173,0.013245033112582783,0.023178807947019864,302,0.7683231676832317
67,FY,0.01020408163265306,0.01020408163265306,0.05102040816326531,98,0.03642384105960265,0.016556291390728475,0.026490066225165566,302,0.7683231676832317
68,TY,0.0,,,98,0.009933774834437087,0.006622516556291392,0.016556291390728478,302,0.9764023597640237
69,SY,0.0,,,98,0.0033112582781456954,0.0033112582781456954,0.016556291390728478,302,1.0
70,HC,0.0,,,98,0.0033112582781456954,0.0033112582781456954,0.013245033112582783,302,1.0
71,MR,0.030612244897959183,0.020408163265306124,0.0510204081632653,98,0.0,,,302,0.12688731126887312
