,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
36,Hydrophob-Hydrophob,0.8469387755102041,0.08163265306122458,0.061224489795918324,98,0.847682119205298,0.04304635761589404,0.03642384105960261,302,1.0
37,StrHydrophob-StrHydrophob,0.7040816326530612,0.10204081632653061,0.08163265306122447,98,0.7317880794701986,0.05298013245033106,0.04966887417218546,302,1.0
38,Aromatic-Aromatic,0.10204081632653061,0.05102040816326531,0.07142857142857142,98,0.23841059602649006,0.04304635761589404,0.05298013245033112,302,0.021597840215978402
39,Hydrophil-Hydrophil,0.5816326530612245,0.10204081632653061,0.09183673469387754,98,0.5529801324503312,0.05629139072847689,0.056291390728476776,302,1.0
40,Hydrophob-Aromatic,0.6530612244897959,0.09183673469387754,0.09183673469387765,98,0.7185430463576159,0.052980132450331174,0.04635761589403975,302,0.7152998985815705
41,Hydrophob-Charged,0.7551020408163265,0.09183673469387754,0.07142857142857151,98,0.7483443708609272,0.052980132450331174,0.04635761589403964,302,1.0
42,Hydrophob-NegCharged,0.4387755102040816,0.09183673469387754,0.10204081632653067,98,0.4900662251655629,0.05629139072847683,0.05629139072847683,302,0.9643035696430357
43,Hydrophob-PosCharged,0.673469387755102,0.10204081632653061,0.09183673469387754,98,0.6490066225165563,0.056291390728476776,0.04966887417218546,302,1.0
44,PosCharged-PosCharged,0.12244897959183673,0.05102040816326531,0.0816326530612245,98,0.09933774834437085,0.029801324503311258,0.036423841059602655,302,1.0
45,NegCharged-NegCharged,0.02040816326530612,0.02040816326530612,0.05102040816326531,98,0.013245033112582781,0.009933774834437087,0.016556291390728478,302,1.0
46,FF-FY-SY-TY-HC,0.030612244897959183,0.020408163265306124,0.0510204081632653,98,0.18543046357615894,0.04304635761589404,0.04635761589403972,302,0.0017998200179982003
47,FF-FY-SY-HC,0.030612244897959183,0.020408163265306124,0.0510204081632653,98,0.18543046357615894,0.03973509933774835,0.04635761589403972,302,0.0017998200179982003
48,FF,0.0,,,98,0.029801324503311258,0.016556291390728478,0.023178807947019868,302,0.521947805219478
49,FY,0.02040816326530612,0.02040816326530612,0.05102040816326531,98,0.052980132450331126,0.01986754966887417,0.029801324503311265,302,0.7152998985815705
50,TY,0.0,,,98,0.016556291390728478,0.009933774834437088,0.01986754966887417,302,0.9643035696430357
51,SY,0.0,,,98,0.009933774834437087,0.006622516556291392,0.016556291390728478,302,1.0
52,HC,0.0,,,98,0.009933774834437087,0.006622516556291392,0.016556291390728478,302,1.0
53,MR,0.061224489795918366,0.04081632653061225,0.061224489795918366,98,0.0,,,302,0.0035996400359964006
