,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
54,Hydrophob-Hydrophob,0.7397260273972602,0.1095890410958904,0.09589041095890416,73,0.801762114537445,0.05726872246696035,0.048458149779735615,227,0.8346022540603083
55,StrHydrophob-StrHydrophob,0.6027397260273972,0.1095890410958904,0.1095890410958904,73,0.6740088105726872,0.06167400881057272,0.06167400881057272,227,0.8346022540603083
56,Aromatic-Aromatic,0.0684931506849315,0.0410958904109589,0.0821917808219178,73,0.1762114537444934,0.0484581497797357,0.05286343612334801,227,0.1556844315568443
57,Hydrophil-Hydrophil,0.4657534246575342,0.1095890410958904,0.1095890410958904,73,0.47577092511013214,0.06167400881057267,0.06607929515418504,227,1.0
58,Hydrophob-Aromatic,0.547945205479452,0.1095890410958904,0.1095890410958904,73,0.6519823788546255,0.06167400881057261,0.06167400881057272,227,0.5133086691330867
59,Hydrophob-Charged,0.6301369863013698,0.1095890410958904,0.1095890410958904,73,0.6475770925110133,0.06607929515418509,0.05726872246696035,227,1.0
60,Hydrophob-NegCharged,0.3561643835616438,0.1095890410958904,0.1232876712328767,73,0.40969162995594716,0.06167400881057272,0.06607929515418498,227,1.0
61,Hydrophob-PosCharged,0.5342465753424658,0.10958904109589046,0.1095890410958904,73,0.5550660792951542,0.06607929515418498,0.06167400881057272,227,1.0
62,PosCharged-PosCharged,0.0684931506849315,0.0410958904109589,0.0821917808219178,73,0.05726872246696035,0.02643171806167401,0.035242290748898675,227,1.0
63,NegCharged-NegCharged,0.0,,,73,0.004405286343612335,0.004405286343612335,0.02053888965958867,227,1.0
64,FF-FY-SY-TY-HC,0.0136986301369863,0.0136986301369863,0.06020906715572007,73,0.13656387665198239,0.039647577092511016,0.04845814977973567,227,0.021597840215978402
65,FF-FY-SY-HC,0.0136986301369863,0.0136986301369863,0.0684931506849315,73,0.13656387665198239,0.039647577092511016,0.05055622640516988,227,0.021597840215978402
66,FF,0.0,,,73,0.01762114537444934,0.013215859030837006,0.02643171806167401,227,1.0
67,FY,0.0136986301369863,0.0136986301369863,0.0547945205479452,73,0.030837004405286344,0.017621145374449337,0.030837004405286344,227,1.0
68,TY,0.0,,,73,0.00881057268722467,0.00881057268722467,0.02202643171806167,227,1.0
69,SY,0.0,,,73,0.0,,,227,1.0
70,HC,0.0,,,73,0.0,,,227,1.0
71,MR,0.0410958904109589,0.0273972602739726,0.0684931506849315,73,0.0,,,227,0.1556844315568443
