,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
72,Hydrophob-Hydrophob,0.7397260273972602,0.1095890410958904,0.09589041095890416,73,0.788546255506608,0.05726872246696035,0.048458149779735615,227,0.9542645735426458
73,StrHydrophob-StrHydrophob,0.5753424657534246,0.1095890410958904,0.1095890410958904,73,0.6387665198237885,0.06167400881057261,0.06167400881057272,227,0.9542645735426458
74,Aromatic-Aromatic,0.0410958904109589,0.0273972602739726,0.0684931506849315,73,0.15859030837004406,0.04405286343612336,0.05286343612334801,227,0.09719028097190283
75,Hydrophil-Hydrophil,0.3972602739726027,0.1095890410958904,0.10958904109589046,73,0.3964757709251101,0.06167400881057267,0.06607929515418504,227,1.0
76,Hydrophob-Aromatic,0.5205479452054794,0.1095890410958904,0.1095890410958904,73,0.6035242290748899,0.06607929515418509,0.06167400881057261,227,0.9542645735426458
77,Hydrophob-Charged,0.547945205479452,0.1095890410958904,0.1095890410958904,73,0.5991189427312775,0.06607929515418498,0.06167400881057272,227,0.9542645735426458
78,Hydrophob-NegCharged,0.3150684931506849,0.0958904109589041,0.1232876712328767,73,0.3656387665198238,0.06167400881057272,0.06607929515418504,227,0.9542645735426458
79,Hydrophob-PosCharged,0.4520547945205479,0.1095890410958904,0.1232876712328767,73,0.4801762114537445,0.06607929515418504,0.06167400881057267,227,1.0
80,PosCharged-PosCharged,0.0547945205479452,0.0410958904109589,0.0684931506849315,73,0.039647577092511016,0.022026431718061675,0.030837004405286347,227,1.0
81,NegCharged-NegCharged,0.0,,,73,0.0,,,227,1.0
82,FF-FY-SY-TY-HC,0.0136986301369863,0.0136986301369863,0.0684931506849315,73,0.10572687224669604,0.035242290748898675,0.04405286343612334,227,0.09719028097190283
83,FF-FY-SY-HC,0.0136986301369863,0.0136986301369863,0.0547945205479452,73,0.10572687224669604,0.035242290748898675,0.04405286343612334,227,0.09719028097190283
84,FF,0.0,,,73,0.00881057268722467,0.00881057268722467,0.02202643171806167,227,1.0
85,FY,0.0,,,73,0.022026431718061675,0.013215859030837005,0.02643171806167401,227,0.9542645735426458
86,TY,0.0,,,73,0.00881057268722467,0.00881057268722467,0.02202643171806167,227,1.0
87,SY,0.0,,,73,0.0,,,227,1.0
88,HC,0.0,,,73,0.0,,,227,1.0
89,MR,0.0136986301369863,0.0136986301369863,0.0684931506849315,73,0.0,,,227,0.9542645735426458
