,x,Ny,Nci,Ry,Rci
1159,0.0018044524762377279,0.05302282273460161,0.0021599191879456787,0.05040392672082966,0.002552965002253335
1160,0.013875358429214835,0.057627323140256925,0.002313862622364199,0.05163328794886672,0.002111853840281943
1161,0.025946264382191053,0.0612284144744965,0.0031965853074754796,0.053629154885394624,0.002210586213219053
1162,0.03801717033516727,0.06333956262264452,0.003402165313663553,0.047507918949163945,0.002910780656556742
1163,0.05008807628814349,0.06082440551140335,0.002664184282694243,0.03917918178619206,0.0017118537290632153
1164,0.06215898224111971,0.05638289857206271,0.0023562017207159566,0.03830859238539465,0.0020099987535473593
1165,0.07422988819409593,0.0642703582562844,0.0030319726244867843,0.059017617361862416,0.004140840461455007
1166,0.08630079414707303,0.09902342416288137,0.00892186186825193,0.13525835044886678,0.01087971298529971
1167,0.09837170010005014,0.11663669225227424,0.00804459901875723,0.1528098736353946,0.011099490747292575
1168,0.11044260605302636,0.10901413446101148,0.00385758059437385,0.12795966616119214,0.0068979365179815495
1169,0.12251351200600258,0.09246250706708921,0.0023679148800490836,0.101602045933291,0.004622553103431244
1170,0.1345844179589788,0.07853992429402028,0.0019382118810340565,0.08776312363539465,0.0032201684248001705
1171,0.14665532391195502,0.07251774491759842,0.0012670259717227161,0.07381850669886678,0.0035792755683426475
1172,0.15872622986493212,0.06880858948115355,0.0006367259560811955,0.07105300991119212,0.0034901305598786622
1173,0.17079713581790923,0.06607677335062404,0.001116528106171417,0.06499845176039462,0.0016780664317422637
1174,0.18286804177088545,0.060057027936466244,0.0015632093679538548,0.06380328402852908,0.0014797352484225872
1175,0.19493894772386167,0.058285377124209004,0.0011368603863392834,0.06162922053646562,0.0007273827635603105
1176,0.20700985367683788,0.05451188039024463,0.0026789969617501143,0.06157577611685228,0.001445165348763315
1177,0.2190807596298141,0.05109884781909579,0.0015876668566479017,0.053619728661192086,0.0008361965265890346
1178,0.23115166558279032,0.04909756262264461,0.001692039283116008,0.052800474504719544,0.0009868578655994793
1179,0.24322257153576743,0.05006600906854165,0.0016676647859123549,0.05078117051039459,0.0010596316214164063
1180,0.25529347748874454,0.05096646347080948,0.000883879542103384,0.05185320466344974,0.0015906504102878437
1181,0.26736438344172075,0.049085673733755705,0.0006071391004804564,0.048995253039929285,0.0015505544201684326
1182,0.279435289394697,0.04890659781909574,0.0006435660057012516,0.047237025536192113,0.0005207074819645977
1183,0.2915061953476732,0.052179544104126147,0.0012137986483606773,0.04809329990154495,0.0005373199670826641
1184,0.3035771013006494,0.049583262208426404,0.0011248691606074626,0.04707851426039463,0.0006866122191768214
1185,0.3156480072536265,0.0504601747421726,0.0008318914511571596,0.048565014187259205,0.0012725159537094728
1186,0.3277189132066036,0.05110309965968162,0.0008258761699553766,0.05267472866119223,0.0010637257867387782
1187,0.33978981915957984,0.051523134461011574,0.0008960296745893065,0.04908905303992921,0.001264687839160576
1188,0.35186072511255606,0.051472395955977975,0.0006928882435448012,0.05042187133011635,0.000952897542436749
1189,0.3639316310655323,0.05296304410412614,0.0005945828104218958,0.047793141171386215,0.0007480785018426739
1190,0.3760025370185085,0.054931040126788074,0.0006537418275058859,0.04915577988539463,0.0010074430208156307
1191,0.3880734429714847,0.05092253493569896,0.001413563998867072,0.05479319741119211,0.0013599757897550006
1192,0.4001443489244618,0.046425660143076954,0.0012426670896688932,0.051495772323866755,0.0008915860668344755
1193,0.41221525487743893,0.05174823548363604,0.0011763230530157096,0.04896015488539464,0.0005525191595898108
1194,0.42428616083041515,0.054629895955977954,0.0010375597570615824,0.052485172917418,0.0007228733857605944
1195,0.43635706678339137,0.05039559310043916,0.0014776697308674363,0.048670982441227494,0.0008382536208563618
1196,0.4484279727363676,0.049005348691183254,0.0010814964381128866,0.04912207158744958,0.0008870951569510011
1197,0.4604988786893438,0.04771952806760521,0.000879645682559702,0.053353256698866695,0.0009857728514118943
1198,0.47256978464232,0.044151197747787016,0.0003853327585507001,0.05357158561583074,0.0010427942163908385
1199,0.48464069059529713,0.044561333841179857,0.0006619271185346944,0.04690459238539463,0.0017173013723588814
1200,0.49671159654827424,0.04661847003005203,0.0008385956918864867,0.05052880678619216,0.001147006320649192
1201,0.5087825025012505,0.04689800906854174,0.0005743412106446363,0.0494972681555132,0.0009755611930617713
1202,0.5208534084542267,0.04806737712420891,0.0013005620798794226,0.04988157611685222,0.0010364878487610185
1203,0.5329243144072029,0.048373607662971725,0.0004962939961791639,0.04875441101265613,0.0009352961478459178
1204,0.5449952203601791,0.04936184781909577,0.000783812719358451,0.050868982441227596,0.001014532523654996
