buff,spa,cov,region,odds,odds_lb,odds_ub,pvalues,n
C,0,50,0,0.0065074994806868,0.0056822968623455,0.0074525408504721,0.1150258032123381,99
C,10,50,0,0.0065074994806868,0.0056822968623455,0.0074525408504721,0.1150258032123381,99
C,20,50,0,0.0065074994806868,0.0056822968623455,0.0074525408504721,0.1150258032123381,99
C,30,50,0,0.0065074994806868,0.0056822968623455,0.0074525408504721,0.1150258032123381,99
C,40,50,0,0.0065074994806868,0.0056822968623455,0.0074525408504721,0.1150258032123381,99
C,50,50,0,0.0065074994806868,0.0056822968623455,0.0074525408504721,0.1150258032123381,99
C,60,50,0,0.0065051864622391,0.0056802473260613,0.0074499310469008,0.0728131688324242,96
C,70,50,0,0.0065405284115266,0.0057033641842027,0.0075005751904245,0.0422549946020147,88
C,80,50,0,0.0079637902639126,0.0068997665788007,0.0091918986886383,0.1747812105160027,63
C,90,50,0,0.0097773248474267,0.0083706159518121,0.0114204356910453,0.3832083775509474,45
C,0,50,1,0.0077791813668552,0.0067927193853317,0.008908900737031,0.1150258032123381,99
C,10,50,1,0.0077791813668552,0.0067927193853317,0.008908900737031,0.1150258032123381,99
C,20,50,1,0.0077791813668552,0.0067927193853317,0.008908900737031,0.1150258032123381,99
C,30,50,1,0.0077791813668552,0.0067927193853317,0.008908900737031,0.1150258032123381,99
C,40,50,1,0.0077791813668552,0.0067927193853317,0.008908900737031,0.1150258032123381,99
C,50,50,1,0.0077791813668552,0.0067927193853317,0.008908900737031,0.1150258032123381,99
C,60,50,1,0.0079781555194132,0.0069664254543826,0.0091368185748546,0.0728131688324242,96
C,70,50,1,0.0082661831013905,0.0072081412500933,0.0094795288681155,0.0422549946020147,88
C,80,50,1,0.0093777937626589,0.0081248483250098,0.0108239578558357,0.1747812105160027,63
C,90,50,1,0.0109149788655029,0.0093445904305119,0.0127492761207992,0.3832083775509474,45
CD,0,50,0,8.587732004507569e-06,3.993288906140493e-06,1.8468270820034906e-05,0.3067809004095778,58
CD,10,50,0,8.587732004507569e-06,3.993288906140493e-06,1.8468270820034906e-05,0.3067809004095778,58
CD,20,50,0,8.587732004507569e-06,3.993288906140493e-06,1.8468270820034906e-05,0.3067809004095778,58
CD,30,50,0,8.587732004507569e-06,3.993288906140493e-06,1.8468270820034906e-05,0.3067809004095778,58
CD,40,50,0,8.587732004507569e-06,3.993288906140493e-06,1.8468270820034906e-05,0.3067809004095778,58
CD,50,50,0,8.587732004507569e-06,3.993288906140493e-06,1.8468270820034906e-05,0.3067809004095778,58
CD,60,50,0,8.651241314069805e-06,4.020989888444211e-06,1.8613321184755983e-05,0.3153786135880374,57
CD,70,50,0,8.846056938138333e-06,4.11233934625777e-06,1.9028761190147245e-05,0.31682680838456,56
CD,80,50,0,9.590997092970536e-06,4.435879964890114e-06,2.0737086207346903e-05,0.2247477241556774,44
CD,90,50,0,1.397832844425277e-06,5.451817685423516e-07,3.5840095426857104e-06,0.2213296962954827,25
CD,0,50,1,1.1794495387671356e-05,5.484431461111245e-06,2.536454734391278e-05,0.3067809004095778,58
CD,10,50,1,1.1794495387671356e-05,5.484431461111245e-06,2.536454734391278e-05,0.3067809004095778,58
CD,20,50,1,1.1794495387671356e-05,5.484431461111245e-06,2.536454734391278e-05,0.3067809004095778,58
CD,30,50,1,1.1794495387671356e-05,5.484431461111245e-06,2.536454734391278e-05,0.3067809004095778,58
CD,40,50,1,1.1794495387671356e-05,5.484431461111245e-06,2.536454734391278e-05,0.3067809004095778,58
CD,50,50,1,1.1794495387671356e-05,5.484431461111245e-06,2.536454734391278e-05,0.3067809004095778,58
CD,60,50,1,1.1816355471303057e-05,5.492095774868666e-06,2.542312850098332e-05,0.3153786135880374,57
CD,70,50,1,1.2072848906535587e-05,5.612404704939625e-06,2.596991635185465e-05,0.31682680838456,56
CD,80,50,1,1.4128807865249988e-05,6.53463817470858e-06,3.05484720586006e-05,0.2247477241556774,44
CD,90,50,1,2.193902277111124e-06,8.556642006335921e-07,5.62511227879973e-06,0.2213296962954827,25
CG,0,50,0,9.346644853150292e-05,5.273228689358531e-05,0.0001656665681638,0.5176319434757406,71
CG,10,50,0,9.346644853150292e-05,5.273228689358531e-05,0.0001656665681638,0.5176319434757406,71
CG,20,50,0,9.346644853150292e-05,5.273228689358531e-05,0.0001656665681638,0.5176319434757406,71
CG,30,50,0,9.346644853150292e-05,5.273228689358531e-05,0.0001656665681638,0.5176319434757406,71
CG,40,50,0,9.346644853150292e-05,5.273228689358531e-05,0.0001656665681638,0.5176319434757406,71
CG,50,50,0,9.346644853150292e-05,5.273228689358531e-05,0.0001656665681638,0.5176319434757406,71
CG,60,50,0,9.431183677178248e-05,5.3217366078834e-05,0.0001671394736464,0.5273868772237926,70
CG,70,50,0,9.63392096278958e-05,5.432302290134857e-05,0.0001708528505231,0.511180916462769,66
CG,80,50,0,0.0001039131935971,5.831493618837656e-05,0.0001851661428331,0.5850659372089204,56
CG,90,50,0,0.0001503960011335,8.387277128908621e-05,0.0002696817669111,0.520224099883472,34
CG,0,50,1,0.0001100512433893,6.208916494187135e-05,0.0001950626358541,0.5176319434757406,71
CG,10,50,1,0.0001100512433893,6.208916494187135e-05,0.0001950626358541,0.5176319434757406,71
CG,20,50,1,0.0001100512433893,6.208916494187135e-05,0.0001950626358541,0.5176319434757406,71
CG,30,50,1,0.0001100512433893,6.208916494187135e-05,0.0001950626358541,0.5176319434757406,71
CG,40,50,1,0.0001100512433893,6.208916494187135e-05,0.0001950626358541,0.5176319434757406,71
CG,50,50,1,0.0001100512433893,6.208916494187135e-05,0.0001950626358541,0.5176319434757406,71
CG,60,50,1,0.0001106236163942,6.242161845348198e-05,0.0001960472158095,0.5273868772237926,70
CG,70,50,1,0.0001137062889138,6.411583985949532e-05,0.0002016525115616,0.511180916462769,66
CG,80,50,1,0.000119392937834,6.700199763014584e-05,0.000212749979237,0.5850659372089204,56
CG,90,50,1,0.0001795903680321,0.0001001538721119,0.0003220314862501,0.520224099883472,34
