buff,spa,cov,region,odds,odds_lb,odds_ub,pvalues,n
C,0,50,0,0.0120878932623238,0.0114002237582105,0.0128170434739142,1.0433913555374374e-07,303
C,10,50,0,0.0120878932623238,0.0114002237582105,0.0128170434739142,1.0433913555374374e-07,303
C,20,50,0,0.0120878932623238,0.0114002237582105,0.0128170434739142,1.0433913555374374e-07,303
C,30,50,0,0.0120878932623238,0.0114002237582105,0.0128170434739142,1.0433913555374374e-07,303
C,40,50,0,0.0120878932623238,0.0114002237582105,0.0128170434739142,1.0433913555374374e-07,303
C,50,50,0,0.0121064841686771,0.0114176783615602,0.0128368442589761,1.1707796665483273e-07,302
C,60,50,0,0.0122567891801023,0.0115588154094667,0.0129969097769685,8.991920785739184e-08,294
C,70,50,0,0.0129367672692692,0.0121896518152912,0.0137296741461713,3.7151970166959813e-07,259
C,80,50,0,0.0152530341931656,0.0143399102847104,0.0162243031845145,6.763450591584785e-06,196
C,90,50,0,0.0226458241988027,0.0210998573797611,0.0243050625609907,5.9599035484581015e-08,93
C,0,50,1,0.0157636784888464,0.0148668968301918,0.0167145546470113,1.0433913555374374e-07,303
C,10,50,1,0.0157636784888464,0.0148668968301918,0.0167145546470113,1.0433913555374374e-07,303
C,20,50,1,0.0157636784888464,0.0148668968301918,0.0167145546470113,1.0433913555374374e-07,303
C,30,50,1,0.0157636784888464,0.0148668968301918,0.0167145546470113,1.0433913555374374e-07,303
C,40,50,1,0.0157636784888464,0.0148668968301918,0.0167145546470113,1.0433913555374374e-07,303
C,50,50,1,0.0157731985853887,0.0148757728232063,0.016724764257356,1.1707796665483273e-07,302
C,60,50,1,0.0160130013866373,0.0151011267681876,0.0169799391359736,8.991920785739184e-08,294
C,70,50,1,0.0167473236810387,0.0157801435444217,0.0177737832160994,3.7151970166959813e-07,259
C,80,50,1,0.0193559128317643,0.0181971698201884,0.0205884412385496,6.763450591584785e-06,196
C,90,50,1,0.0315629493100002,0.0294082354026596,0.0338755370903874,5.9599035484581015e-08,93
CD,0,50,0,0.0039595414614477,0.0034566798714519,0.0045355569991902,6.579528036088078e-05,152
CD,10,50,0,0.0039595414614477,0.0034566798714519,0.0045355569991902,6.579528036088078e-05,152
CD,20,50,0,0.0039595414614477,0.0034566798714519,0.0045355569991902,6.579528036088078e-05,152
CD,30,50,0,0.0039595414614477,0.0034566798714519,0.0045355569991902,6.579528036088078e-05,152
CD,40,50,0,0.0039595414614477,0.0034566798714519,0.0045355569991902,6.579528036088078e-05,152
CD,50,50,0,0.0039651210042679,0.0034614736123628,0.0045420495254779,6.496786321896764e-05,151
CD,60,50,0,0.0039932095537595,0.0034867785528466,0.0045731962321546,5.121763294813064e-05,148
CD,70,50,0,0.0040758582697834,0.0035562442610558,0.0046713947119114,6.748012566437644e-05,139
CD,80,50,0,0.0045787594182473,0.0039937364147466,0.0052494795932893,6.201748114853523e-05,115
CD,90,50,0,0.0054594555518933,0.0046971688365246,0.0063454510494351,0.000227806349859,71
CD,0,50,1,0.0061887303090904,0.0054027618343098,0.0070890377946017,6.579528036088078e-05,152
CD,10,50,1,0.0061887303090904,0.0054027618343098,0.0070890377946017,6.579528036088078e-05,152
CD,20,50,1,0.0061887303090904,0.0054027618343098,0.0070890377946017,6.579528036088078e-05,152
CD,30,50,1,0.0061887303090904,0.0054027618343098,0.0070890377946017,6.579528036088078e-05,152
CD,40,50,1,0.0061887303090904,0.0054027618343098,0.0070890377946017,6.579528036088078e-05,152
CD,50,50,1,0.0061996782043898,0.0054121986407318,0.0071017367228023,6.496786321896764e-05,151
CD,60,50,1,0.0062833686465625,0.0054864926925352,0.0071959854429991,5.121763294813064e-05,148
CD,70,50,1,0.0063827246535797,0.0055690179630311,0.0073153245821533,6.748012566437644e-05,139
CD,80,50,1,0.007246933040936,0.0063210004582191,0.008308500979702,6.201748114853523e-05,115
CD,90,50,1,0.0087120208275474,0.0074955885885209,0.0101258635000132,0.000227806349859,71
CG,0,50,0,0.0047489521163916,0.0042674584412268,0.0052847723098849,2.357777920569681e-05,227
CG,10,50,0,0.0047489521163916,0.0042674584412268,0.0052847723098849,2.357777920569681e-05,227
CG,20,50,0,0.0047489521163916,0.0042674584412268,0.0052847723098849,2.357777920569681e-05,227
CG,30,50,0,0.0047489521163916,0.0042674584412268,0.0052847723098849,2.357777920569681e-05,227
CG,40,50,0,0.0047489521163916,0.0042674584412268,0.0052847723098849,2.357777920569681e-05,227
CG,50,50,0,0.0047489521163916,0.0042674584412268,0.0052847723098849,2.357777920569681e-05,227
CG,60,50,0,0.0048134113368215,0.0043255450705686,0.0053563026900553,2.531195443711276e-05,221
CG,70,50,0,0.0050438884380476,0.0045315135967677,0.0056141971180706,1.762750063694085e-05,202
CG,80,50,0,0.0058956369630987,0.0052909090803344,0.0065694826111921,9.079861926331034e-06,154
CG,90,50,0,0.0083923843012712,0.0074173655117139,0.0094955701116512,4.539864359109913e-06,79
CG,0,50,1,0.0069613523068333,0.0062555445782685,0.0077467957159483,2.357777920569681e-05,227
CG,10,50,1,0.0069613523068333,0.0062555445782685,0.0077467957159483,2.357777920569681e-05,227
CG,20,50,1,0.0069613523068333,0.0062555445782685,0.0077467957159483,2.357777920569681e-05,227
CG,30,50,1,0.0069613523068333,0.0062555445782685,0.0077467957159483,2.357777920569681e-05,227
CG,40,50,1,0.0069613523068333,0.0062555445782685,0.0077467957159483,2.357777920569681e-05,227
CG,50,50,1,0.0069613523068333,0.0062555445782685,0.0077467957159483,2.357777920569681e-05,227
CG,60,50,1,0.0070489713427911,0.0063345185172817,0.0078440053266769,2.531195443711276e-05,221
CG,70,50,1,0.0074498635459828,0.0066930818092702,0.0082922140256664,1.762750063694085e-05,202
CG,80,50,1,0.0088874205675401,0.007975819148273,0.0099032140618983,9.079861926331034e-06,154
CG,90,50,1,0.0133751519429078,0.0118212402070566,0.0151333266529074,4.539864359109913e-06,79
