metric,Ess_mean,Ess_mean_lb,Ess_mean_ub,Ess_median,Ess_median_lb,Ess_median_ub,NonEss_mean,NonEss_mean_lb,NonEss_mean_ub,NonEss_median,NonEss_median_lb,NonEss_median_ub,MWU_pvalues,Perm_pvalues
Gn,0.7860203030303031,0.7595027034293957,0.8209250389287975,0.76455,0.60568,1.17345,0.7889222033898304,0.7668017413112354,0.8173212905839851,0.74824,0.60298,1.23017,0.6960566293886614,0.9177082291770823
N_term_thread,1.2222222222222223,1.1111111111111112,1.3737373737373737,1.0,1.0,3.0,1.2425531914893617,1.1531914893617021,1.3659574468085107,1.0,1.0,5.0,0.5572517816529795,0.9741025897410259
Gc,0.8173755555555555,0.7783718485152558,0.8721458617013703,0.75567,0.60061,1.48551,0.8523124064171123,0.821162430530468,0.8925451103815661,0.78462,0.61145,1.67683,0.08979528887490817,0.2733726627337266
C_term_thread,1.2098765432098766,1.0987654320987654,1.4074074074074074,1.0,1.0,3.0,1.1891891891891893,1.1189189189189188,1.2864864864864864,1.0,1.0,3.0,0.3656173045997113,0.6473352664733527
loopsize,102.82530120481928,88.49792308265309,121.2977042261507,67.0,14.0,428.0,103.12121212121212,94.7449494949495,112.54974007413078,69.0,17.0,325.0,0.15866705144942012,0.9967003299670033
num_zipper_nc,14.24698795180723,11.975903614457831,17.46987951807229,8.0,1.0,64.0,14.275252525252526,12.752525252525253,15.982323232323232,8.0,1.0,63.04999999999927,0.47541253676924417,0.9955004499550045
perc_bb_loop,0.2264825264178198,0.1980041259985894,0.25858959859329705,0.1674418604651162,0.0156361051883439,0.7255813953488373,0.2635977060679472,0.24461575666444366,0.28405172874396345,0.2025316455696202,0.04279390205894011,0.7836538461538461,0.0030159552507581016,0.04739526047395261
num_loop_contacting_res,159.96987951807228,144.27711152845157,180.29880984685275,116.0,47.0,506.17499999999745,164.18434343434345,154.43513067778494,175.4302432965613,128.0,50.0,463.0,0.12886936890052575,0.6813318668133187
num_cross_nearest_neighbors,41.48192771084337,39.25301204819277,44.433148206303954,36.0,27.0,92.0,42.803030303030305,41.025252525252526,45.06818181818182,37.0,28.0,105.0,0.12677313135276325,0.45195480451954806
ent_coverage,0.1760578367518732,0.16035064916311345,0.1952517596823106,0.1486238532110091,0.0417287630402384,0.4578947368421052,0.20821450312232145,0.19899686535608171,0.2187007434586473,0.1881188118811881,0.0793103448275862,0.4766355140186916,1.2799100341854245e-05,0.00039996000399960006
min_N_prot_depth_left,0.31194466587474196,0.26821057255452535,0.3588345535578947,0.2674418604651162,0.0146788990825688,0.7830188679245284,0.3570507946057606,0.3279752992609946,0.3868809136559002,0.3300970873786408,0.0180995475113122,0.7957446808510639,0.03718468575119005,0.09299070092990701
min_N_thread_depth_left,0.7176488231086484,0.6628515736039152,0.7662932384861557,0.8333333333333334,0.1025641025641025,0.9812108559498957,0.7374954770440791,0.7035798320407487,0.7678408156705187,0.8472622478386167,0.1363636363636363,0.9804568205291174,0.33791342785880757,0.5117488251174882
min_N_thread_slippage_left,200.26262626262627,161.62139630956975,247.22287749486645,133.0,6.0,802.0,163.48936170212767,144.47850988243042,184.86644475861314,122.0,8.0,602.0,0.3404089939404843,0.08859114088591141
min_C_prot_depth_right,0.3735924176457138,0.3225047927194897,0.4290656498649835,0.3348837209302325,0.0433275563258232,0.8616279069767442,0.3088535915516806,0.2803506702185475,0.3398297313724519,0.2626262626262626,0.0555555555555555,0.7474226804123711,0.03758172008369689,0.025997400259974
min_C_thread_depth_right,0.7599669258543771,0.7116638377145268,0.8032182443274914,0.8367346938775511,0.2222222222222222,0.9817073170731708,0.7274604861318454,0.6935104789405857,0.7578844807764995,0.7878787878787878,0.1494845360824742,0.9737827715355806,0.08375102344777818,0.27177282271772824
min_C_thread_slippage_right,228.91358024691357,184.85338308230328,285.5694190807357,131.0,9.0,961.0,141.63243243243244,123.51891891891891,162.55649611844893,91.0,13.0,498.0,0.0016601717769152598,0.00039996000399960006
ACO,123.9003942034322,109.47226854136169,141.61401487564987,92.51851851851852,22.0,464.9411764705882,122.54838038396758,114.49635010871488,131.89271936921142,94.375,26.166666666666668,336.5,0.8572293854077266,0.8665133486651335
RCO,0.27267460950151307,0.2427534727010472,0.3065511248710482,0.2215703971119133,0.0170575692963752,0.750640204865557,0.31824493856924446,0.29948174495066976,0.3395714681769222,0.2774951076320939,0.0609668109668109,0.7897167487684729,0.001487091829921008,0.013598640135986401
