metric,Ess_mean,Ess_mean_lb,Ess_mean_ub,Ess_median,Ess_median_lb,Ess_median_ub,NonEss_mean,NonEss_mean_lb,NonEss_mean_ub,NonEss_median,NonEss_median_lb,NonEss_median_ub,MWU_pvalues,Perm_pvalues
Gn,0.7711062222222224,0.7491148250049798,0.7978354074195642,0.74758,0.60568,1.12946,0.7822126724137931,0.7650664038177082,0.8034804025750761,0.74446,0.6031,1.2179952499999966,0.5018837934858513,0.5255474452554745
N_term_thread,1.1925925925925926,1.1111111111111112,1.3185185185185184,1.0,1.0,3.0,1.2057971014492754,1.1420289855072463,1.2956521739130435,1.0,1.0,3.0,0.2090018461484186,0.4537546245375462
Gc,0.7875128448275863,0.7585816943806784,0.8270818404467476,0.74601,0.60333,1.48551,0.850908,0.8231708378409966,0.8839940293455429,0.79342,0.60876,1.6782519999999794,0.002528423557639982,0.009999000099990002
C_term_thread,1.146551724137931,1.0689655172413792,1.2925570595272395,1.0,1.0,3.0,1.1496062992125984,1.0984251968503937,1.2165354330708662,1.0,1.0,3.0,0.16857038163621485,0.35876412358764126
loopsize,98.17521367521367,87.01667419736157,111.92146586571435,64.0,16.0,407.0,99.03191489361703,92.18000186437645,107.13652482269504,63.0,17.0,328.0,0.3656378865076897,0.9183081691830817
num_zipper_nc,13.012820512820513,11.159120728701863,15.334210777277626,7.0,1.0,55.0,13.47872340425532,12.27836879432624,14.836879432624114,8.0,1.0,55.0,0.34125747083185853,0.7187281271872813
perc_bb_loop,0.22657861302068513,0.20279949934466676,0.25268849220541884,0.1648936170212765,0.0162790697674418,0.7294520547945206,0.24918564419505843,0.23316657975048197,0.2663631249138651,0.1842105263157894,0.0346715328467153,0.7836734693877551,0.03300595936570709,0.141985801419858
num_loop_contacting_res,153.30769230769232,140.767188319485,168.73063857917452,115.0,45.0,495.0,158.2127659574468,149.8821161287287,167.44453341591105,122.0,48.0,463.0,0.20912323684858847,0.5589441055894411
num_cross_nearest_neighbors,39.81196581196581,38.07692307692308,42.02564102564103,36.0,27.0,88.0,41.558510638297875,40.205673758865245,43.209219858156025,36.0,27.0,93.0,0.03510339248674533,0.19718028197180282
ent_coverage,0.1780969329270442,0.16464911786169745,0.1926990533595841,0.1514476614699332,0.0417287630402384,0.4185185185185185,0.19756969673922006,0.19008949891192234,0.20535175715089218,0.1821192052980132,0.07361268403171,0.4347826086956521,0.00022430425426892304,0.008999100089991
min_N_prot_depth_left,0.3039992021033821,0.26708405220444215,0.34364902331815383,0.2608386638237384,0.0171232876712328,0.7717569786535303,0.3749782868026968,0.3507658087605697,0.40022948134710884,0.3776371308016877,0.0196078431372549,0.815028901734104,0.0011577468272340363,0.0025997400259974
min_N_thread_depth_left,0.708131285186342,0.6622871133230711,0.7488934216603655,0.8229166666666666,0.1025641025641025,0.9811965811965812,0.7516200163519924,0.7247369251727064,0.7762878584571179,0.8532423208191127,0.1363636363636363,0.9822695035460992,0.05509537054320318,0.0861913808619138
min_N_thread_slippage_left,181.07407407407408,151.34684545542086,217.08017140651089,124.0,8.0,696.0,173.34202898550726,156.93560876491566,191.45307677854262,131.0,9.0,613.0,0.7535760453197693,0.6479352064793521
min_C_prot_depth_right,0.3977893075345491,0.3529442527088063,0.4431059645728984,0.3594470046082949,0.0433275563258232,0.8616279069767442,0.3166784048146354,0.2911747864394141,0.343138620486166,0.2780952380952381,0.0496613995485327,0.7489539748953975,0.0030585060534811604,0.0005999400059994001
min_C_thread_depth_right,0.7825738089666031,0.7432423464067931,0.8167215435871202,0.8504672897196262,0.2388059701492537,0.9817073170731708,0.7393605395512639,0.709264237022381,0.7643859039081904,0.7976190476190477,0.1797752808988764,0.976063829787234,0.020468705876945294,0.0781921807819218
min_C_thread_slippage_right,224.05172413793105,188.01056713008575,267.7181338513196,128.0,14.0,750.0,147.00787401574803,131.8190176979867,165.1811023622047,103.0,13.0,497.0,0.0012630086940370838,0.00019998000199980003
ACO,118.55172041864924,106.92477723015156,132.3315837293073,92.0,18.0,419.8235294117647,119.34058455269677,112.60153152248914,126.94366925110904,90.0,25.0,345.55555555555554,0.16715401066325913,0.9169083091690831
RCO,0.2752021489697973,0.24950767069429058,0.3028388912424069,0.2177592522420108,0.0221311475409836,0.7391636141636141,0.3037121772944927,0.2875198729456071,0.32065149099623175,0.25,0.05861687381482396,0.8,0.009016677079466026,0.07879212078792121
