metric|Ess_metric|Ess_mean|Ess_mean_lb|Ess_mean_ub|Ess_median|Ess_median_lb|Ess_median_ub|NonEss_metric|NonEss_mean|NonEss_mean_lb|NonEss_mean_ub|NonEss_median|NonEss_median_lb|NonEss_median_ub|pvalues|buff|qvalue
num_zipper_nc|num_zipper_nc|13.555555555555555|10.914529914529917|17.629141320894462|7.0|1.0|57.0|num_zipper_nc|14.260416666666666|12.458333333333334|16.385416666666668|8.0|1.0|63.0|0.2900697369268527|CD|0.38204306814756206
perc_bb_loop|perc_bb_loop|0.2435406038395783|0.2084512906680948|0.2832833554455953|0.1842105263157894|0.013503909026297|0.7294520547945206|perc_bb_loop|0.2565784338476793|0.2346606586531022|0.2807566632821188|0.1983448151785245|0.0409556313993174|0.7747524752475248|0.1178717382444791|CD|0.24612135779892297
num_loop_contacting_res|num_loop_contacting_res|155.86324786324786|138.0854700854701|178.21091261861991|113.0|47.0|495.0|num_loop_contacting_res|166.09722222222223|154.17361111111111|179.85763888888889|128.5|53.0|475.0|0.0860403671123617|CD|0.23090217139262087
num_cross_nearest_neighbors|num_cross_nearest_neighbors|40.05128205128205|37.82051282051282|43.32478632478632|36.0|27.0|88.0|num_cross_nearest_neighbors|43.39930555555556|41.24305555555556|46.22222222222222|37.0|28.0|105.0|0.060849264943823|CD|0.17294001615612853
ent_coverage|ent_coverage|0.1935319346763763|0.1728416475731647|0.2167364524206666|0.1801566579634465|0.0376687988628287|0.4578947368421052|ent_coverage|0.2032846915152827|0.191788928528522|0.2161019149012926|0.180827347039881|0.0787623066104078|0.484375|0.1482880846996532|CD|0.25830827657358946
min_N_prot_depth_left|min_N_prot_depth_left|0.3151528307798287|0.2646708799028752|0.367856613845502|0.2970027247956403|0.0171232876712328|0.7661016949152543|min_N_prot_depth_left|0.3846234150362594|0.3463082518489208|0.449293637019132|0.3649359257622625|0.0148936170212765|0.8161849710982659|0.0583876776385289|CD|0.17294001615612853
min_N_thread_depth_left|min_N_thread_depth_left|0.7000830879362855|0.6316101939747892|0.7604345728731434|0.7916666666666666|0.1081081081081081|0.9822380106571936|min_N_thread_depth_left|0.7449436605853776|0.7048098147638003|0.7803804876596713|0.8485512517148355|0.0703125|0.9804878048780488|0.1898144496466119|CD|0.28472167446991786
min_N_thread_slippage_left|min_N_thread_slippage_left|214.3134328358209|164.71641791044777|277.18947433026875|141.0|5.0|817.0|min_N_thread_slippage_left|179.64367816091954|156.55747126436782|206.80459770114945|131.0|7.0|662.0|0.4704063926072208|CD|0.5134455397107837
min_C_prot_depth_right|min_C_prot_depth_right|0.3658677422543726|0.3071199117854319|0.4281172720962286|0.3348837209302325|0.0541871921182266|0.828002842928216|min_C_prot_depth_right|0.2982749993275336|0.217635499317528|0.3391102548239557|0.272|0.0613861386138613|0.7332053742802304|0.1185028759772592|CD|0.24612135779892297
min_C_thread_depth_right|min_C_thread_depth_right|0.7515694994066737|0.6896769904552057|0.80286220926373|0.8214285714285714|0.2444444444444444|0.9757281553398058|min_C_thread_depth_right|0.7403710040290712|0.7028908621821329|0.7738765840738859|0.7921348314606742|0.2924528301886792|0.9761273209549072|0.2700799469443996|CD|0.36460792837493944
min_C_thread_slippage_right|min_C_thread_slippage_right|202.1929824561404|153.7719298245614|276.8326691400212|114.0|9.0|961.0|min_C_thread_slippage_right|151.3111111111111|128.46666666666667|177.87263272478594|101.0|14.0|500.0|0.1381351349038828|CD|0.2572171477520576
ACO|ACO|118.70974600757556|102.48488662495438|139.31341282291504|92.5|18.0|464.9411764705882|ACO|120.81083086759138|111.18346177581014|131.62496190104855|90.0|25.5|340.0|0.1151194030014391|CD|0.24612135779892297
RCO|RCO|0.2898582992345072|0.2521863312330589|0.3311901319956297|0.2473653638702182|0.0170575692963752|0.7679425837320574|RCO|0.302593519714189|0.280609556367359|0.3264664627817818|0.2584847451455888|0.0587962962962962|0.7786716171617162|0.1442091863695611|CD|0.25830827657358946
Gn|Gn|0.7860203030303031|0.7589057604284986|0.8208115780674928|0.76455|0.60568|1.17345|Gn|0.7889222033898304|0.7671138264181564|0.8173686061755374|0.7481450000000001|0.60298|1.2544|0.6960566293886614|CG|0.7091897733393909
N_term_thread|N_term_thread|1.2222222222222223|1.121212121212121|1.383838383838384|1.0|1.0|3.0|N_term_thread|1.2425531914893615|1.1574468085106382|1.3659574468085107|1.0|1.0|5.0|0.5572517816529795|CG|0.5786845424857865
Gc|Gc|0.8173755555555555|0.778391494641587|0.8717882809301762|0.75567|0.60711|1.61|Gc|0.8523124064171123|0.8213920554822026|0.8929570933824338|0.78462|0.61145|1.67683|0.0897952888749081|CG|0.23090217139262087
C_term_thread|C_term_thread|1.2098765432098766|1.0987654320987654|1.4197530864197532|1.0|1.0|3.0|C_term_thread|1.1891891891891893|1.1189189189189188|1.2864864864864864|1.0|1.0|3.0|0.3656173045997113|CG|0.429227084161201
loopsize|loopsize|102.82530120481928|88.63911775586128|121.36144578313252|67.0|16.0|411.0|loopsize|103.12121212121212|94.8510101010101|112.66962413370122|68.5|18.0|328.0|0.1586670514494201|CG|0.2677294296575176
num_zipper_nc|num_zipper_nc|14.24698795180723|11.94578313253012|17.457831325301203|8.0|1.0|57.0|num_zipper_nc|14.275252525252526|12.775252525252526|16.03030303030303|8.0|1.0|63.0|0.4754125367692441|CG|0.5134455397107837
perc_bb_loop|perc_bb_loop|0.2264825264178198|0.1980721119378289|0.2585687623325773|0.1674473453268977|0.0156361051883439|0.7255813953488373|perc_bb_loop|0.2635977060679472|0.2445065597592414|0.2842760315349487|0.2022273612463485|0.0409556313993174|0.7832817337461301|0.0030159552507581|CG|0.0180957315045486
num_loop_contacting_res|num_loop_contacting_res|159.96987951807228|143.79518072289156|180.48192771084337|118.5|47.0|506.0|num_loop_contacting_res|164.18434343434345|154.17505908934083|175.3637021467689|128.0|50.0|448.0|0.1288693689005257|CG|0.24853378287958527
num_cross_nearest_neighbors|num_cross_nearest_neighbors|41.48192771084337|39.265060240963855|44.47590361445784|36.0|27.0|92.0|num_cross_nearest_neighbors|42.80303030303031|41.03282828282829|45.03787878787879|37.0|28.0|98.0|0.1267731313527632|CG|0.24853378287958527
ent_coverage|ent_coverage|0.1760578367518732|0.1599460763849564|0.1944082207981329|0.1497018746124369|0.0417287630402384|0.4578947368421052|ent_coverage|0.2082145031223214|0.1986617126151899|0.2186898695517623|0.1881188118811881|0.0787623066104078|0.4766355140186916|1.2799100341854243e-05|CG|0.0006911514184601292
min_N_prot_depth_left|min_N_prot_depth_left|0.310331801100531|0.2662343219039222|0.3576363945502546|0.2674418604651162|0.0146788990825688|0.7830188679245284|min_N_prot_depth_left|0.3897370381709497|0.3498960721229783|0.4525718666320586|0.3503649635036496|0.0156521739130434|0.8207440811724915|0.0297255441887141|CG|0.1263722129522831
min_N_thread_depth_left|min_N_thread_depth_left|0.714985924693999|0.6600460036140666|0.7630690474074903|0.8311688311688312|0.1025641025641025|0.9811965811965812|min_N_thread_depth_left|0.7381116337992433|0.7040536465694629|0.7688693646143513|0.8527397260273972|0.1363636363636363|0.9822695035460992|0.2996186907711758|CG|0.38441739697680766
min_N_thread_slippage_left|min_N_thread_slippage_left|199.8080808080808|161.95959595959596|246.51868370163515|133.0|6.0|802.0|min_N_thread_slippage_left|171.89787234042552|151.39462603013476|196.65106382978723|126.0|7.0|667.0|0.4034406405646585|CG|0.4538707206352408
min_C_prot_depth_right|min_C_prot_depth_right|0.3739910292215238|0.3224764080835102|0.4292766578477901|0.3348837209302325|0.0433275563258232|0.8406779661016949|min_C_prot_depth_right|0.2802389079075292|0.2112016372216584|0.3206813952162349|0.2626262626262626|0.0555555555555555|0.7474226804123711|0.0331973675316094|CG|0.1263722129522831
min_C_thread_depth_right|min_C_thread_depth_right|0.7604895447346361|0.7105632201546426|0.8033113506024839|0.8367346938775511|0.2444444444444444|0.9817444219066938|min_C_thread_depth_right|0.7336049895281302|0.7003837916848213|0.7637149839743835|0.7906976744186046|0.1797752808988764|0.9761273209549072|0.1163882683142296|CG|0.24612135779892297
min_C_thread_slippage_right|min_C_thread_slippage_right|229.11111111111111|185.7530864197531|285.49178559485034|131.0|12.0|787.0|min_C_thread_slippage_right|135.69189189189188|112.9027027027027|157.42985764079432|91.0|12.0|499.0|0.0016463397455|CG|0.0148170577095
ACO|ACO|123.9003942034322|109.48118672662709|141.4199508181913|94.25925925925928|22.0|464.9411764705882|ACO|122.54838038396758|114.47042148317496|131.4700179918768|94.1875|26.33333333333333|340.0|0.8572293854077266|CG|0.8572293854077266
RCO|RCO|0.272674609501513|0.2424742200953952|0.3054803438536641|0.2226985559566786|0.0220338983050847|0.7294520547945206|RCO|0.3182449385692444|0.2989789846645408|0.3389325811188496|0.2771602522287453|0.0596658711217183|0.7953667953667953|0.001487091829921|CG|0.0148170577095
