,buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n,label
17,CD,70,50,1.1509641702272415,0.8170949279422366,1.6225516456522613,0.4219747345643136,58,AF
18,CD,80,50,1.1404238596340983,0.8057353018734796,1.614459135558623,0.4586934403158438,51,AF
19,CD,90,50,1.1887472244176562,0.8105842459701871,1.743683797019738,0.3761566313613267,31,AF
20,CG,0,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73,AF
21,CG,10,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73,AF
22,CG,20,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73,AF
23,CG,30,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73,AF
24,CG,40,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73,AF
25,CG,50,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73,AF
26,CG,60,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73,AF
27,CG,70,50,1.0591852706547322,0.8089646975664998,1.386801477180302,0.6752161323517529,70,AF
28,CG,80,50,1.0602449856945972,0.8081561372164884,1.3909681284637805,0.6730250174489367,61,AF
29,CG,90,50,1.0331372016986289,0.7702809196150792,1.3854153688727846,0.8274291114257262,39,AF
