,buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n,label
0,C,0,50,1.4320399984115384,1.272521035308229,1.6112334440542406,2.416554067963261e-09,183,EXP
1,C,10,50,1.4320399984115384,1.272521035308229,1.6112334440542406,2.416554067963261e-09,183,EXP
2,C,20,50,1.4320399984115384,1.272521035308229,1.6112334440542406,2.416554067963261e-09,183,EXP
3,C,30,50,1.4320399984115384,1.272521035308229,1.6112334440542406,2.416554067963261e-09,183,EXP
4,C,40,50,1.4320399984115384,1.272521035308229,1.6112334440542406,2.416554067963261e-09,183,EXP
5,C,50,50,1.4320399984115384,1.272521035308229,1.6112334440542406,2.416554067963261e-09,183,EXP
6,C,60,50,1.435193954487632,1.2750686241184597,1.614459135558623,1.9610599810704343e-09,182,EXP
7,C,70,50,1.4258954466723357,1.2649087687328917,1.6064069870274604,6.027246701734157e-09,166,EXP
8,C,80,50,1.4011593484972185,1.2373846512436006,1.5856588512805472,9.449703997077564e-08,125,EXP
9,C,90,50,1.3334905793359275,1.159512896362974,1.5341860809675796,5.601461833859567e-05,65,EXP
10,CD,0,50,1.3506689658837363,1.0470744109569372,1.7419409847740754,0.0206677221399833,97,EXP
11,CD,10,50,1.3506689658837363,1.0470744109569372,1.7419409847740754,0.0206677221399833,97,EXP
12,CD,20,50,1.3506689658837363,1.0470744109569372,1.7419409847740754,0.0206677221399833,97,EXP
13,CD,30,50,1.3506689658837363,1.0470744109569372,1.7419409847740754,0.0206677221399833,97,EXP
14,CD,40,50,1.3506689658837363,1.0470744109569372,1.7419409847740754,0.0206677221399833,97,EXP
15,CD,50,50,1.3506689658837363,1.0470744109569372,1.7419409847740754,0.0206677221399833,97,EXP
16,CD,60,50,1.3506689658837363,1.0470744109569372,1.7419409847740754,0.0206677221399833,97,EXP
17,CD,70,50,1.3464883753527754,1.0418521055454797,1.7401999144695428,0.0228460096143485,91,EXP
18,CD,80,50,1.297838255548463,1.0010005001667084,1.6820276496988864,0.0489530910817845,77,EXP
19,CD,90,50,1.2905906734875003,0.9733612415243368,1.710866555912941,0.0763945572235531,52,EXP
20,CG,0,50,1.2995265424293818,1.0639623447280335,1.587245303225596,0.0102878828184806,138,EXP
21,CG,10,50,1.2995265424293818,1.0639623447280335,1.587245303225596,0.0102878828184806,138,EXP
22,CG,20,50,1.2995265424293818,1.0639623447280335,1.587245303225596,0.0102878828184806,138,EXP
23,CG,30,50,1.2995265424293818,1.0639623447280335,1.587245303225596,0.0102878828184806,138,EXP
24,CG,40,50,1.2995265424293818,1.0639623447280335,1.587245303225596,0.0102878828184806,138,EXP
25,CG,50,50,1.3056486929626985,1.0692954781746002,1.5952014034170006,0.0090014254134738,137,EXP
26,CG,60,50,1.3068243057327575,1.0692954781746002,1.5967974026870526,0.0088706341305464,133,EXP
27,CG,70,50,1.2956338048280485,1.0597149957102876,1.5840739849944818,0.0116689708242752,123,EXP
28,CG,80,50,1.315872574069098,1.0725081812542163,1.614459135558623,0.0085636360926424,99,EXP
29,CG,90,50,1.325646148743466,1.0628989141871952,1.65367486118276,0.0125248956704486,58,EXP
0,C,0,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303,AF
1,C,10,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303,AF
2,C,20,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303,AF
3,C,30,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303,AF
4,C,40,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303,AF
5,C,50,50,1.3029097076486336,1.1817542653083617,1.4361989419603518,1.1707796665483273e-07,302,AF
6,C,60,50,1.3064323172422512,1.1841201389239695,1.4405140081492172,8.991920785739185e-08,294,AF
7,C,70,50,1.294597712276465,1.1723379466807176,1.430465620479898,3.7151970166959813e-07,259,AF
8,C,80,50,1.2689629600393513,1.143392819644647,1.4077602975141026,6.763450591584785e-06,196,AF
9,C,90,50,1.3937528485125166,1.2361478850785037,1.571451948577649,5.9599035484581015e-08,93,AF
10,CD,0,50,1.5629889786391706,1.2548298679402794,1.946435984427592,6.579528036088078e-05,152,AF
11,CD,10,50,1.5629889786391706,1.2548298679402794,1.946435984427592,6.579528036088078e-05,152,AF
12,CD,20,50,1.5629889786391706,1.2548298679402794,1.946435984427592,6.579528036088078e-05,152,AF
13,CD,30,50,1.5629889786391706,1.2548298679402794,1.946435984427592,6.579528036088078e-05,152,AF
14,CD,40,50,1.5629889786391706,1.2548298679402794,1.946435984427592,6.579528036088078e-05,152,AF
15,CD,50,50,1.5636142992864182,1.256085325432344,1.946435984427592,6.496786321896764e-05,151,AF
16,CD,60,50,1.5734961645632968,1.263644492207778,1.9601088354664573,5.121763294813064e-05,148,AF
17,CD,70,50,1.5659614806812974,1.256085325432344,1.952284060108339,6.748012566437644e-05,139,AF
18,CD,80,50,1.582807232575014,1.263644492207778,1.9817890552569948,6.201748114853523e-05,115,AF
19,CD,90,50,1.5958396116114968,1.2448312766875311,2.04623189137494,0.000227806349859,71,AF
20,CG,0,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227,AF
21,CG,10,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227,AF
22,CG,20,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227,AF
