,buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n,label
0,C,0,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264,EXP
1,C,10,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264,EXP
2,C,20,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264,EXP
3,C,30,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264,EXP
4,C,40,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264,EXP
5,C,50,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264,EXP
6,C,60,50,1.3847228343364102,1.2411023790006717,1.5449630589513383,6.3982961151509715e-09,262,EXP
7,C,70,50,1.383477144430049,1.2373846512436006,1.5465087947493774,1.149847816961369e-08,238,EXP
8,C,80,50,1.365062206328003,1.2177440407059084,1.5311207751332474,9.875499684675049e-08,184,EXP
9,C,90,50,1.2896875761370084,1.1354170177814864,1.46521208513296,9.500770267156788e-05,106,EXP
0,C,0,50,1.329363159346345,1.208040952482902,1.4622845894342245,4.9453710015967545e-09,401,AF
1,C,10,50,1.329363159346345,1.208040952482902,1.4622845894342245,4.9453710015967545e-09,401,AF
2,C,20,50,1.329363159346345,1.208040952482902,1.4622845894342245,4.9453710015967545e-09,401,AF
3,C,30,50,1.329363159346345,1.208040952482902,1.4622845894342245,4.9453710015967545e-09,401,AF
4,C,40,50,1.329363159346345,1.208040952482902,1.4622845894342245,4.9453710015967545e-09,401,AF
5,C,50,50,1.328432930752795,1.208040952482902,1.4608230357434318,5.47669198880385e-09,400,AF
6,C,60,50,1.32962905856725,1.208040952482902,1.4622845894342245,4.9453710015967545e-09,392,AF
7,C,70,50,1.315609425869981,1.1948253212348008,1.4491830733866446,2.728833847776002e-08,348,AF
8,C,80,50,1.3186388100057849,1.1924380586506695,1.4579043093712258,6.30247489752378e-08,271,AF
9,C,90,50,1.3975210660079274,1.2473234305640648,1.5667446571994514,8.263179473999571e-09,143,AF
