E4P1_N_ml,E4P1_N_mAU
2.537721,14.202981
2.538218,14.204133
2.538716,14.20473
2.539214,14.203596
2.539711,14.203324
2.540209,14.204477
2.540707,14.20542
2.541205,14.20727
2.541703,14.209169
2.5422,14.209601
2.542698,14.209837
2.543195,14.210517
2.543693,14.213077
2.544191,14.216114
2.544689,14.217273
2.545186,14.218205
2.545684,14.218959
2.546182,14.221152
2.546679,14.224771
2.547177,14.227194
2.547675,14.228339
2.548173,14.22845
2.54867,14.228911
2.549168,14.228543
2.549666,14.230176
2.550164,14.232785
2.550661,14.233776
2.551159,14.234809
2.551656,14.236803
2.552154,14.238228
2.552652,14.240433
2.55315,14.244012
2.553647,14.24602
2.554145,14.247805
2.554643,14.251136
2.55514,14.254625
2.555638,14.258027
2.556136,14.260325
2.556634,14.261558
2.557131,14.263095
2.557629,14.264922
2.558127,14.266914
2.558625,14.267801
2.559122,14.268867
2.55962,14.270601
2.560117,14.273853
2.560615,14.277728
2.561113,14.281989
2.561611,14.287302
2.562108,14.291177
2.562606,14.294396
2.563104,14.298429
2.563601,14.303289
2.564099,14.308052
2.564597,14.313087
2.565095,14.316793
2.565592,14.318776
2.56609,14.321285
2.566588,14.326413
2.567086,14.330589
2.567583,14.335353
2.568081,14.339197
2.568578,14.343388
2.569076,14.348461
2.569574,14.355311
2.570072,14.363661
2.570569,14.371226
2.571067,14.379633
2.571565,14.388792
2.572062,14.396832
2.57256,14.404752
2.573058,14.412091
2.573556,14.419802
2.574053,14.425964
2.574551,14.432706
2.575049,14.440567
2.575547,14.450263
2.576044,14.457844
2.576542,14.465011
2.577039,14.472428
2.577537,14.480467
2.578035,14.48799
2.578533,14.495909
2.57903,14.502554
2.579528,14.509397
2.580026,14.516371
2.580523,14.525595
2.581021,14.534245
2.581519,14.542907
2.582017,14.551022
2.582514,14.558879
2.583012,14.565495
2.58351,14.573739
2.584008,14.581093
2.584505,14.588911
2.585003,14.596088
2.5855,14.605039
2.585998,14.613723
2.586496,14.622475
2.586994,14.632018
2.587491,14.638387
2.587989,14.645924
2.588487,14.656531
2.588984,14.666521
2.589482,14.676906
2.58998,14.685763
2.590478,14.696842
2.590975,14.707139
2.591473,14.717516
2.591971,14.727353
2.592469,14.739726
2.592966,14.749852
2.593464,14.760854
2.593961,14.771581
2.594459,14.781382
2.594957,14.790327
2.595455,14.801493
2.595952,14.810265
2.59645,14.819423
2.596948,14.830276
2.597445,14.840789
2.597943,14.851059
2.598441,14.862863
2.598939,14.874067
2.599436,14.88562
2.599934,14.897939
2.600432,14.90963
2.600929,14.918746
2.601427,14.929443
2.601925,14.938847
2.602422,14.951086
2.60292,14.96343
2.603418,14.974864
2.603916,14.987493
2.604413,14.999905
2.604911,15.008294
2.605409,15.018308
2.605906,15.029173
2.606404,15.039552
2.606902,15.050318
2.6074,15.062164
2.607897,15.073642
2.608395,15.085946
2.608893,15.098574
2.60939,15.108757
2.609888,15.120639
2.610386,15.132346
2.610883,15.140306
2.611381,15.151179
2.611879,15.160227
2.612377,15.171136
2.612874,15.18105
2.613372,15.193661
2.61387,15.203806
2.614367,15.217687
2.614865,15.227635
2.615363,15.23789
2.615861,15.2476
2.616358,15.255822
2.616856,15.265863
2.617354,15.277131
2.617851,15.286323
2.618349,15.294278
2.618847,15.303645
2.619344,15.31424
2.619842,15.325176
2.62034,15.33568
2.620838,15.346457
2.621335,15.356195
2.621833,15.366908
2.622331,15.377113
2.622828,15.389958
2.623326,15.400866
2.623824,15.41339
2.624322,15.423698
2.624819,15.435902
2.625317,15.446856
2.625815,15.458401
2.626312,15.470115
2.62681,15.479928
2.627308,15.489264
2.627805,15.500336
2.628303,15.510261
2.628801,15.52234
2.629299,15.535382
2.629797,15.54748
2.630294,15.557309
2.630792,15.570001
2.631289,15.581669
2.631787,15.592058
2.632285,15.601748
2.632783,15.611506
2.63328,15.622512
2.633778,15.634822
2.634276,15.64578
2.634773,15.655494
2.635271,15.663044
2.635769,15.673004
2.636266,15.68387
2.636764,15.696188
2.637262,15.707306
2.63776,15.718445
2.638258,15.72884
2.638755,15.738335
2.639253,15.749052
2.63975,15.759329
2.640248,15.770862
2.640746,15.782926
2.641244,15.793418
2.641741,15.802949
2.642239,15.812488
2.642737,15.824808
2.643234,15.836214
2.643732,15.848071
2.64423,15.858234
2.644727,15.868745
2.645225,15.879293
2.645723,15.889801
2.646221,15.900411
2.646719,15.911161
2.647216,15.922754
2.647714,15.934127
2.648211,15.945865
2.648709,15.95793
2.649207,15.96766
2.649705,15.977576
2.650202,15.987481
2.6507,15.997591
2.651198,16.007767
2.651695,16.019182
2.652193,16.030203
2.652691,16.039839
2.653188,16.048597
2.653686,16.058064
2.654184,16.068663
2.654682,16.079741
2.65518,16.090134
2.655677,16.099615
2.656175,16.109226
2.656672,16.121141
2.65717,16.133041
2.657668,16.14546
2.658166,16.157207
2.658663,16.168579
2.659161,16.18037
2.659659,16.193247
2.660156,16.205917
2.660654,16.217794
2.661152,16.229292
2.661649,16.242655
2.662147,16.257744
2.662645,16.273014
2.663143,16.287493
2.66364,16.303633
2.664138,16.322071
2.664636,16.340996
2.665133,16.360161
2.665631,16.381126
2.666129,16.402487
2.666627,16.424219
2.667124,16.446957
2.667622,16.471521
2.66812,16.497833
2.668617,16.524805
2.669115,16.554012
2.669613,16.584869
2.67011,16.615761
2.670608,16.646645
2.671106,16.677565
2.671604,16.709614
2.672101,16.741564
2.672599,16.777491
2.673097,16.816549
2.673594,16.860209
2.674092,16.906776
2.67459,16.955175
2.675088,17.003901
2.675585,17.05678
2.676083,17.113186
2.676581,17.169226
2.677078,17.22509
2.677576,17.282604
2.678074,17.3407
2.678572,17.399435
2.679069,17.458357
2.679567,17.519432
2.680065,17.579647
2.680562,17.637825
2.68106,17.696033
2.681558,17.753401
2.682055,17.80851
2.682553,17.863556
2.683051,17.916178
2.683549,17.967775
2.684046,18.01656
2.684544,18.062229
2.685042,18.103428
2.685539,18.14168
2.686037,18.174585
2.686535,18.20504
2.687033,18.230776
2.68753,18.254047
2.688028,18.271036
2.688526,18.284822
2.689023,18.294634
2.689521,18.299305
2.690019,18.299736
2.690516,18.29677
2.691014,18.290367
2.691512,18.279291
2.69201,18.264038
2.692507,18.247555
2.693005,18.227684
2.693503,18.204378
2.694,18.177551
2.694498,18.148458
2.694996,18.114902
2.695494,18.082319
2.695991,18.046545
2.696489,18.010023
2.696987,17.970514
2.697484,17.929258
2.697982,17.888676
2.69848,17.847681
2.698977,17.807121
2.699475,17.767443
2.699973,17.727676
2.700471,17.687773
2.700968,17.646332
2.701466,17.60644
2.701964,17.566729
2.702461,17.529825
2.702959,17.492508
2.703457,17.456835
2.703955,17.422932
2.704452,17.389959
2.70495,17.355742
2.705448,17.324759
2.705945,17.293406
2.706443,17.264103
2.706941,17.23444
2.707438,17.208935
2.707936,17.181305
2.708434,17.156431
2.708932,17.132095
2.709429,17.109293
2.709927,17.089775
2.710425,17.067587
2.710922,17.04845
2.71142,17.030092
2.711918,17.012445
2.712416,16.994579
2.712913,16.978329
2.713411,16.964802
2.713909,16.949886
2.714406,16.937593
2.714904,16.924089
2.715402,16.912966
2.715899,16.900848
2.716397,16.890999
2.716895,16.880192
2.717393,16.868643
2.71789,16.858231
2.718388,16.850006
2.718886,16.844036
2.719383,16.838551
2.719881,16.830633
2.720379,16.82551
2.720877,16.820295
2.721374,16.816345
2.721872,16.812117
2.72237,16.806761
2.722867,16.803118
2.723365,16.798647
2.723863,16.794273
2.72436,16.792549
2.724858,16.790461
2.725356,16.788088
2.725854,16.785069
2.726351,16.781914
2.726849,16.780716
2.727347,16.779736
2.727844,16.779854
2.728342,16.777807
2.72884,16.777273
2.729338,16.776173
2.729835,16.776335
2.730333,16.77829
2.730831,16.779245
2.731328,16.778637
2.731826,16.777559
2.732324,16.777227
2.732821,16.77828
2.733319,16.77928
2.733817,16.778946
2.734315,16.778528
2.734812,16.780909
2.73531,16.782764
2.735808,16.785181
2.736305,16.786165
2.736803,16.788017
2.737301,16.788649
2.737799,16.790577
2.738296,16.791965
2.738794,16.793381
2.739292,16.793524
2.739789,16.793638
2.740287,16.793573
2.740785,16.795593
2.741282,16.797523
2.74178,16.79829
2.742278,16.797558
2.742776,16.797976
2.743273,16.798887
2.743771,16.801039
2.744269,16.80216
2.744766,16.803745
2.745264,16.804272
2.745762,16.804237
2.74626,16.804016
2.746757,16.804337
2.747255,16.804148
2.747753,16.805243
2.74825,16.805531
2.748748,16.806246
2.749246,16.80636
2.749743,16.806028
2.750241,16.805439
2.750739,16.806448
2.751237,16.806265
2.751734,16.805445
2.752232,16.805994
2.75273,16.806253
2.753227,16.805727
2.753725,16.80435
2.754223,16.804049
2.754721,16.803968
2.755218,16.802856
2.755716,16.801441
2.756214,16.799644
2.756711,16.798706
2.757209,16.7978
2.757707,16.796776
2.758204,16.796644
2.758702,16.797567
2.7592,16.795979
2.759698,16.794035
2.760195,16.792368
2.760693,16.790121
2.761191,16.787792
2.761688,16.78603
2.762186,16.785593
2.762684,16.785357
2.763182,16.784883
2.763679,16.785624
2.764177,16.786541
2.764675,16.785423
2.765172,16.785034
2.76567,16.785543
2.766168,16.785084
2.766665,16.785009
2.767163,16.784775
2.767661,16.784079
2.768159,16.783348
2.768656,16.782503
2.769154,16.781807
2.769652,16.780329
2.770149,16.779739
2.770647,16.779907
2.771145,16.780239
2.771643,16.780209
2.77214,16.779928
2.772638,16.779627
2.773136,16.781372
2.773633,16.784029
2.774131,16.784613
2.774629,16.784153
2.775126,16.7836
2.775624,16.783049
2.776122,16.782684
2.77662,16.781132
2.777117,16.78019
2.777615,16.780123
2.778113,16.778265
2.77861,16.779211
2.779108,16.779629
2.779606,16.780344
2.780104,16.781794
2.780601,16.782707
2.781099,16.783916
2.781597,16.783752
2.782094,16.785372
2.782592,16.788723
2.78309,16.790489
2.783587,16.79084
2.784085,16.790482
2.784583,16.791801
2.785081,16.793301
2.785578,16.796478
2.786076,16.796068
2.786574,16.794924
2.787071,16.796715
2.787569,16.799959
2.788067,16.802355
2.788565,16.804749
2.789062,16.808317
2.78956,16.814123
2.790058,16.816019
2.790555,16.818989
2.791053,16.820896
2.791551,16.823593
2.792048,16.825972
2.792546,16.828953
2.793044,16.831308
2.793542,16.834436
2.794039,16.838766
2.794537,16.841248
2.795035,16.842737
2.795532,16.846758
2.79603,16.849758
2.796528,16.855783
2.797026,16.861511
2.797523,16.865082
2.798021,16.8692
2.798519,16.874544
2.799016,16.881407
2.799514,16.887154
2.800012,16.892841
2.800509,16.898146
2.801007,16.904263
2.801505,16.908638
2.802003,16.912846
2.8025,16.921053
2.802998,16.927443
2.803496,16.935036
2.803993,16.941534
2.804491,16.949177
2.804989,16.957388
2.805487,16.966047
2.805984,16.974239
2.806482,16.983644
2.80698,16.99309
2.807477,17.003252
2.807975,17.010736
2.808473,17.020529
2.808971,17.029636
2.809468,17.037165
2.809966,17.047657
2.810464,17.05916
2.810961,17.068733
2.811459,17.07942
2.811957,17.088367
2.812454,17.099676
2.812952,17.111515
2.81345,17.121712
2.813948,17.133837
2.814445,17.146223
2.814943,17.156063
2.815441,17.16946
2.815938,17.180288
2.816436,17.193836
2.816934,17.20516
2.817432,17.218111
2.817929,17.231985
2.818427,17.247786
2.818925,17.262569
2.819422,17.278387
2.81992,17.292301
2.820418,17.308249
2.820915,17.323149
2.821413,17.337132
2.821911,17.355261
2.822409,17.371651
2.822906,17.385002
2.823404,17.403091
2.823902,17.420637
2.824399,17.439087
2.824897,17.455137
2.825395,17.471903
2.825893,17.4902
2.82639,17.508003
2.826888,17.526363
2.827386,17.547512
2.827883,17.565166
2.828381,17.584829
2.828879,17.604473
2.829376,17.625946
2.829874,17.645197
2.830372,17.66235
2.83087,17.677235
2.831367,17.691811
2.831865,17.70623
2.832363,17.722328
2.83286,17.742014
2.833358,17.76211
2.833856,17.783112
2.834354,17.804413
2.834851,17.825439
2.835349,17.84568
2.835847,17.866863
2.836344,17.886578
2.836842,17.90819
2.83734,17.929752
2.837837,17.951714
2.838335,17.97427
2.838833,17.996868
2.839331,18.018932
2.839828,18.041338
2.840326,18.063337
2.840824,18.08601
2.841321,18.108982
2.841819,18.131149
2.842317,18.153471
2.842815,18.175743
2.843312,18.198767
2.84381,18.224554
2.844308,18.249561
2.844805,18.273754
2.845303,18.296576
2.845801,18.319588
2.846298,18.342201
2.846796,18.365063
2.847294,18.387054
2.847792,18.410408
2.848289,18.434084
2.848787,18.458138
2.849285,18.480701
2.849782,18.504093
2.85028,18.527399
2.850778,18.54982
2.851276,18.571821
2.851773,18.594944
2.852271,18.617365
2.852769,18.63962
2.853266,18.663019
2.853764,18.686729
2.854262,18.709373
2.854759,18.730549
2.855257,18.753374
2.855755,18.776426
2.856253,18.796669
2.85675,18.818619
2.857248,18.840893
2.857746,18.861641
2.858243,18.883705
2.858741,18.906246
2.859239,18.927971
2.859737,18.950106
2.860234,18.971689
2.860732,18.993397
2.86123,19.016602
2.861727,19.038797
2.862225,19.058828
2.862723,19.079481
2.86322,19.101461
2.863718,19.122784
2.864216,19.144035
2.864714,19.165443
2.865211,19.18622
2.865709,19.206957
2.866207,19.22699
2.866704,19.24608
2.867202,19.266609
2.8677,19.285942
2.868198,19.304062
2.868695,19.322931
2.869193,19.341167
2.869691,19.359764
2.870188,19.378555
2.870686,19.397837
2.871184,19.41695
2.871681,19.434978
2.872179,19.452242
2.872677,19.468958
2.873175,19.484663
2.873672,19.499628
2.87417,19.515263
2.874668,19.532183
2.875165,19.548517
2.875663,19.564957
2.876161,19.581923
2.876659,19.597834
2.877156,19.613253
2.877654,19.62837
2.878152,19.643579
2.878649,19.659351
2.879147,19.675451
2.879645,19.69062
2.880142,19.706144
2.88064,19.721878
2.881138,19.738106
2.881636,19.753389
2.882133,19.767372
2.882631,19.781534
2.883129,19.793402
2.883626,19.803656
2.884124,19.814709
2.884622,19.826633
2.88512,19.837807
2.885617,19.852747
2.886115,19.867502
2.886613,19.881527
2.88711,19.895094
2.887608,19.908352
2.888106,19.921721
2.888603,19.934332
2.889101,19.944746
2.889599,19.956491
2.890097,19.967978
2.890594,19.980639
2.891092,19.99061
2.89159,20.001228
2.892087,20.012007
2.892585,20.023378
2.893083,20.03233
2.893581,20.041691
2.894078,20.049135
2.894576,20.058138
2.895074,20.068295
2.895571,20.079096
2.896069,20.088593
2.896567,20.098885
2.897064,20.10829
2.897562,20.117846
2.89806,20.125463
2.898558,20.133423
2.899055,20.143187
2.899553,20.150743
2.900051,20.158548
2.900548,20.164333
2.901046,20.170809
2.901544,20.178951
2.902042,20.184435
2.902539,20.191849
2.903037,20.197968
2.903535,20.204744
2.904032,20.210957
2.90453,20.218367
2.905028,20.223661
2.905525,20.230906
2.906023,20.236774
2.906521,20.242603
2.907019,20.248558
2.907516,20.254301
2.908014,20.257507
2.908512,20.264164
2.90901,20.268665
2.909507,20.272266
2.910005,20.276566
2.910503,20.280474
2.911,20.282478
2.911498,20.285538
2.911996,20.289391
2.912493,20.293165
2.912991,20.29763
2.913489,20.301357
2.913986,20.303411
2.914484,20.308105
2.914982,20.310419
2.91548,20.31382
2.915977,20.314484
2.916475,20.316883
2.916973,20.317654
2.917471,20.320971
2.917968,20.322716
2.918466,20.324678
2.918964,20.326082
2.919461,20.327652
2.919959,20.32947
2.920457,20.331461
2.920954,20.332602
2.921452,20.333813
2.92195,20.335989
2.922447,20.335455
2.922945,20.335625
2.923443,20.337769
2.923941,20.335857
2.924438,20.338036
2.924936,20.336277
2.925434,20.335541
2.925932,20.333746
2.926429,20.334791
2.926927,20.333769
2.927425,20.335434
2.927922,20.332659
2.92842,20.336283
2.928918,20.33481
2.929415,20.33474
2.929913,20.330568
2.930411,20.328302
2.930908,20.32604
2.931406,20.324587
2.931904,20.322542
2.932402,20.320526
2.932899,20.316923
2.933397,20.313917
2.933895,20.312569
2.934393,20.30924
2.93489,20.308277
2.935388,20.306299
2.935886,20.303434
2.936383,20.302418
2.936881,20.298716
2.937379,20.297045
2.937876,20.295393
2.938374,20.293983
2.938872,20.292418
2.939369,20.288782
2.939867,20.285349
2.940365,20.280655
2.940863,20.276913
2.94136,20.271549
2.941858,20.268463
2.942356,20.263248
2.942854,20.26133
2.943351,20.259247
2.943849,20.256008
2.944347,20.253326
2.944844,20.250776
2.945342,20.245962
2.94584,20.24325
2.946337,20.239218
2.946835,20.234295
2.947333,20.230255
2.94783,20.224937
2.948328,20.218908
2.948826,20.212877
2.949324,20.206465
2.949821,20.200518
2.950319,20.193604
2.950817,20.187395
2.951315,20.181488
2.951812,20.176807
2.95231,20.169725
2.952808,20.165098
2.953305,20.161108
2.953803,20.15756
2.954301,20.153049
2.954798,20.148491
2.955296,20.141804
2.955794,20.13538
2.956291,20.129696
2.956789,20.122158
2.957287,20.114525
2.957785,20.108557
2.958282,20.101021
2.95878,20.094486
2.959278,20.088026
2.959776,20.080759
2.960273,20.074308
2.960771,20.069618
2.961269,20.063814
2.961766,20.057381
2.962264,20.051754
2.962762,20.046173
2.963259,20.039871
2.963757,20.034025
2.964255,20.02803
2.964752,20.022573
2.96525,20.014828
2.965748,20.006895
2.966246,19.99765
2.966743,19.988943
2.967241,19.9809
2.967739,19.974779
2.968237,19.968376
2.968734,19.961054
2.969232,19.954271
2.96973,19.946655
2.970227,19.938288
2.970725,19.930199
2.971223,19.921818
2.97172,19.913557
2.972218,19.906185
2.972716,19.898726
2.973213,19.889755
2.973711,19.88221
2.974209,19.874071
2.974707,19.865013
2.975204,19.856401
2.975702,19.846964
2.9762,19.836716
2.976698,19.826517
2.977195,19.817307
2.977693,19.808319
2.978191,19.799356
2.978688,19.78982
2.979186,19.780352
2.979684,19.771748
2.980181,19.761215
2.980679,19.751127
2.981177,19.741426
2.981674,19.730871
2.982172,19.72102
2.98267,19.711952
2.983168,19.703003
2.983665,19.693314
2.984163,19.68372
2.984661,19.673836
2.985159,19.662388
2.985656,19.651331
2.986154,19.640779
2.986652,19.631172
2.987149,19.620777
2.987647,19.610281
2.988145,19.600817
2.988642,19.590687
2.98914,19.580643
2.989638,19.57044
2.990135,19.560318
2.990633,19.551125
2.991131,19.541212
2.991629,19.534521
2.992126,19.524321
2.992624,19.513268
2.993122,19.502033
2.99362,19.489895
2.994117,19.478184
2.994615,19.467842
2.995113,19.455873
2.99561,19.445337
2.996108,19.433582
2.996606,19.422056
2.997103,19.410486
2.997601,19.399347
2.998099,19.38776
2.998596,19.375809
2.999094,19.363646
2.999592,19.351337
3.00009,19.339926
3.000587,19.327551
3.001085,19.314604
3.001583,19.303177
3.002081,19.290714
3.002578,19.279404
3.003076,19.26738
3.003574,19.253763
3.004071,19.239679
3.004569,19.227877
3.005067,19.215994
3.005564,19.204704
3.006062,19.192783
3.00656,19.181847
3.007057,19.168144
3.007555,19.15657
3.008053,19.144548
3.008551,19.132221
3.009048,19.120815
3.009546,19.108232
3.010044,19.094261
3.010542,19.083466
3.011039,19.071856
3.011537,19.059866
3.012035,19.047468
3.012532,19.035286
3.01303,19.021126
3.013528,19.006882
3.014025,18.993668
3.014523,18.982243
3.015021,18.968334
3.015518,18.957333
3.016016,18.947105
3.016514,18.936018
3.017012,18.921247
3.017509,18.908089
3.018007,18.894505
3.018505,18.881823
3.019003,18.868416
3.0195,18.855755
3.019998,18.84247
3.020496,18.8274
3.020993,18.814589
3.021491,18.80089
3.021989,18.786255
3.022486,18.772781
3.022984,18.758825
3.023482,18.746004
3.023979,18.730978
3.024477,18.716158
3.024975,18.703249
3.025473,18.691832
3.02597,18.679733
3.026468,18.666117
3.026966,18.650085
3.027464,18.637018
3.027961,18.621264
3.028459,18.607956
3.028957,18.591904
3.029454,18.579617
3.029952,18.565611
3.03045,18.549408
3.030947,18.535751
3.031445,18.520489
3.031943,18.505341
3.03244,18.490978
3.032938,18.476816
3.033436,18.461699
3.033934,18.447329
3.034431,18.433779
3.034929,18.419479
3.035427,18.404457
3.035925,18.389282
3.036422,18.375351
3.03692,18.361759
3.037418,18.347231
3.037915,18.333103
3.038413,18.31892
3.038911,18.305258
3.039408,18.290117
3.039906,18.274572
3.040404,18.259647
3.040901,18.244207
3.041399,18.231394
3.041897,18.21747
3.042395,18.204699
3.042892,18.193729
3.04339,18.181072
3.043888,18.169834
3.044386,18.1588
3.044883,18.147173
3.045381,18.134497
3.045879,18.120871
3.046376,18.106543
3.046874,18.09132
3.047372,18.075878
3.047869,18.061821
3.048367,18.047535
3.048865,18.033007
3.049362,18.019518
3.04986,18.005201
3.050358,17.990637
3.050856,17.97658
3.051353,17.961956
3.051851,17.947683
3.052349,17.93432
3.052847,17.920395
3.053344,17.90587
3.053842,17.890745
3.05434,17.874777
3.054837,17.859116
3.055335,17.84392
3.055833,17.83016
3.05633,17.817137
3.056828,17.802116
3.057326,17.787365
3.057823,17.772247
3.058321,17.758402
3.058819,17.744743
3.059317,17.731159
3.059814,17.717478
3.060312,17.702768
3.06081,17.689037
3.061308,17.675076
3.061805,17.661432
3.062303,17.646284
3.062801,17.631214
3.063298,17.616425
3.063796,17.601297
3.064294,17.587034
3.064791,17.573503
3.065289,17.559278
3.065787,17.545305
3.066284,17.530489
3.066782,17.515381
3.06728,17.50181
3.067778,17.487339
3.068275,17.470945
3.068773,17.454945
3.069271,17.440199
3.069769,17.426441
3.070266,17.41342
3.070764,17.399794
3.071262,17.386059
3.071759,17.372581
3.072257,17.358797
3.072755,17.344694
3.073252,17.330772
3.07375,17.316757
3.074248,17.301285
3.074745,17.287502
3.075243,17.273378
3.075741,17.258528
3.076239,17.244144
3.076736,17.228493
3.077234,17.213896
3.077732,17.201063
3.07823,17.1882
3.078727,17.175268
3.079225,17.161573
3.079723,17.148142
3.08022,17.135378
3.080718,17.122309
3.081216,17.109341
3.081713,17.096012
3.082211,17.081188
3.082709,17.065502
3.083206,17.050947
3.083704,17.037025
3.084202,17.022825
3.0847,17.009735
3.085197,16.997984
3.085695,16.984695
3.086193,16.969898
3.086691,16.955938
3.087188,16.941837
3.087686,16.927864
3.088184,16.914106
3.088681,16.900457
3.089179,16.887255
3.089677,16.872324
3.090174,16.85705
3.090672,16.842749
3.09117,16.830101
3.091667,16.817312
3.092165,16.801851
3.092663,16.787704
3.093161,16.774628
3.093658,16.760784
3.094156,16.747593
3.094654,16.734346
3.095152,16.720844
3.095649,16.707872
3.096147,16.694542
3.096645,16.68173
3.097142,16.670971
3.09764,16.659002
3.098138,16.643732
3.098635,16.630795
3.099133,16.619133
3.099631,16.605675
3.100128,16.591299
3.100626,16.578169
3.101124,16.565941
3.101622,16.554317
3.102119,16.54163
3.102617,16.529999
3.103115,16.516115
3.103613,16.50214
3.10411,16.489027
3.104608,16.47559
3.105106,16.463434
3.105603,16.44898
3.106101,16.435312
3.106599,16.421602
3.107096,16.407927
3.107594,16.396736
3.108092,16.385134
3.108589,16.372999
3.109087,16.360916
3.109585,16.349062
3.110083,16.336123
3.11058,16.324726
3.111078,16.311499
3.111576,16.298889
3.112074,16.286585
3.112571,16.276203
3.113069,16.263912
3.113567,16.251226
3.114064,16.238163
3.114562,16.226496
3.11506,16.21419
3.115557,16.204765
3.116055,16.19289
3.116553,16.181828
3.11705,16.170616
3.117548,16.158934
3.118046,16.146961
3.118544,16.135183
3.119042,16.122461
3.119539,16.112261
3.120037,16.100012
3.120535,16.088484
3.121032,16.075617
3.12153,16.065668
3.122028,16.05212
3.122525,16.041561
3.123023,16.028959
3.123521,16.017591
3.124018,16.004183
3.124516,15.992538
3.125014,15.978994
3.125511,15.967065
3.126009,15.956545
3.126507,15.94418
3.127005,15.932966
3.127503,15.921483
3.128,15.909089
3.128498,15.896807
3.128996,15.883183
3.129493,15.873734
3.129991,15.862454
3.130489,15.853139
3.130986,15.841534
3.131484,15.833489
3.131982,15.819566
3.132479,15.808289
3.132977,15.795609
3.133475,15.786394
3.133972,15.773967
3.13447,15.763777
3.134968,15.752581
3.135466,15.741338
3.135964,15.730744
3.136461,15.721487
3.136959,15.710287
3.137457,15.701705
3.137954,15.691095
3.138452,15.680079
3.13895,15.669937
3.139447,15.658998
3.139945,15.650457
3.140443,15.64069
3.14094,15.631575
3.141438,15.623035
3.141936,15.611116
3.142433,15.601968
3.142931,15.590163
3.143429,15.582561
3.143927,15.572119
3.144425,15.564483
3.144922,15.553481
3.14542,15.544204
3.145918,15.530879
3.146415,15.520248
3.146913,15.509558
3.147411,15.500375
3.147908,15.492535
3.148406,15.4814
3.148904,15.471566
3.149401,15.464452
3.149899,15.456625
3.150397,15.449148
3.150894,15.440826
3.151392,15.431623
3.15189,15.423108
3.152388,15.414089
3.152886,15.404083
3.153383,15.393945
3.153881,15.384201
3.154379,15.373421
3.154876,15.363775
3.155374,15.353402
3.155872,15.343348
3.156369,15.332092
3.156867,15.322824
3.157365,15.315601
3.157862,15.307989
3.15836,15.299956
3.158858,15.292314
3.159355,15.285672
3.159853,15.278223
3.160351,15.26895
3.160849,15.261675
3.161347,15.255162
3.161844,15.246857
3.162342,15.237765
3.16284,15.228997
3.163337,15.221558
3.163835,15.214759
3.164333,15.206947
3.16483,15.19751
3.165328,15.188645
3.165826,15.180233
3.166323,15.171922
3.166821,15.164227
3.167319,15.155695
3.167817,15.148541
3.168314,15.142074
3.168812,15.135121
3.16931,15.126761
3.169808,15.117588
3.170305,15.109935
3.170803,15.101943
3.171301,15.093697
3.171798,15.084077
3.172296,15.075139
3.172794,15.067108
3.173291,15.059081
3.173789,15.052132
3.174287,15.044964
3.174784,15.037491
3.175282,15.029851
3.17578,15.021158
3.176278,15.011097
3.176775,15.002024
3.177273,14.994059
3.177771,14.985701
3.178269,14.977851
3.178766,14.970624
3.179264,14.963333
3.179762,14.955603
3.180259,14.947585
3.180757,14.939512
3.181255,14.932103
3.181752,14.924966
3.18225,14.917411
3.182748,14.909873
3.183245,14.904052
3.183743,14.898792
3.184241,14.892982
3.184739,14.887068
3.185236,14.880755
3.185734,14.87346
3.186232,14.866261
3.18673,14.859841
3.187227,14.853225
3.187725,14.846391
3.188223,14.840459
3.18872,14.835108
3.189218,14.828418
3.189716,14.822742
3.190213,14.818438
3.190711,14.813332
3.191209,14.80672
3.191706,14.800137
3.192204,14.794945
3.192702,14.789527
3.1932,14.783189
3.193697,14.775506
3.194195,14.767904
3.194693,14.760304
3.195191,14.753852
3.195688,14.747284
3.196186,14.741247
3.196684,14.734404
3.197181,14.727138
3.197679,14.720251
3.198177,14.713892
3.198674,14.707206
3.199172,14.701849
3.19967,14.697403
3.200167,14.692451
3.200665,14.686999
3.201163,14.682719
3.201661,14.678469
3.202158,14.673552
3.202656,14.668062
3.203154,14.662506
3.203652,14.658858
3.204149,14.654231
3.204647,14.648983
3.205145,14.643138
3.205642,14.637458
3.20614,14.63236
3.206638,14.62919
3.207135,14.623612
3.207633,14.62075
3.208131,14.616399
3.208628,14.612366
3.209126,14.606546
3.209624,14.604822
3.210122,14.599907
3.210619,14.595588
3.211117,14.591063
3.211615,14.587659
3.212113,14.581279
3.21261,14.574196
3.213108,14.568228
3.213606,14.565028
3.214103,14.559991
3.214601,14.557521
3.215099,14.550617
3.215596,14.546936
3.216094,14.543139
3.216592,14.538334
3.217089,14.534942
3.217587,14.530624
3.218085,14.526129
3.218583,14.521153
3.21908,14.516794
3.219578,14.515804
3.220076,14.510931
3.220574,14.506467
3.221071,14.500893
3.221569,14.497544
3.222067,14.490149
3.222564,14.486929
3.223062,14.48216
3.22356,14.477033
3.224057,14.472011
3.224555,14.468987
3.225053,14.466396
3.22555,14.463272
3.226048,14.456868
3.226546,14.452937
3.227044,14.448045
3.227541,14.446734
3.228039,14.443254
3.228537,14.440542
3.229035,14.43792
3.229532,14.435271
3.23003,14.43111
3.230528,14.427899
3.231025,14.4261
3.231523,14.421785
3.232021,14.416286
3.232518,14.414075
3.233016,14.410617
