E4P1_N_ml,E4P1_N_mAU
4.826671,14.101916
4.827168,14.101483
4.827666,14.101805
4.828164,14.102266
4.828662,14.10219
4.82916,14.102232
4.829658,14.102139
4.830154,14.101851
4.830652,14.101651
4.83115,14.100872
4.831648,14.100154
4.832146,14.101479
4.832644,14.102897
4.833141,14.102474
4.833639,14.102319
4.834137,14.102221
4.834634,14.101408
4.835132,14.099463
4.835629,14.097495
4.836127,14.097005
4.836625,14.098827
4.837123,14.098366
4.837621,14.097195
4.838119,14.0968
4.838615,14.096731
4.839113,14.096477
4.839611,14.096405
4.840109,14.094754
4.840607,14.095018
4.841105,14.096945
4.841602,14.096659
4.8421,14.095544
4.842598,14.096027
4.843095,14.097426
4.843593,14.098638
4.84409,14.099008
4.844588,14.097624
4.845086,14.096849
4.845584,14.097159
4.846082,14.09803
4.84658,14.097958
4.847076,14.097836
4.847574,14.099362
4.848072,14.10113
4.84857,14.101318
4.849068,14.101069
4.849566,14.101721
4.850063,14.102407
4.850561,14.101883
4.851059,14.10203
4.851556,14.102402
4.852054,14.102807
4.852551,14.104421
4.853049,14.105
4.853547,14.104319
4.854045,14.10467
4.854543,14.104509
4.855041,14.106639
4.855537,14.106226
4.856035,14.104465
4.856533,14.103801
4.857031,14.104357
4.857529,14.105546
4.858027,14.106412
4.858524,14.10652
4.859022,14.106022
4.85952,14.106116
4.860017,14.107063
4.860515,14.107137
4.861012,14.106592
4.86151,14.106335
4.862008,14.106686
4.862506,14.106612
4.863004,14.105289
4.863502,14.10458
4.863999,14.104829
4.864496,14.105515
4.864994,14.104263
4.865492,14.104487
4.86599,14.102752
4.866488,14.101182
4.866985,14.10066
4.867483,14.10022
4.867981,14.09941
4.868478,14.09855
4.868976,14.098924
4.869473,14.098208
4.869971,14.098442
4.870469,14.098848
4.870967,14.09932
4.871465,14.098073
4.871963,14.099616
4.87246,14.099784
4.872957,14.100653
4.873455,14.102299
4.873953,14.103378
4.874451,14.102172
4.874949,14.1033
4.875446,14.105022
4.875944,14.107034
4.876442,14.107883
4.876939,14.10799
4.877437,14.106086
4.877934,14.106521
4.878432,14.10687
4.87893,14.107893
4.879428,14.108769
4.879926,14.108732
4.880424,14.110415
4.880921,14.111206
4.881418,14.110599
4.881916,14.110438
4.882414,14.110786
4.882912,14.111318
4.88341,14.111774
4.883907,14.11311
4.884405,14.112768
4.884903,14.112476
4.8854,14.112129
4.885898,14.111984
4.886395,14.109427
4.886893,14.109876
4.887391,14.109217
4.887889,14.108999
4.888387,14.108455
4.888885,14.108754
4.889382,14.108334
4.889879,14.109019
4.890377,14.108742
4.890875,14.10836
4.891373,14.107913
4.89187,14.109713
4.892368,14.107141
4.892866,14.107186
4.893364,14.108214
4.893861,14.108171
4.894359,14.107914
4.894856,14.106828
4.895354,14.108082
4.895852,14.107251
4.89635,14.106104
4.896848,14.104437
4.897346,14.104061
4.897843,14.106031
4.89834,14.107062
4.898838,14.109288
4.899336,14.109676
4.899834,14.109797
4.900331,14.109532
4.900829,14.108979
4.901327,14.106447
4.901825,14.105807
4.902322,14.106284
4.90282,14.106743
4.903317,14.106577
4.903815,14.107639
4.904313,14.108087
4.904811,14.108357
4.905309,14.109341
4.905807,14.107606
4.906304,14.105938
4.906801,14.105974
4.907299,14.106874
4.907797,14.108737
4.908295,14.109018
4.908792,14.110147
4.90929,14.111178
4.909788,14.111913
4.910286,14.11151
4.910783,14.109178
4.911281,14.108317
4.911778,14.109132
4.912276,14.109451
4.912774,14.109028
4.913272,14.108591
4.91377,14.109723
4.914268,14.111432
4.914765,14.11145
4.915262,14.110687
4.91576,14.110948
4.916258,14.110724
4.916756,14.10912
4.917253,14.109318
4.917751,14.109323
4.918249,14.109722
4.918747,14.110334
4.919244,14.110416
4.919742,14.109513
4.920239,14.106479
4.920737,14.104159
4.921235,14.104102
4.921733,14.104605
4.922231,14.105069
4.922729,14.104727
4.923226,14.104559
4.923723,14.104896
4.924221,14.104757
4.924719,14.104115
4.925217,14.104761
4.925714,14.106226
4.926212,14.105675
4.92671,14.105432
4.927208,14.106953
4.927705,14.107889
4.928203,14.108397
4.9287,14.109208
4.929198,14.109426
4.929696,14.109343
4.930194,14.109776
4.930692,14.109683
4.93119,14.108985
4.931687,14.108386
4.932184,14.108022
4.932682,14.108832
4.93318,14.109861
4.933678,14.109411
4.934175,14.108668
4.934673,14.10753
4.935171,14.107038
4.935669,14.106942
4.936166,14.105691
4.936664,14.104519
4.937161,14.103801
4.937659,14.103524
4.938157,14.103891
4.938655,14.104199
4.939153,14.104326
4.939651,14.103497
4.940148,14.102667
4.940645,14.101582
4.941143,14.100953
4.941641,14.099774
4.942139,14.096662
4.942636,14.095722
4.943134,14.09657
4.943632,14.097646
4.94413,14.099399
4.944627,14.101445
4.945125,14.102305
4.945622,14.102299
4.94612,14.101618
4.946618,14.101024
4.947116,14.102283
4.947614,14.103901
4.948112,14.104305
4.948609,14.104366
4.949106,14.103723
4.949604,14.10465
4.950102,14.104757
4.9506,14.103814
4.951097,14.104402
4.951595,14.103573
4.952093,14.103065
4.952591,14.10296
4.953088,14.102438
4.953586,14.102024
4.954083,14.103171
4.954581,14.105057
4.955079,14.104783
4.955577,14.104029
4.956075,14.103889
4.956573,14.104075
4.95707,14.104373
4.957567,14.103273
4.958065,14.101933
4.958563,14.1004
4.959061,14.100934
4.959558,14.10085
4.960056,14.100227
4.960554,14.099998
4.961052,14.09993
4.961549,14.101067
4.962047,14.103666
4.962544,14.102048
4.963042,14.103217
4.96354,14.102229
4.964038,14.10312
4.964536,14.104008
4.965034,14.105041
4.965531,14.106397
4.966028,14.1082
4.966526,14.108461
4.967024,14.107912
4.967522,14.108999
4.968019,14.110003
4.968517,14.111052
4.969015,14.110633
4.969513,14.108367
4.970011,14.108707
4.970508,14.109067
4.971005,14.109414
4.971503,14.109941
4.972001,14.110544
4.972499,14.111145
4.972997,14.11062
4.973495,14.108945
4.973992,14.108194
4.974489,14.106185
4.974987,14.106994
4.975485,14.105641
4.975983,14.10616
4.97648,14.104187
4.976978,14.103714
4.977476,14.103642
4.977974,14.104766
4.978472,14.103381
4.978969,14.10405
4.979466,14.104306
4.979964,14.106277
4.980462,14.105878
4.98096,14.103792
4.981458,14.104001
4.981956,14.102251
4.982453,14.101193
4.98295,14.103353
4.983448,14.104017
4.983946,14.103624
4.984444,14.102963
4.984941,14.101418
4.985439,14.102305
4.985937,14.104303
4.986435,14.104257
4.986933,14.10596
4.98743,14.106262
4.987927,14.105514
4.988425,14.105471
4.988923,14.102509
4.989421,14.102393
4.989919,14.102033
4.990417,14.098541
4.990914,14.099135
4.991411,14.097678
4.991909,14.097994
4.992407,14.094701
4.992905,14.096291
4.993402,14.098017
4.9939,14.098252
4.994398,14.098562
4.994896,14.100262
4.995394,14.097954
4.995891,14.097424
4.996388,14.097676
4.996886,14.098401
4.997384,14.099929
4.997882,14.099183
4.99838,14.099484
4.998878,14.101603
4.999375,14.103199
4.999872,14.105687
5.00037,14.106359
5.000868,14.106454
5.001366,14.108913
5.001863,14.107989
5.002361,14.108198
5.002859,14.110778
5.003357,14.111067
5.003855,14.110628
5.004352,14.110106
5.004849,14.111099
5.005347,14.108381
5.005845,14.107708
5.006343,14.107179
5.006841,14.108057
5.007339,14.106534
5.007836,14.107089
5.008333,14.107347
5.008831,14.106219
5.009329,14.107624
5.009827,14.106819
5.010324,14.105379
5.010822,14.103686
5.01132,14.101732
5.011818,14.099755
5.012316,14.097973
5.012813,14.097305
5.01331,14.097997
5.013808,14.098154
5.014306,14.099073
5.014804,14.100341
5.015302,14.100665
5.0158,14.100101
5.016297,14.100909
5.016794,14.103124
5.017292,14.103766
5.01779,14.10395
5.018288,14.104679
5.018785,14.105093
5.019283,14.106292
5.019781,14.107641
5.020279,14.108253
5.020777,14.107574
5.021274,14.107285
5.021771,14.107517
5.022269,14.106819
5.022767,14.106697
5.023265,14.10697
5.023763,14.106818
5.024261,14.106089
5.024758,14.106121
5.025255,14.105767
5.025753,14.105845
5.026251,14.106276
5.026749,14.106068
5.027246,14.104646
5.027744,14.102822
5.028242,14.101881
5.02874,14.10129
5.029238,14.099708
5.029735,14.097936
5.030232,14.098114
5.03073,14.098742
5.031228,14.098096
5.031726,14.09668
5.032224,14.095483
5.032722,14.095448
5.033219,14.096452
5.033716,14.09581
5.034214,14.094345
5.034712,14.094159
5.03521,14.095621
5.035707,14.096807
5.036205,14.097269
5.036703,14.097734
5.037201,14.097054
5.037699,14.097105
5.038196,14.097864
5.038693,14.098141
5.039191,14.097919
5.039689,14.099036
5.040187,14.100282
5.040685,14.101829
5.041183,14.101908
5.04168,14.102156
5.042177,14.104066
5.042675,14.105015
5.043173,14.104289
5.043671,14.103374
5.044168,14.103662
5.044666,14.104267
5.045164,14.104161
5.045662,14.103874
5.04616,14.104805
5.046657,14.106666
5.047154,14.106426
5.047652,14.105938
5.04815,14.106374
5.048648,14.106049
5.049146,14.104324
5.049644,14.103806
5.050141,14.102843
5.050638,14.101122
5.051136,14.09969
5.051634,14.099607
5.052132,14.098088
5.052629,14.096768
5.053127,14.095076
5.053625,14.094163
5.054123,14.094827
5.054621,14.094398
5.055118,14.093191
5.055615,14.094182
5.056113,14.096021
5.056611,14.095589
5.057109,14.094826
5.057607,14.093741
5.058105,14.093258
5.058602,14.093351
5.059099,14.092758
5.059597,14.09408
5.060095,14.093654
5.060593,14.093137
5.06109,14.093053
5.061588,14.093633
5.062086,14.093925
5.062584,14.09351
5.063082,14.092937
5.063579,14.093378
5.064076,14.094054
5.064574,14.094913
5.065072,14.097037
5.06557,14.098161
5.066068,14.099715
5.066566,14.100191
5.067063,14.100293
5.06756,14.09993
5.068058,14.099798
5.068556,14.098348
5.069054,14.098825
5.069551,14.097768
5.070049,14.096842
5.070547,14.098
5.071045,14.100389
5.071543,14.100221
5.07204,14.099113
5.072537,14.097512
5.073035,14.098932
5.073533,14.099932
5.074031,14.101555
5.074529,14.102109
5.075027,14.10242
5.075524,14.103324
5.076022,14.103029
5.076519,14.102522
5.077017,14.100843
5.077515,14.099714
5.078012,14.099583
5.07851,14.098067
5.079008,14.10073
5.079506,14.10091
5.080004,14.099404
5.080501,14.098732
5.080998,14.098439
5.081496,14.0999
5.081994,14.100647
5.082492,14.102753
5.08299,14.104061
5.083488,14.101665
5.083985,14.100094
5.084483,14.100968
5.08498,14.101442
5.085478,14.100348
5.085976,14.09874
5.086473,14.098863
5.086971,14.09804
5.087469,14.097537
5.087967,14.095627
5.088465,14.09553
5.088962,14.096414
5.089459,14.097055
5.089957,14.098433
5.090455,14.098833
5.090953,14.09828
5.091451,14.095071
5.091949,14.093767
5.092446,14.09496
5.092944,14.094977
5.093441,14.096048
5.093939,14.09514
5.094437,14.096165
5.094934,14.093865
5.095432,14.092256
5.09593,14.093382
5.096428,14.094311
5.096926,14.092205
5.097423,14.092854
5.09792,14.094796
5.098418,14.094808
5.098916,14.094267
5.099414,14.09431
5.099912,14.09531
5.10041,14.095715
5.100907,14.096003
5.101405,14.095751
5.101902,14.097397
5.1024,14.096572
5.102898,14.096833
5.103395,14.098254
5.103893,14.098382
5.104391,14.098132
5.104889,14.099668
5.105387,14.101797
5.105884,14.10231
5.106381,14.101817
5.106879,14.101149
5.107377,14.103102
5.107875,14.102957
5.108373,14.103059
5.108871,14.104367
5.109368,14.106698
5.109866,14.107328
5.110363,14.105884
5.110861,14.106055
5.111359,14.106129
5.111856,14.107055
5.112354,14.106128
5.112852,14.10637
5.11335,14.106747
5.113848,14.106067
5.114345,14.105878
5.114842,14.105972
5.11534,14.103799
5.115838,14.103613
5.116336,14.104896
5.116834,14.105642
5.117332,14.105546
5.117829,14.105247
5.118327,14.103873
5.118824,14.101674
5.119322,14.100781
5.11982,14.100129
5.120317,14.098737
5.120815,14.098955
5.121313,14.099379
5.121811,14.09905
5.122309,14.098372
5.122806,14.097722
5.123303,14.098234
5.123801,14.099075
5.124299,14.098836
5.124797,14.099273
5.125295,14.10049
5.125793,14.099906
5.12629,14.099564
5.126788,14.098731
5.127285,14.098245
5.127783,14.099558
5.128281,14.09983
5.128778,14.099145
5.129276,14.099482
5.129774,14.100066
5.130272,14.0989
5.13077,14.098339
5.131267,14.098741
5.131764,14.098849
5.132262,14.100485
5.13276,14.101811
5.133258,14.10076
5.133756,14.099753
5.134254,14.099299
5.134751,14.098341
5.135249,14.097622
5.135746,14.096704
5.136244,14.09578
5.136742,14.095826
5.137239,14.094951
5.137737,14.093966
5.138235,14.093715
5.138733,14.094149
5.139231,14.095658
5.139728,14.096042
5.140225,14.095865
5.140723,14.097069
5.141221,14.097476
5.141719,14.097448
5.142217,14.09764
5.142715,14.099114
5.143212,14.099919
5.14371,14.100405
5.144207,14.101456
5.144705,14.100874
5.145203,14.099993
5.1457,14.10094
5.146198,14.100852
5.146696,14.100152
5.147194,14.09982
5.147692,14.099625
5.148189,14.099878
5.148686,14.100931
5.149184,14.100723
5.149682,14.100092
5.15018,14.099975
5.150678,14.100698
5.151175,14.100002
5.151673,14.099283
5.152171,14.097547
5.152668,14.097169
5.153166,14.096026
5.153664,14.094177
5.154161,14.09345
5.154659,14.092855
5.155157,14.090906
5.155655,14.089808
5.156153,14.089733
5.15665,14.089166
5.157147,14.088756
5.157645,14.088717
5.158143,14.088518
5.158641,14.089942
5.159139,14.091154
5.159636,14.091781
5.160134,14.091231
5.160632,14.09058
5.161129,14.089172
5.161627,14.089502
5.162125,14.089787
5.162622,14.089941
5.16312,14.090375
5.163618,14.090945
5.164116,14.090165
5.164614,14.091403
5.165111,14.091681
5.165608,14.092285
5.166106,14.09325
5.166604,14.094529
5.167102,14.094941
5.1676,14.095815
5.168097,14.096571
5.168595,14.096877
5.169093,14.097129
5.16959,14.097653
5.170088,14.098995
5.170586,14.099536
5.171083,14.099298
5.171581,14.099572
5.172079,14.100766
5.172577,14.100374
5.173075,14.103273
5.173572,14.103351
5.174069,14.10456
5.174567,14.103959
5.175065,14.105467
5.175563,14.105611
5.176061,14.105795
5.176558,14.105643
5.177056,14.105327
5.177554,14.104601
5.178051,14.105238
5.178549,14.10592
5.179047,14.106302
5.179544,14.105121
5.180042,14.104784
5.18054,14.104249
5.181038,14.10398
5.181536,14.105124
5.182034,14.104504
5.18253,14.102538
5.183028,14.103363
5.183526,14.10412
5.184024,14.103333
5.184522,14.10288
5.185019,14.104383
5.185517,14.100988
5.186015,14.100449
5.186512,14.098995
5.18701,14.100967
5.187508,14.10127
5.188005,14.102974
5.188503,14.10258
5.189001,14.105765
5.189499,14.10589
5.189997,14.106343
5.190495,14.103505
5.190991,14.103183
5.191489,14.101138
5.191987,14.100249
5.192485,14.101902
5.192983,14.101795
5.19348,14.102633
5.193978,14.102107
5.194476,14.100759
5.194973,14.101861
5.195471,14.100115
5.195969,14.099591
5.196466,14.098443
5.196964,14.097358
5.197462,14.097225
5.19796,14.098527
5.198458,14.098802
5.198956,14.098417
5.199452,14.096071
5.19995,14.095405
5.200448,14.093698
5.200946,14.094761
5.201444,14.09281
5.201941,14.092316
5.202439,14.091865
5.202937,14.093855
5.203434,14.093664
5.203932,14.095906
5.20443,14.09525
5.204927,14.094074
5.205425,14.095536
5.205923,14.094713
5.206421,14.092348
5.206919,14.093266
5.207417,14.093792
5.207913,14.095407
5.208411,14.094768
5.208909,14.092901
5.209407,14.092066
5.209905,14.092011
5.210402,14.092248
5.2109,14.092361
5.211398,14.094756
5.211895,14.094747
5.212393,14.094649
5.212891,14.095341
5.213388,14.094514
5.213886,14.093869
5.214384,14.095861
5.214882,14.095426
5.21538,14.095311
5.215878,14.095919
5.216374,14.095617
5.216872,14.095311
5.21737,14.094849
5.217868,14.094233
5.218366,14.094707
5.218863,14.095795
5.219361,14.09454
5.219859,14.094351
5.220356,14.093555
5.220854,14.094872
5.221352,14.097878
5.221849,14.098742
5.222347,14.098382
5.222845,14.097958
5.223343,14.097658
5.223841,14.09744
5.224339,14.097422
5.224835,14.097538
5.225333,14.097342
5.225831,14.096277
5.226329,14.095062
5.226827,14.093801
5.227324,14.09187
5.227822,14.091433
5.22832,14.090742
5.228817,14.09079
5.229315,14.091736
5.229813,14.09194
5.23031,14.092336
5.230808,14.092573
5.231306,14.092684
5.231804,14.0927
5.232302,14.092634
5.2328,14.091714
5.233296,14.090947
5.233794,14.090207
5.234292,14.089669
5.23479,14.088832
5.235288,14.088879
5.235785,14.089294
5.236283,14.088111
5.236781,14.087581
5.237278,14.088019
5.237776,14.087474
5.238274,14.087294
5.238771,14.088053
5.239269,14.088786
5.239767,14.089846
5.240265,14.090686
5.240763,14.090965
5.241261,14.089691
5.241757,14.088633
5.242255,14.089032
5.242753,14.088943
5.243251,14.088485
5.243749,14.088737
5.244246,14.089654
5.244744,14.091153
5.245242,14.093059
5.245739,14.093956
5.246237,14.093877
5.246735,14.094242
5.247232,14.095807
5.24773,14.097607
5.248228,14.09913
5.248726,14.099443
5.249224,14.099171
5.249722,14.099301
5.250218,14.100307
5.250716,14.100639
5.251214,14.100938
5.251712,14.102011
5.25221,14.101907
5.252707,14.102492
5.253205,14.103536
5.253703,14.104231
5.2542,14.103726
5.254698,14.10265
5.255196,14.100261
5.255693,14.09941
5.256191,14.099401
5.256689,14.099876
5.257187,14.099153
5.257685,14.097455
5.258183,14.097447
5.258679,14.098612
5.259177,14.099425
5.259675,14.099554
5.260173,14.098269
5.260671,14.097725
5.261168,14.098125
5.261666,14.098035
5.262164,14.097505
5.262661,14.097461
5.263159,14.09894
5.263657,14.099582
5.264154,14.100184
5.264652,14.101657
5.26515,14.101476
5.265648,14.101444
5.266146,14.102449
5.266644,14.104456
5.26714,14.106499
5.267638,14.109915
5.268136,14.110563
5.268634,14.110514
5.269132,14.109669
5.269629,14.109826
5.270127,14.110858
5.270625,14.109996
5.271122,14.10847
5.27162,14.10896
5.272118,14.108724
5.272615,14.108057
5.273113,14.109831
5.273611,14.111697
5.274109,14.111796
5.274607,14.112202
5.275105,14.112112
5.275601,14.110872
5.276099,14.110003
5.276597,14.109864
5.277095,14.109012
5.277593,14.10681
5.27809,14.106705
5.278588,14.106391
5.279086,14.103882
5.279583,14.104435
5.280081,14.104677
5.280579,14.103436
5.281076,14.104638
5.281574,14.104077
5.282072,14.10444
5.28257,14.104314
5.283068,14.10497
5.283566,14.105068
5.284062,14.106245
5.28456,14.104303
5.285058,14.104008
5.285556,14.104358
5.286054,14.103229
5.286551,14.102003
5.287049,14.104231
5.287547,14.103833
5.288045,14.107013
5.288542,14.106078
5.28904,14.104918
5.289537,14.103566
5.290035,14.10491
5.290533,14.105784
5.291031,14.104434
5.291529,14.106045
5.292027,14.103821
5.292523,14.102916
5.293021,14.105197
5.293519,14.103253
5.294017,14.105386
5.294515,14.105114
5.295012,14.10581
5.29551,14.104899
5.296008,14.10649
5.296506,14.106278
5.297003,14.106836
5.297501,14.107923
5.297998,14.107903
5.298496,14.105073
5.298994,14.105542
5.299492,14.104012
5.29999,14.10472
5.300488,14.103264
5.300984,14.104048
5.301482,14.104015
5.30198,14.105658
5.302478,14.105104
5.302976,14.104071
5.303473,14.10378
5.303971,14.103504
5.304469,14.103357
5.304967,14.103329
5.305464,14.101557
5.305962,14.102758
5.306459,14.101453
5.306957,14.10407
5.307455,14.103251
5.307953,14.10403
5.308451,14.10155
5.308949,14.100979
5.309445,14.100265
5.309943,14.100111
5.310441,14.100969
5.310939,14.103289
5.311437,14.102853
5.311934,14.103009
5.312432,14.101901
5.31293,14.10131
5.313428,14.104593
5.313925,14.106373
5.314423,14.106979
5.31492,14.107091
5.315418,14.107566
5.315916,14.109275
5.316414,14.109216
5.316912,14.109797
5.31741,14.109624
5.317906,14.11047
5.318404,14.109209
5.318902,14.109296
5.3194,14.107189
5.319898,14.107757
5.320395,14.107354
5.320893,14.109741
5.321391,14.109709
5.321889,14.110656
5.322386,14.109947
5.322884,14.110039
5.323381,14.110379
5.323879,14.111309
5.324377,14.110493
5.324875,14.110466
5.325373,14.109049
5.325871,14.106898
5.326367,14.10544
5.326865,14.104053
5.327363,14.103707
5.327861,14.101848
5.328359,14.100039
5.328856,14.100652
5.329354,14.101376
5.329852,14.102435
5.33035,14.103159
5.330847,14.104068
5.331345,14.104837
5.331842,14.103985
5.33234,14.103385
5.332838,14.101866
5.333336,14.100594
5.333834,14.099606
5.334332,14.099774
5.334828,14.100237
5.335326,14.099895
5.335824,14.099195
5.336322,14.098545
5.33682,14.098397
5.337317,14.099089
5.337815,14.100644
5.338313,14.101424
5.338811,14.100839
5.339308,14.101186
5.339806,14.101865
5.340303,14.103099
5.340801,14.104846
5.341299,14.104828
5.341797,14.103314
5.342295,14.101587
5.342793,14.100411
5.343289,14.09936
5.343787,14.099615
5.344285,14.099849
5.344783,14.100179
5.345281,14.101375
5.345778,14.101994
5.346276,14.102004
5.346774,14.100942
5.347272,14.100253
5.347769,14.099942
5.348267,14.099658
5.348764,14.099298
5.349262,14.099182
5.34976,14.099154
5.350258,14.098399
5.350756,14.09777
5.351254,14.09728
5.35175,14.097638
5.352248,14.098504
5.352746,14.098277
5.353244,14.097818
5.353742,14.098432
5.354239,14.099619
5.354737,14.100438
5.355235,14.10022
5.355733,14.100395
5.35623,14.10024
5.356728,14.1019
5.357225,14.103077
5.357723,14.102773
5.358221,14.101968
5.358719,14.101415
5.359217,14.100135
5.359715,14.100253
5.360211,14.101117
5.360709,14.102261
5.361207,14.10292
5.361705,14.103979
5.362203,14.103527
5.3627,14.103523
5.363198,14.104294
5.363696,14.105682
5.364194,14.104996
5.364691,14.104352
5.365189,14.105651
5.365686,14.107406
5.366184,14.108109
5.366682,14.107674
5.36718,14.108272
5.367678,14.110951
5.368176,14.111069
5.368672,14.11151
5.36917,14.110734
5.369668,14.11061
5.370166,14.111572
5.370664,14.113907
5.371161,14.115621
5.371659,14.116598
5.372157,14.116045
5.372655,14.116162
5.373152,14.11493
5.37365,14.115451
5.374147,14.11503
5.374645,14.114051
5.375143,14.113494
5.375641,14.112375
5.376139,14.11102
5.376637,14.111495
5.377133,14.110908
5.377631,14.111473
5.378129,14.10954
5.378627,14.107716
5.379125,14.107503
5.379622,14.106873
5.38012,14.10419
5.380618,14.103686
5.381116,14.103768
5.381613,14.103476
5.382111,14.103436
5.382608,14.10185
5.383106,14.102058
5.383604,14.098682
5.384102,14.097684
5.3846,14.098573
5.385098,14.09884
5.385594,14.09727
5.386092,14.097531
5.38659,14.097125
5.387088,14.097841
5.387586,14.100689
5.388083,14.100256
5.388581,14.101207
5.389079,14.102083
5.389577,14.101034
5.390074,14.103269
5.390572,14.100546
5.391069,14.101714
5.391567,14.102366
5.392065,14.102125
5.392563,14.100442
5.393061,14.102573
5.393559,14.101412
5.394056,14.100788
5.394553,14.100095
5.395051,14.101426
5.395549,14.10095
5.396047,14.101576
5.396544,14.10097
5.397042,14.099157
5.39754,14.098516
5.398038,14.099686
5.398535,14.099411
5.399033,14.098433
5.39953,14.096798
5.400028,14.094806
5.400526,14.09463
5.401024,14.094288
5.401522,14.092099
5.40202,14.093279
5.402517,14.092745
5.403014,14.092019
5.403512,14.09033
5.40401,14.08885
5.404508,14.089118
5.405005,14.090775
5.405503,14.091376
5.406001,14.093363
5.406499,14.093672
5.406996,14.094206
5.407494,14.092997
5.407991,14.093896
5.408489,14.0936
5.408987,14.095084
5.409485,14.096455
5.409983,14.095892
5.41048,14.095338
5.410978,14.097058
5.411475,14.096418
5.411973,14.094921
5.412471,14.09436
5.412969,14.094072
5.413466,14.096499
5.413964,14.099422
5.414462,14.100871
5.41496,14.099497
5.415457,14.10025
5.415955,14.100706
5.416452,14.102518
5.41695,14.102724
5.417448,14.103036
5.417946,14.101746
5.418444,14.100392
5.418941,14.102046
5.419439,14.101685
5.419936,14.103293
5.420434,14.102117
5.420932,14.10278
5.42143,14.102968
5.421927,14.103539
5.422425,14.10418
5.422923,14.105494
5.423421,14.103909
5.423918,14.105744
5.424416,14.107968
5.424913,14.110347
5.425411,14.110489
5.425909,14.109512
5.426407,14.107264
5.426905,14.105925
5.427402,14.106617
5.4279,14.107132
5.428397,14.108143
5.428895,14.108554
5.429393,14.10739
5.429891,14.106271
5.430388,14.105947
5.430886,14.106038
5.431384,14.105568
5.431882,14.106938
5.432379,14.105962
5.432877,14.106414
5.433374,14.106831
5.433872,14.107465
5.43437,14.10721
5.434868,14.107954
5.435366,14.107552
5.435863,14.107586
5.436361,14.107199
5.436858,14.10612
5.437356,14.105166
5.437854,14.103883
5.438352,14.103168
5.438849,14.102836
5.439347,14.102796
5.439845,14.101057
5.440343,14.099717
5.44084,14.099991
5.441338,14.100043
5.441835,14.100033
5.442333,14.100638
5.442831,14.100322
5.443329,14.100946
5.443827,14.099991
5.444324,14.097513
5.444822,14.095947
5.445319,14.094847
5.445817,14.093744
5.446315,14.092404
5.446813,14.091968
5.44731,14.092185
5.447808,14.091659
5.448306,14.091136
5.448804,14.090693
5.449301,14.090422
5.449799,14.091156
5.450296,14.092707
5.450794,14.094398
5.451292,14.094866
5.45179,14.096048
5.452288,14.09743
5.452785,14.098092
5.453283,14.097608
5.45378,14.097408
5.454278,14.097955
5.454776,14.097903
5.455274,14.096564
5.455771,14.095462
5.456269,14.096504
5.456767,14.097722
5.457265,14.097996
5.457762,14.098319
5.45826,14.09963
5.458757,14.100261
5.459255,14.099383
5.459753,14.099779
5.460251,14.100554
5.460749,14.101783
5.461246,14.103228
5.461744,14.102592
5.462241,14.100245
5.462739,14.09889
5.463237,14.097983
5.463735,14.098159
5.464232,14.096395
5.46473,14.094577
5.465228,14.093468
5.465726,14.094214
5.466223,14.094481
5.466721,14.094743
5.467218,14.094429
5.467716,14.096205
5.468214,14.097085
5.468712,14.098134
5.46921,14.098174
5.469707,14.099581
5.470205,14.099953
5.470702,14.098886
5.4712,14.099589
5.471698,14.100788
5.472196,14.100184
5.472693,14.100961
5.473191,14.099947
5.473689,14.099533
5.474187,14.099933
5.474684,14.102531
5.475182,14.102792
5.475679,14.103406
5.476177,14.103742
5.476675,14.107574
5.477173,14.109827
5.477671,14.110266
5.478168,14.108448
5.478666,14.107643
5.479163,14.107021
5.479661,14.108649
5.480159,14.108582
5.480657,14.107316
5.481154,14.10554
5.481652,14.105338
5.48215,14.104193
5.482648,14.106071
5.483145,14.106463
5.483643,14.105301
5.48414,14.103557
5.484638,14.104121
5.485136,14.103665
5.485634,14.103288
5.486132,14.104308
5.486629,14.10495
5.487127,14.104968
5.487624,14.105341
5.488122,14.105741
5.48862,14.104879
5.489118,14.104008
5.489615,14.09987
5.490113,14.101566
5.490611,14.101228
5.491109,14.101686
5.491606,14.100056
5.492104,14.100787
5.492601,14.099401
5.493099,14.099029
5.493597,14.09969
5.494095,14.09821
5.494593,14.097604
5.49509,14.099641
5.495588,14.09668
5.496085,14.096871
5.496583,14.096895
5.497081,14.098075
5.497579,14.095318
5.498076,14.095922
5.498574,14.096099
5.499072,14.094149
5.49957,14.093625
5.500068,14.091764
5.500565,14.092025
5.501062,14.092088
5.50156,14.093378
5.502058,14.093633
5.502556,14.091827
5.503054,14.093163
5.503551,14.094533
5.504049,14.095618
5.504546,14.096454
5.505044,14.098154
5.505542,14.100271
5.50604,14.101406
5.506537,14.103436
5.507035,14.105356
5.507533,14.103326
5.508031,14.103091
5.508529,14.103624
5.509026,14.104694
5.509523,14.105409
5.510021,14.106228
5.510519,14.105714
5.511017,14.105074
5.511515,14.106397
5.512012,14.107062
5.51251,14.108029
5.513007,14.108829
5.513505,14.106579
5.514003,14.106555
5.514501,14.10647
5.514998,14.106911
5.515496,14.107305
5.515994,14.108083
5.516492,14.108774
5.51699,14.107354
5.517487,14.106611
5.517984,14.104294
5.518482,14.102354
5.51898,14.101526
5.519478,14.100675
5.519976,14.100658
5.520473,14.102753
5.520971,14.103575
5.521468,14.102389
5.521966,14.1029
