E4P1_R_ml,E4P1_R_mAU
3.431624,14.194476
3.432122,14.19437
3.432621,14.194716
3.433119,14.195719
3.433617,14.196022
3.434116,14.19646
3.434615,14.197063
3.435112,14.197784
3.435611,14.19806
3.43611,14.198975
3.436608,14.198598
3.437107,14.198641
3.437605,14.19852
3.438103,14.197215
3.438602,14.195539
3.439101,14.194711
3.439599,14.193577
3.440097,14.194144
3.440596,14.192912
3.441094,14.1934
3.441593,14.193348
3.442091,14.193704
3.442589,14.192249
3.443088,14.192128
3.443587,14.191637
3.444085,14.192802
3.444583,14.192486
3.445082,14.192771
3.44558,14.191257
3.446079,14.189617
3.446578,14.189959
3.447075,14.190526
3.447574,14.189018
3.448073,14.18781
3.448571,14.186191
3.449069,14.185986
3.449568,14.18598
3.450066,14.186361
3.450565,14.187085
3.451064,14.187508
3.451561,14.189102
3.45206,14.18924
3.452559,14.188725
3.453057,14.189172
3.453556,14.189147
3.454054,14.189015
3.454552,14.188691
3.455051,14.190443
3.45555,14.191222
3.456048,14.192101
3.456546,14.193592
3.457045,14.195673
3.457543,14.195982
3.458042,14.197833
3.45854,14.198092
3.459038,14.198645
3.459537,14.19937
3.460036,14.200039
3.460534,14.202279
3.461032,14.203807
3.461531,14.205237
3.462029,14.207292
3.462528,14.205703
3.463027,14.206347
3.463524,14.206705
3.464023,14.208344
3.464522,14.209913
3.46502,14.208792
3.465518,14.207647
3.466017,14.207231
3.466515,14.206944
3.467014,14.205694
3.467513,14.204032
3.46801,14.203748
3.468509,14.203265
3.469008,14.202534
3.469506,14.201825
3.470005,14.201394
3.470503,14.201795
3.471001,14.201449
3.4715,14.201455
3.471999,14.202099
3.472497,14.202173
3.472995,14.202464
3.473494,14.201818
3.473992,14.201101
3.474491,14.199731
3.474989,14.20129
3.475487,14.201555
3.475986,14.202544
3.476485,14.202651
3.476983,14.201518
3.477481,14.203651
3.47798,14.2051
3.478478,14.205943
3.478977,14.206171
3.479475,14.207404
3.479973,14.208731
3.480472,14.209337
3.480971,14.210044
3.481469,14.210474
3.481967,14.211185
3.482466,14.211523
3.482964,14.211415
3.483463,14.212767
3.483962,14.213793
3.484459,14.214023
3.484958,14.214449
3.485457,14.213565
3.485955,14.212965
3.486454,14.212802
3.486952,14.212965
3.48745,14.212853
3.487949,14.212478
3.488448,14.211143
3.488945,14.209479
3.489444,14.209266
3.489943,14.208524
3.490441,14.208478
3.49094,14.209065
3.491438,14.208234
3.491936,14.207972
3.492435,14.20781
3.492934,14.208786
3.493432,14.209262
3.49393,14.208283
3.494429,14.20667
3.494927,14.205269
3.495426,14.204353
3.495924,14.203608
3.496422,14.202554
3.496921,14.201804
3.49742,14.201473
3.497918,14.20097
3.498416,14.201078
3.498915,14.200632
3.499413,14.20115
3.499912,14.201808
3.500411,14.201177
3.500908,14.200759
3.501407,14.201696
3.501906,14.201923
3.502404,14.202622
3.502903,14.203675
3.503401,14.203096
3.503899,14.203118
3.504398,14.202816
3.504897,14.202938
3.505394,14.202885
3.505893,14.203143
3.506392,14.203234
3.50689,14.20393
3.507389,14.20532
3.507887,14.205679
3.508385,14.205633
3.508884,14.206609
3.509383,14.205823
3.509881,14.205642
3.510379,14.206556
3.510878,14.205926
3.511376,14.205983
3.511875,14.204606
3.512373,14.204674
3.512871,14.206027
3.51337,14.208086
3.513868,14.208324
3.514367,14.20862
3.514865,14.207646
3.515363,14.207363
3.515862,14.207868
3.516361,14.208057
3.516859,14.208995
3.517357,14.209464
3.517856,14.208276
3.518354,14.207602
3.518853,14.208779
3.519351,14.208056
3.519849,14.207318
3.520348,14.209977
3.520847,14.21236
3.521345,14.21046
3.521843,14.21306
3.522342,14.212165
3.52284,14.212064
3.523339,14.212286
3.523838,14.212593
3.524335,14.213637
3.524834,14.212937
3.525333,14.210534
3.525831,14.206927
3.52633,14.206724
3.526828,14.207923
3.527326,14.205974
3.527825,14.204823
3.528324,14.204254
3.528821,14.204381
3.52932,14.2034
3.529819,14.20323
3.530317,14.203656
3.530816,14.202201
3.531314,14.200884
3.531812,14.203028
3.532311,14.20199
3.53281,14.200178
3.533308,14.199646
3.533806,14.199815
3.534305,14.195785
3.534803,14.195466
3.535302,14.193691
3.5358,14.193186
3.536298,14.191202
3.536797,14.19115
3.537296,14.191187
3.537794,14.19401
3.538292,14.194537
3.538791,14.196434
3.539289,14.195184
3.539788,14.19829
3.540287,14.201101
3.540784,14.200865
3.541283,14.202265
3.541782,14.202904
3.54228,14.20366
3.542778,14.204257
3.543277,14.204908
3.543775,14.205365
3.544274,14.204442
3.544773,14.2058
3.54527,14.206386
3.545769,14.206228
3.546268,14.207026
3.546766,14.208643
3.547265,14.210868
3.547763,14.211843
3.548261,14.213116
3.54876,14.215125
3.549259,14.216668
3.549757,14.215198
3.550255,14.215392
3.550754,14.215334
3.551252,14.21575
3.551751,14.214473
3.552249,14.214007
3.552747,14.211711
3.553246,14.210121
3.553745,14.209104
3.554243,14.208476
3.554741,14.209607
3.55524,14.20851
3.555738,14.208403
3.556237,14.208347
3.556736,14.207705
3.557233,14.2062
3.557732,14.204886
3.558231,14.203773
3.558729,14.202768
3.559227,14.203593
3.559726,14.202794
3.560224,14.202098
3.560723,14.201966
3.561222,14.202049
3.561719,14.201845
3.562218,14.201889
3.562717,14.200981
3.563215,14.201051
3.563714,14.199983
3.564212,14.198799
3.56471,14.198853
3.565209,14.200036
3.565708,14.1996
3.566206,14.199731
3.566704,14.199034
3.567203,14.198359
3.567701,14.197943
3.5682,14.198037
3.568698,14.198528
3.569196,14.198425
3.569695,14.198457
3.570194,14.198237
3.570692,14.198347
3.57119,14.197886
3.571689,14.197265
3.572187,14.199025
3.572686,14.201483
3.573184,14.200932
3.573682,14.19963
3.574181,14.199286
3.57468,14.200082
3.575178,14.20023
3.575676,14.200443
3.576175,14.202198
3.576673,14.20405
3.577172,14.205277
3.577671,14.204958
3.578168,14.20484
3.578667,14.205813
3.579166,14.206073
3.579664,14.207059
3.580163,14.207679
3.580661,14.206879
3.581159,14.206855
3.581658,14.20802
3.582157,14.209402
3.582654,14.209672
3.583153,14.209682
3.583652,14.20968
3.58415,14.209486
3.584649,14.208901
3.585147,14.207525
3.585645,14.206686
3.586144,14.206096
3.586643,14.206747
3.587141,14.207606
3.587639,14.208354
3.588138,14.208631
3.588636,14.208473
3.589135,14.20743
3.589633,14.206244
3.590131,14.206443
3.59063,14.206244
3.591129,14.206462
3.591627,14.206587
3.592125,14.205735
3.592624,14.206303
3.593122,14.205882
3.593621,14.206057
3.59412,14.206056
3.594617,14.206406
3.595116,14.207108
3.595615,14.206921
3.596113,14.206552
3.596611,14.208017
3.59711,14.208352
3.597608,14.208472
3.598107,14.209418
3.598606,14.210264
3.599103,14.211446
3.599602,14.212123
3.600101,14.211809
3.600599,14.210714
3.601098,14.21057
3.601596,14.209764
3.602094,14.210513
3.602593,14.210094
3.603092,14.209077
3.60359,14.208895
3.604088,14.207351
3.604587,14.206977
3.605085,14.206979
3.605584,14.205965
3.606082,14.208708
3.60658,14.209307
3.607079,14.20975
3.607578,14.208799
3.608076,14.210135
3.608574,14.211452
3.609073,14.212196
3.609571,14.211411
3.61007,14.209779
3.610569,14.210581
3.611066,14.212743
3.611565,14.213552
3.612064,14.211005
3.612562,14.210936
3.61306,14.212575
3.613559,14.211888
3.614057,14.211407
3.614556,14.211493
3.615055,14.212393
3.615552,14.214162
3.616051,14.215488
3.61655,14.215471
3.617048,14.215137
3.617547,14.214744
3.618045,14.215212
3.618543,14.213719
3.619042,14.212868
3.619541,14.213926
3.620039,14.21387
3.620537,14.212815
3.621036,14.211516
3.621534,14.208102
3.622033,14.207362
3.622531,14.208272
3.623029,14.20799
3.623528,14.206056
3.624027,14.206135
3.624525,14.207427
3.625023,14.208303
3.625522,14.208048
3.62602,14.208215
3.626519,14.207081
3.627017,14.20635
3.627515,14.20703
3.628014,14.206519
3.628513,14.205139
3.629011,14.205073
3.629509,14.205061
3.630008,14.203342
3.630506,14.20304
3.631005,14.202889
3.631504,14.203436
3.632001,14.203386
3.6325,14.203661
3.632999,14.203228
3.633497,14.20265
3.633996,14.203179
3.634494,14.202706
3.634992,14.201843
3.635491,14.201459
3.63599,14.201887
3.636487,14.200169
3.636986,14.199361
3.637485,14.197292
3.637983,14.197184
3.638482,14.19838
3.63898,14.199886
3.639478,14.19927
3.639977,14.19821
3.640476,14.198315
3.640974,14.198579
3.641472,14.199598
3.641971,14.20012
3.642469,14.200883
3.642968,14.201256
3.643466,14.201373
3.643964,14.201306
3.644463,14.199993
3.644962,14.199942
3.64546,14.200671
3.645958,14.202397
3.646457,14.204109
3.646955,14.204694
3.647454,14.205153
3.647953,14.205591
3.64845,14.205711
3.648949,14.20717
3.649448,14.208343
3.649946,14.208243
3.650445,14.206618
3.650943,14.205603
3.651441,14.202907
3.65194,14.20259
3.652439,14.202249
3.652936,14.201432
3.653435,14.201127
3.653934,14.200178
3.654432,14.199748
3.654931,14.200764
3.655429,14.201564
3.655927,14.202096
3.656426,14.201325
3.656925,14.200395
3.657423,14.200482
3.657921,14.201266
3.65842,14.201294
3.658918,14.201044
3.659417,14.200074
3.659915,14.200689
3.660413,14.201899
3.660912,14.201244
3.661411,14.200572
3.661909,14.199092
3.662407,14.197145
3.662906,14.197756
3.663404,14.198531
3.663903,14.2
3.664402,14.200943
3.664899,14.202879
3.665398,14.204387
3.665897,14.205576
3.666395,14.207316
3.666893,14.208543
3.667392,14.20892
3.66789,14.208613
3.668389,14.207681
3.668888,14.208961
3.669385,14.210846
3.669884,14.211442
3.670383,14.210344
3.670881,14.211153
3.67138,14.211434
3.671878,14.21277
3.672376,14.212799
3.672875,14.211769
3.673374,14.210784
3.673872,14.211778
3.67437,14.213346
3.674869,14.215963
3.675367,14.217044
3.675866,14.216924
3.676364,14.218657
3.676862,14.217839
3.677361,14.216125
3.67786,14.215223
3.678358,14.214532
3.678856,14.213841
3.679355,14.211552
3.679853,14.209635
3.680352,14.208901
3.680851,14.209714
3.681348,14.20732
3.681847,14.206182
3.682346,14.204135
3.682844,14.205156
3.683342,14.203644
3.683841,14.203972
3.684339,14.202723
3.684838,14.200321
3.685337,14.199715
3.685834,14.201507
3.686333,14.20071
3.686832,14.200163
3.68733,14.198895
3.687829,14.19785
3.688327,14.196534
3.688825,14.193275
3.689324,14.193952
3.689823,14.192741
3.69032,14.193098
3.690819,14.192514
3.691318,14.190656
3.691816,14.190897
3.692315,14.19103
3.692813,14.191489
3.693311,14.190963
3.69381,14.190701
3.694309,14.189274
3.694807,14.191039
3.695305,14.188912
3.695804,14.189292
3.696302,14.189016
3.696801,14.190249
3.697299,14.190499
3.697797,14.189772
3.698296,14.188513
3.698795,14.187801
3.699293,14.185814
3.699791,14.186399
3.70029,14.187207
3.700788,14.187511
3.701287,14.189987
3.701786,14.191432
3.702283,14.19263
3.702782,14.193165
3.703281,14.192039
3.703779,14.193272
3.704278,14.193523
3.704776,14.19416
3.705274,14.195358
3.705773,14.196112
3.706272,14.196514
3.706769,14.197728
3.707268,14.198884
3.707767,14.198366
3.708265,14.20009
3.708764,14.199334
3.709262,14.197138
3.70976,14.197292
3.710259,14.19917
3.710758,14.200317
3.711256,14.200933
3.711754,14.200492
3.712253,14.201377
3.712751,14.200577
3.71325,14.200148
3.713748,14.200458
3.714246,14.199432
3.714745,14.199007
3.715244,14.198295
3.715742,14.197107
3.71624,14.198374
3.716739,14.199621
3.717237,14.20021
3.717736,14.198214
3.718235,14.197502
3.718732,14.197093
3.719231,14.195973
3.71973,14.194329
3.720228,14.194207
3.720726,14.19265
3.721225,14.193792
3.721723,14.195118
3.722222,14.195074
3.722721,14.194548
3.723218,14.194345
3.723717,14.195434
3.724216,14.197101
3.724714,14.196821
3.725213,14.196809
3.725711,14.19669
3.726209,14.196347
3.726708,14.196127
3.727207,14.196185
3.727705,14.197402
3.728203,14.198791
3.728702,14.198477
3.7292,14.197711
3.729699,14.197137
3.730197,14.196874
3.730695,14.197778
3.731194,14.199242
3.731693,14.200306
3.732191,14.20109
3.732689,14.202211
3.733188,14.202552
3.733686,14.202729
3.734185,14.203848
3.734684,14.204841
3.735181,14.205099
3.73568,14.205069
3.736179,14.2038
3.736677,14.20321
3.737175,14.204076
3.737674,14.203539
3.738172,14.202719
3.738671,14.202924
3.73917,14.203182
3.739667,14.202282
3.740166,14.201789
3.740665,14.202117
3.741163,14.202245
3.741662,14.202436
3.74216,14.203543
3.742658,14.203522
3.743157,14.201218
3.743656,14.198912
3.744153,14.19801
3.744652,14.19737
3.745151,14.195813
3.745649,14.19531
3.746148,14.193754
3.746646,14.192661
3.747144,14.192098
3.747643,14.191354
3.748142,14.190307
3.74864,14.190871
3.749138,14.189784
3.749637,14.188931
3.750135,14.189838
3.750634,14.190574
3.751132,14.190673
3.75163,14.191162
3.752129,14.192028
3.752628,14.191941
3.753126,14.19222
3.753624,14.192531
3.754123,14.191915
3.754621,14.191851
3.75512,14.19178
3.755619,14.193688
3.756116,14.194571
3.756615,14.195539
3.757114,14.195882
3.757612,14.19545
3.758111,14.196159
3.758609,14.194672
3.759107,14.197274
3.759606,14.19571
3.760105,14.195377
3.760602,14.196716
3.761101,14.198041
3.7616,14.198293
3.762098,14.198356
3.762597,14.198612
3.763095,14.199243
3.763593,14.199276
3.764092,14.199347
3.764591,14.199479
3.765089,14.200333
3.765587,14.198507
3.766086,14.198901
3.766584,14.196546
3.767083,14.193905
3.767581,14.193992
3.768079,14.193802
3.768578,14.193211
3.769077,14.193246
3.769575,14.192895
3.770073,14.193771
3.770572,14.194272
3.77107,14.195652
3.771569,14.193953
3.772068,14.193437
3.772565,14.19225
3.773064,14.193255
3.773563,14.193028
3.774061,14.193277
3.774559,14.193791
3.775058,14.192801
3.775556,14.190784
3.776055,14.191581
3.776554,14.189664
3.777051,14.189313
3.77755,14.187404
3.778049,14.187621
3.778547,14.184914
3.779046,14.187283
3.779544,14.18854
3.780042,14.191278
3.780541,14.190356
3.78104,14.18939
3.781538,14.187999
3.782036,14.188369
3.782535,14.188221
3.783033,14.18704
3.783532,14.187313
3.78403,14.187801
3.784528,14.187362
3.785027,14.187085
3.785526,14.184787
3.786024,14.184118
3.786522,14.182393
3.787021,14.182318
3.787519,14.183202
3.788018,14.184486
3.788517,14.183679
3.789014,14.18601
3.789513,14.186245
3.790012,14.186327
3.79051,14.186629
3.791008,14.188729
3.791507,14.189513
3.792005,14.189215
3.792504,14.187273
3.793003,14.188426
3.7935,14.188334
3.793999,14.188722
3.794498,14.188297
3.794996,14.18931
3.795495,14.190424
3.795993,14.190303
3.796491,14.18862
3.79699,14.190078
3.797489,14.189698
3.797987,14.19079
3.798485,14.19159
3.798984,14.192294
3.799482,14.1912
3.799981,14.190639
3.800479,14.189679
3.800977,14.189339
3.801476,14.188051
3.801975,14.186872
3.802473,14.187146
3.802971,14.187348
3.80347,14.186405
3.803968,14.186272
3.804467,14.186101
3.804965,14.184811
3.805463,14.184797
3.805962,14.186384
3.806461,14.187772
3.806959,14.186953
3.807457,14.186241
3.807956,14.186501
3.808454,14.187017
3.808953,14.189344
3.809452,14.189497
3.809949,14.189917
3.810448,14.188714
3.810947,14.187891
3.811445,14.188006
3.811944,14.189313
3.812442,14.190367
3.81294,14.19097
3.813439,14.191211
3.813938,14.190729
3.814435,14.190424
3.814934,14.190331
3.815433,14.189649
3.815931,14.189534
3.81643,14.18914
3.816928,14.18849
3.817426,14.189664
3.817925,14.1913
3.818424,14.191155
3.818922,14.190524
3.81942,14.190157
3.819919,14.189993
3.820417,14.189109
3.820916,14.188466
3.821414,14.186442
3.821912,14.185543
3.822411,14.18481
3.82291,14.186407
3.823408,14.186293
3.823906,14.185488
3.824405,14.185331
3.824903,14.184625
3.825402,14.184982
3.825901,14.185881
3.826398,14.186912
3.826897,14.187592
3.827396,14.188264
3.827894,14.189588
3.828393,14.188934
3.828891,14.188028
3.829389,14.187722
3.829888,14.1862
3.830387,14.185125
3.830884,14.186767
3.831383,14.18722
3.831882,14.18761
3.83238,14.189122
3.832879,14.18886
3.833377,14.18989
3.833875,14.190805
3.834374,14.189654
3.834873,14.190707
3.835371,14.190427
3.835869,14.190751
3.836368,14.190819
3.836866,14.189482
3.837365,14.189643
3.837863,14.18842
3.838361,14.189668
3.83886,14.189842
3.839359,14.190391
3.839857,14.190308
3.840355,14.189526
3.840854,14.19123
3.841352,14.190744
3.841851,14.190349
3.84235,14.191594
3.842847,14.192064
3.843346,14.189881
3.843845,14.189267
3.844343,14.188047
3.844841,14.187514
3.84534,14.186883
3.845838,14.185567
3.846337,14.184507
3.846836,14.185339
3.847333,14.185199
3.847832,14.184441
3.848331,14.186858
3.848829,14.187083
3.849328,14.189052
3.849826,14.189907
3.850324,14.191131
3.850823,14.190207
3.851322,14.188701
3.85182,14.188486
3.852318,14.189366
3.852817,14.191816
3.853315,14.190692
3.853814,14.191637
3.854312,14.193359
3.85481,14.194068
3.855309,14.194153
3.855808,14.197389
3.856306,14.198008
3.856804,14.200103
3.857303,14.19951
3.857801,14.199795
3.8583,14.201285
3.858799,14.203623
3.859296,14.20307
3.859795,14.201654
3.860294,14.199623
3.860792,14.197926
3.86129,14.197379
3.861789,14.197319
3.862287,14.198026
3.862786,14.197684
3.863285,14.196555
3.863782,14.197573
3.864281,14.197781
3.86478,14.196761
3.865278,14.195941
3.865777,14.194323
3.866275,14.194837
3.866773,14.195965
3.867272,14.195561
3.867771,14.195301
3.868268,14.194197
3.868767,14.190431
3.869266,14.188151
3.869764,14.186432
3.870263,14.186049
3.870761,14.186612
3.871259,14.18554
3.871758,14.183187
3.872257,14.183308
3.872755,14.18466
3.873253,14.18667
3.873752,14.18819
3.87425,14.188518
3.874749,14.187357
3.875247,14.186329
3.875745,14.185831
3.876244,14.186461
3.876743,14.186433
3.877241,14.186817
3.877739,14.186153
3.878238,14.185749
3.878736,14.184651
3.879235,14.18345
3.879734,14.183071
3.880231,14.183471
3.88073,14.185494
3.881229,14.188213
3.881727,14.18915
3.882226,14.189859
3.882724,14.189955
3.883222,14.188346
3.883721,14.188275
3.88422,14.190125
3.884717,14.191397
3.885216,14.192712
3.885715,14.193288
3.886213,14.192852
3.886712,14.19384
3.88721,14.195068
3.887708,14.195448
3.888207,14.195584
3.888706,14.194916
3.889204,14.194788
3.889702,14.194879
3.890201,14.195395
3.890699,14.196807
3.891198,14.197722
3.891696,14.197376
3.892194,14.196881
3.892693,14.196519
3.893192,14.194967
3.89369,14.192895
3.894188,14.192079
3.894687,14.192203
3.895185,14.192797
3.895684,14.193694
3.896183,14.193114
3.89668,14.192121
3.897179,14.19112
3.897678,14.189772
3.898176,14.189249
3.898674,14.188544
3.899173,14.186886
3.899671,14.186228
3.90017,14.185957
3.900669,14.185856
3.901166,14.185798
3.901665,14.186278
3.902164,14.186559
3.902662,14.187551
3.903161,14.186528
3.903659,14.185679
3.904157,14.185349
3.904656,14.185273
3.905155,14.184519
3.905653,14.184855
3.906151,14.186369
3.90665,14.188418
3.907148,14.187985
3.907647,14.188173
3.908145,14.189025
3.908643,14.189961
3.909142,14.190504
3.909641,14.190858
3.910139,14.190408
3.910637,14.188257
3.911136,14.187458
3.911634,14.188971
3.912133,14.189551
3.912632,14.190034
3.913129,14.190822
3.913628,14.191513
3.914127,14.191236
3.914625,14.191031
3.915123,14.190533
3.915622,14.190813
3.91612,14.191521
3.916619,14.192053
3.917118,14.192207
3.917615,14.192046
3.918114,14.192775
3.918613,14.19387
3.919111,14.192261
3.91961,14.19096
3.920108,14.192084
3.920606,14.190585
3.921105,14.190846
3.921604,14.188848
3.922101,14.186291
3.9226,14.185214
3.923099,14.185531
3.923597,14.186729
3.924096,14.188429
3.924594,14.186557
3.925092,14.187817
3.925591,14.1884
3.92609,14.187338
3.926588,14.184855
3.927086,14.184531
3.927585,14.184579
3.928083,14.184074
3.928582,14.184236
3.92908,14.184653
3.929578,14.184892
3.930077,14.18486
3.930576,14.184406
3.931074,14.183225
3.931572,14.183503
3.932071,14.184875
3.932569,14.185266
3.933068,14.186076
3.933567,14.185186
3.934064,14.188064
3.934563,14.189978
3.935062,14.190546
3.93556,14.19029
3.936059,14.190989
3.936557,14.190045
3.937055,14.190604
3.937554,14.18944
3.938053,14.188737
3.93855,14.189441
3.939049,14.190636
3.939548,14.191032
3.940046,14.191662
3.940545,14.191599
3.941043,14.192919
3.941541,14.19282
3.94204,14.192842
3.942539,14.19147
3.943037,14.191674
3.943535,14.191562
3.944034,14.193057
3.944532,14.191568
3.945031,14.191006
3.945529,14.191457
3.946027,14.191747
3.946526,14.190869
3.947025,14.191772
3.947523,14.190996
3.948021,14.191375
3.94852,14.191738
3.949018,14.192341
3.949517,14.191229
3.950016,14.191658
3.950513,14.190626
3.951012,14.191164
3.951511,14.192224
3.952009,14.192152
3.952507,14.191221
3.953006,14.189267
3.953504,14.186901
3.954003,14.186548
3.954502,14.185843
3.954999,14.187205
3.955498,14.18712
3.955997,14.187119
3.956495,14.187205
3.956994,14.187804
3.957492,14.187927
3.95799,14.188031
3.958489,14.18783
3.958988,14.187583
3.959486,14.186481
3.959984,14.18707
3.960483,14.185487
3.960981,14.185195
3.96148,14.185175
3.961978,14.185636
3.962476,14.18597
3.962975,14.187441
3.963474,14.186
3.963972,14.184971
3.96447,14.184577
3.964969,14.185096
3.965467,14.185675
3.965966,14.187315
3.966465,14.188846
3.966962,14.189747
3.967461,14.189712
3.96796,14.189575
3.968458,14.188557
3.968956,14.188194
3.969455,14.189251
3.969953,14.188294
3.970452,14.186473
3.970951,14.187519
3.971448,14.188207
3.971947,14.188346
3.972446,14.189519
3.972944,14.19134
3.973443,14.191528
3.973941,14.190417
3.974439,14.189502
3.974938,14.190063
3.975437,14.190005
3.975935,14.189942
3.976433,14.190369
3.976932,14.191546
3.97743,14.192411
3.977929,14.19306
3.978427,14.193411
3.978925,14.193281
3.979424,14.19412
3.979923,14.194736
3.980421,14.193448
3.980919,14.193439
3.981418,14.194131
3.981916,14.192404
3.982415,14.192526
3.982913,14.194065
3.983411,14.192286
3.98391,14.191488
3.984409,14.192202
3.984907,14.190706
3.985405,14.189968
3.985904,14.190445
3.986402,14.189791
3.986901,14.190001
3.9874,14.189176
3.987897,14.187193
3.988396,14.18712
3.988895,14.187863
3.989393,14.18699
3.989892,14.186369
3.99039,14.186626
3.990888,14.186131
3.991387,14.184297
3.991886,14.183002
3.992383,14.183762
3.992882,14.184583
3.993381,14.185966
3.993879,14.18705
3.994378,14.18883
3.994875,14.188884
3.995374,14.187262
3.995873,14.187188
3.996371,14.187428
3.99687,14.186735
3.997368,14.186401
3.997866,14.186238
3.998365,14.185327
3.998864,14.186379
3.999362,14.185257
3.99986,14.185409
4.000359,14.186805
4.000857,14.186675
4.001356,14.185244
4.001854,14.185351
4.002352,14.185081
4.002851,14.184645
4.00335,14.184301
4.003848,14.184148
4.004346,14.182778
4.004845,14.18198
4.005343,14.182271
4.005842,14.181597
4.006341,14.17861
4.006838,14.177982
4.007337,14.177041
4.007836,14.179132
4.008334,14.181114
4.008832,14.181713
4.009331,14.182372
4.009829,14.181753
4.010328,14.181401
4.010827,14.18199
4.011324,14.180799
4.011823,14.180424
4.012322,14.177745
4.01282,14.178718
4.013319,14.178382
4.013817,14.178202
4.014315,14.17739
4.014814,14.177153
4.015313,14.176939
4.01581,14.178411
4.016309,14.178088
4.016808,14.178242
4.017306,14.177138
4.017805,14.177469
4.018303,14.176147
4.018801,14.178504
4.0193,14.177021
4.019799,14.178102
4.020297,14.177977
4.020795,14.176353
4.021294,14.174699
4.021792,14.174537
4.022291,14.174638
4.022789,14.174788
4.023287,14.174851
4.023786,14.175664
4.024285,14.177029
4.024783,14.177776
4.025281,14.178711
4.02578,14.177217
4.026278,14.175293
4.026777,14.175367
4.027276,14.176261
4.027773,14.176064
4.028272,14.176328
4.028771,14.1759
4.029269,14.176917
4.029768,14.178314
4.030266,14.178753
4.030764,14.178423
4.031263,14.179131
4.031762,14.179994
4.032259,14.180068
4.032758,14.180005
4.033257,14.181217
4.033755,14.182047
4.034254,14.181801
4.034752,14.1811
4.03525,14.182431
4.035749,14.182531
4.036248,14.183092
4.036746,14.182847
4.037244,14.182143
4.037743,14.181757
4.038241,14.181746
4.03874,14.183238
4.039238,14.183039
4.039736,14.182514
4.040235,14.183064
4.040734,14.183683
4.041232,14.185609
4.04173,14.187692
4.042229,14.188226
4.042727,14.188688
4.043226,14.189739
4.043725,14.189391
4.044222,14.188245
4.044721,14.189074
4.04522,14.190011
4.045718,14.189801
4.046216,14.189899
4.046715,14.191628
4.047213,14.193214
4.047712,14.192676
4.048211,14.19254
4.048708,14.192526
4.049207,14.192765
4.049706,14.193809
4.050204,14.194609
4.050703,14.194176
4.051201,14.194149
4.051699,14.194325
4.052198,14.19451
4.052697,14.195148
4.053195,14.195472
4.053693,14.19419
4.054192,14.192896
4.05469,14.192393
4.055189,14.191664
4.055687,14.191781
4.056185,14.192548
4.056684,14.193134
4.057183,14.192172
4.057681,14.190231
4.058179,14.188772
4.058678,14.188904
4.059176,14.188016
4.059675,14.187895
4.060174,14.188804
4.060671,14.189647
4.06117,14.188739
4.061669,14.188905
4.062167,14.188834
4.062665,14.1903
4.063164,14.192091
4.063662,14.192863
4.064161,14.192871
4.06466,14.192695
4.065157,14.192379
4.065656,14.191121
4.066155,14.189857
4.066653,14.188688
4.067152,14.187313
4.06765,14.186242
4.068148,14.185314
4.068647,14.185387
4.069146,14.186053
4.069643,14.187349
4.070142,14.188039
4.070641,14.188506
4.071139,14.188638
4.071638,14.189853
4.072136,14.189047
4.072634,14.187764
4.073133,14.187711
4.073632,14.188931
4.07413,14.189461
4.074628,14.190149
4.075127,14.190288
4.075625,14.189353
4.076124,14.188251
4.076622,14.187762
4.07712,14.187844
4.077619,14.186952
4.078118,14.185714
4.078616,14.187681
4.079114,14.189179
4.079613,14.187932
4.080111,14.189978
4.08061,14.190969
4.081109,14.190255
4.081606,14.188787
4.082105,14.188449
4.082604,14.189342
4.083102,14.18898
4.083601,14.18854
4.084099,14.188384
4.084597,14.187161
4.085096,14.186362
4.085595,14.186294
4.086092,14.185475
4.086591,14.18404
4.08709,14.183511
4.087588,14.181868
4.088087,14.180894
4.088585,14.181512
4.089083,14.181897
4.089582,14.182984
4.090081,14.184108
4.090579,14.184579
4.091077,14.184145
4.091576,14.184464
4.092074,14.186481
4.092573,14.186344
4.093071,14.186368
4.093569,14.18628
4.094068,14.186749
4.094567,14.185993
4.095065,14.184339
4.095563,14.184976
4.096062,14.184546
4.09656,14.183285
4.097059,14.182931
4.097558,14.18495
4.098055,14.184768
4.098554,14.182817
4.099053,14.18287
4.099551,14.182981
4.100049,14.182269
4.100548,14.182517
4.101046,14.183259
4.101545,14.184008
4.102044,14.182826
4.102541,14.182375
4.10304,14.182469
4.103539,14.181574
4.104037,14.180827
4.104536,14.179472
4.105034,14.177935
4.105532,14.178027
4.106031,14.177689
4.10653,14.177401
4.107028,14.176748
4.107526,14.176322
4.108025,14.175769
4.108523,14.177054
4.109022,14.179201
4.10952,14.180493
4.110018,14.180529
4.110517,14.180869
4.111016,14.182747
4.111514,14.184319
4.112012,14.18443
4.112511,14.184945
4.113009,14.184052
4.113508,14.183179
4.114007,14.182836
4.114504,14.183661
4.115003,14.183582
4.115502,14.183548
4.116,14.184106
4.116498,14.185362
4.116997,14.186829
4.117495,14.187922
4.117994,14.18889
4.118493,14.190269
4.11899,14.19019
4.119489,14.189917
4.119988,14.189951
4.120486,14.189658
4.120985,14.188993
4.121483,14.187591
4.121981,14.187601
4.12248,14.187195
4.122979,14.187417
4.123477,14.187249
4.123975,14.186659
4.124474,14.186934
4.124972,14.187448
4.125471,14.186653
4.125969,14.186213
4.126467,14.186003
4.126966,14.185469
4.127465,14.184971
4.127963,14.185522
