E4P1_R_ml,E4P1_R_mAU
1.200047,14.214929
1.200546,14.213887
1.201045,14.213238
1.201542,14.213533
1.202041,14.213511
1.20254,14.212444
1.203038,14.210975
1.203537,14.209764
1.204035,14.208874
1.204533,14.210076
1.205032,14.210766
1.205531,14.212049
1.206028,14.212624
1.206527,14.214271
1.207026,14.213205
1.207524,14.213515
1.208023,14.213409
1.208521,14.214213
1.209019,14.214328
1.209518,14.213818
1.210017,14.213569
1.210515,14.211746
1.211013,14.210605
1.211512,14.211287
1.21201,14.212353
1.212509,14.212972
1.213007,14.213782
1.213505,14.21411
1.214004,14.213938
1.214503,14.213671
1.215001,14.213204
1.215499,14.214171
1.215998,14.215569
1.216496,14.216034
1.216995,14.216166
1.217494,14.215526
1.217991,14.213874
1.21849,14.21243
1.218989,14.210763
1.219487,14.211691
1.219985,14.213476
1.220484,14.213695
1.220982,14.213405
1.221481,14.214189
1.22198,14.214396
1.222477,14.215947
1.222976,14.216573
1.223475,14.217624
1.223973,14.217753
1.224472,14.216968
1.22497,14.217339
1.225468,14.218185
1.225967,14.218275
1.226466,14.217637
1.226964,14.21658
1.227462,14.216325
1.227961,14.215936
1.228459,14.215531
1.228958,14.215231
1.229456,14.214506
1.229954,14.214015
1.230453,14.214562
1.230952,14.214233
1.23145,14.213159
1.231948,14.211301
1.232447,14.210215
1.232945,14.208285
1.233444,14.208909
1.233943,14.208433
1.23444,14.208673
1.234939,14.206622
1.235438,14.206661
1.235936,14.206568
1.236434,14.207636
1.236933,14.207514
1.237431,14.206924
1.23793,14.206079
1.238429,14.20814
1.238926,14.209186
1.239425,14.209127
1.239924,14.208104
1.240422,14.207808
1.240921,14.2071
1.241419,14.205372
1.241917,14.204024
1.242416,14.203704
1.242915,14.201972
1.243412,14.201909
1.243911,14.203196
1.24441,14.204457
1.244908,14.20374
1.245407,14.205005
1.245905,14.202774
1.246403,14.202615
1.246902,14.202701
1.247401,14.203486
1.247899,14.201889
1.248397,14.2022
1.248896,14.200275
1.249394,14.200181
1.249893,14.199939
1.250391,14.199512
1.250889,14.197879
1.251388,14.197401
1.251887,14.197507
1.252385,14.197899
1.252883,14.196998
1.253382,14.199281
1.25388,14.199925
1.254379,14.203146
1.254878,14.203607
1.255375,14.207818
1.255874,14.208264
1.256373,14.208822
1.256871,14.207975
1.25737,14.210514
1.257868,14.209812
1.258366,14.211061
1.258865,14.212802
1.259364,14.213934
1.259861,14.213528
1.26036,14.212859
1.260859,14.212557
1.261357,14.212676
1.261856,14.213276
1.262354,14.21309
1.262852,14.212762
1.263351,14.213567
1.26385,14.214168
1.264348,14.21389
1.264846,14.212405
1.265345,14.213375
1.265843,14.21382
1.266342,14.212921
1.26684,14.212185
1.267338,14.209377
1.267837,14.209013
1.268336,14.205786
1.268834,14.205137
1.269332,14.203861
1.269831,14.202894
1.270329,14.200915
1.270828,14.201526
1.271327,14.202237
1.271824,14.200542
1.272323,14.199893
1.272822,14.201323
1.27332,14.201026
1.273818,14.199508
1.274317,14.200106
1.274815,14.20207
1.275314,14.20286
1.275813,14.20213
1.27631,14.201995
1.276809,14.202343
1.277308,14.202767
1.277806,14.2027
1.278305,14.202335
1.278803,14.20221
1.279301,14.204198
1.2798,14.205414
1.280299,14.20367
1.280797,14.202831
1.281295,14.203919
1.281794,14.203986
1.282292,14.202971
1.282791,14.203494
1.283289,14.203341
1.283787,14.203634
1.284286,14.204846
1.284785,14.205143
1.285283,14.205393
1.285781,14.206479
1.28628,14.206447
1.286778,14.205418
1.287277,14.203842
1.287776,14.204046
1.288273,14.205029
1.288772,14.204453
1.289271,14.205298
1.289769,14.206584
1.290267,14.206769
1.290766,14.206553
1.291264,14.205736
1.291763,14.204163
1.292262,14.202883
1.292759,14.203275
1.293258,14.203764
1.293757,14.204062
1.294255,14.205988
1.294754,14.206691
1.295252,14.206768
1.29575,14.207044
1.296249,14.207047
1.296748,14.207325
1.297246,14.207245
1.297744,14.20751
1.298243,14.208479
1.298741,14.209848
1.29924,14.211026
1.299738,14.212097
1.300236,14.211644
1.300735,14.211079
1.301234,14.21098
1.301732,14.20962
1.30223,14.209037
1.302729,14.208383
1.303227,14.208704
1.303726,14.209495
1.304224,14.21131
1.304722,14.213154
1.305221,14.213604
1.30572,14.212172
1.306218,14.210748
1.306716,14.20982
1.307215,14.209741
1.307713,14.209404
1.308212,14.209038
1.308711,14.208211
1.309208,14.207749
1.309707,14.207159
1.310206,14.206309
1.310704,14.205069
1.311203,14.203945
1.311701,14.202661
1.312199,14.202306
1.312698,14.202401
1.313197,14.202443
1.313694,14.20294
1.314193,14.203225
1.314692,14.203874
1.31519,14.202829
1.315689,14.202972
1.316187,14.202256
1.316685,14.202185
1.317184,14.200992
1.317683,14.201909
1.318181,14.202344
1.318679,14.204979
1.319178,14.204456
1.319676,14.20481
1.320175,14.206091
1.320673,14.205402
1.321171,14.204785
1.32167,14.203874
1.322169,14.203833
1.322667,14.203939
1.323165,14.20402
1.323664,14.206873
1.324162,14.207738
1.324661,14.208418
1.32516,14.207122
1.325657,14.206028
1.326156,14.207521
1.326655,14.207261
1.327153,14.207395
1.327652,14.207437
1.32815,14.206036
1.328648,14.20683
1.329147,14.206923
1.329646,14.206376
1.330143,14.204741
1.330642,14.206704
1.331141,14.204906
1.331639,14.205534
1.332138,14.205745
1.332636,14.204253
1.333134,14.205487
1.333633,14.205249
1.334132,14.205363
1.33463,14.202657
1.335128,14.203329
1.335627,14.203003
1.336125,14.198663
1.336624,14.196872
1.337122,14.196584
1.33762,14.196651
1.338119,14.198096
1.338618,14.197348
1.339116,14.196122
1.339614,14.194866
1.340113,14.195451
1.340611,14.197359
1.34111,14.19674
1.341609,14.198194
1.342106,14.199284
1.342605,14.199862
1.343104,14.197163
1.343602,14.198662
1.3441,14.198368
1.344599,14.198382
1.345097,14.198853
1.345596,14.198736
1.346095,14.199398
1.346592,14.199996
1.347091,14.20184
1.34759,14.201619
1.348088,14.201005
1.348587,14.202784
1.349085,14.204469
1.349583,14.205611
1.350082,14.205953
1.350581,14.204504
1.351079,14.204834
1.351577,14.206066
1.352076,14.207088
1.352574,14.20717
1.353073,14.206993
1.353571,14.205526
1.354069,14.20444
1.354568,14.205355
1.355067,14.20704
1.355565,14.207005
1.356063,14.206366
1.356562,14.208079
1.35706,14.208179
1.357559,14.209536
1.358057,14.211036
1.358555,14.211949
1.359054,14.211707
1.359553,14.211644
1.360051,14.212358
1.360549,14.213947
1.361048,14.214516
1.361546,14.214094
1.362045,14.214472
1.362544,14.21459
1.363041,14.21529
1.36354,14.214902
1.364039,14.21445
1.364537,14.213181
1.365036,14.212818
1.365534,14.214499
1.366032,14.216383
1.366531,14.217799
1.36703,14.216766
1.367527,14.215571
1.368026,14.216179
1.368525,14.218826
1.369023,14.219462
1.369522,14.218223
1.37002,14.218247
1.370518,14.218619
1.371017,14.217559
1.371516,14.217105
1.372014,14.217602
1.372512,14.216969
1.373011,14.216261
1.373509,14.216155
1.374008,14.21642
1.374506,14.216422
1.375004,14.216805
1.375503,14.217483
1.376002,14.217092
1.3765,14.216791
1.376998,14.21794
1.377497,14.219188
1.377995,14.217907
1.378494,14.216721
1.378993,14.215326
1.37949,14.215472
1.379989,14.215014
1.380488,14.213997
1.380986,14.213038
1.381485,14.214051
1.381983,14.215525
1.382481,14.214912
1.38298,14.212999
1.383479,14.213808
1.383976,14.213881
1.384475,14.214763
1.384974,14.215361
1.385472,14.215308
1.385971,14.214909
1.386469,14.214756
1.386967,14.21289
1.387466,14.212942
1.387965,14.213173
1.388463,14.213597
1.388961,14.212155
1.38946,14.211039
1.389958,14.210279
1.390457,14.210778
1.390955,14.209332
1.391453,14.208952
1.391952,14.207672
1.392451,14.207086
1.392949,14.207803
1.393447,14.206518
1.393946,14.204071
1.394444,14.203417
1.394943,14.202827
1.395442,14.203347
1.395939,14.202635
1.396438,14.20337
1.396937,14.202325
1.397435,14.20275
1.397933,14.202705
1.398432,14.202465
1.39893,14.201059
1.399429,14.202345
1.399928,14.200798
1.400425,14.200068
1.400924,14.199759
1.401423,14.203138
1.401921,14.204859
1.40242,14.203809
1.402918,14.203985
1.403416,14.204588
1.403915,14.205686
1.404414,14.206236
1.404912,14.207032
1.40541,14.206658
1.405909,14.207603
1.406407,14.207894
1.406906,14.206568
1.407404,14.208644
1.407902,14.209439
1.408401,14.210367
1.4089,14.207467
1.409398,14.208476
1.409896,14.207416
1.410395,14.207486
1.410893,14.207675
1.411392,14.208519
1.411891,14.207747
1.412388,14.208015
1.412887,14.207772
1.413386,14.208204
1.413884,14.206598
1.414382,14.205781
1.414881,14.20794
1.415379,14.206652
1.415878,14.207128
1.416377,14.207399
1.416874,14.207099
1.417373,14.208887
1.417872,14.208813
1.41837,14.208655
1.418869,14.209061
1.419367,14.21013
1.419865,14.209624
1.420364,14.207973
1.420863,14.207326
1.42136,14.207996
1.421859,14.210132
1.422358,14.208945
1.422856,14.209541
1.423355,14.210959
1.423853,14.211292
1.424351,14.212176
1.42485,14.212626
1.425349,14.212488
1.425847,14.212024
1.426345,14.21039
1.426844,14.210094
1.427342,14.210978
1.427841,14.211057
1.428339,14.211586
1.428837,14.21126
1.429336,14.211369
1.429835,14.211638
1.430333,14.211202
1.430831,14.211429
1.43133,14.21108
1.431828,14.212163
1.432327,14.21202
1.432826,14.212509
1.433323,14.211829
1.433822,14.210407
1.434321,14.210746
1.434819,14.212135
1.435318,14.212446
1.435816,14.212785
1.436314,14.212242
1.436813,14.210945
1.437312,14.210144
1.437809,14.20978
1.438308,14.210165
1.438807,14.211102
1.439305,14.210208
1.439804,14.20869
1.440302,14.208226
1.4408,14.20796
1.441299,14.207836
1.441798,14.207272
1.442296,14.207303
1.442794,14.206425
1.443293,14.206474
1.443791,14.206664
1.44429,14.20625
1.444788,14.206903
1.445286,14.20755
1.445785,14.207656
1.446284,14.207892
1.446782,14.207602
1.44728,14.207582
1.447779,14.207101
1.448277,14.206229
1.448776,14.206598
1.449275,14.207501
1.449772,14.20859
1.450271,14.209314
1.45077,14.210218
1.451268,14.211048
1.451766,14.212369
1.452265,14.213393
1.452763,14.214176
1.453262,14.215794
1.453761,14.217478
1.454258,14.218126
1.454757,14.218588
1.455256,14.219084
1.455754,14.219173
1.456253,14.218269
1.456751,14.217917
1.457249,14.217116
1.457748,14.216464
1.458247,14.21714
1.458745,14.217008
1.459243,14.216818
1.459742,14.217019
1.46024,14.217073
1.460739,14.216204
1.461237,14.216123
1.461735,14.215461
1.462234,14.214569
1.462733,14.213382
1.463231,14.212495
1.463729,14.211711
1.464228,14.21106
1.464726,14.209481
1.465225,14.208435
1.465724,14.207537
1.466221,14.206858
1.46672,14.20547
1.467219,14.204892
1.467717,14.205207
1.468215,14.204955
1.468714,14.205452
1.469212,14.205907
1.469711,14.206692
1.47021,14.20517
1.470707,14.202138
1.471206,14.201732
1.471705,14.20127
1.472203,14.200237
1.472702,14.199847
1.4732,14.200174
1.473698,14.200243
1.474197,14.199444
1.474696,14.200447
1.475194,14.20071
1.475692,14.202943
1.476191,14.202685
1.476689,14.203494
1.477188,14.204597
1.477686,14.207175
1.478184,14.207232
1.478683,14.207071
1.479182,14.206671
1.47968,14.207959
1.480178,14.208085
1.480677,14.207004
1.481175,14.207084
1.481674,14.208098
1.482172,14.208002
1.48267,14.208318
1.483169,14.210782
1.483668,14.213552
1.484166,14.213879
1.484664,14.213976
1.485163,14.215078
1.485661,14.215364
1.48616,14.217196
1.486659,14.217766
1.487156,14.216155
1.487655,14.216477
1.488154,14.215756
1.488652,14.215216
1.489151,14.213095
1.489649,14.21209
1.490147,14.212089
1.490646,14.213432
1.491145,14.213634
1.491642,14.214087
1.492141,14.212273
1.49264,14.21156
1.493138,14.212066
1.493637,14.213668
1.494135,14.211908
1.494633,14.211684
1.495132,14.210536
1.495631,14.210029
1.496129,14.209442
1.496627,14.208873
1.497126,14.210812
1.497624,14.211617
1.498123,14.209254
1.498621,14.208647
1.499119,14.207963
1.499618,14.209886
1.500117,14.209174
1.500615,14.206936
1.501113,14.207134
1.501612,14.208901
1.50211,14.208981
1.502609,14.207701
1.503108,14.204944
1.503605,14.204004
1.504104,14.20335
1.504603,14.20455
1.505101,14.204187
1.505599,14.20389
1.506098,14.202516
1.506596,14.201692
1.507095,14.200327
1.507594,14.200094
1.508091,14.200652
1.50859,14.20128
1.509089,14.200917
1.509587,14.198949
1.510086,14.196256
1.510584,14.198047
1.511082,14.195476
1.511581,14.196236
1.51208,14.195084
1.512578,14.196471
1.513076,14.197558
1.513575,14.198482
1.514073,14.197744
1.514572,14.197066
1.51507,14.197617
1.515568,14.200159
1.516067,14.200581
1.516566,14.201478
1.517064,14.20246
1.517562,14.202322
1.518061,14.202415
1.518559,14.203856
1.519058,14.205668
1.519557,14.207843
1.520054,14.207953
1.520553,14.207322
1.521052,14.20743
1.52155,14.207725
1.522048,14.207902
1.522547,14.206894
1.523045,14.20624
1.523544,14.208993
1.524043,14.20895
1.52454,14.20846
1.525039,14.208009
1.525538,14.208865
1.526036,14.208526
1.526535,14.208347
1.527033,14.208108
1.527531,14.20837
1.52803,14.208707
1.528529,14.20882
1.529027,14.208641
1.529525,14.20754
1.530024,14.205831
1.530522,14.205258
1.531021,14.205078
1.531519,14.204627
1.532017,14.202483
1.532516,14.201013
1.533015,14.200827
1.533513,14.199148
1.534011,14.197465
1.53451,14.197122
1.535008,14.197123
1.535507,14.197832
1.536005,14.197635
1.536503,14.196483
1.537002,14.195404
1.537501,14.196135
1.537999,14.197302
1.538497,14.198134
1.538996,14.199232
1.539494,14.19975
1.539993,14.198904
1.540492,14.197982
1.540989,14.19785
1.541488,14.199153
1.541987,14.198992
1.542485,14.201478
1.542984,14.202626
1.543482,14.20196
1.54398,14.201118
1.544479,14.20154
1.544978,14.201926
1.545475,14.202504
1.545974,14.204896
1.546473,14.206416
1.546971,14.206828
1.54747,14.209281
1.547968,14.209786
1.548466,14.209436
1.548965,14.210155
1.549464,14.211654
1.549962,14.211639
1.55046,14.210456
1.550959,14.209369
1.551457,14.208208
1.551956,14.20939
1.552454,14.211734
1.552952,14.210984
1.553451,14.210052
1.55395,14.207729
1.554448,14.207459
1.554946,14.206275
1.555445,14.206048
1.555943,14.206049
1.556442,14.206515
1.556941,14.206557
1.557438,14.207463
1.557937,14.206769
1.558436,14.204979
1.558934,14.203472
1.559433,14.201768
1.559931,14.199871
1.560429,14.201131
1.560928,14.199343
1.561427,14.199778
1.561924,14.198338
1.562423,14.195799
1.562922,14.19543
1.56342,14.195137
1.563919,14.193939
1.564417,14.191302
1.564915,14.188396
1.565414,14.187942
1.565913,14.186816
1.566411,14.187486
1.566909,14.185415
1.567408,14.186234
1.567906,14.186413
1.568405,14.188425
1.568903,14.187622
1.569401,14.189638
1.5699,14.188004
1.570399,14.187836
1.570897,14.188688
1.571395,14.190162
1.571894,14.191195
1.572392,14.191984
1.572891,14.191299
1.57339,14.195619
1.573887,14.195876
1.574386,14.198261
1.574885,14.198933
1.575383,14.199162
1.575881,14.199597
1.57638,14.200841
1.576878,14.201975
1.577377,14.203496
1.577876,14.204535
1.578373,14.205075
1.578872,14.205975
1.579371,14.207685
1.579869,14.208425
1.580368,14.206532
1.580866,14.205768
1.581364,14.204051
1.581863,14.20428
1.582362,14.202094
1.58286,14.203445
1.583358,14.205157
1.583857,14.205441
1.584355,14.204411
1.584854,14.203139
1.585352,14.201669
1.58585,14.199111
1.586349,14.19709
1.586848,14.195592
1.587346,14.196216
1.587844,14.196531
1.588343,14.195626
1.588841,14.195732
1.58934,14.195375
1.589839,14.195854
1.590336,14.195489
1.590835,14.195601
1.591334,14.195105
1.591832,14.193633
1.59233,14.193309
1.592828,14.193877
1.593327,14.192907
1.593826,14.1923
1.594324,14.191612
1.594822,14.190946
1.595321,14.190014
1.595819,14.190011
1.596318,14.190372
1.596817,14.190704
1.597314,14.190539
1.597813,14.191557
1.598312,14.19087
1.59881,14.189801
1.599308,14.190451
1.599807,14.189493
1.600305,14.189522
1.600804,14.190184
1.601303,14.190622
1.6018,14.19277
1.602299,14.19377
1.602798,14.193883
1.603296,14.193688
1.603795,14.194057
1.604293,14.193594
1.604791,14.193232
1.60529,14.192987
1.605789,14.193814
1.606287,14.194313
1.606785,14.19599
1.607284,14.197527
1.607782,14.19755
1.608281,14.197948
1.608779,14.198599
1.609277,14.199224
1.609776,14.199383
1.610275,14.199986
1.610773,14.201756
1.611271,14.201371
1.61177,14.199223
1.612268,14.198753
1.612767,14.198192
1.613266,14.196811
1.613763,14.195277
1.614262,14.19302
1.614761,14.191747
1.615259,14.192871
1.615757,14.192493
1.616256,14.192118
1.616754,14.192678
1.617253,14.192799
1.617752,14.192938
1.618249,14.194483
1.618748,14.195339
1.619247,14.194496
1.619745,14.194631
1.620244,14.194218
1.620742,14.191772
1.62124,14.19066
1.621739,14.190984
1.622238,14.191544
1.622736,14.191681
1.623234,14.191881
1.623733,14.192743
1.624231,14.194046
1.62473,14.193436
1.625228,14.194198
1.625726,14.195503
1.626225,14.196193
1.626724,14.195221
1.627222,14.193567
1.62772,14.191572
1.628219,14.191853
1.628717,14.192171
1.629216,14.191881
1.629714,14.191581
1.630212,14.191351
1.630711,14.1896
1.63121,14.188409
1.631708,14.188306
1.632206,14.188271
1.632705,14.187501
1.633203,14.187007
1.633702,14.18801
1.634201,14.18739
1.634698,14.186975
1.635197,14.186487
1.635696,14.185452
1.636194,14.184335
1.636693,14.182382
1.637191,14.182865
1.637689,14.185068
1.638188,14.183701
1.638687,14.183844
1.639184,14.184505
1.639683,14.187682
1.640182,14.188608
1.64068,14.189066
1.641179,14.188963
1.641677,14.187893
1.642175,14.188583
1.642674,14.191589
1.643173,14.190958
1.643671,14.191535
1.644169,14.190342
1.644668,14.191813
1.645166,14.192215
1.645665,14.19395
1.646163,14.194407
1.646661,14.194124
1.64716,14.19439
1.647659,14.194323
1.648157,14.194726
1.648655,14.196567
1.649154,14.198361
1.649652,14.199106
1.650151,14.197585
1.65065,14.198978
1.651147,14.199048
1.651646,14.19731
1.652145,14.195672
1.652643,14.195373
1.653141,14.194728
1.65364,14.196568
1.654138,14.197609
1.654637,14.200322
1.655136,14.195773
1.655633,14.195035
1.656132,14.195146
1.656631,14.196385
1.657129,14.194442
1.657628,14.194354
1.658126,14.193874
1.658624,14.192557
1.659123,14.192985
1.659622,14.193213
1.66012,14.19363
1.660618,14.19374
1.661117,14.193575
1.661615,14.193076
1.662114,14.191201
1.662612,14.190803
1.66311,14.190496
1.663609,14.190617
1.664108,14.191175
1.664606,14.192633
1.665104,14.193366
1.665603,14.19258
1.666101,14.190272
1.6666,14.189717
1.667099,14.187694
1.667596,14.190044
1.668095,14.190115
1.668594,14.190418
1.669092,14.190857
1.66959,14.191751
1.670089,14.191676
1.670587,14.191925
1.671086,14.191807
1.671585,14.191957
1.672082,14.192233
1.672581,14.192352
1.67308,14.192156
1.673578,14.192671
1.674077,14.194285
1.674575,14.196503
1.675073,14.197037
1.675572,14.196551
1.676071,14.196065
1.676569,14.195139
1.677067,14.194476
1.677566,14.196211
1.678064,14.197532
1.678563,14.198499
1.679061,14.198428
1.679559,14.198583
1.680058,14.199366
1.680557,14.200886
1.681055,14.199947
1.681553,14.199549
1.682052,14.199409
1.68255,14.199937
1.683049,14.200385
1.683547,14.201817
1.684045,14.202784
1.684544,14.203604
1.685043,14.204771
1.685541,14.205788
1.686039,14.205338
1.686538,14.204851
1.687036,14.203974
1.687535,14.20451
1.688034,14.205394
1.688531,14.206108
1.68903,14.206755
1.689529,14.208386
1.690027,14.208212
1.690526,14.207172
1.691024,14.206945
1.691522,14.206584
1.692021,14.206096
1.69252,14.207311
1.693017,14.207832
1.693516,14.208512
1.694015,14.209603
1.694513,14.209427
1.695012,14.208383
1.69551,14.207818
1.696008,14.206826
1.696507,14.204963
1.697006,14.204034
1.697504,14.201739
1.698002,14.199731
1.698501,14.199868
1.698999,14.199091
1.699498,14.19826
1.699996,14.195494
1.700494,14.195113
1.700993,14.195261
1.701492,14.19626
1.70199,14.195104
1.702488,14.19529
1.702987,14.194846
1.703485,14.195211
1.703984,14.196967
1.704483,14.198284
1.70498,14.196733
1.705479,14.195324
1.705978,14.19513
1.706476,14.195637
1.706975,14.196682
1.707473,14.198039
1.707971,14.198066
1.70847,14.200033
1.708969,14.201286
1.709466,14.201014
1.709965,14.202987
1.710464,14.205113
1.710962,14.205994
1.711461,14.206933
1.711959,14.20656
1.712457,14.208199
1.712956,14.207344
1.713455,14.207247
1.713953,14.206516
1.714451,14.206159
1.71495,14.204771
1.715448,14.204546
1.715947,14.204438
1.716445,14.203709
1.716943,14.202786
1.717442,14.202972
1.717941,14.202878
1.718439,14.202188
1.718937,14.201274
1.719436,14.201044
1.719934,14.200372
1.720433,14.200671
1.720932,14.198709
1.721429,14.198179
1.721928,14.196454
1.722427,14.194719
1.722925,14.193809
1.723423,14.193905
1.723922,14.193493
1.72442,14.19403
1.724919,14.194191
1.725418,14.19532
1.725915,14.195974
1.726414,14.198587
1.726913,14.198976
1.727411,14.201189
1.72791,14.202798
1.728408,14.203007
1.728906,14.202605
1.729405,14.203388
1.729904,14.202981
1.730402,14.203851
1.7309,14.203816
1.731399,14.204052
1.731897,14.204704
1.732396,14.204101
1.732894,14.204547
1.733392,14.205496
1.733891,14.206606
1.73439,14.208201
1.734888,14.209041
1.735386,14.209563
1.735885,14.210333
1.736383,14.20998
1.736882,14.20908
1.737381,14.208825
1.737878,14.208083
1.738377,14.206059
1.738876,14.203628
1.739374,14.201969
1.739872,14.201283
1.740371,14.199436
1.740869,14.198645
1.741368,14.198386
1.741867,14.199288
1.742364,14.197964
1.742863,14.197374
1.743362,14.197249
1.74386,14.19827
1.744359,14.197135
1.744857,14.195938
1.745355,14.195836
1.745854,14.19659
1.746353,14.197434
1.74685,14.19812
1.747349,14.197799
1.747848,14.197069
1.748346,14.195321
1.748845,14.194178
1.749343,14.194419
1.749841,14.195601
1.75034,14.197476
1.750839,14.199153
1.751337,14.20027
1.751835,14.200583
1.752334,14.200706
1.752832,14.201116
1.753331,14.202273
1.753829,14.202609
1.754327,14.202682
1.754826,14.204544
1.755325,14.204992
1.755823,14.205885
1.756321,14.206079
1.75682,14.20666
1.757318,14.206993
1.757817,14.207575
1.758316,14.207255
1.758813,14.206318
1.759312,14.206698
1.759811,14.208779
1.760309,14.209059
1.760808,14.209171
1.761306,14.209954
1.761804,14.21125
1.762303,14.212186
1.762802,14.212502
1.763299,14.212214
1.763798,14.213056
1.764297,14.213576
1.764795,14.213993
1.765294,14.21463
1.765792,14.214083
1.76629,14.213707
1.766789,14.214043
1.767288,14.215086
1.767786,14.216049
1.768284,14.214644
1.768783,14.214088
1.769281,14.21439
1.76978,14.214625
1.770278,14.214085
1.770776,14.213307
1.771275,14.213367
1.771774,14.212775
1.772272,14.21228
1.77277,14.213072
1.773269,14.214411
1.773767,14.214119
1.774266,14.212612
1.774765,14.210162
1.775262,14.209252
1.775761,14.210231
1.77626,14.209801
1.776758,14.210403
1.777256,14.210842
1.777755,14.21055
1.778253,14.210315
1.778752,14.208847
1.779251,14.2075
1.779748,14.205876
1.780247,14.205905
1.780746,14.206001
1.781244,14.205555
1.781743,14.20491
1.782241,14.206038
1.782739,14.208453
1.783238,14.210419
1.783737,14.211074
1.784235,14.211549
1.784733,14.211814
1.785232,14.211572
1.78573,14.210063
1.786229,14.21084
1.786727,14.212627
1.787225,14.213293
1.787724,14.212673
1.788223,14.212423
1.788721,14.212396
1.789219,14.210817
1.789718,14.210626
1.790216,14.210056
1.790715,14.209141
1.791214,14.209214
1.791711,14.210285
1.79221,14.211121
1.792709,14.211469
1.793207,14.211618
1.793705,14.213389
1.794204,14.214026
1.794702,14.21536
1.795201,14.213601
1.7957,14.211264
1.796197,14.210007
1.796696,14.209467
1.797195,14.208918
1.797693,14.207468
1.798192,14.210365
1.79869,14.210782
1.799188,14.20989
1.799687,14.2102
1.800186,14.210728
1.800683,14.211426
1.801182,14.211246
1.801681,14.212761
1.802179,14.214602
1.802678,14.214428
1.803176,14.21429
1.803674,14.216986
1.804173,14.217554
1.804672,14.21832
1.80517,14.220147
1.805668,14.21841
1.806167,14.21896
1.806665,14.219492
1.807164,14.220372
1.807662,14.220888
1.80816,14.221062
1.808659,14.222724
1.809158,14.223299
1.809656,14.223767
1.810154,14.224399
1.810653,14.224016
1.811151,14.226071
1.81165,14.227911
1.812149,14.227705
1.812646,14.228906
1.813145,14.229407
1.813644,14.22999
1.814142,14.230501
1.814641,14.232551
1.815139,14.232597
1.815637,14.234138
1.816136,14.234474
1.816635,14.236079
1.817132,14.23567
1.817631,14.235865
1.81813,14.237261
1.818628,14.236808
1.819127,14.236039
1.819625,14.236495
1.820123,14.237355
1.820622,14.238028
1.821121,14.237574
1.821619,14.23799
1.822117,14.238834
1.822616,14.240148
1.823114,14.240732
1.823613,14.239546
1.824111,14.241448
1.824609,14.243402
1.825108,14.242089
1.825607,14.242016
1.826105,14.242818
1.826603,14.243458
1.827102,14.244013
1.8276,14.246247
1.828099,14.246175
1.828598,14.245811
1.829095,14.245367
1.829594,14.245742
1.830093,14.245637
1.830591,14.245668
1.831089,14.246796
1.831588,14.248039
1.832086,14.247833
1.832585,14.247998
1.833084,14.247655
1.833581,14.24739
1.83408,14.247288
1.834579,14.248115
1.835077,14.247908
1.835576,14.248435
1.836074,14.249648
1.836572,14.249176
1.837071,14.248597
1.83757,14.24954
1.838068,14.249055
1.838566,14.248425
1.839065,14.24851
1.839563,14.248853
1.840062,14.24936
1.84056,14.250899
1.841058,14.251056
1.841557,14.251397
1.842056,14.252206
1.842554,14.25297
1.843052,14.253561
1.843551,14.254182
1.844049,14.254778
1.844548,14.256274
1.845047,14.257618
1.845544,14.260183
1.846043,14.261949
1.846542,14.26296
1.84704,14.263161
1.847538,14.26395
1.848037,14.26503
1.848535,14.266544
1.849034,14.267143
1.849533,14.267162
1.85003,14.267833
1.850529,14.269344
1.851028,14.27099
1.851526,14.273098
1.852025,14.273911
1.852523,14.273965
1.853021,14.272788
1.85352,14.272648
1.854019,14.273874
1.854517,14.275663
1.855015,14.275887
1.855514,14.278449
1.856012,14.279211
1.856511,14.279034
1.857009,14.279358
1.857507,14.280904
1.858006,14.280738
1.858505,14.283592
1.859003,14.2858
1.859501,14.287187
1.86,14.288042
1.860498,14.288601
1.860997,14.288499
1.861495,14.290433
1.861993,14.293099
1.862492,14.295884
1.862991,14.297325
1.863489,14.298303
1.863987,14.297454
1.864486,14.298663
1.864984,14.299748
1.865483,14.303052
1.865982,14.30554
1.866479,14.307885
1.866978,14.308014
1.867477,14.310626
1.867975,14.310985
1.868474,14.312651
1.868972,14.313581
1.86947,14.314304
1.869969,14.313746
1.870468,14.314008
1.870965,14.312162
1.871464,14.313464
1.871963,14.314489
1.872461,14.31499
1.87296,14.314735
1.873458,14.315145
1.873956,14.316121
1.874455,14.316467
1.874954,14.315889
1.875452,14.317108
1.87595,14.318202
1.876449,14.318995
1.876947,14.317552
1.877446,14.319469
1.877944,14.320668
1.878442,14.323352
1.878941,14.322559
1.87944,14.324544
1.879938,14.324531
1.880436,14.325004
1.880935,14.324431
1.881433,14.327012
1.881932,14.32891
1.882431,14.332209
1.882928,14.334231
1.883427,14.337451
1.883926,14.337461
1.884424,14.338622
1.884923,14.341224
1.885421,14.343097
1.885919,14.345063
1.886418,14.343622
1.886917,14.345387
1.887414,14.348486
1.887913,14.35002
1.888412,14.352483
1.88891,14.352625
1.889409,14.355819
1.889907,14.3571
1.890405,14.357904
1.890904,14.357071
1.891403,14.360216
1.891901,14.360705
1.892399,14.363953
1.892898,14.364813
1.893396,14.367997
1.893895,14.370114
1.894393,14.371387
1.894891,14.37128
1.89539,14.37342
1.895889,14.372634
1.896387,14.375645
