E2P2_N_ml,E2P2_N_mAU,E2P2_R_ml,E2P2_R_mAU,E3P3_N_ml,E3P3_N_mAU,E3P3_R_ml,E3P3_R_mAU,E4P1_N_ml,E4P1_N_mAU,E4P1_R_ml,E4P1_R_mAU
-1.484578,0.540126,-1.23144,0.458574,-0.778397,0.958419,-13.893614,1.23843,0.100952,14.18985,0.100957,14.33494
-1.483753,0.541452,-1.230653,0.45661,-0.77757,0.953537,-13.893114,1.247497,0.10145,14.188155,0.101456,14.334215
-1.482928,0.541297,-1.229866,0.455348,-0.776742,0.949721,-13.892615,1.255162,0.101947,14.186134,0.101954,14.332763
-1.482103,0.54071,-1.22908,0.455747,-0.775915,0.946017,-13.892117,1.259542,0.102445,14.184998,0.102453,14.329852
-1.481278,0.539955,-1.228293,0.453583,-0.775088,0.941457,-13.891618,1.26356,0.102943,14.183372,0.102952,14.328116
-1.480453,0.540139,-1.227507,0.452927,-0.77426,0.937153,-13.891118,1.264335,0.10344,14.182617,0.10345,14.326288
-1.479629,0.541031,-1.22672,0.452226,-0.773433,0.933863,-13.890619,1.264156,0.103938,14.181057,0.103948,14.324018
-1.478804,0.541242,-1.225933,0.450071,-0.772606,0.931044,-13.890121,1.26512,0.104436,14.178734,0.104447,14.321255
-1.477979,0.540982,-1.225147,0.445681,-0.771779,0.926226,-13.889622,1.265463,0.104934,14.176348,0.104945,14.319712
-1.477154,0.539843,-1.22436,0.443379,-0.770951,0.920278,-13.889122,1.265641,0.105431,14.174529,0.105443,14.317559
-1.476329,0.53921,-1.223573,0.442742,-0.770124,0.91557,-13.888623,1.262593,0.105929,14.173566,0.105942,14.315548
-1.475504,0.539813,-1.222787,0.441136,-0.769297,0.912472,-13.888124,1.260206,0.106427,14.172056,0.106441,14.313156
-1.474679,0.540561,-1.222,0.439085,-0.768469,0.909188,-13.887626,1.255184,0.106924,14.171997,0.106939,14.310877
-1.473854,0.540219,-1.221213,0.437634,-0.767642,0.904303,-13.887126,1.249742,0.107422,14.170131,0.107438,14.309021
-1.473029,0.540298,-1.220427,0.437408,-0.766815,0.899666,-13.886627,1.243467,0.10792,14.170097,0.107936,14.306207
-1.472204,0.540208,-1.21964,0.436626,-0.765987,0.896734,-13.886128,1.235467,0.108418,14.170117,0.108434,14.303666
-1.47138,0.541653,-1.218853,0.43446,-0.76516,0.893857,-13.88563,1.228328,0.108915,14.171024,0.108933,14.301038
-1.470555,0.543108,-1.218067,0.433847,-0.764333,0.890889,-13.885131,1.2206,0.109413,14.171116,0.109431,14.298741
-1.46973,0.544698,-1.21728,0.432826,-0.763506,0.887353,-13.884631,1.21272,0.109911,14.170803,0.10993,14.296205
-1.468905,0.544213,-1.216494,0.430991,-0.762678,0.884042,-13.884132,1.204911,0.110408,14.170552,0.110428,14.295159
-1.46808,0.545999,-1.215707,0.430251,-0.761851,0.88033,-13.883634,1.198416,0.110906,14.167591,0.110927,14.295128
-1.467255,0.546782,-1.21492,0.428266,-0.761024,0.876142,-13.883135,1.188589,0.111404,14.165746,0.111425,14.292799
-1.46643,0.546329,-1.214134,0.429138,-0.760196,0.873391,-13.882635,1.181333,0.111901,14.165286,0.111924,14.290058
-1.465605,0.545199,-1.213347,0.426274,-0.759369,0.871692,-13.882136,1.171543,0.112399,14.164647,0.112422,14.288275
-1.46478,0.546109,-1.21256,0.42629,-0.758542,0.869168,-13.881638,1.16169,0.112897,14.163782,0.11292,14.287827
-1.463956,0.545285,-1.211774,0.42517,-0.757715,0.86683,-13.881139,1.151811,0.113394,14.164188,0.113419,14.287338
-1.463131,0.54431,-1.210987,0.423692,-0.756887,0.864477,-13.880639,1.14229,0.113892,14.164386,0.113917,14.285442
-1.462306,0.544032,-1.210201,0.422686,-0.75606,0.861816,-13.88014,1.134113,0.11439,14.162697,0.114416,14.284391
-1.461481,0.543718,-1.209414,0.422568,-0.755233,0.859306,-13.879642,1.126196,0.114888,14.160008,0.114914,14.282121
-1.460656,0.543826,-1.208627,0.421816,-0.754405,0.857273,-13.879143,1.118563,0.115385,14.158329,0.115413,14.278857
-1.459831,0.544235,-1.207841,0.420197,-0.753578,0.855056,-13.878643,1.111222,0.115883,14.157487,0.115911,14.277205
-1.459006,0.543683,-1.207054,0.419437,-0.752751,0.853141,-13.878144,1.104542,0.116381,14.156137,0.11641,14.276097
-1.458181,0.54346,-1.206267,0.416283,-0.751923,0.85039,-13.877645,1.095994,0.116879,14.154907,0.116908,14.276197
-1.457356,0.540356,-1.205481,0.416878,-0.751096,0.848398,-13.877147,1.087272,0.117376,14.154481,0.117406,14.275449
-1.456532,0.541853,-1.204694,0.414171,-0.750269,0.847295,-13.876648,1.079488,0.117874,14.155125,0.117905,14.274252
-1.455707,0.542677,-1.203907,0.41503,-0.749442,0.845044,-13.876148,1.070383,0.118372,14.15401,0.118403,14.273142
-1.454882,0.542534,-1.203121,0.413817,-0.748614,0.843349,-13.875649,1.061542,0.118869,14.15318,0.118902,14.271789
-1.454057,0.540552,-1.202334,0.413174,-0.747787,0.842385,-13.875151,1.053821,0.119367,14.153562,0.119401,14.270454
-1.453232,0.541938,-1.201548,0.413015,-0.74696,0.841409,-13.874652,1.045324,0.119865,14.153783,0.119899,14.26884
-1.452407,0.539886,-1.200761,0.414063,-0.746132,0.840865,-13.874152,1.035896,0.120362,14.150316,0.120397,14.267666
-1.451582,0.539187,-1.199974,0.413141,-0.745305,0.838142,-13.873653,1.029151,0.12086,14.147688,0.120896,14.266014
-1.450757,0.538448,-1.199188,0.411107,-0.744478,0.835333,-13.873155,1.021226,0.121358,14.145154,0.121394,14.264218
-1.449932,0.536516,-1.198401,0.410137,-0.74365,0.832953,-13.872656,1.015095,0.121855,14.143496,0.121892,14.261854
-1.449108,0.533748,-1.197614,0.409495,-0.742823,0.831204,-13.872156,1.007392,0.122353,14.144272,0.122391,14.259628
-1.448283,0.531793,-1.196828,0.408984,-0.741996,0.827814,-13.871657,1.000902,0.122851,14.143229,0.12289,14.257125
-1.447458,0.530572,-1.196041,0.409053,-0.741168,0.824329,-13.871159,0.994611,0.123349,14.14124,0.123388,14.254731
-1.446633,0.529624,-1.195255,0.408479,-0.740341,0.822874,-13.87066,0.987826,0.123846,14.143119,0.123887,14.253568
-1.445808,0.528987,-1.194468,0.407308,-0.739514,0.81994,-13.87016,0.981592,0.124344,14.141989,0.124385,14.253188
-1.444983,0.529136,-1.193681,0.406527,-0.738687,0.81659,-13.869661,0.978461,0.124842,14.138462,0.124883,14.252334
-1.444158,0.526982,-1.192895,0.404996,-0.737859,0.814853,-13.869163,0.972983,0.12534,14.136865,0.125382,14.251316
-1.443333,0.526989,-1.192108,0.405656,-0.737032,0.813631,-13.868664,0.970053,0.125837,14.135092,0.12588,14.251307
-1.442508,0.527236,-1.191321,0.405269,-0.736205,0.813161,-13.868165,0.966932,0.126335,14.134017,0.126379,14.250753
-1.441684,0.527431,-1.190535,0.404319,-0.735377,0.812929,-13.867665,0.960964,0.126833,14.131942,0.126877,14.248665
-1.440859,0.526898,-1.189748,0.404303,-0.73455,0.811086,-13.867167,0.954186,0.12733,14.134099,0.127376,14.248907
-1.440034,0.52694,-1.188962,0.403545,-0.733723,0.809671,-13.866668,0.948542,0.127828,14.13541,0.127874,14.248935
-1.439209,0.525688,-1.188175,0.402616,-0.732895,0.808862,-13.866169,0.94268,0.128326,14.133859,0.128373,14.247114
-1.438384,0.525407,-1.187388,0.402462,-0.732068,0.806561,-13.865669,0.938168,0.128823,14.132892,0.128871,14.246386
-1.437559,0.526095,-1.186602,0.403377,-0.731241,0.805049,-13.86517,0.934319,0.129321,14.132067,0.129369,14.243675
-1.436734,0.529065,-1.185815,0.404253,-0.730414,0.803536,-13.864672,0.931986,0.129819,14.131398,0.129868,14.242632
-1.435909,0.528435,-1.185028,0.4026,-0.729586,0.802034,-13.864173,0.926556,0.130317,14.130881,0.130366,14.243079
-1.435084,0.527817,-1.184242,0.402152,-0.728759,0.801107,-13.863673,0.922288,0.130814,14.130989,0.130865,14.242827
-1.43426,0.528438,-1.183455,0.401748,-0.727932,0.798057,-13.863174,0.917872,0.131312,14.130662,0.131363,14.242455
-1.433435,0.528805,-1.182668,0.402117,-0.727104,0.79521,-13.862676,0.912557,0.13181,14.129978,0.131862,14.242674
-1.43261,0.528063,-1.181882,0.401129,-0.726277,0.793649,-13.862177,0.909891,0.132307,14.127636,0.13236,14.242227
-1.431785,0.527817,-1.181095,0.398575,-0.72545,0.791709,-13.861677,0.908433,0.132805,14.125592,0.132859,14.241385
-1.43096,0.528634,-1.180309,0.396057,-0.724622,0.791023,-13.861178,0.906185,0.133303,14.128146,0.133357,14.241593
-1.430135,0.529,-1.179522,0.39503,-0.723795,0.792262,-13.86068,0.902887,0.133801,14.128039,0.133855,14.242189
-1.42931,0.528023,-1.178735,0.395565,-0.722968,0.789963,-13.860181,0.899598,0.134298,14.129205,0.134354,14.243629
-1.428485,0.528564,-1.177949,0.396021,-0.722141,0.788855,-13.859682,0.896469,0.134796,14.128742,0.134852,14.243892
-1.42766,0.528604,-1.177162,0.396383,-0.721313,0.786367,-13.859182,0.892807,0.135294,14.128803,0.135351,14.243354
-1.426836,0.529243,-1.176375,0.395153,-0.720486,0.787606,-13.858684,0.888522,0.135791,14.129522,0.135849,14.24365
-1.426011,0.527809,-1.175589,0.393216,-0.719659,0.788611,-13.858185,0.88509,0.136289,14.128887,0.136348,14.242962
-1.425186,0.527757,-1.174802,0.392254,-0.718831,0.789473,-13.857686,0.881243,0.136787,14.129338,0.136846,14.241958
-1.424361,0.528275,-1.174016,0.392708,-0.718004,0.789786,-13.857186,0.876467,0.137284,14.131557,0.137345,14.241541
-1.423536,0.531194,-1.173229,0.392566,-0.717177,0.788267,-13.856688,0.873613,0.137782,14.131348,0.137843,14.240011
-1.422711,0.530322,-1.172442,0.394494,-0.71635,0.787886,-13.856189,0.870494,0.13828,14.131651,0.138341,14.237349
-1.421886,0.528811,-1.171656,0.393366,-0.715522,0.785901,-13.85569,0.865372,0.138778,14.131045,0.13884,14.235801
-1.421061,0.528281,-1.170869,0.392604,-0.714695,0.783737,-13.85519,0.860759,0.139275,14.131651,0.139338,14.236484
-1.420236,0.529438,-1.170082,0.392766,-0.713868,0.781743,-13.854692,0.856888,0.139773,14.130062,0.139837,14.235386
-1.419412,0.529189,-1.169296,0.392174,-0.71304,0.780949,-13.854193,0.853198,0.140271,14.12733,0.140336,14.2342
-1.418587,0.528668,-1.168509,0.391055,-0.712213,0.778792,-13.853694,0.850497,0.140768,14.128875,0.140834,14.232862
-1.417762,0.528575,-1.167722,0.389188,-0.711386,0.778733,-13.853194,0.847523,0.141266,14.129151,0.141332,14.231214
-1.416937,0.528423,-1.166936,0.387954,-0.710558,0.777352,-13.852695,0.844217,0.141764,14.129242,0.141831,14.232019
-1.416112,0.527538,-1.166149,0.38685,-0.709731,0.775504,-13.852197,0.84041,0.142262,14.128778,0.142329,14.231508
-1.415287,0.526027,-1.165363,0.386522,-0.708904,0.774761,-13.851698,0.837255,0.142759,14.128115,0.142828,14.231293
-1.414462,0.525799,-1.164576,0.387017,-0.708077,0.773554,-13.851199,0.835272,0.143257,14.126701,0.143326,14.231277
-1.413637,0.526276,-1.163789,0.386949,-0.707249,0.773574,-13.850699,0.833345,0.143755,14.126586,0.143825,14.231249
-1.412812,0.526329,-1.163003,0.386621,-0.706422,0.774929,-13.850201,0.831824,0.144252,14.127492,0.144323,14.2308
-1.411988,0.526286,-1.162216,0.386135,-0.705595,0.775849,-13.849702,0.829738,0.14475,14.125922,0.144822,14.229042
-1.411163,0.526506,-1.161429,0.384921,-0.704767,0.776336,-13.849203,0.827183,0.145248,14.124993,0.14532,14.228976
-1.410338,0.528059,-1.160643,0.385758,-0.70394,0.775755,-13.848703,0.825076,0.145745,14.123415,0.145818,14.228189
-1.409513,0.526743,-1.159856,0.387878,-0.703113,0.773073,-13.848205,0.822854,0.146243,14.123214,0.146317,14.225821
-1.408688,0.52543,-1.15907,0.387932,-0.702285,0.773948,-13.847706,0.819982,0.146741,14.123119,0.146815,14.225616
-1.407863,0.526546,-1.158283,0.386487,-0.701458,0.772851,-13.847207,0.817693,0.147239,14.120449,0.147314,14.225301
-1.407038,0.528012,-1.157496,0.385764,-0.700631,0.772771,-13.846707,0.815597,0.147736,14.120126,0.147812,14.224778
-1.406213,0.52896,-1.15671,0.384819,-0.699804,0.77222,-13.846209,0.813228,0.148234,14.120463,0.148311,14.224526
-1.405388,0.529701,-1.155923,0.383956,-0.698976,0.769567,-13.84571,0.812429,0.148732,14.117807,0.148809,14.224209
-1.404564,0.531158,-1.155136,0.383373,-0.698149,0.768187,-13.845211,0.812617,0.149229,14.117127,0.149308,14.226672
-1.403739,0.529684,-1.15435,0.382838,-0.697322,0.767252,-13.844711,0.811105,0.149727,14.114691,0.149806,14.226548
-1.402914,0.530797,-1.153563,0.383147,-0.696494,0.766244,-13.844213,0.809172,0.150225,14.115301,0.150304,14.227481
-1.402089,0.529422,-1.152776,0.382962,-0.695667,0.764491,-13.843714,0.808321,0.150723,14.115048,0.150803,14.22738
-1.401264,0.529397,-1.15199,0.380365,-0.69484,0.762641,-13.843215,0.807689,0.15122,14.115425,0.151301,14.229316
-1.400439,0.529489,-1.151203,0.378587,-0.694012,0.761623,-13.842716,0.806266,0.151718,14.114069,0.1518,14.230051
-1.399614,0.529257,-1.150417,0.378001,-0.693185,0.761102,-13.842216,0.806255,0.152216,14.112509,0.152298,14.229542
-1.398789,0.529067,-1.14963,0.375753,-0.692358,0.760304,-13.841718,0.805446,0.152713,14.113383,0.152797,14.231144
-1.397964,0.530325,-1.148843,0.375816,-0.691531,0.758648,-13.841219,0.803121,0.153211,14.112281,0.153295,14.231687
-1.39714,0.529986,-1.148057,0.375342,-0.690703,0.755704,-13.84072,0.802445,0.153709,14.111024,0.153794,14.232374
-1.396315,0.529937,-1.14727,0.375467,-0.689876,0.755056,-13.84022,0.801086,0.154206,14.112532,0.154292,14.231902
-1.39549,0.529463,-1.146483,0.37601,-0.689049,0.75553,-13.839722,0.801385,0.154704,14.112774,0.15479,14.231253
-1.394665,0.5307,-1.145697,0.37595,-0.688221,0.755274,-13.839223,0.80059,0.155202,14.112718,0.155289,14.230259
-1.39384,0.530386,-1.14491,0.375212,-0.687394,0.754643,-13.838724,0.800444,0.1557,14.113329,0.155787,14.229678
-1.393015,0.529337,-1.144124,0.373397,-0.686567,0.753834,-13.838224,0.799383,0.156197,14.113279,0.156286,14.229177
-1.39219,0.527334,-1.143337,0.372205,-0.685739,0.752577,-13.837726,0.798364,0.156695,14.113103,0.156785,14.227954
-1.391365,0.525798,-1.14255,0.372756,-0.684912,0.75142,-13.837227,0.796606,0.157193,14.114041,0.157283,14.229704
-1.39054,0.52637,-1.141764,0.37202,-0.684085,0.749839,-13.836728,0.794768,0.15769,14.114803,0.157781,14.228716
-1.389716,0.525856,-1.140977,0.371708,-0.683258,0.748726,-13.836228,0.792624,0.158188,14.114284,0.15828,14.228096
-1.388891,0.525718,-1.14019,0.372468,-0.68243,0.748706,-13.83573,0.792194,0.158686,14.11519,0.158778,14.228167
-1.388066,0.526498,-1.139404,0.372591,-0.681603,0.747936,-13.835231,0.790404,0.159184,14.115526,0.159276,14.227136
-1.387241,0.526566,-1.138617,0.372969,-0.680776,0.748805,-13.834732,0.788007,0.159681,14.11772,0.159775,14.224437
-1.386416,0.526686,-1.13783,0.374325,-0.679948,0.748555,-13.834233,0.786653,0.160179,14.118642,0.160274,14.224556
-1.385591,0.527815,-1.137044,0.375562,-0.679121,0.750301,-13.833734,0.784779,0.160677,14.117071,0.160772,14.223702
-1.384766,0.526823,-1.136257,0.376258,-0.678294,0.75106,-13.833235,0.780726,0.161174,14.118409,0.161271,14.221662
-1.383941,0.524535,-1.135471,0.376697,-0.677467,0.750434,-13.832736,0.778614,0.161672,14.118557,0.161769,14.219569
-1.383116,0.524297,-1.134684,0.377388,-0.676639,0.749326,-13.832237,0.777403,0.16217,14.120625,0.162267,14.218187
-1.382292,0.521922,-1.133897,0.378098,-0.675812,0.749118,-13.831738,0.776107,0.162667,14.120393,0.162766,14.216826
-1.381467,0.522269,-1.133111,0.378152,-0.674985,0.749687,-13.831239,0.772227,0.163165,14.119884,0.163264,14.217457
-1.380642,0.522944,-1.132324,0.37781,-0.674157,0.749263,-13.83074,0.770099,0.163663,14.118184,0.163763,14.215109
-1.379817,0.523352,-1.131537,0.37981,-0.67333,0.749186,-13.830241,0.768636,0.164161,14.11928,0.164261,14.214156
-1.378992,0.522834,-1.130751,0.381925,-0.672503,0.747802,-13.829741,0.765814,0.164658,14.120562,0.16476,14.212783
-1.378167,0.522163,-1.129964,0.382187,-0.671675,0.747453,-13.829243,0.765267,0.165156,14.119823,0.165258,14.210435
-1.377342,0.519759,-1.129178,0.383898,-0.670848,0.745973,-13.828744,0.765376,0.165654,14.120536,0.165757,14.210262
-1.376517,0.521273,-1.128391,0.384598,-0.670021,0.745732,-13.828245,0.763817,0.166151,14.121655,0.166255,14.210081
-1.375692,0.520338,-1.127604,0.385432,-0.669194,0.745385,-13.827745,0.76214,0.166649,14.118793,0.166753,14.210009
-1.374868,0.520315,-1.126818,0.387207,-0.668366,0.743162,-13.827247,0.759601,0.167147,14.117651,0.167252,14.210198
-1.374043,0.517729,-1.126031,0.387904,-0.667539,0.741872,-13.826748,0.758824,0.167645,14.116916,0.16775,14.21052
-1.373218,0.518332,-1.125244,0.389094,-0.666712,0.741719,-13.826249,0.757306,0.168142,14.116726,0.168249,14.209743
-1.372393,0.518658,-1.124458,0.390871,-0.665884,0.741702,-13.82575,0.756918,0.16864,14.11688,0.168747,14.210422
-1.371568,0.521122,-1.123671,0.391591,-0.665057,0.742341,-13.825251,0.756134,0.169138,14.118037,0.169246,14.210924
-1.370743,0.522595,-1.122885,0.391708,-0.66423,0.741184,-13.824752,0.75664,0.169635,14.118423,0.169744,14.208922
-1.369918,0.522591,-1.122098,0.391546,-0.663402,0.740122,-13.824253,0.755793,0.170133,14.119498,0.170243,14.208862
-1.369093,0.522938,-1.121311,0.391495,-0.662575,0.741869,-13.823754,0.756217,0.170631,14.118555,0.170741,14.208634
-1.368268,0.52477,-1.120525,0.392318,-0.661748,0.742214,-13.823255,0.753423,0.171129,14.117096,0.171239,14.208215
-1.367444,0.524777,-1.119738,0.391131,-0.660921,0.742379,-13.822756,0.755385,0.171626,14.116791,0.171738,14.208057
-1.366619,0.525315,-1.118951,0.391579,-0.660093,0.741262,-13.822257,0.756192,0.172124,14.115801,0.172236,14.209308
-1.365794,0.524154,-1.118165,0.389044,-0.659266,0.740928,-13.821758,0.756787,0.172622,14.112825,0.172735,14.210511
-1.364969,0.522604,-1.117378,0.387728,-0.658439,0.739497,-13.821259,0.756889,0.173119,14.113472,0.173234,14.210073
-1.364144,0.521723,-1.116591,0.386057,-0.657611,0.738267,-13.82076,0.756182,0.173617,14.111818,0.173732,14.208814
-1.363319,0.522847,-1.115805,0.38571,-0.656784,0.738532,-13.820261,0.755447,0.174115,14.112157,0.17423,14.208761
-1.362494,0.523309,-1.115018,0.385632,-0.655957,0.739432,-13.819762,0.756903,0.174612,14.111599,0.174729,14.209171
-1.361669,0.523944,-1.114232,0.38447,-0.655129,0.738449,-13.819263,0.757004,0.17511,14.112051,0.175227,14.208381
-1.360844,0.523817,-1.113445,0.384964,-0.654302,0.737076,-13.818764,0.755698,0.175608,14.112266,0.175725,14.207917
-1.36002,0.523574,-1.112658,0.384463,-0.653475,0.737258,-13.818265,0.756901,0.176105,14.11301,0.176224,14.209788
-1.359195,0.522621,-1.111872,0.383046,-0.652647,0.737219,-13.817766,0.75647,0.176603,14.113096,0.176723,14.210101
-1.35837,0.521762,-1.111085,0.382541,-0.65182,0.736914,-13.817267,0.755116,0.177101,14.112386,0.177221,14.210777
-1.357545,0.52147,-1.110298,0.380009,-0.650993,0.736378,-13.816768,0.754217,0.177599,14.112692,0.17772,14.21059
-1.35672,0.521807,-1.109512,0.379883,-0.650166,0.736962,-13.816269,0.753143,0.178096,14.113024,0.178218,14.208502
-1.355895,0.521369,-1.108725,0.380803,-0.649338,0.737541,-13.81577,0.752336,0.178594,14.111567,0.178716,14.207302
-1.35507,0.521296,-1.107939,0.380462,-0.648511,0.738683,-13.815271,0.753782,0.179092,14.109688,0.179215,14.206838
-1.354245,0.521001,-1.107152,0.379182,-0.647684,0.739788,-13.814772,0.752158,0.17959,14.110164,0.179713,14.205705
-1.35342,0.521915,-1.106365,0.377281,-0.646856,0.739919,-13.814273,0.751276,0.180087,14.111189,0.180212,14.205543
-1.352596,0.52249,-1.105579,0.375806,-0.646029,0.739494,-13.813774,0.748921,0.180585,14.111917,0.18071,14.205238
-1.351771,0.521712,-1.104792,0.375926,-0.645202,0.738811,-13.813275,0.746404,0.181083,14.112135,0.181209,14.203065
-1.350946,0.520487,-1.104005,0.373542,-0.644374,0.737896,-13.812776,0.74283,0.18158,14.111535,0.181707,14.202335
-1.350121,0.520375,-1.103219,0.372034,-0.643547,0.73669,-13.812277,0.741646,0.182078,14.110116,0.182206,14.203485
-1.349296,0.519615,-1.102432,0.374108,-0.64272,0.736932,-13.811778,0.740056,0.182576,14.109016,0.182704,14.203471
-1.348471,0.519448,-1.101645,0.375204,-0.641893,0.734689,-13.811279,0.737103,0.183073,14.10889,0.183202,14.203647
-1.347646,0.517538,-1.100859,0.375564,-0.641065,0.733489,-13.81078,0.738108,0.183571,14.109282,0.183701,14.205214
-1.346821,0.516168,-1.100072,0.375707,-0.640238,0.732866,-13.810281,0.733182,0.184069,14.108654,0.184199,14.204047
-1.345996,0.516136,-1.099286,0.376267,-0.639411,0.733005,-13.809782,0.729832,0.184566,14.107988,0.184698,14.203594
-1.345172,0.517657,-1.098499,0.376951,-0.638583,0.731814,-13.809283,0.728295,0.185064,14.108937,0.185196,14.203465
-1.344347,0.519299,-1.097712,0.37773,-0.637756,0.730312,-13.808784,0.727733,0.185562,14.109881,0.185695,14.204275
-1.343522,0.519821,-1.096926,0.379852,-0.636929,0.729507,-13.808285,0.728859,0.18606,14.110153,0.186193,14.206069
-1.342697,0.51923,-1.096139,0.379952,-0.636101,0.726879,-13.807786,0.727602,0.186557,14.111044,0.186692,14.204951
-1.341872,0.519925,-1.095352,0.38011,-0.635274,0.725398,-13.807287,0.726195,0.187055,14.109738,0.18719,14.203609
-1.341047,0.519486,-1.094566,0.378187,-0.634447,0.726754,-13.806788,0.724631,0.187553,14.107223,0.187688,14.203823
-1.340222,0.519542,-1.093779,0.377223,-0.63362,0.727675,-13.806289,0.723468,0.188051,14.106305,0.188187,14.203703
-1.339397,0.519927,-1.092993,0.377969,-0.632792,0.728106,-13.80579,0.722622,0.188548,14.106091,0.188685,14.201967
-1.338573,0.522008,-1.092206,0.377028,-0.631965,0.727928,-13.805291,0.719947,0.189046,14.10628,0.189184,14.200322
-1.337748,0.523626,-1.091419,0.379604,-0.631138,0.72681,-13.804792,0.718606,0.189544,14.106718,0.189682,14.199816
-1.336923,0.523722,-1.090633,0.381994,-0.63031,0.726513,-13.804293,0.717851,0.190041,14.105893,0.190181,14.200271
-1.336098,0.524032,-1.089846,0.381034,-0.629483,0.726553,-13.803794,0.715988,0.190539,14.10457,0.190679,14.201326
-1.335273,0.524114,-1.089059,0.382524,-0.628656,0.726069,-13.803295,0.715128,0.191037,14.104899,0.191178,14.201726
-1.334448,0.523855,-1.088273,0.380926,-0.627829,0.72561,-13.802796,0.714293,0.191534,14.106196,0.191676,14.201994
-1.333623,0.523372,-1.087486,0.379326,-0.627001,0.725152,-13.802298,0.713735,0.192032,14.106845,0.192174,14.202636
-1.332798,0.521796,-1.086699,0.378187,-0.626174,0.723106,-13.801798,0.712491,0.19253,14.106115,0.192673,14.201876
-1.331973,0.521715,-1.085913,0.378941,-0.625347,0.721903,-13.801299,0.710696,0.193027,14.105764,0.193172,14.201982
-1.331149,0.523241,-1.085126,0.379643,-0.624519,0.721347,-13.8008,0.710861,0.193525,14.105616,0.19367,14.203459
-1.330324,0.524473,-1.08434,0.378878,-0.623692,0.720187,-13.800302,0.710873,0.194023,14.105317,0.194169,14.202994
-1.329499,0.523807,-1.083553,0.378049,-0.622865,0.722108,-13.799802,0.711588,0.194521,14.10488,0.194667,14.201783
-1.328674,0.524702,-1.082766,0.37774,-0.622037,0.721733,-13.799303,0.710597,0.195018,14.103994,0.195165,14.201347
