metric|Ess_metric|Ess_mean|Ess_mean_lb|Ess_mean_ub|Ess_median|Ess_median_lb|Ess_median_ub|NonEss_metric|NonEss_mean|NonEss_mean_lb|NonEss_mean_ub|NonEss_median|NonEss_median_lb|NonEss_median_ub|pvalues|buff|qvalue
perc_bb_loop|perc_bb_loop|0.2228170752521699|0.1932297053862806|0.2567474547508127|0.1483253588516746|0.0163468372423596|0.746268656716418|perc_bb_loop|0.2600074919661036|0.2425771750771373|0.2789494508399309|0.2|0.0416666666666666|0.7747524752475248|9.929852416301892e-05|CD|0.0005957911449781135
num_loop_contacting_res|num_loop_contacting_res|165.22285714285715|143.10285714285715|199.0457142857143|101.0|42.0|671.0|num_loop_contacting_res|160.13406593406594|151.17582417582418|169.8975602831999|120.0|48.0|418.0|0.9951633331022152|CD|0.9980812451179631
num_cross_nearest_neighbors|num_cross_nearest_neighbors|38.85714285714285|37.19428571428571|41.02285714285714|35.0|26.0|74.0|num_cross_nearest_neighbors|43.32087912087912|41.54725274725275|45.5010989010989|37.0|27.0|107.0|0.0095546773942228|CD|0.027155398909896378
ent_coverage|ent_coverage|0.1747200705801993|0.1582699028049104|0.1933814838120925|0.1525885558583106|0.0398009950248756|0.4711538461538461|ent_coverage|0.2130331979107392|0.2032784806479466|0.2236048398223169|0.1896869244935543|0.0770308123249299|0.5035971223021583|1.154197362286724e-06|CD|1.2465331512696621e-05
min_N_prot_depth_left|min_N_prot_depth_left|0.3484711196190316|0.299107116607553|0.4014449499810955|0.3210526315789473|0.0213068181818181|0.8764204545454546|min_N_prot_depth_left|0.3397261245463295|0.3124989912187909|0.3676335833303184|0.29|0.0180995475113122|0.7978723404255319|0.4639577679293946|CD|0.5567493215152735
min_N_thread_depth_left|min_N_thread_depth_left|0.7395079690408563|0.683513258995036|0.7872040862868857|0.8444444444444444|0.1612903225806451|0.9829545454545454|min_N_thread_depth_left|0.7264181161544087|0.6948433882309801|0.7551141559869754|0.8256880733944955|0.0710059171597633|0.9804878048780488|0.2410285128628797|CD|0.3517713430971758
min_N_thread_slippage_left|min_N_thread_slippage_left|239.7840909090909|190.0568181818182|301.5113636363636|145.0|8.0|817.0|min_N_thread_slippage_left|151.2258064516129|134.6057347670251|170.48407541778025|98.0|8.0|587.0|0.0349710746892461|CD|0.0699421493784922
min_C_prot_depth_right|min_C_prot_depth_right|0.3503070135069969|0.3026084375362017|0.4023986207639072|0.3098591549295774|0.0477987421383647|0.8406779661016949|min_C_prot_depth_right|0.3098516668370575|0.2830493040656324|0.3382315172150406|0.2815126050420168|0.0475|0.745398773006135|0.146925900942401|CD|0.24042420154211072
min_C_thread_depth_right|min_C_thread_depth_right|0.778087818712756|0.7339275508659705|0.8150696422738988|0.8432835820895522|0.237037037037037|0.9817073170731708|min_C_thread_depth_right|0.7140561355519931|0.6807607118526222|0.744784271145847|0.7837837837837838|0.146067415730337|0.9755434782608696|0.0139581319405435|CD|0.03426086930860677
min_C_thread_slippage_right|min_C_thread_slippage_right|211.18085106382975|171.51063829787233|265.68434412879566|128.0|14.0|959.0|min_C_thread_slippage_right|143.72769953051642|126.82159624413146|163.24413145539907|95.0|13.0|499.0|0.0119357262850421|CD|0.03069186759010826
ACO|ACO|126.60568396105796|109.40894304190098|151.28970737929222|85.63157894736842|18.0|494.3333333333333|ACO|120.9787350510892|113.36334968860972|129.1848623935554|92.33333333333331|26.5|332.0652173913044|0.9707574808343176|CD|0.9980812451179631
RCO|RCO|0.2696180922198947|0.2389214077996503|0.3030619815889233|0.2085828343313373|0.0220338983050847|0.7503909026297085|RCO|0.3170082178331414|0.2993820519944845|0.335567151474146|0.2701941603675707|0.0528846153846153|0.7593283582089553|0.0001854216595988|CD|0.0009102517834850181
Gn|Gn|0.7790802962962963|0.7584745333424365|0.8021927484307876|0.76571|0.60315|1.10043|Gn|0.80884185520362|0.7905000065287149|0.8334765800249809|0.75558|0.60519|1.28696|0.351364496674366|CG|0.451754352867042
N_term_thread|N_term_thread|1.1925925925925926|1.1037037037037036|1.3111111111111111|1.0|1.0|3.0|N_term_thread|1.225|1.165909090909091|1.3|1.0|1.0|3.0|0.0085696640954431|CG|0.0257089922863293
Gc|Gc|0.8300310370370371|0.7939398514758192|0.8802623618786417|0.75437|0.60805|1.66445|Gc|0.8427382121212121|0.820233399068352|0.8704889326918405|0.78732|0.61231|1.57937|0.0529675937051375|CG|0.0953416686692475
C_term_thread|C_term_thread|1.2518518518518518|1.148148148148148|1.4074074074074074|1.0|1.0|3.0|C_term_thread|1.203647416413374|1.148936170212766|1.2735562310030395|1.0|1.0|3.0|0.0323318628983898|CG|0.06958767655725397
loopsize|loopsize|112.68897637795276|96.06299212598424|136.7273042608696|61.0|14.0|620.0|loopsize|104.8695652173913|98.43057503506311|112.01683029453017|69.0|17.0|336.0|0.9936467062357468|CG|0.9980812451179631
num_zipper_nc|num_zipper_nc|13.968503937007874|12.125984251968504|16.271653543307085|7.0|1.0|60.0|num_zipper_nc|15.32117812061711|13.987377279102384|16.866760168302946|8.0|1.0|75.0|0.3243490966950222|CG|0.43787128053828
perc_bb_loop|perc_bb_loop|0.2122462267725699|0.1887988061827144|0.2392698899815493|0.1238095238095238|0.0162790697674418|0.7394366197183099|perc_bb_loop|0.2679992207393283|0.2533144371912229|0.2834051108477334|0.2019867549668874|0.0397456279809221|0.7857142857142857|2.0781927732477336e-08|CG|3.7407469918459205e-07
num_loop_contacting_res|num_loop_contacting_res|167.0708661417323|148.7343110275268|192.09149569486505|108.0|42.0|715.0|num_loop_contacting_res|165.8625525946704|158.19161466278953|174.25394913283958|126.0|50.0|442.0|0.9980812451179631|CG|0.9980812451179631
num_cross_nearest_neighbors|num_cross_nearest_neighbors|40.25590551181102|38.62204724409449|42.224409448818896|36.0|26.0|77.0|num_cross_nearest_neighbors|43.245441795231415|41.869565217391305|44.86676016830295|37.0|27.0|104.0|0.0112846703019107|CG|0.030468609815158892
ent_coverage|ent_coverage|0.161519918516129|0.1490665503205423|0.1760282857206798|0.1245283018867924|0.0424739195230998|0.467065868263473|ent_coverage|0.2087150531053828|0.2013525985901711|0.2165285715789352|0.1896869244935543|0.0726872246696035|0.484375|7.553217265074258e-15|CG|4.0787373231400993e-13
min_N_prot_depth_left|min_N_prot_depth_left|0.3222059741317812|0.2811136949393625|0.3668371739329428|0.2608386638237384|0.0146788990825688|0.8675078864353313|min_N_prot_depth_left|0.3254669482097772|0.3040091739762042|0.3477921668929234|0.2735849056603773|0.02|0.7835820895522388|0.2938467107315408|CG|0.406864676397518
min_N_thread_depth_left|min_N_thread_depth_left|0.7202163834395844|0.6732232610242131|0.7620067940146509|0.8297872340425532|0.1363636363636363|0.9829545454545454|min_N_thread_depth_left|0.7168005776366897|0.6915513491468351|0.7403112892182837|0.8235294117647058|0.0909090909090909|0.980456026058632|0.2754638632742172|CG|0.3914486478107297
min_N_thread_slippage_left|min_N_thread_slippage_left|216.5703703703704|178.96296296296296|261.35555555555555|133.0|8.0|817.0|min_N_thread_slippage_left|144.93636363636364|131.99545454545455|159.69034217819294|95.0|8.0|534.0|0.0396711314094818|CG|0.0765086105754292
min_C_prot_depth_right|min_C_prot_depth_right|0.3717970730119999|0.3295746381511408|0.4165808943407716|0.3170731707317073|0.0432098765432098|0.8616279069767442|min_C_prot_depth_right|0.3086167123765762|0.2863142955192073|0.3318498081275726|0.2815126050420168|0.0337552742616033|0.7474226804123711|0.0169941815597988|CG|0.03823690850954731
min_C_thread_depth_right|min_C_thread_depth_right|0.7894731171708113|0.7538384748075276|0.8197664505101343|0.8541666666666666|0.237037037037037|0.9897810218978104|min_C_thread_depth_right|0.7145020562802975|0.6878671835545853|0.7395568443223896|0.7878787878787878|0.1333333333333333|0.9737827715355806|0.0005642697781251|CG|0.00253921400156295
min_C_thread_slippage_right|min_C_thread_slippage_right|241.63703703703703|205.59286408970152|285.3111111111112|153.0|14.0|878.0|min_C_thread_slippage_right|140.37993920972644|127.3066476010322|155.2158054711246|96.0|10.0|495.0|1.159509233245172e-05|CG|7.82668732440491e-05
ACO|ACO|132.04296766805072|117.45192720276576|150.71934189506652|90.66666666666669|18.0|505.7977528089888|ACO|127.40438067208224|121.03100867551444|134.451694440953|100.5|26.0|340.8541666666667|0.9683120685871748|CG|0.9980812451179631
RCO|RCO|0.2612579724476971|0.2367415582970705|0.2876497212399735|0.1999564838990426|0.0222192114889581|0.7294520547945206|RCO|0.3279182175730946|0.3130096215369327|0.343260326526841|0.2790715032094342|0.0495735607675906|0.7963536291709666|5.6179136213046495e-08|CG|7.584183388761277e-07
