metric|Ess_metric|Ess_mean|Ess_mean_lb|Ess_mean_ub|Ess_median|Ess_median_lb|Ess_median_ub|NonEss_metric|NonEss_mean|NonEss_mean_lb|NonEss_mean_ub|NonEss_median|NonEss_median_lb|NonEss_median_ub|pvalues|buff|qvalue
Gn|Gn|0.7782977777777778|0.7610679874401153|0.7973287256686629|0.76217|0.60255|1.10043|Gn|0.8002942064714946|0.7857185119250816|0.8187063307659606|0.75558|0.60502|1.25724|0.4458802039642413|C|0.5472166139561143
N_term_thread|N_term_thread|1.1702127659574468|1.1063829787234043|1.2659574468085106|1.0|1.0|3.0|N_term_thread|1.2310077519379845|1.17984496124031|1.2976744186046512|1.0|1.0|3.0|0.0035254155418069|C|0.011898277453598288
Gc|Gc|0.8178537078651686|0.7887487392539947|0.8576387399162775|0.7449950000000001|0.60816|1.64376|Gc|0.8343190191897655|0.814666038203868|0.8575230910527426|0.78282|0.60866|1.62992|0.0885711372132795|C|0.14946379404740914
C_term_thread|C_term_thread|1.2191011235955056|1.1348314606741574|1.3426966292134832|1.0|1.0|3.0|C_term_thread|1.2286324786324787|1.1752136752136753|1.297008547008547|1.0|1.0|3.0|0.0335051776016408|C|0.06958767655725397
loopsize|loopsize|110.3391304347826|96.9621103443558|128.63478260869564|62.0|16.0|526.0|loopsize|102.83365570599614|97.53727744728786|108.58220502901354|68.5|17.0|336.0|0.9782790580188316|C|0.9980812451179631
num_zipper_nc|num_zipper_nc|14.002898550724638|12.405797101449275|15.944927536231884|7.0|1.0|63.0|num_zipper_nc|14.827852998065763|13.763056092843328|16.015473887814313|8.0|1.0|70.0|0.3787901008945178|C|0.4756898941466038
perc_bb_loop|perc_bb_loop|0.2168410862490003|0.196845022634627|0.2390852161069776|0.1465201465201465|0.0163934426229508|0.746268656716418|perc_bb_loop|0.2519992819267931|0.2403846096276548|0.2643117660053444|0.1927395606457349|0.0346715328467153|0.7760617760617761|3.638752840741061e-06|C|3.274877556666955e-05
num_loop_contacting_res|num_loop_contacting_res|164.77971014492755|150.17485017206897|184.0403760699212|111.0|44.0|572.0|num_loop_contacting_res|165.38104448742746|158.9816247582205|172.22243713733076|129.0|50.0|461.0|0.0023057353899685|C|0.009552391179996985
num_cross_nearest_neighbors|num_cross_nearest_neighbors|39.80289855072464|38.45797101449276|41.40579710144928|36.0|26.0|77.0|num_cross_nearest_neighbors|43.10058027079304|41.95278353802238|44.41199226305609|36.0|27.0|103.0|0.007401958339329|C|0.023512102960221527
ent_coverage|ent_coverage|0.1639577613206186|0.1534719710957811|0.1756020013133689|0.1337719298245614|0.0432190760059612|0.4333333333333333|ent_coverage|0.1995880732965052|0.1935119566338913|0.2059992200863385|0.1814780319640904|0.0646029609690444|0.4839857651245551|2.607138203614027e-12|C|7.039273149757873e-11
