buff,spa,cov,region,odds,odds_lb,odds_ub,pvalues,n
C,0,50,0,0.0101074701354952,0.0092845033601534,0.0110033836573719,2.9929775449133444e-05,186
C,10,50,0,0.0101074701354952,0.0092845033601534,0.0110033836573719,2.9929775449133444e-05,186
C,20,50,0,0.0101074701354952,0.0092845033601534,0.0110033836573719,2.9929775449133444e-05,186
C,30,50,0,0.0101074701354952,0.0092845033601534,0.0110033836573719,2.9929775449133444e-05,186
C,40,50,0,0.0101074701354952,0.0092845033601534,0.0110033836573719,2.9929775449133444e-05,186
C,50,50,0,0.0101317215057646,0.0093062498922025,0.0110304130943639,2.7895445453784973e-05,185
C,60,50,0,0.0102590289074323,0.0094217329507337,0.0111707341604642,2.5650338876026524e-05,179
C,70,50,0,0.0112577365048519,0.0103264688398811,0.0122729882961748,0.0002097289428695,155
C,80,50,0,0.0136928919317168,0.0125167410846618,0.0149795612280766,0.000254191046878,112
C,90,50,0,0.0222140278829639,0.0201415711279054,0.0244997290256778,0.036888134546533,57
C,0,50,1,0.0135935892584721,0.0124867769535731,0.0147985080229348,2.9929775449133444e-05,186
C,10,50,1,0.0135935892584721,0.0124867769535731,0.0147985080229348,2.9929775449133444e-05,186
C,20,50,1,0.0135935892584721,0.0124867769535731,0.0147985080229348,2.9929775449133444e-05,186
C,30,50,1,0.0135935892584721,0.0124867769535731,0.0147985080229348,2.9929775449133444e-05,186
C,40,50,1,0.0135935892584721,0.0124867769535731,0.0147985080229348,2.9929775449133444e-05,186
C,50,50,1,0.0136442653620639,0.0125326128420173,0.0148545223264432,2.7895445453784973e-05,185
C,60,50,1,0.0138454071233454,0.0127154070514258,0.0150758286884482,2.5650338876026524e-05,179
C,70,50,1,0.0147277074003391,0.0135093952045283,0.0160558901406111,0.0002097289428695,155
C,80,50,1,0.0180586855754551,0.016507534916983,0.0197555919980301,0.000254191046878,112
C,90,50,1,0.026519492442948,0.0240453575609863,0.0292482021798942,0.036888134546533,57
CD,0,50,0,0.0035920498016148,0.0029858509300749,0.0043213214857171,0.0176920907146911,93
CD,10,50,0,0.0035920498016148,0.0029858509300749,0.0043213214857171,0.0176920907146911,93
CD,20,50,0,0.0035920498016148,0.0029858509300749,0.0043213214857171,0.0176920907146911,93
CD,30,50,0,0.0035920498016148,0.0029858509300749,0.0043213214857171,0.0176920907146911,93
CD,40,50,0,0.0035920498016148,0.0029858509300749,0.0043213214857171,0.0176920907146911,93
CD,50,50,0,0.0035920498016148,0.0029858509300749,0.0043213214857171,0.0176920907146911,93
CD,60,50,0,0.0035996348305683,0.0029921046877969,0.0043305205751277,0.016350336499955,92
CD,70,50,0,0.0037635730591542,0.0031291265700298,0.0045266568336534,0.015908848441229,85
CD,80,50,0,0.0039926393979646,0.0032960498445006,0.0048364466905064,0.0190270795990938,72
CD,90,50,0,0.0051867371563482,0.0041957246952125,0.0064118225773344,0.0929573157274401,42
CD,0,50,1,0.0051167657063944,0.0042532538486925,0.0061555910428865,0.0176920907146911,93
CD,10,50,1,0.0051167657063944,0.0042532538486925,0.0061555910428865,0.0176920907146911,93
CD,20,50,1,0.0051167657063944,0.0042532538486925,0.0061555910428865,0.0176920907146911,93
CD,30,50,1,0.0051167657063944,0.0042532538486925,0.0061555910428865,0.0176920907146911,93
CD,40,50,1,0.0051167657063944,0.0042532538486925,0.0061555910428865,0.0176920907146911,93
CD,50,50,1,0.0051167657063944,0.0042532538486925,0.0061555910428865,0.0176920907146911,93
CD,60,50,1,0.0051497806921393,0.004280623917522,0.006195414894678,0.016350336499955,92
CD,70,50,1,0.00539305059528,0.0044839139950157,0.0064865193122752,0.015908848441229,85
CD,80,50,1,0.0057336362455575,0.0047332976940586,0.0069453870686471,0.0190270795990938,72
CD,90,50,1,0.006935394221137,0.0056102717233403,0.0085735050590282,0.0929573157274401,42
CG,0,50,0,0.003952974978915,0.0033956272318835,0.004601804060589,0.0142856214705429,139
CG,10,50,0,0.003952974978915,0.0033956272318835,0.004601804060589,0.0142856214705429,139
CG,20,50,0,0.003952974978915,0.0033956272318835,0.004601804060589,0.0142856214705429,139
CG,30,50,0,0.003952974978915,0.0033956272318835,0.004601804060589,0.0142856214705429,139
CG,40,50,0,0.003952974978915,0.0033956272318835,0.004601804060589,0.0142856214705429,139
CG,50,50,0,0.0040197726166708,0.0034542703335586,0.0046778538821221,0.014445100050126,136
CG,60,50,0,0.0040949430851773,0.0035190650230417,0.0047650608218508,0.0170327510613073,132
CG,70,50,0,0.0044589994604153,0.0038279243060172,0.0051941142505691,0.0133236175839654,114
CG,80,50,0,0.0053673105215439,0.0046091367400878,0.0062501990848132,0.0178845359007409,90
CG,90,50,0,0.0072705789585146,0.0061680104202457,0.0085702381789895,0.0254830730609647,52
CG,0,50,1,0.0053100050889409,0.0045613235544427,0.006181572893928,0.0142856214705429,139
CG,10,50,1,0.0053100050889409,0.0045613235544427,0.006181572893928,0.0142856214705429,139
CG,20,50,1,0.0053100050889409,0.0045613235544427,0.006181572893928,0.0142856214705429,139
CG,30,50,1,0.0053100050889409,0.0045613235544427,0.006181572893928,0.0142856214705429,139
CG,40,50,1,0.0053100050889409,0.0045613235544427,0.006181572893928,0.0142856214705429,139
CG,50,50,1,0.005397733682984,0.0046383796069101,0.0062814024253242,0.014445100050126,136
CG,60,50,1,0.0054615964621777,0.0046935238610736,0.006355360449547,0.0170327510613073,132
CG,70,50,1,0.0060298406869192,0.0051764468535548,0.0070239258198231,0.0133236175839654,114
CG,80,50,1,0.0071942385335142,0.0061779971568027,0.0083776451758495,0.0178845359007409,90
