buff,spa,cov,region,odds,odds_lb,odds_ub,pvalues,n
C,0,50,0,0.0140047791400084,0.013214975119528,0.0148417864571372,3.099742684753437e-13,264
C,10,50,0,0.0140047791400084,0.013214975119528,0.0148417864571372,3.099742684753437e-13,264
C,20,50,0,0.0140047791400084,0.013214975119528,0.0148417864571372,3.099742684753437e-13,264
C,30,50,0,0.0140047791400084,0.013214975119528,0.0148417864571372,3.099742684753437e-13,264
C,40,50,0,0.0140047791400084,0.013214975119528,0.0148417864571372,3.099742684753437e-13,264
C,50,50,0,0.0140047791400084,0.013214975119528,0.0148417864571372,3.099742684753437e-13,264
C,60,50,0,0.0140577766547489,0.0132641116936469,0.0148989309679485,3.3884006711559783e-13,262
C,70,50,0,0.0146583610579894,0.0138205491428408,0.0155469617513487,8.186784583585904e-13,238
C,80,50,0,0.0171327569890924,0.0161270376400404,0.0182011953217318,5.200284647344233e-12,184
C,90,50,0,0.0245668076689465,0.0229847100335599,0.0262578052175467,9.397745914796475e-08,106
C,0,50,1,0.0201733988122706,0.0190357135028914,0.0213790788339562,3.099742684753437e-13,264
C,10,50,1,0.0201733988122706,0.0190357135028914,0.0213790788339562,3.099742684753437e-13,264
C,20,50,1,0.0201733988122706,0.0190357135028914,0.0213790788339562,3.099742684753437e-13,264
C,30,50,1,0.0201733988122706,0.0190357135028914,0.0213790788339562,3.099742684753437e-13,264
C,40,50,1,0.0201733988122706,0.0190357135028914,0.0213790788339562,3.099742684753437e-13,264
C,50,50,1,0.0201733988122706,0.0190357135028914,0.0213790788339562,3.099742684753437e-13,264
C,60,50,1,0.0202492436620974,0.0191060248176015,0.0214608675955058,3.3884006711559783e-13,262
C,70,50,1,0.0210934094776294,0.019887796536213,0.0223721075676124,8.186784583585904e-13,238
C,80,50,1,0.0246044685520732,0.0231601481714295,0.0261388600905741,5.200284647344233e-12,184
C,90,50,1,0.0335456565084747,0.0313853227542998,0.0358546916784662,9.397745914796475e-08,106
CD,0,50,0,0.0059320350681739,0.0052295625081413,0.0067288688098216,0.0267600645217946,141
CD,10,50,0,0.0059320350681739,0.0052295625081413,0.0067288688098216,0.0267600645217946,141
CD,20,50,0,0.0059320350681739,0.0052295625081413,0.0067288688098216,0.0267600645217946,141
CD,30,50,0,0.0059320350681739,0.0052295625081413,0.0067288688098216,0.0267600645217946,141
CD,40,50,0,0.0059320350681739,0.0052295625081413,0.0067288688098216,0.0267600645217946,141
CD,50,50,0,0.0059320350681739,0.0052295625081413,0.0067288688098216,0.0267600645217946,141
CD,60,50,0,0.0059320350681739,0.0052295625081413,0.0067288688098216,0.0267600645217946,141
CD,70,50,0,0.0060098544961102,0.0052932423014178,0.006823483416722,0.0286696023181955,135
CD,80,50,0,0.0067652621150754,0.0059537779078013,0.007687349476994,0.0646023428342563,116
CD,90,50,0,0.0078663477606339,0.0068338273684901,0.009054871268266,0.0595649754691949,76
CD,0,50,1,0.007551548376112,0.0066572927860806,0.0085659268277929,0.0267600645217946,141
CD,10,50,1,0.007551548376112,0.0066572927860806,0.0085659268277929,0.0267600645217946,141
CD,20,50,1,0.007551548376112,0.0066572927860806,0.0085659268277929,0.0267600645217946,141
CD,30,50,1,0.007551548376112,0.0066572927860806,0.0085659268277929,0.0267600645217946,141
CD,40,50,1,0.007551548376112,0.0066572927860806,0.0085659268277929,0.0267600645217946,141
CD,50,50,1,0.007551548376112,0.0066572927860806,0.0085659268277929,0.0267600645217946,141
CD,60,50,1,0.007551548376112,0.0066572927860806,0.0085659268277929,0.0267600645217946,141
CD,70,50,1,0.0076356666902716,0.0067251934220091,0.0086694020746105,0.0286696023181955,135
CD,80,50,1,0.0083047041253983,0.007308565893174,0.0094366133682699,0.0646023428342563,116
CD,90,50,1,0.0098915834297955,0.0085932348298306,0.0113860990286162,0.0595649754691949,76
CG,0,50,0,0.0070845812884769,0.0064105397007345,0.007829495545794,0.0205037317668685,193
CG,10,50,0,0.0070845812884769,0.0064105397007345,0.007829495545794,0.0205037317668685,193
CG,20,50,0,0.0070845812884769,0.0064105397007345,0.007829495545794,0.0205037317668685,193
CG,30,50,0,0.0070845812884769,0.0064105397007345,0.007829495545794,0.0205037317668685,193
CG,40,50,0,0.0070845812884769,0.0064105397007345,0.007829495545794,0.0205037317668685,193
CG,50,50,0,0.0070930498931712,0.0064183981537463,0.0078386157389831,0.0184729176966866,192
CG,60,50,0,0.0071789454232971,0.0064964135466663,0.0079331860603494,0.0180788125854352,188
CG,70,50,0,0.0074862849633048,0.0067725249844507,0.0082752684826529,0.0234513832468816,177
CG,80,50,0,0.0083573029095844,0.0075544223289811,0.0092455132743377,0.0202329356297199,145
CG,90,50,0,0.0110429016172615,0.009895724526806,0.0123230669768732,0.03564096624924,88
CG,0,50,1,0.0086510934907057,0.0078280107205683,0.0095607199908761,0.0205037317668685,193
CG,10,50,1,0.0086510934907057,0.0078280107205683,0.0095607199908761,0.0205037317668685,193
CG,20,50,1,0.0086510934907057,0.0078280107205683,0.0095607199908761,0.0205037317668685,193
CG,30,50,1,0.0086510934907057,0.0078280107205683,0.0095607199908761,0.0205037317668685,193
CG,40,50,1,0.0086510934907057,0.0078280107205683,0.0095607199908761,0.0205037317668685,193
CG,50,50,1,0.0086909299584585,0.0078642966904,0.009604452440742,0.0184729176966866,192
CG,60,50,1,0.0088037425455103,0.0079667345218162,0.0097286890375705,0.0180788125854352,188
CG,70,50,1,0.0091091665486442,0.00824067723051,0.0100691864139185,0.0234513832468816,177
CG,80,50,1,0.010249624089982,0.0092649494611741,0.0113389494919735,0.0202329356297199,145
