buff,spa,cov,region,odds,odds_lb,odds_ub,pvalues,n
C,0,50,0,0.0131051313230907,0.0117563858954576,0.0146086108879611,3.25287542284336e-05,81
C,10,50,0,0.0131051313230907,0.0117563858954576,0.0146086108879611,3.25287542284336e-05,81
C,20,50,0,0.0131051313230907,0.0117563858954576,0.0146086108879611,3.25287542284336e-05,81
C,30,50,0,0.0131051313230907,0.0117563858954576,0.0146086108879611,3.25287542284336e-05,81
C,40,50,0,0.0131051313230907,0.0117563858954576,0.0146086108879611,3.25287542284336e-05,81
C,50,50,0,0.0131051313230907,0.0117563858954576,0.0146086108879611,3.25287542284336e-05,81
C,60,50,0,0.0131907823840685,0.011830264420184,0.0147077642328088,4.426703057758274e-05,80
C,70,50,0,0.0136777739744449,0.0122555037351538,0.0152651008835626,3.442903433725775e-05,72
C,80,50,0,0.0151326226657857,0.0135254680426499,0.0169307463536904,1.3801221933729124e-05,59
C,90,50,0,0.0193414884601337,0.0171678312448073,0.0217903572395982,0.0007654365904536,41
C,0,50,1,0.0190882225555193,0.0171237132149652,0.02127810923688,3.25287542284336e-05,81
C,10,50,1,0.0190882225555193,0.0171237132149652,0.02127810923688,3.25287542284336e-05,81
C,20,50,1,0.0190882225555193,0.0171237132149652,0.02127810923688,3.25287542284336e-05,81
C,30,50,1,0.0190882225555193,0.0171237132149652,0.02127810923688,3.25287542284336e-05,81
C,40,50,1,0.0190882225555193,0.0171237132149652,0.02127810923688,3.25287542284336e-05,81
C,50,50,1,0.0190882225555193,0.0171237132149652,0.02127810923688,3.25287542284336e-05,81
C,60,50,1,0.0191185902938665,0.0171466689338136,0.0213172888702546,4.426703057758274e-05,80
C,70,50,1,0.0200408939700015,0.0179569607864604,0.0223666708355056,3.442903433725775e-05,72
C,80,50,1,0.0227893937301993,0.0203690545529883,0.0254973280786786,1.3801221933729124e-05,59
C,90,50,1,0.0272031433707103,0.0241459686869116,0.0306473937261644,0.0007654365904536,41
CD,0,50,0,0.0006921162276519,0.0004193451357711,0.0011423165114298,0.6241338988347811,44
CD,10,50,0,0.0006921162276519,0.0004193451357711,0.0011423165114298,0.6241338988347811,44
CD,20,50,0,0.0006921162276519,0.0004193451357711,0.0011423165114298,0.6241338988347811,44
CD,30,50,0,0.0006921162276519,0.0004193451357711,0.0011423165114298,0.6241338988347811,44
CD,40,50,0,0.0006921162276519,0.0004193451357711,0.0011423165114298,0.6241338988347811,44
CD,50,50,0,0.0006921162276519,0.0004193451357711,0.0011423165114298,0.6241338988347811,44
CD,60,50,0,0.0006921162276519,0.0004193451357711,0.0011423165114298,0.6241338988347811,44
CD,70,50,0,0.0006921162276519,0.0004193451357711,0.0011423165114298,0.6241338988347811,44
CD,80,50,0,0.0007731428605242,0.0004681355329704,0.0012768735562259,0.7748781215542437,39
CD,90,50,0,0.0010566816365334,0.0006356805191893,0.0017565051111066,0.4721409196828832,24
CD,0,50,1,0.0007641366903659,0.0004629814926552,0.0012611840663753,0.6241338988347811,44
CD,10,50,1,0.0007641366903659,0.0004629814926552,0.0012611840663753,0.6241338988347811,44
CD,20,50,1,0.0007641366903659,0.0004629814926552,0.0012611840663753,0.6241338988347811,44
CD,30,50,1,0.0007641366903659,0.0004629814926552,0.0012611840663753,0.6241338988347811,44
CD,40,50,1,0.0007641366903659,0.0004629814926552,0.0012611840663753,0.6241338988347811,44
CD,50,50,1,0.0007641366903659,0.0004629814926552,0.0012611840663753,0.6241338988347811,44
CD,60,50,1,0.0007641366903659,0.0004629814926552,0.0012611840663753,0.6241338988347811,44
CD,70,50,1,0.0007641366903659,0.0004629814926552,0.0012611840663753,0.6241338988347811,44
CD,80,50,1,0.0008199412730248,0.000496471822286,0.0013541628367021,0.7748781215542437,39
CD,90,50,1,0.0012456760412071,0.0007493761273395,0.0020706675099812,0.4721409196828832,24
CG,0,50,0,0.0071555490405461,0.0059276643447348,0.008637783635158,0.8049082240738077,55
CG,10,50,0,0.0071555490405461,0.0059276643447348,0.008637783635158,0.8049082240738077,55
CG,20,50,0,0.0071555490405461,0.0059276643447348,0.008637783635158,0.8049082240738077,55
CG,30,50,0,0.0071555490405461,0.0059276643447348,0.008637783635158,0.8049082240738077,55
CG,40,50,0,0.0071555490405461,0.0059276643447348,0.008637783635158,0.8049082240738077,55
CG,50,50,0,0.0071555490405461,0.0059276643447348,0.008637783635158,0.8049082240738077,55
CG,60,50,0,0.0071555490405461,0.0059276643447348,0.008637783635158,0.8049082240738077,55
CG,70,50,0,0.007297971334673,0.0060456002301261,0.0088097762958761,0.8321070343224413,54
CG,80,50,0,0.007873828827764,0.0065104507699609,0.0095227170282864,0.8934025744350933,46
CG,90,50,0,0.0100254908981532,0.0081181308933666,0.0123809863463867,0.869731143810994,30
CG,0,50,1,0.0074481820542618,0.0061700818408159,0.0089910340486004,0.8049082240738077,55
CG,10,50,1,0.0074481820542618,0.0061700818408159,0.0089910340486004,0.8049082240738077,55
CG,20,50,1,0.0074481820542618,0.0061700818408159,0.0089910340486004,0.8049082240738077,55
CG,30,50,1,0.0074481820542618,0.0061700818408159,0.0089910340486004,0.8049082240738077,55
CG,40,50,1,0.0074481820542618,0.0061700818408159,0.0089910340486004,0.8049082240738077,55
CG,50,50,1,0.0074481820542618,0.0061700818408159,0.0089910340486004,0.8049082240738077,55
CG,60,50,1,0.0074481820542618,0.0061700818408159,0.0089910340486004,0.8049082240738077,55
CG,70,50,1,0.0075532954870531,0.0062571093856982,0.0091179919029608,0.8321070343224413,54
CG,80,50,1,0.0080489923429416,0.0066552841753096,0.0097345621960191,0.8934025744350933,46
CG,90,50,1,0.0097361370753005,0.0078838269343608,0.0120236486592443,0.869731143810994,30
