T,E,dE/dT
0.001,-0.6349969388022348,1620.733097954861
0.0010136979358233316,-0.6127962408396997,836.5305715057802
0.0010277763503106245,-0.6123662049559683,23.417834549803956
0.0010422513191873537,-0.6121333152719429,15.79882684247059
0.0010571398367433234,-0.6119025398588724,45.35616163076338
0.0010724598823917304,-0.6107370300284198,53.18499271199835
0.0010882304931007654,-0.6102699159517343,15.804372247359424
0.0011044718423112714,-0.6102443016268567,11.331820529809193
0.001121205326028327,-0.609886504333954,27.071260053646256
0.0011384536568592985,-0.6093184228903662,28.00000009929863
0.0011562409668674464,-0.6089109097139281,19.99931675431435
0.0011745929202205377,-0.6085990018632524,13.412331709299906
0.0011935368367402895,-0.6084149962354979,10.132644026436537
0.0012131018276034763,-0.6082082752322513,23.52425907904035
0.0012333189446123128,-0.6074619689385042,20.43994612271672
0.0012542213446439239,-0.6073907567676319,9.42910108542128
0.0012758444711107432,-0.6070521610582389,14.7127953921281
0.001298226254520766,-0.6067447823485368,8.86626734962374
0.0013214073345249808,-0.606656108077316,40.37763558652841
0.0013454313061865295,-0.6047760143579722,46.94008034946273
0.0013703449936112294,-0.6044157323945011,9.865791444623028
0.0013961987545529756,-0.6042839563635863,12.76234706397372
0.0014230468201634197,-0.6037275968451665,46.83573041356067
0.0014509476747092958,-0.601663689268448,87.99872880901057
0.0014799644808524595,-0.5986869847631111,78.17622073920211
0.0015101655570010969,-0.5970932532591492,39.654304939356734
0.0015416249143252367,-0.5962755789396825,50.43024196049919
0.0015744228623220395,-0.5937859227708111,75.57185494566329
0.0016086466933615065,-0.5912116008444668,50.20657216024938
0.0016443914584974482,-0.5903508181305456,12.719422623051287
0.0016817608490619638,-0.5903193877677111,3.367628251597125
0.0017208682012625127,-0.5900842865590776,12.920788249881298
0.0017618376442802178,-0.5892583891267549,18.652737103668187
0.00180480541636739,-0.5885247940302659,14.305706073208057
0.0018499213783414205,-0.5880104763173603,16.687571154994657
0.0018973507599017992,-0.5869553445946646,33.86362697764616
0.0019472761816545531,-0.5846541692924914,35.81001381913393
0.0019999000049997495,-0.5833400455591011,17.748972589537516
0.0020554470736266696,-0.5827776495593702,7.189014285736448
0.0021141679249298963,-0.5825377384987641,6.817761722217256
0.0021763425680842298,-0.5819339853712845,17.09830309751578
0.0022422849489652915,-0.5802897981630292,21.028079581873044
0.0023123482521459526,-0.579107242302848,15.611921519004682
0.002386931228963152,-0.5780434091018123,17.239643333434287
0.0024664857910419898,-0.5764193901241591,15.003188768965629
0.0025515261746933424,-0.5756353712549355,7.312673835625901
0.002642640068851487,-0.5751552190978414,11.604712573223878
0.002740502215547905,-0.5733536932597303,15.3807321523459
0.002845891148509368,-0.5720764050569681,10.298700831507176
0.002959709948425054,-0.5711280688312778,9.934565796884726
0.0030830121862306004,-0.569689048198826,15.070700184986663
0.0032170346331167627,-0.5671739387818884,12.897769025765228
0.003363238889949369,-0.5662242262492786,9.047637615881513
0.0035233649087138995,-0.5643279382509678,12.304671378682997
0.0036995005674233974,-0.5620710977137224,16.172856790566584
0.0038941732117719796,-0.5581997939291915,20.678258286126947
0.004110471704401537,-0.5535367707961586,21.409940276482985
0.004352211541006359,-0.5484012123953543,25.851090615461317
0.004624161870660942,-0.5399615709230826,24.226638311353327
0.004932363301883963,-0.5348725108717115,19.237386393804627
0.005284581875312432,-0.5269997671595967,22.525731099541076
0.005690972502605157,-0.5177639985891725,19.970520549562423
0.006165074022544174,-0.5098201677930145,18.44810976412657
0.006725346832497965,-0.49836353765498825,17.818514258977814
0.007397632757517593,-0.4885058372919797,22.017572739041697
0.008219254158220642,-0.46303074725346377,29.97560527003384
0.009246185948296326,-0.4335702432757744,25.364705444683636
0.010566371807777706,-0.4057241648969541,19.586104999143487
0.012326348402571874,-0.37478759710037846,17.259051373245136
0.01478979504142142,-0.33337002139325733,15.347292127906996
0.018483826651679778,-0.2847949010668986,9.396914286143407
0.024637512277138715,-0.26543858819957633,2.7780537708905158
0.03693351966460371,-0.24030709780561899,1.7342484761278298
0.07373088227967915,-0.2105875365242475,0.8061713665178931
20.0,-0.15181448436804426,0.0029495261661369758
