T,E,dE/dT
0.001,0.03425850290369625,645.2728332030272
0.0010136979358233316,0.04309740876145068,342.729761096477
0.0010277763503106245,0.04354486507348923,29.8316465453388
0.0010422513191873537,0.043947633651600766,21.26415175865077
0.0010571398367433234,0.04416375057924831,15.740240523469765
0.0010724598823917304,0.044424195884593336,22.195222045604396
0.0010882304931007654,0.04485856474427069,30.35412914574931
0.0011044718423112714,0.045398577228050345,30.835258995715094
0.001121205326028327,0.04587294025524284,17.809567723923237
0.0011384536568592985,0.045992760218815903,9.026163429715552
0.0011562409668674464,0.04619145421043843,20.407245337502218
0.0011745929202205377,0.046740859472252504,2.0505162446811482
0.0011935368367402895,0.046234381792244636,-10.664881631835215
0.0012131018276034763,0.046350456031665196,6.077324181698486
0.0012333189446123128,0.04647634225941236,11.732821796861117
0.0012542213446439239,0.04684057837882472,19.440290300336528
0.0012758444711107432,0.0473060050400948,12.727861020931641
0.001298226254520766,0.04738708536935962,13.996407629418968
0.0013214073345249808,0.04796060105588337,30.75409276630569
0.0013454313061865295,0.04884915552027454,23.372544234638553
0.0013703449936112294,0.04907972558912253,8.922480356148526
0.0013961987545529756,0.049301490569764406,11.865226884165281
0.0014230468201634197,0.049711708103937435,23.945907465636537
0.0014509476747092958,0.05063110931388179,28.07566143087797
0.0014799644808524595,0.05129860690544289,4.079140409116121
0.0015101655570010969,0.05082692878891466,-7.433137013682085
0.0015416249143252367,0.05086130306434654,1.9241066261007518
0.0015744228623220395,0.05095283999501932,0.11405987687828656
0.0016086466933615065,0.0508611478001401,5.305939318888704
0.0016443914584974482,0.05134891856287061,11.108603874869118
0.0016817608490619638,0.051664912208620455,7.6890243815753365
0.0017208682012625127,0.05193422234357239,5.558604771620367
0.0017618376442802178,0.052104964664155616,5.395348739385099
0.00180480541636739,0.052392119645641416,8.22884216457328
0.0018499213783414205,0.052836599217337014,11.033391019613873
0.0018973507599017992,0.05341881516094879,9.629937508956004
0.0019472761816545531,0.0537605658841842,15.879773331564024
0.0019999000049997495,0.0550973492534092,14.33680251243294
0.0020554470736266696,0.055244897426959885,6.199249114627321
0.0021141679249298963,0.05582885631061085,10.320401395764463
0.0021763425680842298,0.05649525925286173,2.3088110623014018
0.0022422849489652915,0.05605936518447339,6.05779044143037
0.0023123482521459526,0.057426823379458064,10.635808968446781
0.002386931228963152,0.05751492148692941,2.470711651924944
0.0024664857910419898,0.05782090187304269,7.683279691901305
0.0025515261746933424,0.05882310140498608,10.468766407280498
0.002642640068851487,0.05964846081163208,7.425911070220707
0.002740502215547905,0.06020356981805456,6.133139411987827
0.002845891148509368,0.06090223119197028,4.313512771537262
0.002959709948425054,0.06110851902096939,6.84747291810433
0.0030830121862306004,0.06262538875780675,7.956828815584458
0.0032170346331167627,0.0630587942997989,8.937310231720886
0.003363238889949369,0.06527513440382227,12.355157723766041
0.0035233649087138995,0.06676176147135843,8.495280442941095
0.0036995005674233974,0.06810525135362105,7.831190076676563
0.0038941732117719796,0.06967357739426783,10.706542996278216
0.004110471704401537,0.07262632945466764,14.41384237584191
0.004352211541006359,0.07631675263281561,6.611030320874647
0.004624161870660942,0.07546672654736754,0.5068200468634387
0.004932363301883963,0.07689170168911448,6.878671740148164
0.005284581875312432,0.08022224675873633,9.984767577852963
0.005690972502605157,0.0845279438564932,7.791652706268451
0.006165074022544174,0.08667147923287163,2.9803491393605412
0.006725346832497965,0.08732104217486353,2.3880917011818
0.007397632757517593,0.08991772505716153,4.492035262355216
0.008219254158220642,0.0942406440287612,6.095404239822514
0.009246185948296326,0.10157062856398816,5.964137149864779
0.010566371807777706,0.10745255930137329,3.5169243745370373
0.012326348402571874,0.11144038806494129,2.0867928392388677
0.01478979504142142,0.1159637123080547,2.2038965472806797
0.018483826651679778,0.12614189915666166,2.3363166029222846
0.024637512277138715,0.1362237611527876,1.545319403432993
0.03693351966460371,0.15293943775019014,1.1993071627277438
0.07373088227967915,0.17943689456630396,0.718768687367996
20.0,0.2315035511869321,0.0026129656441468796
