buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.223725629429583,1.0212220516375283,1.4666780300683986,0.0289622480603974,105
C,10,50,1.223725629429583,1.0212220516375283,1.4666780300683986,0.0289622480603974,105
C,20,50,1.223725629429583,1.0212220516375283,1.4666780300683986,0.0289622480603974,105
C,30,50,1.223725629429583,1.0212220516375283,1.4666780300683986,0.0289622480603974,105
C,40,50,1.223725629429583,1.0212220516375283,1.4666780300683986,0.0289622480603974,105
C,50,50,1.223725629429583,1.0212220516375283,1.4666780300683986,0.0289622480603974,105
C,60,50,1.2165269053343162,1.0140984589384925,1.4593629428757966,0.0346864492964786,102
C,70,50,1.2275250649631777,1.0202013400267558,1.4769807938826427,0.0294805674403935,93
C,80,50,1.2271568626767932,1.016128685406095,1.4814183893292645,0.033420083193292,74
C,90,50,1.1916036440887825,0.9723883668012469,1.4593629428757966,0.0904554672078961,54
