buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.5820160267766596,1.3218073438695392,1.8926917079807224,5.528492696971199e-07,243
C,10,50,1.5820160267766596,1.3218073438695392,1.8926917079807224,5.528492696971199e-07,243
C,20,50,1.5820160267766596,1.3218073438695392,1.8926917079807224,5.528492696971199e-07,243
C,30,50,1.5812252164823202,1.3218073438695392,1.8926917079807224,5.673859051480434e-07,242
C,40,50,1.5864518789465825,1.325778719986792,1.8983783087408552,4.930443915363014e-07,241
C,50,50,1.562832687555991,1.3060404463306543,1.8701151378240852,1.1445680732080632e-06,235
C,60,50,1.5736535220474963,1.3139002448247392,1.8851360625139248,8.969327693897355e-07,226
C,70,50,1.541567876291961,1.28017911277827,1.8570700429587728,5.01880785330755e-06,185
C,80,50,1.516340702852916,1.2523227161918644,1.8367542143941895,2.0811670568887664e-05,140
C,90,50,1.403683706565198,1.1241194296905368,1.752424048424499,0.0027354643373522,69
