buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.295245172984291,1.1084914090760072,1.5128571268843944,0.0010946407654155,186
C,10,50,1.295245172984291,1.1084914090760072,1.5128571268843944,0.0010946407654155,186
C,20,50,1.295245172984291,1.1084914090760072,1.5128571268843944,0.0010946407654155,186
C,30,50,1.295245172984291,1.1084914090760072,1.5128571268843944,0.0010946407654155,186
C,40,50,1.295245172984291,1.1084914090760072,1.5128571268843944,0.0010946407654155,186
C,50,50,1.2980978491580686,1.1118218765065309,1.515885868870569,0.0009983191327638,185
C,60,50,1.303822063731362,1.1151623503414478,1.523484278408754,0.0008468794817508,179
C,70,50,1.2564622075594662,1.0725081812542163,1.4725564912731357,0.0046986327891453,155
C,80,50,1.2644029064046092,1.0725081812542163,1.4918246976412703,0.0053198478996308,112
C,90,50,1.1068299183919357,0.9203511472201248,1.3310924552522916,0.2805877276531334,57
