buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.3948682969111954,1.1062766417634236,1.759447782721815,0.0049541499975718,81
C,10,50,1.3948682969111954,1.1062766417634236,1.759447782721815,0.0049541499975718,81
C,20,50,1.3948682969111954,1.1062766417634236,1.759447782721815,0.0049541499975718,81
C,30,50,1.3948682969111954,1.1062766417634236,1.759447782721815,0.0049541499975718,81
C,40,50,1.3948682969111954,1.1062766417634236,1.759447782721815,0.0049541499975718,81
C,50,50,1.4021405034053205,1.1096004549155825,1.771807124429574,0.0045539612001832,80
C,60,50,1.4071973060009062,1.1129342544793257,1.780688344599613,0.0043994924567998,76
C,70,50,1.4117075499216414,1.1118218765065309,1.7914045912584664,0.0046257848668633,68
C,80,50,1.4506329812931589,1.1354170177814864,1.8533596145380853,0.0029779974904748,53
C,90,50,1.3486444811780307,1.0397704836501578,1.7489227028403491,0.0239456594347298,39
