buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.510287454608988,1.291752727939704,1.7664996682211895,2.391567897053193e-07,261
C,10,50,1.510287454608988,1.291752727939704,1.7664996682211895,2.391567897053193e-07,261
C,20,50,1.510287454608988,1.291752727939704,1.7664996682211895,2.391567897053193e-07,261
C,30,50,1.510287454608988,1.291752727939704,1.7664996682211895,2.391567897053193e-07,261
C,40,50,1.510287454608988,1.291752727939704,1.7664996682211895,2.391567897053193e-07,261
C,50,50,1.510287454608988,1.291752727939704,1.7664996682211895,2.391567897053193e-07,261
C,60,50,1.5104384909061377,1.291752727939704,1.7664996682211895,2.469498425750061e-07,251
C,70,50,1.5012528607666262,1.2814599321940212,1.759447782721815,5.19411498700606e-07,219
C,80,50,1.486761106651897,1.263644492207778,1.7489227028403491,1.7013805595489373e-06,162
C,90,50,1.4337594778909826,1.1972173631218102,1.717723727336547,9.191477222314504e-05,92
