buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264
C,10,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264
C,20,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264
C,30,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264
C,40,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264
C,50,50,1.3832004766688617,1.2398618969660615,1.543418868116487,6.791526230287559e-09,264
C,60,50,1.3847228343364102,1.2411023790006717,1.5449630589513383,6.398296115150971e-09,262
C,70,50,1.383477144430049,1.2373846512436006,1.5465087947493774,1.149847816961369e-08,238
C,80,50,1.365062206328003,1.2177440407059084,1.5311207751332474,9.875499684675049e-08,184
C,90,50,1.2896875761370084,1.1354170177814864,1.46521208513296,9.500770267156788e-05,106
