buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.3858310558333728,1.2140962829562332,1.5824907027825337,1.338165855901963e-06,183
C,10,50,1.3858310558333728,1.2140962829562332,1.5824907027825337,1.338165855901963e-06,183
C,20,50,1.3858310558333728,1.2140962829562332,1.5824907027825337,1.338165855901963e-06,183
C,30,50,1.3858310558333728,1.2140962829562332,1.5824907027825337,1.338165855901963e-06,183
C,40,50,1.3858310558333728,1.2140962829562332,1.5824907027825337,1.338165855901963e-06,183
C,50,50,1.3858310558333728,1.2140962829562332,1.5824907027825337,1.338165855901963e-06,183
C,60,50,1.389855798952138,1.2177440407059084,1.587245303225596,1.0880845511263004e-06,182
C,70,50,1.383477144430049,1.2092495976572517,1.5824907027825337,2.1477550451454164e-06,166
C,80,50,1.3495888628098645,1.1746849688138716,1.5496049074195088,2.235197866418126e-05,125
C,90,50,1.2623814793272614,1.078962574157284,1.4769807938826427,0.0035455050085297,65
