buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.5395651401133494,1.325778719986792,1.7878253624977862,1.6808610059371176e-08,348
C,10,50,1.5395651401133494,1.325778719986792,1.7878253624977862,1.6808610059371176e-08,348
C,20,50,1.5395651401133494,1.325778719986792,1.7878253624977862,1.6808610059371176e-08,348
C,30,50,1.5392572578745771,1.3244536039352577,1.7878253624977862,1.7203650948260932e-08,347
C,40,50,1.542493094555459,1.3271051618171572,1.7914045912584664,1.5137299413936492e-08,346
C,50,50,1.5268396333583714,1.3139002448247392,1.773579817752941,3.2575296238235296e-08,340
C,60,50,1.5423388529582116,1.325778719986792,1.7931968918506624,1.8550797564742535e-08,325
C,70,50,1.529743386353552,1.311275070384588,1.7860384307500734,7.085080588886683e-08,276
C,80,50,1.491526362536247,1.2712491503214047,1.7506725002961012,9.486583645301748e-07,206
C,90,50,1.355540137008078,1.134282168283025,1.6209299050120742,0.000840805643131,116
