buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.376439372566073,1.1308844209474893,1.6753129773975874,0.0014626181847485,81
C,10,50,1.376439372566073,1.1308844209474893,1.6753129773975874,0.0014626181847485,81
C,20,50,1.376439372566073,1.1308844209474893,1.6753129773975874,0.0014626181847485,81
C,30,50,1.376439372566073,1.1308844209474893,1.6753129773975874,0.0014626181847485,81
C,40,50,1.376439372566073,1.1308844209474893,1.6753129773975874,0.0014626181847485,81
C,50,50,1.376439372566073,1.1308844209474893,1.6753129773975874,0.0014626181847485,81
C,60,50,1.3724534807222504,1.1263699182883529,1.6719656998361128,0.0017010487697071,80
C,70,50,1.3818179675619553,1.1308844209474893,1.6887692344784635,0.0015831149040026,72
C,80,50,1.3943104611670176,1.1376901241657316,1.7091565445052328,0.0013600398104747,59
C,90,50,1.3255135907566014,1.0618365465453596,1.65367486118276,0.0126312544456084,41
