buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.390133797910898,1.2056272850499248,1.603197383726574,5.6254228233409975e-06,300
C,10,50,1.390133797910898,1.2056272850499248,1.603197383726574,5.6254228233409975e-06,300
C,20,50,1.390133797910898,1.2056272850499248,1.603197383726574,5.6254228233409975e-06,300
C,30,50,1.390133797910898,1.2056272850499248,1.603197383726574,5.6254228233409975e-06,300
C,40,50,1.390133797910898,1.2056272850499248,1.603197383726574,5.6254228233409975e-06,300
C,50,50,1.392916847628754,1.208040952482902,1.6064069870274604,4.947540110489257e-06,298
C,60,50,1.3938922307663644,1.208040952482902,1.608014197485783,5.164303749083388e-06,279
C,70,50,1.381127231276636,1.1936310931271388,1.5983949987546404,1.4378515504454016e-05,232
C,80,50,1.3540498626585304,1.1641602364321124,1.5745979974750188,8.672973796097772e-05,174
C,90,50,1.3883277981278177,1.1641602364321124,1.655329363157055,0.0002653199242033,80
CD,0,50,1.456738452328725,0.9607894391523232,2.2078076288406328,0.0763945572235531,156
CD,10,50,1.456738452328725,0.9607894391523232,2.2078076288406328,0.0763945572235531,156
CD,20,50,1.456738452328725,0.9607894391523232,2.2078076288406328,0.0763945572235531,156
CD,30,50,1.4579043093712258,0.9617507091463668,2.210016540741348,0.0757329171458334,155
CD,40,50,1.4579043093712258,0.9617507091463668,2.210016540741348,0.0757329171458334,155
CD,50,50,1.4609691253513648,0.9636761353490536,2.2144409968040746,0.0740992581363804,152
CD,60,50,1.4614074818391558,0.9636761353490536,2.2144409968040746,0.0739374885700347,149
CD,70,50,1.4643332215673155,0.9656054162575664,2.218874310633741,0.0723356197600848,135
CD,80,50,1.5878803283434426,1.0366558464909237,2.4326957387976567,0.033753851857611,107
CD,90,50,1.513159728568931,0.9417645335842488,2.4302642590013805,0.0868966684605325,64
CG,0,50,1.4180745488996822,1.034584606728118,1.944490521336831,0.0301586865380414,228
CG,10,50,1.4180745488996822,1.034584606728118,1.944490521336831,0.0301586865380414,228
CG,20,50,1.4180745488996822,1.034584606728118,1.944490521336831,0.0301586865380414,228
CG,30,50,1.4180745488996822,1.034584606728118,1.944490521336831,0.0301586865380414,228
CG,40,50,1.4162322497400237,1.0325175053051183,1.9425470027367544,0.0307726695678509,227
CG,50,50,1.4162322497400237,1.0325175053051183,1.9425470027367544,0.0307726695678509,227
CG,60,50,1.411425236643926,1.0294245944751308,1.934792334402032,0.032435668372569,217
CG,70,50,1.4074787736079288,1.026340948473442,1.9309266167394623,0.0339218024243848,190
CG,80,50,1.4005989968356232,1.0110607224447197,1.938665791236518,0.0424582903137336,142
CG,90,50,1.4820110752142706,1.0366558464909237,2.119118075482217,0.0309278317982204,68
