buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.343260678038001,1.2373846512436006,1.4579043093712258,1.4837020501090592e-12,401
C,10,50,1.343260678038001,1.2373846512436006,1.4579043093712258,1.4837020501090592e-12,401
C,20,50,1.343260678038001,1.2373846512436006,1.4579043093712258,1.4837020501090592e-12,401
C,30,50,1.343260678038001,1.2373846512436006,1.4579043093712258,1.4837020501090592e-12,401
C,40,50,1.343260678038001,1.2373846512436006,1.4579043093712258,1.4837020501090592e-12,401
C,50,50,1.3424549633697502,1.2373846512436006,1.456447133771086,1.6651124923328098e-12,400
C,60,50,1.3458152994480976,1.2398618969660615,1.4608230357434318,1.1437517599688365e-12,392
C,70,50,1.3395048088102477,1.2324449985302548,1.4549914146182013,5.200284647344233e-12,348
C,80,50,1.3255135907566014,1.2165269053343162,1.444842038973879,1.2510970037737934e-10,271
C,90,50,1.4018601033455802,1.272521035308229,1.5449630589513383,9.426459612882354e-12,143
CD,0,50,1.4307517422152138,1.1900555658203626,1.719442310212106,0.0001356325036243,211
CD,10,50,1.4307517422152138,1.1900555658203626,1.719442310212106,0.0001356325036243,211
CD,20,50,1.4307517422152138,1.1900555658203626,1.719442310212106,0.0001356325036243,211
CD,30,50,1.4307517422152138,1.1900555658203626,1.719442310212106,0.0001356325036243,211
CD,40,50,1.4307517422152138,1.1900555658203626,1.719442310212106,0.0001356325036243,211
CD,50,50,1.4311810321281455,1.191246216612358,1.719442310212106,0.0001334516740594,210
CD,60,50,1.437923415167692,1.1960207441678836,1.7280610506585812,0.0001092826421531,207
CD,70,50,1.4300365451582704,1.188866105084032,1.719442310212106,0.0001476434562193,197
CD,80,50,1.4370609198930486,1.191246216612358,1.7332530178673953,0.0001530916737397,166
CD,90,50,1.457612757665494,1.1841201389239695,1.7931968918506624,0.0003765440759033,102
CG,0,50,1.3305601247433902,1.1479755502741786,1.5418762207006325,0.0001482396731857,300
CG,10,50,1.3305601247433902,1.1479755502741786,1.5418762207006325,0.0001482396731857,300
CG,20,50,1.3305601247433902,1.1479755502741786,1.5418762207006325,0.0001482396731857,300
CG,30,50,1.3305601247433902,1.1479755502741786,1.5418762207006325,0.0001482396731857,300
CG,40,50,1.3305601247433902,1.1479755502741786,1.5418762207006325,0.0001482396731857,300
CG,50,50,1.3305601247433902,1.1479755502741786,1.5418762207006325,0.0001482396731857,300
CG,60,50,1.3292302296770049,1.1468281485203982,1.540335115161127,0.0001587287315509,294
CG,70,50,1.336160229254635,1.152576648537005,1.5496049074195088,0.0001240404822309,272
CG,80,50,1.354862536353854,1.1653249789427378,1.5745979974750188,7.432454041467196e-05,215
CG,90,50,1.3950077907154603,1.1841201389239695,1.6437825187200612,6.979016502417501e-05,118
