buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303
C,10,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303
C,20,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303
C,30,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303
C,40,50,1.3040828542222882,1.1829366106478107,1.4376358592412095,1.0433913555374374e-07,303
C,50,50,1.3029097076486336,1.1817542653083617,1.4361989419603518,1.1707796665483273e-07,302
C,60,50,1.3064323172422512,1.1841201389239695,1.4405140081492172,8.991920785739184e-08,294
C,70,50,1.294597712276465,1.1723379466807176,1.430465620479898,3.7151970166959813e-07,259
C,80,50,1.2689629600393513,1.143392819644647,1.4077602975141026,6.763450591584785e-06,196
C,90,50,1.3937528485125166,1.2361478850785037,1.571451948577649,5.9599035484581015e-08,93
CD,0,50,1.5629889786391706,1.2548298679402794,1.9464359844275916,6.579528036088078e-05,152
CD,10,50,1.5629889786391706,1.2548298679402794,1.9464359844275916,6.579528036088078e-05,152
CD,20,50,1.5629889786391706,1.2548298679402794,1.9464359844275916,6.579528036088078e-05,152
CD,30,50,1.5629889786391706,1.2548298679402794,1.9464359844275916,6.579528036088078e-05,152
CD,40,50,1.5629889786391706,1.2548298679402794,1.9464359844275916,6.579528036088078e-05,152
CD,50,50,1.5636142992864182,1.256085325432344,1.9464359844275916,6.496786321896764e-05,151
CD,60,50,1.5734961645632968,1.263644492207778,1.9601088354664575,5.121763294813064e-05,148
CD,70,50,1.5659614806812974,1.256085325432344,1.952284060108339,6.748012566437644e-05,139
CD,80,50,1.582807232575014,1.263644492207778,1.9817890552569948,6.201748114853523e-05,115
CD,90,50,1.5958396116114968,1.2448312766875311,2.0462318913749398,0.000227806349859,71
CG,0,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227
CG,10,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227
CG,20,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227
CG,30,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227
CG,40,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227
CG,50,50,1.4657982871996105,1.2275250649631777,1.7506725002961012,2.357777920569681e-05,227
CG,60,50,1.4644796622113827,1.2262981534562103,1.7489227028403491,2.531195443711276e-05,221
CG,70,50,1.4769807938826427,1.2361478850785037,1.7647340515084595,1.762750063694085e-05,202
CG,80,50,1.507420632788396,1.257342039009839,1.8076000026120045,9.079861926331034e-06,154
CG,90,50,1.5937663680167202,1.3060404463306543,1.944490521336831,4.539864359109913e-06,79
