buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.353643708625884,1.2128827935191195,1.5098344363287448,6.163216581533959e-08,550
C,10,50,1.353643708625884,1.2128827935191195,1.5098344363287448,6.163216581533959e-08,550
C,20,50,1.3512093415380155,1.2104594520812997,1.508325356558058,7.366276499887192e-08,548
C,30,50,1.3495888628098645,1.2092495976572517,1.5053117204855595,8.461512046586962e-08,547
C,40,50,1.342992052765816,1.2032184401276953,1.499302500056767,1.394282835853744e-07,540
C,50,50,1.3348247368828572,1.1960207441678836,1.4903336186074023,2.591011889485628e-07,526
C,60,50,1.3255135907566014,1.1864907490217118,1.4799377114022885,5.557275675194262e-07,489
C,70,50,1.2951156549430027,1.1571961880507962,1.4491830733866446,6.2132394840208605e-06,420
C,80,50,1.3399067205366355,1.1924380586506695,1.5053117204855595,8.923674930105818e-07,305
C,90,50,1.464186795566581,1.2827420330698114,1.6702945698405354,1.53147134973608e-08,160
CD,0,50,1.3679318490315369,1.0898063283051287,1.717723727336547,0.0068716746367958,308
CD,10,50,1.3679318490315369,1.0898063283051287,1.717723727336547,0.0068716746367958,308
CD,20,50,1.3919421470204274,1.1073834717279334,1.7489227028403491,0.0045113533830847,307
CD,30,50,1.3919421470204274,1.1073834717279334,1.7489227028403491,0.0045113533830847,307
CD,40,50,1.3883277981278177,1.1051709180756475,1.743683797019738,0.0048323809841535,304
CD,50,50,1.3859696458683426,1.1029627851085078,1.7419409847740754,0.0051261137453424,297
CD,60,50,1.3658814894121465,1.086541808548238,1.7160068621848583,0.0074952451507748,286
CD,70,50,1.3547270568743055,1.0757305369147034,1.705741647451575,0.0099373997961971,261
CD,80,50,1.4237582068329389,1.1252441113673424,1.8021853286760767,0.0033033702368514,206
CD,90,50,1.5736535220474963,1.2068335153496053,2.052379804307529,0.0008228257039051,119
CG,0,50,1.347431247182162,1.1162780704588713,1.6257999962113414,0.0018899639869343,407
CG,10,50,1.347431247182162,1.1162780704588713,1.6257999962113414,0.0018899639869343,407
CG,20,50,1.347431247182162,1.1162780704588713,1.6257999962113414,0.0018899639869343,407
CG,30,50,1.355540137008078,1.1229958721332547,1.6372205213891702,0.0015615233162689,405
CG,40,50,1.354320699713865,1.1218734375719384,1.6355841192052398,0.0016160180684188,404
CG,50,50,1.350263825967997,1.1185128606450452,1.6306847196215488,0.0017962693862949,402
CG,60,50,1.3463537332474576,1.1151623503414478,1.6257999962113414,0.0020083143906557,379
CG,70,50,1.3425892155785857,1.1107106103557052,1.6225516456522613,0.0023345514044279,333
CG,80,50,1.329363159346345,1.0963648220808169,1.612845483383623,0.0038158129712713,264
CG,90,50,1.4444086513735774,1.168826203089869,1.78425328504094,0.0006544089469904,139
