buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.3095715203405334,1.1948253212348008,1.4361989419603518,9.925327226767422e-09,416
C,10,50,1.3095715203405334,1.1948253212348008,1.4361989419603518,9.925327226767422e-09,416
C,20,50,1.3095715203405334,1.1948253212348008,1.4361989419603518,9.925327226767422e-09,416
C,30,50,1.3085242820754197,1.1936310931271388,1.4347634608785558,1.1035099722889186e-08,415
C,40,50,1.3085242820754197,1.1936310931271388,1.4347634608785558,1.1035099722889186e-08,415
C,50,50,1.3021281963008942,1.187677833213906,1.4276075482638448,2.1935369964865004e-08,406
C,60,50,1.299266663109694,1.1841201389239695,1.42618065428148,3.1122835419949986e-08,389
C,70,50,1.2777490817245267,1.1629966580818203,1.4049475905635938,3.7151970166959813e-07,335
C,80,50,1.2589776465751212,1.1399677813119904,1.3909681284637805,5.652163607594574e-06,243
C,90,50,1.4233311434336018,1.26617431016688,1.5999941932173602,3.142034632475088e-09,113
CD,0,50,1.5764886492361672,1.285310084331195,1.934792334402032,1.3125638394617669e-05,220
CD,10,50,1.5764886492361672,1.285310084331195,1.934792334402032,1.3125638394617669e-05,220
CD,20,50,1.5764886492361672,1.285310084331195,1.934792334402032,1.3125638394617669e-05,220
CD,30,50,1.6175295238613971,1.3165306748676215,1.9877433493982577,4.830909390740601e-06,219
CD,40,50,1.6134907506218206,1.3125870013111085,1.98377183553716,5.415813561393534e-06,218
CD,50,50,1.6035180552694048,1.304735058686928,1.9699339218909295,7.155829737648389e-06,215
CD,60,50,1.5793288842494408,1.2840254166877414,1.940605426683842,1.4378515504454016e-05,203
CD,70,50,1.5541052840431162,1.2623814793272614,1.91362624563612,3.238678224226632e-05,187
CD,80,50,1.562832687555991,1.263644492207778,1.932858509141412,3.821746962562322e-05,152
CD,90,50,1.5698812820932024,1.2361478850785037,1.9937155332430825,0.0002164506009811,88
CG,0,50,1.4237582068329389,1.2044222603776298,1.6820276496988864,3.310257660404936e-05,303
CG,10,50,1.4237582068329389,1.2044222603776298,1.6820276496988864,3.310257660404936e-05,303
CG,20,50,1.4237582068329389,1.2044222603776298,1.6820276496988864,3.310257660404936e-05,303
CG,30,50,1.4387864280947802,1.2165269053343162,1.7006320906765495,2.0534347042300283e-05,301
CG,40,50,1.4367735364483725,1.215310986489731,1.6989323086185506,2.2055143571675373e-05,300
CG,50,50,1.434046258463662,1.2128827935191195,1.69553783960182,2.432209367841942e-05,299
CG,60,50,1.4236158381308093,1.2044222603776298,1.683710518642818,3.611885819410077e-05,289
CG,70,50,1.4251826771562277,1.2044222603776298,1.6870813093472117,3.855043035194683e-05,256
CG,80,50,1.4547004454331662,1.2250724682474992,1.7280610506585812,2.0079944315520848e-05,192
CG,90,50,1.5015531413658385,1.2411023790006717,1.8166606353305503,2.915090958177657e-05,95
