buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.4660914761749706,1.263644492207778,1.7023335733667813,4.753605573615261e-07,98
C,10,50,1.4660914761749706,1.263644492207778,1.7023335733667813,4.753605573615261e-07,98
C,20,50,1.4660914761749706,1.263644492207778,1.7023335733667813,4.753605573615261e-07,98
C,30,50,1.4660914761749706,1.263644492207778,1.7023335733667813,4.753605573615261e-07,98
C,40,50,1.4660914761749706,1.263644492207778,1.7023335733667813,4.753605573615261e-07,98
C,50,50,1.4660914761749706,1.263644492207778,1.7023335733667813,4.753605573615261e-07,98
C,60,50,1.4660914761749706,1.263644492207778,1.7023335733667813,4.753605573615261e-07,98
C,70,50,1.475652109165957,1.2687091928249108,1.7160068621848583,4.170632157407539e-07,89
C,80,50,1.4760948712096926,1.26617431016688,1.719442310212106,6.196181290274438e-07,75
C,90,50,1.4223351602679757,1.2056272850499248,1.6786669562132053,3.032658622115214e-05,50
CD,0,50,1.1573119134557752,0.821190633312658,1.6306847196215488,0.4042809838470433,59
CD,10,50,1.1573119134557752,0.821190633312658,1.6306847196215488,0.4042809838470433,59
CD,20,50,1.1573119134557752,0.821190633312658,1.6306847196215488,0.4042809838470433,59
CD,30,50,1.1573119134557752,0.821190633312658,1.6306847196215488,0.4042809838470433,59
CD,40,50,1.1573119134557752,0.821190633312658,1.6306847196215488,0.4042809838470433,59
CD,50,50,1.1573119134557752,0.821190633312658,1.6306847196215488,0.4042809838470433,59
CD,60,50,1.1573119134557752,0.821190633312658,1.6306847196215488,0.4042809838470433,59
CD,70,50,1.1509641702272415,0.8170949279422366,1.6225516456522613,0.4219747345643136,58
CD,80,50,1.1404238596340983,0.8057353018734796,1.614459135558623,0.4586934403158438,51
CD,90,50,1.1887472244176562,0.8105842459701871,1.743683797019738,0.3761566313613267,31
CG,0,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73
CG,10,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73
CG,20,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73
CG,30,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73
CG,40,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73
CG,50,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73
CG,60,50,1.062367597570325,0.8113952356434114,1.3909681284637805,0.6599371073211873,73
CG,70,50,1.0591852706547322,0.8089646975664998,1.386801477180302,0.6752161323517529,70
CG,80,50,1.0602449856945972,0.8081561372164884,1.3909681284637805,0.6730250174489367,61
CG,90,50,1.0331372016986289,0.7702809196150792,1.3854153688727846,0.8274291114257262,39
