buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.1954228832734786,0.9579113900670306,1.4918246976412703,0.1150258032123381,99
C,10,50,1.1954228832734786,0.9579113900670306,1.4918246976412703,0.1150258032123381,99
C,20,50,1.1954228832734786,0.9579113900670306,1.4918246976412703,0.1150258032123381,99
C,30,50,1.1954228832734786,0.9579113900670306,1.4918246976412703,0.1150258032123381,99
C,40,50,1.1954228832734786,0.9579113900670306,1.4918246976412703,0.1150258032123381,99
C,50,50,1.1954228832734786,0.9579113900670306,1.4918246976412703,0.1150258032123381,99
C,60,50,1.2264207894032513,0.981179362242806,1.5326526617240188,0.0728131688324242,96
C,70,50,1.263897246380794,1.0080320855042737,1.5840739849944818,0.0422549946020147,88
C,80,50,1.1775075985398338,0.9296008300257927,1.4903336186074023,0.1747812105160027,63
C,90,50,1.1163897038474937,0.8719702261321094,1.430465620479898,0.3832083775509474,45
CD,0,50,1.3734145344883313,0.747515678018091,2.524391389973053,0.3067809004095778,58
CD,10,50,1.3734145344883313,0.747515678018091,2.524391389973053,0.3067809004095778,58
CD,20,50,1.3734145344883313,0.747515678018091,2.524391389973053,0.3067809004095778,58
CD,30,50,1.3734145344883313,0.747515678018091,2.524391389973053,0.3067809004095778,58
CD,40,50,1.3734145344883313,0.747515678018091,2.524391389973053,0.3067809004095778,58
CD,50,50,1.3734145344883313,0.747515678018091,2.524391389973053,0.3067809004095778,58
CD,60,50,1.3658814894121465,0.7430440123619398,2.509290389936298,0.3153786135880374,57
CD,70,50,1.3647892211861614,0.7423013397477743,2.509290389936298,0.31682680838456,56
CD,80,50,1.4731456316898728,0.7882026910937704,2.753850185631011,0.2247477241556774,44
CD,90,50,1.5695673372323165,0.7626164964050653,3.2316731299208064,0.2213296962954827,25
CG,0,50,1.1773898536673215,0.7182051690405703,1.9309266167394623,0.5176319434757406,71
CG,10,50,1.1773898536673215,0.7182051690405703,1.9309266167394623,0.5176319434757406,71
CG,20,50,1.1773898536673215,0.7182051690405703,1.9309266167394623,0.5176319434757406,71
CG,30,50,1.1773898536673215,0.7182051690405703,1.9309266167394623,0.5176319434757406,71
CG,40,50,1.1773898536673215,0.7182051690405703,1.9309266167394623,0.5176319434757406,71
CG,50,50,1.1773898536673215,0.7182051690405703,1.9309266167394623,0.5176319434757406,71
CG,60,50,1.172924262220728,0.7153380863525599,1.923218337109468,0.5273868772237926,70
CG,70,50,1.1802189829132363,0.7196430167470754,1.934792334402032,0.511180916462769,66
CG,80,50,1.1490091933390336,0.697676326071031,1.8926917079807224,0.5850659372089204,56
CG,90,50,1.1941086410676105,0.6955864334990951,2.050328450351146,0.520224099883472,34
