N1_wavelength N1_emi_intensity
3.800000000000000000e+02 1.179000000000000000e+03
3.830000000000000000e+02 9.230000000000000000e+02
3.860000000000000000e+02 1.127000000000000000e+03
3.890000000000000000e+02 1.227000000000000000e+03
3.920000000000000000e+02 1.148000000000000000e+03
3.950000000000000000e+02 1.103000000000000000e+03
3.980000000000000000e+02 1.257000000000000000e+03
4.010000000000000000e+02 1.271000000000000000e+03
4.040000000000000000e+02 1.288000000000000000e+03
4.070000000000000000e+02 1.439000000000000000e+03
4.100000000000000000e+02 1.663000000000000000e+03
4.130000000000000000e+02 1.668000000000000000e+03
4.160000000000000000e+02 1.988000000000000000e+03
4.190000000000000000e+02 2.437000000000000000e+03
4.220000000000000000e+02 2.433000000000000000e+03
4.250000000000000000e+02 2.734000000000000000e+03
4.280000000000000000e+02 3.413000000000000000e+03
4.310000000000000000e+02 3.986000000000000000e+03
4.340000000000000000e+02 4.336000000000000000e+03
4.370000000000000000e+02 4.852000000000000000e+03
4.400000000000000000e+02 5.659000000000000000e+03
4.430000000000000000e+02 6.354000000000000000e+03
4.460000000000000000e+02 6.802000000000000000e+03
4.490000000000000000e+02 7.877000000000000000e+03
4.520000000000000000e+02 9.214000000000000000e+03
4.550000000000000000e+02 1.012900000000000000e+04
4.580000000000000000e+02 1.236800000000000000e+04
4.610000000000000000e+02 1.322100000000000000e+04
4.640000000000000000e+02 1.587200000000000000e+04
4.670000000000000000e+02 1.792200000000000000e+04
4.700000000000000000e+02 2.136800000000000000e+04
4.730000000000000000e+02 2.389700000000000000e+04
4.760000000000000000e+02 2.730400000000000000e+04
4.790000000000000000e+02 2.941900000000000000e+04
4.820000000000000000e+02 3.208500000000000000e+04
4.850000000000000000e+02 3.439400000000000000e+04
4.880000000000000000e+02 3.708600000000000000e+04
4.910000000000000000e+02 3.909600000000000000e+04
4.940000000000000000e+02 4.245900000000000000e+04
4.970000000000000000e+02 4.340800000000000000e+04
5.000000000000000000e+02 4.492800000000000000e+04
5.030000000000000000e+02 4.700500000000000000e+04
5.060000000000000000e+02 4.819000000000000000e+04
5.090000000000000000e+02 4.976900000000000000e+04
5.120000000000000000e+02 5.042700000000000000e+04
5.150000000000000000e+02 5.048800000000000000e+04
5.180000000000000000e+02 5.151200000000000000e+04
5.210000000000000000e+02 5.075300000000000000e+04
5.240000000000000000e+02 5.112200000000000000e+04
5.270000000000000000e+02 5.208700000000000000e+04
5.300000000000000000e+02 5.139500000000000000e+04
5.330000000000000000e+02 5.047100000000000000e+04
5.360000000000000000e+02 5.078300000000000000e+04
5.390000000000000000e+02 4.850600000000000000e+04
5.420000000000000000e+02 4.828000000000000000e+04
5.450000000000000000e+02 4.602500000000000000e+04
5.480000000000000000e+02 4.560900000000000000e+04
5.510000000000000000e+02 4.422900000000000000e+04
5.540000000000000000e+02 4.309400000000000000e+04
5.570000000000000000e+02 4.161800000000000000e+04
5.600000000000000000e+02 3.963900000000000000e+04
5.630000000000000000e+02 3.791700000000000000e+04
5.660000000000000000e+02 3.755900000000000000e+04
5.690000000000000000e+02 3.602800000000000000e+04
5.720000000000000000e+02 3.335700000000000000e+04
5.750000000000000000e+02 3.253500000000000000e+04
5.780000000000000000e+02 3.047100000000000000e+04
5.810000000000000000e+02 2.907000000000000000e+04
5.840000000000000000e+02 2.783300000000000000e+04
5.870000000000000000e+02 2.669500000000000000e+04
5.900000000000000000e+02 2.488100000000000000e+04
5.930000000000000000e+02 2.369100000000000000e+04
5.960000000000000000e+02 2.276800000000000000e+04
5.990000000000000000e+02 2.146000000000000000e+04
6.020000000000000000e+02 2.026000000000000000e+04
6.050000000000000000e+02 1.941000000000000000e+04
6.080000000000000000e+02 1.781900000000000000e+04
6.110000000000000000e+02 1.687600000000000000e+04
6.140000000000000000e+02 1.590300000000000000e+04
6.170000000000000000e+02 1.523200000000000000e+04
6.200000000000000000e+02 1.386600000000000000e+04
6.230000000000000000e+02 1.358000000000000000e+04
6.260000000000000000e+02 1.217500000000000000e+04
6.290000000000000000e+02 1.137700000000000000e+04
6.320000000000000000e+02 1.053100000000000000e+04
6.350000000000000000e+02 9.643000000000000000e+03
6.380000000000000000e+02 8.959000000000000000e+03
6.410000000000000000e+02 8.426000000000000000e+03
6.440000000000000000e+02 7.959000000000000000e+03
6.470000000000000000e+02 7.492000000000000000e+03
6.500000000000000000e+02 6.891000000000000000e+03
6.530000000000000000e+02 5.974000000000000000e+03
6.560000000000000000e+02 5.603000000000000000e+03
6.590000000000000000e+02 5.037000000000000000e+03
6.620000000000000000e+02 4.789000000000000000e+03
6.650000000000000000e+02 4.325000000000000000e+03
6.680000000000000000e+02 4.223000000000000000e+03
6.710000000000000000e+02 3.950000000000000000e+03
6.740000000000000000e+02 3.666000000000000000e+03
6.770000000000000000e+02 3.781000000000000000e+03
6.800000000000000000e+02 3.015000000000000000e+03
6.830000000000000000e+02 2.825000000000000000e+03
6.860000000000000000e+02 2.679000000000000000e+03
6.890000000000000000e+02 2.318000000000000000e+03
6.920000000000000000e+02 2.290000000000000000e+03
6.950000000000000000e+02 2.208000000000000000e+03
6.980000000000000000e+02 2.114000000000000000e+03
