N3_wavelength N3_emi_intensity
3.800000000000000000e+02 8.010000000000000000e+02
3.830000000000000000e+02 6.540000000000000000e+02
3.860000000000000000e+02 5.860000000000000000e+02
3.890000000000000000e+02 6.820000000000000000e+02
3.920000000000000000e+02 5.240000000000000000e+02
3.950000000000000000e+02 6.070000000000000000e+02
3.980000000000000000e+02 7.770000000000000000e+02
4.010000000000000000e+02 8.730000000000000000e+02
4.040000000000000000e+02 9.080000000000000000e+02
4.070000000000000000e+02 8.370000000000000000e+02
4.100000000000000000e+02 1.140000000000000000e+03
4.130000000000000000e+02 1.402000000000000000e+03
4.160000000000000000e+02 1.645000000000000000e+03
4.190000000000000000e+02 1.869000000000000000e+03
4.220000000000000000e+02 2.343000000000000000e+03
4.250000000000000000e+02 2.804000000000000000e+03
4.280000000000000000e+02 3.363000000000000000e+03
4.310000000000000000e+02 3.722000000000000000e+03
4.340000000000000000e+02 4.567000000000000000e+03
4.370000000000000000e+02 5.267000000000000000e+03
4.400000000000000000e+02 6.242000000000000000e+03
4.430000000000000000e+02 6.943000000000000000e+03
4.460000000000000000e+02 7.708000000000000000e+03
4.490000000000000000e+02 8.958000000000000000e+03
4.520000000000000000e+02 1.013800000000000000e+04
4.550000000000000000e+02 1.135300000000000000e+04
4.580000000000000000e+02 1.326800000000000000e+04
4.610000000000000000e+02 1.531700000000000000e+04
4.640000000000000000e+02 1.790000000000000000e+04
4.670000000000000000e+02 2.098100000000000000e+04
4.700000000000000000e+02 2.315600000000000000e+04
4.730000000000000000e+02 2.781900000000000000e+04
4.760000000000000000e+02 3.008300000000000000e+04
4.790000000000000000e+02 3.327900000000000000e+04
4.820000000000000000e+02 3.525000000000000000e+04
4.850000000000000000e+02 3.933200000000000000e+04
4.880000000000000000e+02 4.034400000000000000e+04
4.910000000000000000e+02 4.289300000000000000e+04
4.940000000000000000e+02 4.565800000000000000e+04
4.970000000000000000e+02 4.762200000000000000e+04
5.000000000000000000e+02 4.904900000000000000e+04
5.030000000000000000e+02 5.107600000000000000e+04
5.060000000000000000e+02 5.155300000000000000e+04
5.090000000000000000e+02 5.380800000000000000e+04
5.120000000000000000e+02 5.447900000000000000e+04
5.150000000000000000e+02 5.485500000000000000e+04
5.180000000000000000e+02 5.475400000000000000e+04
5.210000000000000000e+02 5.460600000000000000e+04
5.240000000000000000e+02 5.555500000000000000e+04
5.270000000000000000e+02 5.500100000000000000e+04
5.300000000000000000e+02 5.474400000000000000e+04
5.330000000000000000e+02 5.488000000000000000e+04
5.360000000000000000e+02 5.330000000000000000e+04
5.390000000000000000e+02 5.233500000000000000e+04
5.420000000000000000e+02 5.102300000000000000e+04
5.450000000000000000e+02 4.926700000000000000e+04
5.480000000000000000e+02 4.754000000000000000e+04
5.510000000000000000e+02 4.620900000000000000e+04
5.540000000000000000e+02 4.506300000000000000e+04
5.570000000000000000e+02 4.415600000000000000e+04
5.600000000000000000e+02 4.282500000000000000e+04
5.630000000000000000e+02 3.984300000000000000e+04
5.660000000000000000e+02 3.839000000000000000e+04
5.690000000000000000e+02 3.673600000000000000e+04
5.720000000000000000e+02 3.489000000000000000e+04
5.750000000000000000e+02 3.294300000000000000e+04
5.780000000000000000e+02 3.175600000000000000e+04
5.810000000000000000e+02 3.043400000000000000e+04
5.840000000000000000e+02 2.884500000000000000e+04
5.870000000000000000e+02 2.787500000000000000e+04
5.900000000000000000e+02 2.611700000000000000e+04
5.930000000000000000e+02 2.471100000000000000e+04
5.960000000000000000e+02 2.346100000000000000e+04
5.990000000000000000e+02 2.214400000000000000e+04
6.020000000000000000e+02 2.053900000000000000e+04
6.050000000000000000e+02 1.923100000000000000e+04
6.080000000000000000e+02 1.850000000000000000e+04
6.110000000000000000e+02 1.783500000000000000e+04
6.140000000000000000e+02 1.650200000000000000e+04
6.170000000000000000e+02 1.554700000000000000e+04
6.200000000000000000e+02 1.443300000000000000e+04
6.230000000000000000e+02 1.341600000000000000e+04
6.260000000000000000e+02 1.235600000000000000e+04
6.290000000000000000e+02 1.180500000000000000e+04
6.320000000000000000e+02 1.035600000000000000e+04
6.350000000000000000e+02 9.593000000000000000e+03
6.380000000000000000e+02 9.214000000000000000e+03
6.410000000000000000e+02 8.526000000000000000e+03
6.440000000000000000e+02 7.905000000000000000e+03
6.470000000000000000e+02 7.193000000000000000e+03
6.500000000000000000e+02 6.695000000000000000e+03
6.530000000000000000e+02 6.182000000000000000e+03
6.560000000000000000e+02 5.177000000000000000e+03
6.590000000000000000e+02 5.143000000000000000e+03
6.620000000000000000e+02 4.616000000000000000e+03
6.650000000000000000e+02 4.078000000000000000e+03
6.680000000000000000e+02 3.649000000000000000e+03
6.710000000000000000e+02 3.332000000000000000e+03
6.740000000000000000e+02 3.069000000000000000e+03
6.770000000000000000e+02 2.994000000000000000e+03
6.800000000000000000e+02 2.758000000000000000e+03
6.830000000000000000e+02 2.427000000000000000e+03
6.860000000000000000e+02 2.351000000000000000e+03
6.890000000000000000e+02 1.988000000000000000e+03
6.920000000000000000e+02 1.984000000000000000e+03
6.950000000000000000e+02 1.780000000000000000e+03
6.980000000000000000e+02 1.574000000000000000e+03
