R4_wavelength R4_emi_intensity
3.800000000000000000e+02 6.330000000000000000e+02
3.830000000000000000e+02 6.360000000000000000e+02
3.860000000000000000e+02 5.980000000000000000e+02
3.890000000000000000e+02 6.620000000000000000e+02
3.920000000000000000e+02 6.280000000000000000e+02
3.950000000000000000e+02 5.760000000000000000e+02
3.980000000000000000e+02 6.510000000000000000e+02
4.010000000000000000e+02 8.660000000000000000e+02
4.040000000000000000e+02 8.010000000000000000e+02
4.070000000000000000e+02 9.900000000000000000e+02
4.100000000000000000e+02 1.235000000000000000e+03
4.130000000000000000e+02 1.565000000000000000e+03
4.160000000000000000e+02 1.884000000000000000e+03
4.190000000000000000e+02 2.510000000000000000e+03
4.220000000000000000e+02 3.134000000000000000e+03
4.250000000000000000e+02 4.090000000000000000e+03
4.280000000000000000e+02 5.313000000000000000e+03
4.310000000000000000e+02 6.832000000000000000e+03
4.340000000000000000e+02 8.285000000000000000e+03
4.370000000000000000e+02 9.337000000000000000e+03
4.400000000000000000e+02 1.108800000000000000e+04
4.430000000000000000e+02 1.295200000000000000e+04
4.460000000000000000e+02 1.478900000000000000e+04
4.490000000000000000e+02 1.712800000000000000e+04
4.520000000000000000e+02 1.914200000000000000e+04
4.550000000000000000e+02 2.163700000000000000e+04
4.580000000000000000e+02 2.376300000000000000e+04
4.610000000000000000e+02 2.725700000000000000e+04
4.640000000000000000e+02 3.210600000000000000e+04
4.670000000000000000e+02 3.682400000000000000e+04
4.700000000000000000e+02 4.054700000000000000e+04
4.730000000000000000e+02 4.574000000000000000e+04
4.760000000000000000e+02 4.960500000000000000e+04
4.790000000000000000e+02 5.379100000000000000e+04
4.820000000000000000e+02 5.610100000000000000e+04
4.850000000000000000e+02 5.960400000000000000e+04
4.880000000000000000e+02 6.323300000000000000e+04
4.910000000000000000e+02 6.491900000000000000e+04
4.940000000000000000e+02 6.798000000000000000e+04
4.970000000000000000e+02 6.779600000000000000e+04
5.000000000000000000e+02 7.079200000000000000e+04
5.030000000000000000e+02 7.030700000000000000e+04
5.060000000000000000e+02 7.245000000000000000e+04
5.090000000000000000e+02 7.166200000000000000e+04
5.120000000000000000e+02 7.317000000000000000e+04
5.150000000000000000e+02 7.076400000000000000e+04
5.180000000000000000e+02 7.187100000000000000e+04
5.210000000000000000e+02 7.245400000000000000e+04
5.240000000000000000e+02 7.038800000000000000e+04
5.270000000000000000e+02 6.951600000000000000e+04
5.300000000000000000e+02 6.825600000000000000e+04
5.330000000000000000e+02 6.710000000000000000e+04
5.360000000000000000e+02 6.463000000000000000e+04
5.390000000000000000e+02 6.337300000000000000e+04
5.420000000000000000e+02 6.106700000000000000e+04
5.450000000000000000e+02 5.918500000000000000e+04
5.480000000000000000e+02 5.690700000000000000e+04
5.510000000000000000e+02 5.460900000000000000e+04
5.540000000000000000e+02 5.226000000000000000e+04
5.570000000000000000e+02 4.986600000000000000e+04
5.600000000000000000e+02 4.845700000000000000e+04
5.630000000000000000e+02 4.643100000000000000e+04
5.660000000000000000e+02 4.294900000000000000e+04
5.690000000000000000e+02 4.163100000000000000e+04
5.720000000000000000e+02 3.993600000000000000e+04
5.750000000000000000e+02 3.778700000000000000e+04
5.780000000000000000e+02 3.577100000000000000e+04
5.810000000000000000e+02 3.338600000000000000e+04
5.840000000000000000e+02 3.184300000000000000e+04
5.870000000000000000e+02 2.966300000000000000e+04
5.900000000000000000e+02 2.885200000000000000e+04
5.930000000000000000e+02 2.727300000000000000e+04
5.960000000000000000e+02 2.566600000000000000e+04
5.990000000000000000e+02 2.415100000000000000e+04
6.020000000000000000e+02 2.261300000000000000e+04
6.050000000000000000e+02 2.116400000000000000e+04
6.080000000000000000e+02 2.011300000000000000e+04
6.110000000000000000e+02 1.865600000000000000e+04
6.140000000000000000e+02 1.740500000000000000e+04
6.170000000000000000e+02 1.669600000000000000e+04
6.200000000000000000e+02 1.434100000000000000e+04
6.230000000000000000e+02 1.425800000000000000e+04
6.260000000000000000e+02 1.315700000000000000e+04
6.290000000000000000e+02 1.261900000000000000e+04
6.320000000000000000e+02 1.117400000000000000e+04
6.350000000000000000e+02 1.034000000000000000e+04
6.380000000000000000e+02 9.448000000000000000e+03
6.410000000000000000e+02 8.537000000000000000e+03
6.440000000000000000e+02 8.235000000000000000e+03
6.470000000000000000e+02 7.399000000000000000e+03
6.500000000000000000e+02 6.692000000000000000e+03
6.530000000000000000e+02 6.209000000000000000e+03
6.560000000000000000e+02 5.867000000000000000e+03
6.590000000000000000e+02 5.276000000000000000e+03
6.620000000000000000e+02 4.897000000000000000e+03
6.650000000000000000e+02 4.386000000000000000e+03
6.680000000000000000e+02 3.888000000000000000e+03
6.710000000000000000e+02 3.730000000000000000e+03
6.740000000000000000e+02 3.285000000000000000e+03
6.770000000000000000e+02 3.061000000000000000e+03
6.800000000000000000e+02 2.927000000000000000e+03
6.830000000000000000e+02 2.390000000000000000e+03
6.860000000000000000e+02 2.411000000000000000e+03
6.890000000000000000e+02 2.216000000000000000e+03
6.920000000000000000e+02 2.027000000000000000e+03
6.950000000000000000e+02 1.944000000000000000e+03
6.980000000000000000e+02 1.655000000000000000e+03
