N4_wavelength N4_emi_intensity
3.800000000000000000e+02 5.780000000000000000e+02
3.830000000000000000e+02 5.990000000000000000e+02
3.860000000000000000e+02 5.260000000000000000e+02
3.890000000000000000e+02 6.320000000000000000e+02
3.920000000000000000e+02 7.450000000000000000e+02
3.950000000000000000e+02 7.390000000000000000e+02
3.980000000000000000e+02 5.800000000000000000e+02
4.010000000000000000e+02 6.320000000000000000e+02
4.040000000000000000e+02 7.940000000000000000e+02
4.070000000000000000e+02 9.240000000000000000e+02
4.100000000000000000e+02 1.062000000000000000e+03
4.130000000000000000e+02 1.272000000000000000e+03
4.160000000000000000e+02 1.537000000000000000e+03
4.190000000000000000e+02 1.838000000000000000e+03
4.220000000000000000e+02 2.110000000000000000e+03
4.250000000000000000e+02 2.495000000000000000e+03
4.280000000000000000e+02 2.975000000000000000e+03
4.310000000000000000e+02 3.566000000000000000e+03
4.340000000000000000e+02 4.232000000000000000e+03
4.370000000000000000e+02 4.679000000000000000e+03
4.400000000000000000e+02 5.524000000000000000e+03
4.430000000000000000e+02 6.051000000000000000e+03
4.460000000000000000e+02 7.167000000000000000e+03
4.490000000000000000e+02 8.380000000000000000e+03
4.520000000000000000e+02 9.041000000000000000e+03
4.550000000000000000e+02 1.050800000000000000e+04
4.580000000000000000e+02 1.189200000000000000e+04
4.610000000000000000e+02 1.344500000000000000e+04
4.640000000000000000e+02 1.691300000000000000e+04
4.670000000000000000e+02 1.823700000000000000e+04
4.700000000000000000e+02 2.124000000000000000e+04
4.730000000000000000e+02 2.449500000000000000e+04
4.760000000000000000e+02 2.788300000000000000e+04
4.790000000000000000e+02 3.074000000000000000e+04
4.820000000000000000e+02 3.303000000000000000e+04
4.850000000000000000e+02 3.575500000000000000e+04
4.880000000000000000e+02 3.801900000000000000e+04
4.910000000000000000e+02 4.048200000000000000e+04
4.940000000000000000e+02 4.221600000000000000e+04
4.970000000000000000e+02 4.421300000000000000e+04
5.000000000000000000e+02 4.637100000000000000e+04
5.030000000000000000e+02 4.811000000000000000e+04
5.060000000000000000e+02 4.909700000000000000e+04
5.090000000000000000e+02 5.080100000000000000e+04
5.120000000000000000e+02 5.174300000000000000e+04
5.150000000000000000e+02 5.165900000000000000e+04
5.180000000000000000e+02 5.305800000000000000e+04
5.210000000000000000e+02 5.288100000000000000e+04
5.240000000000000000e+02 5.282700000000000000e+04
5.270000000000000000e+02 5.322600000000000000e+04
5.300000000000000000e+02 5.246200000000000000e+04
5.330000000000000000e+02 5.162500000000000000e+04
5.360000000000000000e+02 5.033600000000000000e+04
5.390000000000000000e+02 4.955000000000000000e+04
5.420000000000000000e+02 4.943900000000000000e+04
5.450000000000000000e+02 4.757600000000000000e+04
5.480000000000000000e+02 4.608000000000000000e+04
5.510000000000000000e+02 4.544000000000000000e+04
5.540000000000000000e+02 4.361000000000000000e+04
5.570000000000000000e+02 4.198800000000000000e+04
5.600000000000000000e+02 3.975700000000000000e+04
5.630000000000000000e+02 3.913600000000000000e+04
5.660000000000000000e+02 3.696100000000000000e+04
5.690000000000000000e+02 3.599200000000000000e+04
5.720000000000000000e+02 3.340200000000000000e+04
5.750000000000000000e+02 3.292700000000000000e+04
5.780000000000000000e+02 3.073500000000000000e+04
5.810000000000000000e+02 2.944200000000000000e+04
5.840000000000000000e+02 2.767300000000000000e+04
5.870000000000000000e+02 2.676300000000000000e+04
5.900000000000000000e+02 2.549700000000000000e+04
5.930000000000000000e+02 2.445400000000000000e+04
5.960000000000000000e+02 2.262700000000000000e+04
5.990000000000000000e+02 2.177700000000000000e+04
6.020000000000000000e+02 2.037600000000000000e+04
6.050000000000000000e+02 1.907800000000000000e+04
6.080000000000000000e+02 1.785800000000000000e+04
6.110000000000000000e+02 1.712500000000000000e+04
6.140000000000000000e+02 1.629900000000000000e+04
6.170000000000000000e+02 1.481500000000000000e+04
6.200000000000000000e+02 1.388300000000000000e+04
6.230000000000000000e+02 1.301100000000000000e+04
6.260000000000000000e+02 1.224300000000000000e+04
6.290000000000000000e+02 1.133900000000000000e+04
6.320000000000000000e+02 9.820000000000000000e+03
6.350000000000000000e+02 9.432000000000000000e+03
6.380000000000000000e+02 8.521000000000000000e+03
6.410000000000000000e+02 8.220000000000000000e+03
6.440000000000000000e+02 7.249000000000000000e+03
6.470000000000000000e+02 6.813000000000000000e+03
6.500000000000000000e+02 6.200000000000000000e+03
6.530000000000000000e+02 5.614000000000000000e+03
6.560000000000000000e+02 5.392000000000000000e+03
6.590000000000000000e+02 4.751000000000000000e+03
6.620000000000000000e+02 4.499000000000000000e+03
6.650000000000000000e+02 4.110000000000000000e+03
6.680000000000000000e+02 3.677000000000000000e+03
6.710000000000000000e+02 3.491000000000000000e+03
6.740000000000000000e+02 3.299000000000000000e+03
6.770000000000000000e+02 2.850000000000000000e+03
6.800000000000000000e+02 2.610000000000000000e+03
6.830000000000000000e+02 2.516000000000000000e+03
6.860000000000000000e+02 2.262000000000000000e+03
6.890000000000000000e+02 2.092000000000000000e+03
6.920000000000000000e+02 1.878000000000000000e+03
6.950000000000000000e+02 1.748000000000000000e+03
6.980000000000000000e+02 1.709000000000000000e+03
