R7_wavelength R7_emi_intensity
3.800000000000000000e+02 7.090000000000000000e+02
3.830000000000000000e+02 5.450000000000000000e+02
3.860000000000000000e+02 5.750000000000000000e+02
3.890000000000000000e+02 5.830000000000000000e+02
3.920000000000000000e+02 6.460000000000000000e+02
3.950000000000000000e+02 5.870000000000000000e+02
3.980000000000000000e+02 7.210000000000000000e+02
4.010000000000000000e+02 7.530000000000000000e+02
4.040000000000000000e+02 7.480000000000000000e+02
4.070000000000000000e+02 9.380000000000000000e+02
4.100000000000000000e+02 1.122000000000000000e+03
4.130000000000000000e+02 1.616000000000000000e+03
4.160000000000000000e+02 2.076000000000000000e+03
4.190000000000000000e+02 2.811000000000000000e+03
4.220000000000000000e+02 3.469000000000000000e+03
4.250000000000000000e+02 4.414000000000000000e+03
4.280000000000000000e+02 5.649000000000000000e+03
4.310000000000000000e+02 7.067000000000000000e+03
4.340000000000000000e+02 8.649000000000000000e+03
4.370000000000000000e+02 9.785000000000000000e+03
4.400000000000000000e+02 1.111100000000000000e+04
4.430000000000000000e+02 1.357900000000000000e+04
4.460000000000000000e+02 1.497400000000000000e+04
4.490000000000000000e+02 1.722100000000000000e+04
4.520000000000000000e+02 1.936000000000000000e+04
4.550000000000000000e+02 2.239000000000000000e+04
4.580000000000000000e+02 2.508500000000000000e+04
4.610000000000000000e+02 2.832500000000000000e+04
4.640000000000000000e+02 3.317300000000000000e+04
4.670000000000000000e+02 3.725900000000000000e+04
4.700000000000000000e+02 4.255600000000000000e+04
4.730000000000000000e+02 4.759200000000000000e+04
4.760000000000000000e+02 5.248800000000000000e+04
4.790000000000000000e+02 5.533800000000000000e+04
4.820000000000000000e+02 5.918800000000000000e+04
4.850000000000000000e+02 6.107600000000000000e+04
4.880000000000000000e+02 6.514200000000000000e+04
4.910000000000000000e+02 6.736800000000000000e+04
4.940000000000000000e+02 7.057900000000000000e+04
4.970000000000000000e+02 7.165400000000000000e+04
5.000000000000000000e+02 7.371800000000000000e+04
5.030000000000000000e+02 7.445400000000000000e+04
5.060000000000000000e+02 7.605500000000000000e+04
5.090000000000000000e+02 7.603400000000000000e+04
5.120000000000000000e+02 7.586400000000000000e+04
5.150000000000000000e+02 7.450600000000000000e+04
5.180000000000000000e+02 7.434000000000000000e+04
5.210000000000000000e+02 7.435000000000000000e+04
5.240000000000000000e+02 7.387700000000000000e+04
5.270000000000000000e+02 7.280900000000000000e+04
5.300000000000000000e+02 7.158800000000000000e+04
5.330000000000000000e+02 7.011300000000000000e+04
5.360000000000000000e+02 6.836900000000000000e+04
5.390000000000000000e+02 6.609300000000000000e+04
5.420000000000000000e+02 6.356000000000000000e+04
5.450000000000000000e+02 6.189800000000000000e+04
5.480000000000000000e+02 5.978200000000000000e+04
5.510000000000000000e+02 5.702200000000000000e+04
5.540000000000000000e+02 5.539000000000000000e+04
5.570000000000000000e+02 5.289300000000000000e+04
5.600000000000000000e+02 5.049200000000000000e+04
5.630000000000000000e+02 4.832400000000000000e+04
5.660000000000000000e+02 4.573000000000000000e+04
5.690000000000000000e+02 4.441800000000000000e+04
5.720000000000000000e+02 4.075800000000000000e+04
5.750000000000000000e+02 3.965000000000000000e+04
5.780000000000000000e+02 3.750300000000000000e+04
5.810000000000000000e+02 3.495100000000000000e+04
5.840000000000000000e+02 3.343700000000000000e+04
5.870000000000000000e+02 3.200800000000000000e+04
5.900000000000000000e+02 3.033100000000000000e+04
5.930000000000000000e+02 2.814300000000000000e+04
5.960000000000000000e+02 2.712000000000000000e+04
5.990000000000000000e+02 2.482500000000000000e+04
6.020000000000000000e+02 2.385600000000000000e+04
6.050000000000000000e+02 2.222400000000000000e+04
6.080000000000000000e+02 2.094400000000000000e+04
6.110000000000000000e+02 2.030900000000000000e+04
6.140000000000000000e+02 1.864100000000000000e+04
6.170000000000000000e+02 1.704900000000000000e+04
6.200000000000000000e+02 1.553700000000000000e+04
6.230000000000000000e+02 1.536600000000000000e+04
6.260000000000000000e+02 1.438500000000000000e+04
6.290000000000000000e+02 1.277900000000000000e+04
6.320000000000000000e+02 1.170000000000000000e+04
6.350000000000000000e+02 1.119700000000000000e+04
6.380000000000000000e+02 1.003100000000000000e+04
6.410000000000000000e+02 9.121000000000000000e+03
6.440000000000000000e+02 8.657000000000000000e+03
6.470000000000000000e+02 7.341000000000000000e+03
6.500000000000000000e+02 7.188000000000000000e+03
6.530000000000000000e+02 6.888000000000000000e+03
6.560000000000000000e+02 5.918000000000000000e+03
6.590000000000000000e+02 5.460000000000000000e+03
6.620000000000000000e+02 5.116000000000000000e+03
6.650000000000000000e+02 4.570000000000000000e+03
6.680000000000000000e+02 4.151000000000000000e+03
6.710000000000000000e+02 3.740000000000000000e+03
6.740000000000000000e+02 3.746000000000000000e+03
6.770000000000000000e+02 3.184000000000000000e+03
6.800000000000000000e+02 2.775000000000000000e+03
6.830000000000000000e+02 2.676000000000000000e+03
6.860000000000000000e+02 2.305000000000000000e+03
6.890000000000000000e+02 2.305000000000000000e+03
6.920000000000000000e+02 2.039000000000000000e+03
6.950000000000000000e+02 1.889000000000000000e+03
6.980000000000000000e+02 1.852000000000000000e+03
