N6_wavelength N6_emi_intensity
3.800000000000000000e+02 6.090000000000000000e+02
3.830000000000000000e+02 6.400000000000000000e+02
3.860000000000000000e+02 5.730000000000000000e+02
3.890000000000000000e+02 6.760000000000000000e+02
3.920000000000000000e+02 6.000000000000000000e+02
3.950000000000000000e+02 5.970000000000000000e+02
3.980000000000000000e+02 7.100000000000000000e+02
4.010000000000000000e+02 6.880000000000000000e+02
4.040000000000000000e+02 9.170000000000000000e+02
4.070000000000000000e+02 8.950000000000000000e+02
4.100000000000000000e+02 1.106000000000000000e+03
4.130000000000000000e+02 1.353000000000000000e+03
4.160000000000000000e+02 1.505000000000000000e+03
4.190000000000000000e+02 1.926000000000000000e+03
4.220000000000000000e+02 2.226000000000000000e+03
4.250000000000000000e+02 2.718000000000000000e+03
4.280000000000000000e+02 3.362000000000000000e+03
4.310000000000000000e+02 3.753000000000000000e+03
4.340000000000000000e+02 4.141000000000000000e+03
4.370000000000000000e+02 4.979000000000000000e+03
4.400000000000000000e+02 5.767000000000000000e+03
4.430000000000000000e+02 6.253000000000000000e+03
4.460000000000000000e+02 7.480000000000000000e+03
4.490000000000000000e+02 8.454000000000000000e+03
4.520000000000000000e+02 9.221000000000000000e+03
4.550000000000000000e+02 1.119800000000000000e+04
4.580000000000000000e+02 1.236600000000000000e+04
4.610000000000000000e+02 1.443800000000000000e+04
4.640000000000000000e+02 1.707000000000000000e+04
4.670000000000000000e+02 1.928600000000000000e+04
4.700000000000000000e+02 2.262100000000000000e+04
4.730000000000000000e+02 2.669800000000000000e+04
4.760000000000000000e+02 2.902900000000000000e+04
4.790000000000000000e+02 3.138500000000000000e+04
4.820000000000000000e+02 3.453000000000000000e+04
4.850000000000000000e+02 3.790900000000000000e+04
4.880000000000000000e+02 4.051800000000000000e+04
4.910000000000000000e+02 4.247200000000000000e+04
4.940000000000000000e+02 4.479900000000000000e+04
4.970000000000000000e+02 4.636800000000000000e+04
5.000000000000000000e+02 4.872600000000000000e+04
5.030000000000000000e+02 5.033300000000000000e+04
5.060000000000000000e+02 5.191100000000000000e+04
5.090000000000000000e+02 5.351500000000000000e+04
5.120000000000000000e+02 5.378700000000000000e+04
5.150000000000000000e+02 5.532000000000000000e+04
5.180000000000000000e+02 5.681400000000000000e+04
5.210000000000000000e+02 5.562000000000000000e+04
5.240000000000000000e+02 5.676900000000000000e+04
5.270000000000000000e+02 5.580300000000000000e+04
5.300000000000000000e+02 5.491500000000000000e+04
5.330000000000000000e+02 5.501900000000000000e+04
5.360000000000000000e+02 5.480300000000000000e+04
5.390000000000000000e+02 5.279700000000000000e+04
5.420000000000000000e+02 5.197300000000000000e+04
5.450000000000000000e+02 5.026900000000000000e+04
5.480000000000000000e+02 4.950000000000000000e+04
5.510000000000000000e+02 4.783700000000000000e+04
5.540000000000000000e+02 4.645300000000000000e+04
5.570000000000000000e+02 4.435400000000000000e+04
5.600000000000000000e+02 4.343200000000000000e+04
5.630000000000000000e+02 4.150400000000000000e+04
5.660000000000000000e+02 3.948000000000000000e+04
5.690000000000000000e+02 3.789500000000000000e+04
5.720000000000000000e+02 3.602600000000000000e+04
5.750000000000000000e+02 3.436800000000000000e+04
5.780000000000000000e+02 3.272700000000000000e+04
5.810000000000000000e+02 3.113400000000000000e+04
5.840000000000000000e+02 2.988300000000000000e+04
5.870000000000000000e+02 2.818300000000000000e+04
5.900000000000000000e+02 2.694500000000000000e+04
5.930000000000000000e+02 2.564500000000000000e+04
5.960000000000000000e+02 2.398500000000000000e+04
5.990000000000000000e+02 2.280600000000000000e+04
6.020000000000000000e+02 2.152700000000000000e+04
6.050000000000000000e+02 2.014000000000000000e+04
6.080000000000000000e+02 1.907600000000000000e+04
6.110000000000000000e+02 1.782700000000000000e+04
6.140000000000000000e+02 1.692100000000000000e+04
6.170000000000000000e+02 1.552200000000000000e+04
6.200000000000000000e+02 1.431700000000000000e+04
6.230000000000000000e+02 1.406000000000000000e+04
6.260000000000000000e+02 1.291200000000000000e+04
6.290000000000000000e+02 1.157400000000000000e+04
6.320000000000000000e+02 1.083900000000000000e+04
6.350000000000000000e+02 1.008300000000000000e+04
6.380000000000000000e+02 9.012000000000000000e+03
6.410000000000000000e+02 8.859000000000000000e+03
6.440000000000000000e+02 8.566000000000000000e+03
6.470000000000000000e+02 7.438000000000000000e+03
6.500000000000000000e+02 6.591000000000000000e+03
6.530000000000000000e+02 6.079000000000000000e+03
6.560000000000000000e+02 5.514000000000000000e+03
6.590000000000000000e+02 5.130000000000000000e+03
6.620000000000000000e+02 4.825000000000000000e+03
6.650000000000000000e+02 4.454000000000000000e+03
6.680000000000000000e+02 3.815000000000000000e+03
6.710000000000000000e+02 3.608000000000000000e+03
6.740000000000000000e+02 3.537000000000000000e+03
6.770000000000000000e+02 3.097000000000000000e+03
6.800000000000000000e+02 2.788000000000000000e+03
6.830000000000000000e+02 2.630000000000000000e+03
6.860000000000000000e+02 2.341000000000000000e+03
6.890000000000000000e+02 2.193000000000000000e+03
6.920000000000000000e+02 2.094000000000000000e+03
6.950000000000000000e+02 1.796000000000000000e+03
6.980000000000000000e+02 1.720000000000000000e+03
