R8_wavelength R8_emi_intensity
3.800000000000000000e+02 7.580000000000000000e+02
3.830000000000000000e+02 5.630000000000000000e+02
3.860000000000000000e+02 5.880000000000000000e+02
3.890000000000000000e+02 5.170000000000000000e+02
3.920000000000000000e+02 6.810000000000000000e+02
3.950000000000000000e+02 5.990000000000000000e+02
3.980000000000000000e+02 6.480000000000000000e+02
4.010000000000000000e+02 7.980000000000000000e+02
4.040000000000000000e+02 8.550000000000000000e+02
4.070000000000000000e+02 9.470000000000000000e+02
4.100000000000000000e+02 1.297000000000000000e+03
4.130000000000000000e+02 1.677000000000000000e+03
4.160000000000000000e+02 2.043000000000000000e+03
4.190000000000000000e+02 2.585000000000000000e+03
4.220000000000000000e+02 3.442000000000000000e+03
4.250000000000000000e+02 4.287000000000000000e+03
4.280000000000000000e+02 5.619000000000000000e+03
4.310000000000000000e+02 6.676000000000000000e+03
4.340000000000000000e+02 8.147000000000000000e+03
4.370000000000000000e+02 9.819000000000000000e+03
4.400000000000000000e+02 1.110500000000000000e+04
4.430000000000000000e+02 1.294000000000000000e+04
4.460000000000000000e+02 1.524700000000000000e+04
4.490000000000000000e+02 1.703100000000000000e+04
4.520000000000000000e+02 1.904800000000000000e+04
4.550000000000000000e+02 2.218400000000000000e+04
4.580000000000000000e+02 2.431600000000000000e+04
4.610000000000000000e+02 2.774000000000000000e+04
4.640000000000000000e+02 3.241400000000000000e+04
4.670000000000000000e+02 3.636900000000000000e+04
4.700000000000000000e+02 4.120500000000000000e+04
4.730000000000000000e+02 4.621100000000000000e+04
4.760000000000000000e+02 5.153500000000000000e+04
4.790000000000000000e+02 5.444800000000000000e+04
4.820000000000000000e+02 5.751500000000000000e+04
4.850000000000000000e+02 6.097600000000000000e+04
4.880000000000000000e+02 6.467800000000000000e+04
4.910000000000000000e+02 6.668900000000000000e+04
4.940000000000000000e+02 6.831800000000000000e+04
4.970000000000000000e+02 7.090700000000000000e+04
5.000000000000000000e+02 7.228900000000000000e+04
5.030000000000000000e+02 7.390600000000000000e+04
5.060000000000000000e+02 7.466200000000000000e+04
5.090000000000000000e+02 7.330900000000000000e+04
5.120000000000000000e+02 7.396800000000000000e+04
5.150000000000000000e+02 7.501300000000000000e+04
5.180000000000000000e+02 7.298700000000000000e+04
5.210000000000000000e+02 7.281500000000000000e+04
5.240000000000000000e+02 7.167100000000000000e+04
5.270000000000000000e+02 7.215800000000000000e+04
5.300000000000000000e+02 7.132100000000000000e+04
5.330000000000000000e+02 6.890800000000000000e+04
5.360000000000000000e+02 6.646000000000000000e+04
5.390000000000000000e+02 6.478500000000000000e+04
5.420000000000000000e+02 6.364800000000000000e+04
5.450000000000000000e+02 6.048300000000000000e+04
5.480000000000000000e+02 5.864900000000000000e+04
5.510000000000000000e+02 5.602700000000000000e+04
5.540000000000000000e+02 5.433300000000000000e+04
5.570000000000000000e+02 5.176200000000000000e+04
5.600000000000000000e+02 4.947100000000000000e+04
5.630000000000000000e+02 4.818900000000000000e+04
5.660000000000000000e+02 4.543900000000000000e+04
5.690000000000000000e+02 4.322200000000000000e+04
5.720000000000000000e+02 4.041000000000000000e+04
5.750000000000000000e+02 3.889600000000000000e+04
5.780000000000000000e+02 3.671900000000000000e+04
5.810000000000000000e+02 3.500500000000000000e+04
5.840000000000000000e+02 3.327000000000000000e+04
5.870000000000000000e+02 3.154400000000000000e+04
5.900000000000000000e+02 2.967900000000000000e+04
5.930000000000000000e+02 2.763300000000000000e+04
5.960000000000000000e+02 2.663700000000000000e+04
5.990000000000000000e+02 2.505500000000000000e+04
6.020000000000000000e+02 2.334400000000000000e+04
6.050000000000000000e+02 2.233400000000000000e+04
6.080000000000000000e+02 2.059100000000000000e+04
6.110000000000000000e+02 1.980700000000000000e+04
6.140000000000000000e+02 1.854800000000000000e+04
6.170000000000000000e+02 1.740000000000000000e+04
6.200000000000000000e+02 1.527400000000000000e+04
6.230000000000000000e+02 1.448200000000000000e+04
6.260000000000000000e+02 1.329000000000000000e+04
6.290000000000000000e+02 1.281000000000000000e+04
6.320000000000000000e+02 1.129400000000000000e+04
6.350000000000000000e+02 1.041900000000000000e+04
6.380000000000000000e+02 9.536000000000000000e+03
6.410000000000000000e+02 9.098000000000000000e+03
6.440000000000000000e+02 8.416000000000000000e+03
6.470000000000000000e+02 8.080000000000000000e+03
6.500000000000000000e+02 6.745000000000000000e+03
6.530000000000000000e+02 6.518000000000000000e+03
6.560000000000000000e+02 5.791000000000000000e+03
6.590000000000000000e+02 5.382000000000000000e+03
6.620000000000000000e+02 4.968000000000000000e+03
6.650000000000000000e+02 4.504000000000000000e+03
6.680000000000000000e+02 4.275000000000000000e+03
6.710000000000000000e+02 3.746000000000000000e+03
6.740000000000000000e+02 3.562000000000000000e+03
6.770000000000000000e+02 3.263000000000000000e+03
6.800000000000000000e+02 2.910000000000000000e+03
6.830000000000000000e+02 2.605000000000000000e+03
6.860000000000000000e+02 2.318000000000000000e+03
6.890000000000000000e+02 2.195000000000000000e+03
6.920000000000000000e+02 1.913000000000000000e+03
6.950000000000000000e+02 1.862000000000000000e+03
6.980000000000000000e+02 1.955000000000000000e+03
