R1_wavelength R1_emi_intensity
3.800000000000000000e+02 1.055000000000000000e+03
3.830000000000000000e+02 1.002000000000000000e+03
3.860000000000000000e+02 1.100000000000000000e+03
3.890000000000000000e+02 7.980000000000000000e+02
3.920000000000000000e+02 9.890000000000000000e+02
3.950000000000000000e+02 1.123000000000000000e+03
3.980000000000000000e+02 1.117000000000000000e+03
4.010000000000000000e+02 1.182000000000000000e+03
4.040000000000000000e+02 1.339000000000000000e+03
4.070000000000000000e+02 1.406000000000000000e+03
4.100000000000000000e+02 1.506000000000000000e+03
4.130000000000000000e+02 1.659000000000000000e+03
4.160000000000000000e+02 2.348000000000000000e+03
4.190000000000000000e+02 2.862000000000000000e+03
4.220000000000000000e+02 3.585000000000000000e+03
4.250000000000000000e+02 4.661000000000000000e+03
4.280000000000000000e+02 5.519000000000000000e+03
4.310000000000000000e+02 6.639000000000000000e+03
4.340000000000000000e+02 8.422000000000000000e+03
4.370000000000000000e+02 9.732000000000000000e+03
4.400000000000000000e+02 1.124300000000000000e+04
4.430000000000000000e+02 1.297600000000000000e+04
4.460000000000000000e+02 1.393600000000000000e+04
4.490000000000000000e+02 1.639100000000000000e+04
4.520000000000000000e+02 1.841900000000000000e+04
4.550000000000000000e+02 2.082400000000000000e+04
4.580000000000000000e+02 2.338200000000000000e+04
4.610000000000000000e+02 2.652200000000000000e+04
4.640000000000000000e+02 3.096500000000000000e+04
4.670000000000000000e+02 3.478400000000000000e+04
4.700000000000000000e+02 3.940200000000000000e+04
4.730000000000000000e+02 4.427400000000000000e+04
4.760000000000000000e+02 4.824400000000000000e+04
4.790000000000000000e+02 5.083100000000000000e+04
4.820000000000000000e+02 5.569300000000000000e+04
4.850000000000000000e+02 5.863400000000000000e+04
4.880000000000000000e+02 6.020500000000000000e+04
4.910000000000000000e+02 6.396300000000000000e+04
4.940000000000000000e+02 6.667900000000000000e+04
4.970000000000000000e+02 6.824900000000000000e+04
5.000000000000000000e+02 6.955600000000000000e+04
5.030000000000000000e+02 7.042500000000000000e+04
5.060000000000000000e+02 7.151100000000000000e+04
5.090000000000000000e+02 7.147000000000000000e+04
5.120000000000000000e+02 7.168900000000000000e+04
5.150000000000000000e+02 7.126700000000000000e+04
5.180000000000000000e+02 7.133300000000000000e+04
5.210000000000000000e+02 7.031400000000000000e+04
5.240000000000000000e+02 6.974500000000000000e+04
5.270000000000000000e+02 6.921500000000000000e+04
5.300000000000000000e+02 6.814300000000000000e+04
5.330000000000000000e+02 6.694500000000000000e+04
5.360000000000000000e+02 6.506000000000000000e+04
5.390000000000000000e+02 6.219700000000000000e+04
5.420000000000000000e+02 6.028800000000000000e+04
5.450000000000000000e+02 5.852700000000000000e+04
5.480000000000000000e+02 5.576400000000000000e+04
5.510000000000000000e+02 5.400200000000000000e+04
5.540000000000000000e+02 5.234500000000000000e+04
5.570000000000000000e+02 4.990200000000000000e+04
5.600000000000000000e+02 4.916000000000000000e+04
5.630000000000000000e+02 4.587600000000000000e+04
5.660000000000000000e+02 4.341900000000000000e+04
5.690000000000000000e+02 4.142000000000000000e+04
5.720000000000000000e+02 3.926700000000000000e+04
5.750000000000000000e+02 3.769900000000000000e+04
5.780000000000000000e+02 3.603900000000000000e+04
5.810000000000000000e+02 3.394600000000000000e+04
5.840000000000000000e+02 3.156000000000000000e+04
5.870000000000000000e+02 3.031500000000000000e+04
5.900000000000000000e+02 2.895400000000000000e+04
5.930000000000000000e+02 2.735600000000000000e+04
5.960000000000000000e+02 2.531300000000000000e+04
5.990000000000000000e+02 2.417900000000000000e+04
6.020000000000000000e+02 2.332600000000000000e+04
6.050000000000000000e+02 2.111900000000000000e+04
6.080000000000000000e+02 2.042200000000000000e+04
6.110000000000000000e+02 1.903200000000000000e+04
6.140000000000000000e+02 1.782300000000000000e+04
6.170000000000000000e+02 1.655700000000000000e+04
6.200000000000000000e+02 1.536700000000000000e+04
6.230000000000000000e+02 1.443900000000000000e+04
6.260000000000000000e+02 1.379500000000000000e+04
6.290000000000000000e+02 1.246500000000000000e+04
6.320000000000000000e+02 1.156700000000000000e+04
6.350000000000000000e+02 1.038900000000000000e+04
6.380000000000000000e+02 9.452000000000000000e+03
6.410000000000000000e+02 8.944000000000000000e+03
6.440000000000000000e+02 8.477000000000000000e+03
6.470000000000000000e+02 7.460000000000000000e+03
6.500000000000000000e+02 7.670000000000000000e+03
6.530000000000000000e+02 6.437000000000000000e+03
6.560000000000000000e+02 5.856000000000000000e+03
6.590000000000000000e+02 5.546000000000000000e+03
6.620000000000000000e+02 5.156000000000000000e+03
6.650000000000000000e+02 4.605000000000000000e+03
6.680000000000000000e+02 4.148000000000000000e+03
6.710000000000000000e+02 3.912000000000000000e+03
6.740000000000000000e+02 3.653000000000000000e+03
6.770000000000000000e+02 3.416000000000000000e+03
6.800000000000000000e+02 3.297000000000000000e+03
6.830000000000000000e+02 2.767000000000000000e+03
6.860000000000000000e+02 2.466000000000000000e+03
6.890000000000000000e+02 2.458000000000000000e+03
6.920000000000000000e+02 2.150000000000000000e+03
6.950000000000000000e+02 2.160000000000000000e+03
6.980000000000000000e+02 2.272000000000000000e+03
