buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.550534949348638,1.3498588075760032,1.780688344599613,5.865623542433696e-10,261
C,10,50,1.550534949348638,1.3498588075760032,1.780688344599613,5.865623542433696e-10,261
C,20,50,1.550534949348638,1.3498588075760032,1.780688344599613,5.865623542433696e-10,261
C,30,50,1.550534949348638,1.3498588075760032,1.780688344599613,5.865623542433696e-10,261
C,40,50,1.550534949348638,1.3498588075760032,1.780688344599613,5.865623542433696e-10,261
C,50,50,1.550534949348638,1.3498588075760032,1.780688344599613,5.865623542433696e-10,261
C,60,50,1.5514655494703655,1.3498588075760032,1.7824699235852404,5.978371131476479e-10,251
C,70,50,1.5378725495547017,1.336427488025472,1.7700362029134793,2.034854507115824e-09,219
C,80,50,1.5367964154608884,1.3297620281214737,1.775354284656273,5.745557585257188e-09,162
C,90,50,1.470496354617501,1.2535756652781869,1.7246083823764355,2.201377253818748e-06,92
CD,0,50,1.241598919253702,0.9389434736891332,1.6421395578187052,0.129772404116353,140
CD,10,50,1.241598919253702,0.9389434736891332,1.6421395578187052,0.129772404116353,140
CD,20,50,1.241598919253702,0.9389434736891332,1.6421395578187052,0.129772404116353,140
CD,30,50,1.241598919253702,0.9389434736891332,1.6421395578187052,0.129772404116353,140
CD,40,50,1.241598919253702,0.9389434736891332,1.6421395578187052,0.129772404116353,140
CD,50,50,1.2398618969660615,0.9370674633774034,1.640498239057044,0.1323240767376343,139
CD,60,50,1.2398618969660615,0.9370674633774034,1.640498239057044,0.1323240767376343,139
CD,70,50,1.2207922094309918,0.9203511472201248,1.6193097853019272,0.1654417628334137,130
CD,80,50,1.2539517943943168,0.9389434736891332,1.6736385017975297,0.1247838280382462,108
CD,90,50,1.2564622075594662,0.9111935002961404,1.7315206311872335,0.1633176046449618,68
CG,0,50,1.2849245491390662,1.0232665395472176,1.612845483383623,0.0310056644439131,198
CG,10,50,1.2849245491390662,1.0232665395472176,1.612845483383623,0.0310056644439131,198
CG,20,50,1.2849245491390662,1.0232665395472176,1.612845483383623,0.0310056644439131,198
CG,30,50,1.2849245491390662,1.0232665395472176,1.612845483383623,0.0310056644439131,198
CG,40,50,1.2849245491390662,1.0232665395472176,1.612845483383623,0.0310056644439131,198
CG,50,50,1.289300727894305,1.026340948473442,1.6193097853019272,0.0288156053281163,197
CG,60,50,1.2980978491580686,1.0335505392413056,1.6306847196215488,0.0250260750081421,189
CG,70,50,1.272521035308229,1.0120722888660778,1.5999941932173602,0.0393030400844431,170
CG,80,50,1.267567868224478,1.004008010677342,1.5999941932173602,0.0458251829913185,141
CG,90,50,1.2851815597490983,0.9980019986673332,1.65367486118276,0.0515347346705372,81
