buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.34487355838631,1.1699956139009136,1.5449630589513383,2.9929775449133444e-05,186
C,10,50,1.34487355838631,1.1699956139009136,1.5449630589513383,2.9929775449133444e-05,186
C,20,50,1.34487355838631,1.1699956139009136,1.5449630589513383,2.9929775449133444e-05,186
C,30,50,1.34487355838631,1.1699956139009136,1.5449630589513383,2.9929775449133444e-05,186
C,40,50,1.34487355838631,1.1699956139009136,1.5449630589513383,2.9929775449133444e-05,186
C,50,50,1.346623030922977,1.1711661947076697,1.54805607705634,2.7895445453784973e-05,185
C,60,50,1.3495888628098645,1.1735108709918105,1.551155287387714,2.5650338876026524e-05,179
C,70,50,1.3082626033877456,1.1354170177814864,1.508325356558058,0.0002097289428695,155
C,80,50,1.3187706804801993,1.1365530026970605,1.5295904196633787,0.000254191046878,112
C,90,50,1.1938698432199777,1.0110607224447197,1.4105786355076784,0.036888134546533,57
CD,0,50,1.4244702639357965,1.0628989141871952,1.9078939696124533,0.0176920907146911,93
CD,10,50,1.4244702639357965,1.0628989141871952,1.9078939696124533,0.0176920907146911,93
CD,20,50,1.4244702639357965,1.0628989141871952,1.9078939696124533,0.0176920907146911,93
CD,30,50,1.4244702639357965,1.0628989141871952,1.9078939696124533,0.0176920907146911,93
CD,40,50,1.4244702639357965,1.0628989141871952,1.9078939696124533,0.0176920907146911,93
CD,50,50,1.4244702639357965,1.0628989141871952,1.9078939696124533,0.0176920907146911,93
CD,60,50,1.4306086741945123,1.0682267171659934,1.915540829013896,0.016350336499955,92
CD,70,50,1.4328994802293464,1.0692954781746002,1.919375744308914,0.015908848441229,85
CD,80,50,1.4360553292469111,1.060775240740159,1.9425470027367544,0.0190270795990938,72
CD,90,50,1.3370958688507666,0.9521811296985048,1.8776105792643432,0.0929573157274401,42
CG,0,50,1.343260678038001,1.060775240740159,1.7006320906765495,0.0142856214705429,139
CG,10,50,1.343260678038001,1.060775240740159,1.7006320906765495,0.0142856214705429,139
CG,20,50,1.343260678038001,1.060775240740159,1.7006320906765495,0.0142856214705429,139
CG,30,50,1.343260678038001,1.060775240740159,1.7006320906765495,0.0142856214705429,139
CG,40,50,1.343260678038001,1.060775240740159,1.7006320906765495,0.0142856214705429,139
CG,50,50,1.342857760275276,1.060775240740159,1.7006320906765495,0.014445100050126,136
CG,60,50,1.3337573041233846,1.0523228932832038,1.6904588483790914,0.0170327510613073,132
CG,70,50,1.3522907415135617,1.0650268392313054,1.717723727336547,0.0133236175839654,114
CG,80,50,1.3404427904316814,1.051271096376024,1.7074482422542117,0.0178845359007409,90
CG,90,50,1.3495888628098645,1.0376930208381572,1.7559324037071788,0.0254830730609647,52
