buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.4141094938303624,1.1062766417634236,1.8076000026120045,0.0056228635223607,105
C,10,50,1.4141094938303624,1.1062766417634236,1.8076000026120045,0.0056228635223607,105
C,20,50,1.4141094938303624,1.1062766417634236,1.8076000026120045,0.0056228635223607,105
C,30,50,1.4141094938303624,1.1062766417634236,1.8076000026120045,0.0056228635223607,105
C,40,50,1.4141094938303624,1.1062766417634236,1.8076000026120045,0.0056228635223607,105
C,50,50,1.4141094938303624,1.1062766417634236,1.8076000026120045,0.0056228635223607,105
C,60,50,1.44411979852955,1.128624912367344,1.8478078674788692,0.0034890982747504,99
C,70,50,1.4728510320244834,1.1468281485203982,1.8926917079807224,0.0024374524789543,91
C,80,50,1.405509682010614,1.0832870676749586,1.823941830554062,0.0104371356192076,66
C,90,50,1.233061375110824,0.9398828867910888,1.6176912849017004,0.1300258394902576,47
CD,0,50,0.9903468932559908,0.5096658316912476,1.923218337109468,0.9768645905953786,59
CD,10,50,0.9903468932559908,0.5096658316912476,1.923218337109468,0.9768645905953786,59
CD,20,50,0.9903468932559908,0.5096658316912476,1.923218337109468,0.9768645905953786,59
CD,30,50,0.9903468932559908,0.5096658316912476,1.923218337109468,0.9768645905953786,59
CD,40,50,0.9903468932559908,0.5096658316912476,1.923218337109468,0.9768645905953786,59
CD,50,50,0.9903468932559908,0.5096658316912476,1.923218337109468,0.9768645905953786,59
CD,60,50,0.9737506639002294,0.5010747437014489,1.8926917079807224,0.9370326230647494,58
CD,70,50,0.9737506639002294,0.5010747437014489,1.8926917079807224,0.9370326230647494,58
CD,80,50,1.0809064557593608,0.54936072222743,2.1254849752831912,0.8219792742625407,46
CD,90,50,1.1103774471495782,0.5000735956957677,2.464527239866597,0.7971787730722324,31
CG,0,50,0.9765786394080872,0.5627048688069557,1.69553783960182,0.9330564317698264,70
CG,10,50,0.9765786394080872,0.5627048688069557,1.69553783960182,0.9330564317698264,70
CG,20,50,0.9765786394080872,0.5627048688069557,1.69553783960182,0.9330564317698264,70
CG,30,50,0.9765786394080872,0.5627048688069557,1.69553783960182,0.9330564317698264,70
CG,40,50,0.9765786394080872,0.5627048688069557,1.69553783960182,0.9330564317698264,70
CG,50,50,0.9765786394080872,0.5627048688069557,1.69553783960182,0.9330564317698264,70
CG,60,50,0.9757976889184072,0.5621424451968224,1.6938431492486188,0.9306715121085708,69
CG,70,50,0.9452555166946356,0.5444386582392171,1.640498239057044,0.8414805811217939,63
CG,80,50,0.9055615775955904,0.5173684443380216,1.5840739849944818,0.7285913187713482,55
CG,90,50,0.7828610948046509,0.4269877306530259,1.4361989419603518,0.4289439914877442,35
