buff,spa,cov,OR,OR_lb,OR_ub,pvalues,n
C,0,50,1.5856588512805472,1.3512093415380155,1.860787899662108,1.567562102344766e-08,239
C,10,50,1.5856588512805472,1.3512093415380155,1.860787899662108,1.567562102344766e-08,239
C,20,50,1.5856588512805472,1.3512093415380155,1.860787899662108,1.567562102344766e-08,239
C,30,50,1.5856588512805472,1.3512093415380155,1.860787899662108,1.567562102344766e-08,239
C,40,50,1.5779081276899694,1.3444701568320527,1.8515071812945385,2.3102572521693787e-08,236
C,50,50,1.5634579456743003,1.332424213475676,1.8349183782508536,4.375116113841671e-08,233
C,60,50,1.5469728169876578,1.3178478640273033,1.8166606353305503,9.821276658605883e-08,222
C,70,50,1.5023041056619504,1.2750686241184597,1.7700362029134793,1.1620562294645254e-06,182
C,80,50,1.5324994041208542,1.2943388186242375,1.8148448827228365,7.383310369757368e-07,138
C,90,50,1.5457357336333872,1.2712491503214047,1.8794891289619104,1.318572679553931e-05,63
CD,0,50,1.4866124379747896,1.0832870676749586,2.0401023945431844,0.0141276981457703,136
CD,10,50,1.4866124379747896,1.0832870676749586,2.0401023945431844,0.0141276981457703,136
CD,20,50,1.4817147026374733,1.0800420763926004,2.0339912586467506,0.0149329950884478,135
CD,30,50,1.4817147026374733,1.0800420763926004,2.0339912586467506,0.0149329950884478,135
CD,40,50,1.475652109165957,1.0746553440638136,2.0258715438680044,0.0159962979783383,134
CD,50,50,1.4628696202683646,1.0650268392313054,2.0097292268772886,0.0189252547819731,130
CD,60,50,1.4423878941217876,1.050220350740028,1.9817890552569948,0.023821250837094,127
CD,70,50,1.4117075499216414,1.0232665395472176,1.9483833939544983,0.0359051453718921,114
CD,80,50,1.384861313543689,0.997004495503373,1.923218337109468,0.0523796898809054,95
CD,90,50,1.2871107786411626,0.8931506601160155,1.855213901141401,0.1757363777163201,53
CG,0,50,1.5418762207006325,1.1864907490217118,2.003709073941175,0.0011911118389564,186
CG,10,50,1.5418762207006325,1.1864907490217118,2.003709073941175,0.0011911118389564,186
CG,20,50,1.5418762207006325,1.1864907490217118,2.003709073941175,0.0011911118389564,186
CG,30,50,1.5340326700301576,1.180573101723276,1.9937155332430825,0.0013600398104747,184
CG,40,50,1.5340326700301576,1.180573101723276,1.9937155332430825,0.0013600398104747,184
CG,50,50,1.5360282093206972,1.1817542653083617,1.9957102459664608,0.0013181437531377,182
CG,60,50,1.522113759384257,1.1711661947076697,1.9798082567660495,0.0017126920367924,170
CG,70,50,1.47934585469696,1.1365530026970605,1.9251425173763628,0.0036258685996934,149
CG,80,50,1.4922723121893875,1.141108319267235,1.952284060108339,0.003466765164023,120
CG,90,50,1.4906317151397837,1.1118218765065309,1.999705660541164,0.0076988322775228,63
