motif,D_type,Ess_n,NonEss_n,Ess_hits,NonEss_hits,Ess_mean,Ess_lower_ci,Ess_upper_ci,NonEss_mean,NonEss_lower_ci,NonEss_upper_ci,ratio,proportion,abs_diff,p_value,OnlyEnt,buff,spa,q_value
Bukau5LF,D_Thread,138,416,0,4,0.0,,,3.647902989653529e-05,8.585164835164835e-06,9.955775113657084e-05,0.0,0.0,3.647902989653529e-05,0.4751,False,C,0,0.8814000000000001
Bukau5LF,D_Loop,138,416,1,7,1.2558711978499483e-05,0.0,6.279355989249743e-05,5.64873403067036e-05,2.289915393614537e-05,0.000125944966438,0.2223279040987009,0.1818889214205064,4.392862832820412e-05,0.3193,False,C,0,0.8814000000000001
Bukau5,D_All,98,303,0,0,0.0,,,0.0,,,,,0.0,1.0,True,C,0,1.0
Bukau5,D_Thread,98,303,0,0,0.0,,,0.0,,,,,0.0,1.0,True,C,0,1.0
Bukau5,D_Loop,98,303,0,0,0.0,,,0.0,,,,,0.0,1.0,True,C,0,1.0
Bukau5RF,D_All,98,303,0,4,0.0,,,4.458066776422587e-05,1.330778239114234e-05,0.0001193084294885,0.0,0.0,4.458066776422587e-05,0.4765,True,C,0,0.8814000000000001
Bukau5RF,D_Thread,98,303,0,2,0.0,,,2.322329992673402e-05,0.0,9.127700761459502e-05,0.0,0.0,2.322329992673402e-05,0.8162,True,C,0,0.98316
Bukau5RF,D_Loop,98,303,0,2,0.0,,,2.002943215285985e-05,0.0,7.33960788497219e-05,0.0,0.0,2.002943215285985e-05,0.8184,True,C,0,0.98316
Bukau5LF,D_All,98,303,2,10,4.175094713337413e-05,0.0,0.0001472961545335,0.0001243082515982,5.884249275864863e-05,0.000239451319404,0.3358662566369635,0.2514220678666629,8.25573044648284e-05,0.2994,True,C,0,0.8814000000000001
Bukau5LF,D_Thread,98,303,0,4,0.0,,,5.0083420584022045e-05,1.5422102957959347e-05,0.0001417794033691,0.0,0.0,5.0083420584022045e-05,0.4702,True,C,0,0.8814000000000001
Bukau5LF,D_Loop,98,303,1,7,1.7684716867682947e-05,0.0,0.000106108301206,7.755357613065578e-05,3.266956342583054e-05,0.0001740035851658,0.2280322552488,0.1856891415304076,5.986885926297283e-05,0.3323,True,C,0,0.8814000000000001
Schymkowitz,D_All,138,416,6,9,0.0001383771629755,4.4458749899837234e-05,0.0003277002491884,7.033482643125135e-05,3.2118798068066425e-05,0.0001404317643174,1.967406048989945,0.6630053374932011,6.804233654425042e-05,0.2432,False,C,0,0.808925
Schymkowitz,D_Thread,138,416,1,2,2.92192613370734e-05,0.0,0.0001460963066853,2.1025733193238584e-05,0.0,9.38957400136408e-05,1.389690483967031,0.5815357651088189,8.193528143834812e-06,0.8632,False,C,0,0.990141176470588
Schymkowitz,D_Loop,138,416,4,5,7.33390199403657e-05,1.3019428939797866e-05,0.0002214926137431,4.118511110071988e-05,1.3977666989653989e-05,0.0001083702272215,1.7807168168373302,0.6403804968758531,3.2153908839645816e-05,0.4938,False,C,0,0.8814000000000001
Schymkowitz,D_All,98,303,6,8,0.0001948576376593,6.697460550730539e-05,0.0004641201748474,7.989697275543073e-05,3.538861322654476e-05,0.0001695268150283,2.43886133528301,0.7092060707013933,0.0001149606649039,0.1167,True,C,0,0.6501857142857143
Schymkowitz,D_Thread,98,303,1,2,4.114549045424621e-05,0.0,0.0002468729427254,2.886701322900083e-05,0.0,0.0001277872927335,1.4253462984840422,0.587687745611813,1.227847722524538e-05,0.8575,True,C,0,0.990141176470588
Schymkowitz,D_Loop,98,303,4,5,0.0001032733137935,1.833348156828679e-05,0.0003097631846857,5.6544574976565904e-05,1.8066893906261237e-05,0.0001490824428715,1.8264053419161137,0.6461937057753836,4.6728738817010274e-05,0.4916,True,C,0,0.8814000000000001
Emperical4,D_All,138,416,15,38,0.0004775300096069,0.0002550124801071,0.0008402293930383,0.0002671482460374,0.0001881695241201,0.0003830650853779,1.787509432272246,0.6412568192872994,0.0002103817635694,0.0733,False,C,0,0.4398
Emperical4,D_Thread,138,416,2,17,3.625056193897005e-05,0.0,0.0001904191020919,0.0001105779040907,6.595333731779157e-05,0.0001821160382211,0.3278282604202064,0.2468905582085302,7.432734215174046e-05,0.1602,False,C,0,0.7749529411764705
Emperical4,D_Loop,138,416,8,24,0.0001414587137733,6.330039232095503e-05,0.0002853153861262,0.0001504294023015,9.6743485532225e-05,0.0002284766759712,0.9403661226399525,0.4846333440209435,8.970688528196741e-06,0.8899,False,C,0,1.0
Emperical4RF,D_All,138,416,70,208,0.002442840614623,0.0019676442087661,0.0030325248157878,0.0026769103490255,0.0023553989212268,0.0030272730011331,0.9125597409387574,0.4771405156164367,0.0002340697344025,0.4818,False,C,0,0.8814000000000001
Emperical4RF,D_Thread,138,416,15,67,0.0003190833758663,0.0001738487686139,0.0005656208861429,0.0006357226989112,0.000487661974112,0.000817521816175,0.5019222632962714,0.3341865791340636,0.0003166393230449,0.0404,False,C,0,0.4398
Emperical4RF,D_Loop,138,416,39,114,0.0009523535612213,0.0006853090567085,0.0013061996889081,0.0011341707710047,0.0009342232785261,0.0013666423430071,0.8396915046379965,0.4564306040013083,0.0001818172097833,0.3864,False,C,0,0.8814000000000001
Emperical4LF,D_All,138,416,81,239,0.0031154179244198,0.0025644272269706,0.0037667230843773,0.0034106118579401,0.0030381310394497,0.0038483644110291,0.9134483940665687,0.4773833445935046,0.0002951939335203,0.4573,False,C,0,0.8814000000000001
Emperical4LF,D_Thread,138,416,30,88,0.0006883176073524,0.0004665987697501,0.0009915439513477,0.0007417979612814,0.0005971264256581,0.0009105637666312,0.927904420448142,0.4813020866628079,5.34803539289692e-05,0.7304,False,C,0,0.98316
Emperical4LF,D_Loop,138,416,40,141,0.0009848580929862,0.0007174599906031,0.0013222718221505,0.0013908682201349,0.0011759907744638,0.0016331612614414,0.7080887166224072,0.4145503156431999,0.0004060101271486,0.0654,False,C,0,0.4398
Emperical4,D_All,98,303,14,36,0.0005881089644473,0.0003077732356513,0.0010687444971223,0.000315029194027,0.0002214806358943,0.000437168851087,1.866839567881324,0.6511838293277679,0.0002730797704203,0.051,True,C,0,0.4398
Emperical4,D_Thread,98,303,2,17,5.104670966916192e-05,0.0,0.0002547125461738,0.0001518165283885,8.895453246009956e-05,0.0002438950014049,0.3362394741270239,0.2516311489351053,0.0001007698187194,0.1689,True,C,0,0.7749529411764705
Emperical4,D_Loop,98,303,8,24,0.0001991969642931,9.170082830932046e-05,0.0003988136843377,0.0002065301364932,0.0001353042477358,0.0003109714564711,0.9644934520228358,0.4909629253432727,7.333172200127386e-06,0.9371,True,C,0,1.0
Emperical4RF,D_All,98,303,60,182,0.002783323320725,0.0022342440646288,0.0034883254691679,0.0029780068221793,0.002624640656177,0.0033688881096045,0.9346262406102354,0.4831042921838112,0.0001946835014542,0.6113,True,C,0,0.953628
Emperical4RF,D_Thread,98,303,15,67,0.0004493214884648,0.0002442616365059,0.0007883102362056,0.0008728074018056,0.0006743985590065,0.0011141365282717,0.5148002727009,0.3398469633115443,0.0004234859133407,0.0437,True,C,0,0.4398
Emperical4RF,D_Loop,98,303,39,114,0.0013410693004954,0.0009797238628927,0.0017939296590578,0.0015571453489701,0.0013003419991123,0.001855823957121,0.8612357872579764,0.4627225594704326,0.0002160760484747,0.4309,True,C,0,0.8814000000000001
Emperical4LF,D_All,98,303,67,205,0.0032463192303615,0.0026740913591095,0.0039331543316931,0.0035802764733607,0.0032083687688157,0.0039919938623024,0.9067230574275618,0.4755399867303534,0.0003339572429991,0.3958,True,C,0,0.8814000000000001
Emperical4LF,D_Thread,98,303,30,88,0.000969263569537,0.0006718515381565,0.001383529852063,0.0010184420854556,0.0008294847413275,0.0012476019749007,0.95171201522318,0.4876293263554823,4.917851591855547e-05,0.8193,True,C,0,0.98316
Emperical4LF,D_Loop,98,303,40,141,0.0013868409880826,0.001025821411633,0.0018097340083634,0.0019095748500862,0.0016309953873065,0.0022344491027361,0.7262564167202054,0.4207117840002319,0.0005227338620035,0.0721,True,C,0,0.4398
Emperical5,D_All,138,416,6,26,0.0002128252478994,6.340336438132933e-05,0.0005975098130853,0.0001799534740022,0.0001164437506812,0.0002768465580846,1.1826681817586122,0.5418451561454094,3.28717738971433e-05,0.7456,False,C,0,0.98316
Emperical5,D_Thread,138,416,2,5,1.6199053975247847e-05,0.0,6.479621590099139e-05,4.309683779204347e-05,1.3680811414978478e-05,0.0001101348793008,0.3758756977348002,0.2731901568968988,2.6897783816795625e-05,0.5198,False,C,0,0.8814000000000001
Emperical5,D_Loop,138,416,2,12,2.217370505562475e-05,0.0,0.0001006441223832,6.93502678516701e-05,3.539135588531126e-05,0.0001251244055443,0.319734959107166,0.2422720993338501,4.717656279604535e-05,0.2244,False,C,0,0.808925
Emperical5RF,D_All,138,416,33,103,0.0008590103943674,0.0005808271608393,0.0012637314568001,0.0009973409498778,0.0008052361571109,0.0012162396989037,0.8613006359285673,0.4627412784925423,0.0001383305555104,0.5023,False,C,0,0.8814000000000001
Emperical5RF,D_Thread,138,416,6,23,0.0001277572416148,4.1513047336148775e-05,0.0003951873841653,0.0001934786792818,0.0001198246483867,0.0003030476404499,0.6603168994591269,0.3977053414768198,6.572143766700897e-05,0.4725,False,C,0,0.8814000000000001
Emperical5RF,D_Loop,138,416,18,51,0.000380837361462,0.0002183939807504,0.0006420132653535,0.0003780953309685,0.0002746551522844,0.0005157482284364,1.007252219926849,0.5018065043981152,2.7420304934986446e-06,0.9814,False,C,0,1.0
